,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,364653000,346628000,332854000,370631000,398775000,371255000,404074000,475647000,876816000,797332000,757712000,856926000,1040412000,972432000,953761000,1003024000,1173877000,1371438000,1497467000,1583810000,1596469000,1495702000,1487787000,1551721000,1769774000,1519393000,1482443000,1617048000,1459107000,1411559000,1360801000,1455964000,1532257000,1418067000,1435086000,1409682000,1496596000,1555474000,1736941000,1779689000,1884876000,1698078000,1648333000,1714416000,1859144000,1674926000,1697427000,1845697000,1999058000,1778809000,1809702000,1897665000,2159233000,1776462000
IncomeRevenues_yy,,,,,9.36,7.10,21.40,28.33,119.88,114.77,87.52,80.16,18.66,21.96,25.87,17.05,12.83,41.03,57.01,57.90,36.00,9.06,-0.65,-2.03,10.86,1.58,-0.36,4.21,-17.55,-7.10,-8.21,-9.96,5.01,0.46,5.46,-3.18,-2.33,9.69,21.03,26.25,25.94,9.17,-5.10,-3.67,-1.37,-1.36,2.98,7.66,7.53,6.20,6.61,2.82,8.01,-0.13
IncomeRevenues_sy,,,,,11.57,26.41,27.58,28.82,35.04,17.75,17.48,7.86,5.41,22.13,9.78,-3.85,-3.56,-4.86,-16.39,-0.75,12.84,13.89,22.40,22.36,22.16,17.24,11.98,14.00,9.18,0.09,-8.34,-5.27,-4.38,6.22,8.31,3.77,5.62,8.90,6.14,0.94,11.28,1.79,2.12,-1.20,-5.84,8.04,12.38,8.14,11.60,8.36,12.03,12.08,7.52,16.57
IncomeRevenues_qq,,-4.94,-3.97,11.35,7.59,-6.90,8.84,17.71,84.34,-9.07,-4.97,13.09,21.41,-6.53,-1.92,5.17,17.03,16.83,9.19,5.77,0.80,-6.31,-0.53,4.30,14.05,-14.15,-2.43,9.08,-9.77,-3.26,-3.60,6.99,5.24,-7.45,1.20,-1.77,6.17,3.93,11.67,2.46,5.91,-9.91,-2.93,4.01,8.44,-9.91,1.34,8.73,8.31,-11.02,1.74,4.86,13.78,-17.73
IncomeRevenues_sq,,10.78,0.12,14.42,-10.10,28.11,8.84,11.29,-8.89,5.38,5.90,7.72,4.46,9.12,-1.54,-6.06,-12.67,12.38,1.24,-1.90,-4.70,19.34,10.57,-2.23,1.00,10.57,4.87,-1.28,-6.65,4.06,5.76,-3.59,-9.28,12.36,1.39,-6.83,-2.51,13.88,2.34,-7.27,3.76,6.32,-0.38,-3.70,-4.04,15.77,-0.34,-0.14,-4.55,4.54,4.73,1.58,1.11,2.19
IncomeCostOfSales,344127000,324192000,309688000,342028000,376665000,348371000,378181000,444711000,829527000,753258000,708821000,792382000,972709000,894287000,879555000,932791000,1076273000,1269926000,1382389000,1461465000,1467650000,1361792000,1368973000,1418243000,1628177000,1392877000,1352603000,1469665000,1313348000,1270565000,1225162000,1312345000,1387412000,1280197000,1301156000,1274472000,1357347000,1417320000,1587672000,1620756000,1711836000,1533246000,1481685000,1541902000,1679208000,1498886000,1512670000,1672253000,1805496000,1609678000,1627511000,1703361000,1955314000,1586102000
IncomeCostOfSales_yy,,,,,9.46,7.46,22.12,30.02,120.23,116.22,87.43,78.18,17.26,18.72,24.09,17.72,10.65,42.00,57.17,56.68,36.36,7.23,-0.97,-2.96,10.94,2.28,-1.20,3.63,-19.34,-8.78,-9.42,-10.70,5.64,0.76,6.20,-2.89,-2.17,10.71,22.02,27.17,26.12,8.18,-6.68,-4.87,-1.91,-2.24,2.09,8.45,7.52,7.39,7.59,1.86,8.30,-1.46
IncomeCostOfSales_sy,,,,,9.35,14.69,24.14,27.08,44.87,21.49,26.48,9.28,4.48,22.10,11.48,-4.22,-16.19,-2.25,-20.50,-5.00,10.74,16.54,28.80,24.18,24.08,18.13,10.44,14.31,10.64,7.20,0.63,0.11,2.26,7.05,6.71,4.68,4.51,2.38,4.28,-0.79,7.99,-2.17,1.30,-6.12,-8.28,3.21,6.26,7.27,12.24,8.23,13.10,9.74,5.60,12.01
IncomeCostOfSales_qq,,-5.79,-4.47,10.44,10.13,-7.51,8.56,17.59,86.53,-9.19,-5.90,11.79,22.76,-8.06,-1.65,6.05,15.38,17.99,8.86,5.72,0.42,-7.21,0.53,3.60,14.80,-14.45,-2.89,8.65,-10.64,-3.26,-3.57,7.12,5.72,-7.73,1.64,-2.05,6.50,4.42,12.02,2.08,5.62,-10.43,-3.36,4.06,8.90,-10.74,0.92,10.55,7.97,-10.85,1.11,4.66,14.79,-18.88
IncomeCostOfSales_sq,,11.21,2.77,12.06,-12.54,24.35,7.88,14.74,-3.48,7.52,6.56,6.56,1.12,4.51,0.28,-4.14,-20.92,9.62,1.80,-3.17,-2.20,19.51,11.69,-4.29,9.51,11.78,4.29,3.66,-10.64,5.26,0.32,-3.28,-9.54,12.90,1.64,-6.02,-6.07,9.36,-1.31,-7.99,-4.06,13.07,-0.62,-2.09,-4.52,16.79,-2.36,1.22,-2.07,8.59,4.03,1.08,-3.30,1.98
