,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,67494000,88568000,102600000,88802000,77643000,107427000,129555000,171348000,155634000,178893000,180215000,167849000,146591000,214301000,226783000,249489000,192981000,264347000,272741000,253922000,123776000,217789000,264762000,284942000,187491000,171561000,187222000,186419000,143636000,179863000,174434000,150797000,118800000,120895000,150714000,184708000,158182000,215098000,241011000,248359000,172063000,174812000,214307000,198442000,167155000,217086000,175323000,192223000,159158000,178761000,185379000,127065000,138860000,137358000
IncomeCostOfSales,61819000,78766000,90570000,81973000,71109000,95877000,114820000,150485000,138339000,159640000,160777000,154184000,128029000,186259000,201805000,222671000,164014000,238533000,243668000,230521000,114479000,192726000,248356000,281418000,169692000,150674000,170557000,170404000,131015000,164410000,159511000,143110000,108428000,113124000,138230000,169610000,143102000,195866000,219851000,230040000,158001000,163711000,199082000,181252000,155060000,199928000,162873000,202452000,148890000,166993000,174686000,199215000,120833000,117977000
IncomeDistributionExpenses,,,,,,,,,,,0,0,0,0,47000,169000,150000,85000,84000,93000,102000,128000,124000,159000,155000,117000,127000,242000,201000,208000,191000,168000,163000,103000,110000,63000,103000,76000,7000,7000,6000,7000,6000,6000,8000,4000,5000,6000,3000,4000,2000,0,625000,6648000
IncomeAdministrativExpenses,7206000,7557000,7744000,7168000,7525000,8003000,9505000,9285000,9984000,10558000,10189000,12083000,12882000,14196000,15046000,13002000,13276000,12705000,12596000,10537000,11957000,11239000,12108000,11901000,10500000,11871000,11319000,11533000,12920000,10887000,10688000,11017000,10783000,11293000,11473000,10899000,11118000,10724000,10974000,10574000,11781000,10841000,11986000,11685000,11351000,10717000,12383000,11437000,11901000,10658000,11556000,11347000,13099000,-973000
IncomeGrossProfit,2596000,4473000,-915000,-634000,4025000,6732000,11358000,8010000,9269000,8880000,3476000,6479000,15160000,10735000,11603000,15815000,12453000,16284000,10712000,-1342000,12978000,5043000,-8743000,5743000,10270000,4667000,4454000,887000,2325000,3845000,-3169000,-808000,-3115000,1081000,3562000,4078000,8038000,10429000,7338000,3482000,-687000,4378000,5198000,402000,5803000,1728000,-22618000,-1172000,-137000,33000,-83706000,6055000,6907000,2120000
IncomeOtherOperatingIncome,21594000,838000,7294000,2010000,20568000,1189000,4428000,2485000,7516000,4660000,5513000,10783000,6077000,5439000,13815000,3246000,4261000,1572000,5591000,2902000,1342000,3372000,16621000,14624000,6154000,19232000,5227000,17666000,1927000,8806000,12636000,20238000,8825000,7502000,10842000,4758000,3343000,3344000,4222000,2390000,25454000,4142000,-712000,3756000,9833000,3179000,8891000,1477000,8788000,7010000,6759000,2135000,3352000,537000
IncomeOtherOperatingCosts,2178000,1029000,6130000,667000,15882000,1626000,6650000,973000,1292000,771000,5471000,3097000,3233000,2404000,15065000,900000,1771000,1517000,10853000,846000,4260000,3106000,9416000,1210000,4663000,2403000,13474000,6636000,413000,5923000,25621000,17543000,3347000,2265000,9945000,1178000,2224000,3227000,5975000,773000,11296000,3663000,19124000,1094000,18073000,1491000,13756000,1105000,656000,3294000,9607000,1198000,2862000,610000
IncomeEBIT,22012000,4282000,249000,709000,8711000,6295000,9136000,9522000,15493000,12769000,3518000,14165000,18004000,13770000,10353000,18161000,14943000,16339000,5450000,714000,10060000,5309000,-1538000,19157000,11761000,21496000,-3793000,11917000,3839000,6728000,-16154000,1887000,2363000,6318000,4459000,7658000,9157000,10546000,5585000,5099000,13471000,4857000,-14638000,3064000,-2437000,3416000,-27483000,-800000,7995000,3749000,-86554000,6992000,7397000,178000
IncomeFinanceIncome,509000,1132000,1317000,3297000,3104000,78000,54059000,2525000,4010000,9798000,5207000,2759000,2739000,2727000,14203000,6664000,2488000,-1386000,3175000,746000,2798000,1033000,658000,1225000,467000,4099000,661000,303000,887000,424000,368000,2249000,2334000,-1480000,-79000,349000,373000,-41000,1703000,114000,1045000,-415000,694000,415000,1697000,538000,1184000,110000,399000,449000,691000,1047000,200000,2435000
IncomeFinanceCosts,17507000,3803000,14532000,1899000,2639000,1762000,5652000,1299000,3869000,3187000,7098000,2405000,3959000,1559000,11229000,5681000,2732000,-490000,4861000,4206000,-274000,1787000,1949000,1119000,68000,890000,919000,2600000,3766000,3316000,3815000,1174000,1492000,1032000,5050000,1602000,1346000,2022000,3174000,1824000,1319000,1158000,2010000,1848000,1554000,1600000,1798000,2871000,3369000,2165000,605000,3189000,3570000,-783000
IncomeOtherIncome,-1241000,-8505000,202000,501000,150000,268000,251000,0,0,0,14794000,-437000,7000,-324000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2430000,3773000,-6894000,-12764000,2608000
IncomeNetGrossProfit,9326000,4879000,57794000,10748000,15634000,19380000,16421000,14082000,16791000,14614000,14081000,19144000,14699000,15443000,3764000,-2746000,13132000,4555000,-2829000,19263000,12160000,24705000,-4051000,9620000,960000,3836000,-19601000,2962000,3205000,3806000,-670000,6405000,8184000,8483000,4114000,3389000,13197000,3284000,-15954000,1631000,-2294000,2354000,-28097000,-3561000,5025000,2033000,-86468000,4850000,4027000,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2430000,3773000,-6894000,-12764000,2608000
IncomeBeforeTaxProfit,9326000,4879000,57794000,10748000,15634000,19380000,16421000,14082000,16791000,14614000,14081000,19144000,14699000,15443000,3764000,-2746000,13132000,4555000,-2829000,19263000,12160000,24705000,-4051000,9620000,960000,3836000,-19601000,2962000,3205000,3806000,-670000,6405000,8184000,8483000,4114000,3389000,13197000,3284000,-15954000,1631000,-2294000,2354000,-28097000,-3561000,5025000,2033000,-86468000,4850000,4027000,0,0,0,-416000,30000
