,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,202265000,192364000,237435000,284686000,278444000,301725000,370056000,361559000,409844000,424958000,410562000,385000000,414092000,482551000,478540000,405321000,407993000,406965000,430090000,412800000,362441000,473551000,452331000,443949000,482219000,482124000,518220000,520332000,469524000,477351000,459680000,402162000,722101000,659903000,724291000,700228000,672634000,693359000,741329000,751215000,751139000,793431000,800749000,786374000,679686000,811257000,791622000,858370000,855049000,840199000,906306000,899536000,931720000,1038558000
IncomeRevenues_yy,,,,,37.66,56.85,55.86,27.00,47.19,40.84,10.95,6.48,1.04,13.55,16.56,5.28,-1.47,-15.66,-10.12,1.85,-11.16,16.36,5.17,7.55,33.05,1.81,14.57,17.21,-2.63,-0.99,-11.30,-22.71,53.79,38.24,57.56,74.12,-6.85,5.07,2.35,7.28,11.67,14.43,8.02,4.68,-9.51,2.25,-1.14,9.16,25.80,3.57,14.49,4.80,8.97,23.61
IncomeRevenues_sy,,,,,35.28,48.79,17.95,26.68,22.89,19.42,12.64,12.68,9.37,9.93,0.66,3.49,-19.80,-14.82,-19.75,1.85,-6.72,12.47,15.62,22.68,31.04,22.93,19.94,22.76,6.70,4.36,-5.84,-3.56,-3.67,-2.42,2.62,7.53,5.61,7.17,6.43,5.54,7.78,6.02,6.94,3.25,-5.02,-2.64,-2.84,7.26,13.96,12.29,20.89,16.83,13.98,12.35
IncomeRevenues_qq,,-4.90,23.43,19.90,-2.19,8.36,22.65,-2.30,13.35,3.69,-3.39,-6.23,7.56,16.53,-0.83,-15.30,0.66,-0.25,5.68,-4.02,-12.20,30.66,-4.48,-1.85,8.62,-0.02,7.49,0.41,-9.76,1.67,-3.70,-12.51,79.55,-8.61,9.76,-3.32,-3.94,3.08,6.92,1.33,-0.01,5.63,0.92,-1.80,-13.57,19.36,-2.42,8.43,-0.39,-1.74,7.87,-0.75,3.58,11.47
IncomeRevenues_sq,,10.45,15.71,2.95,11.49,5.44,9.18,-6.28,13.35,3.62,2.81,-6.58,8.02,4.32,-0.18,-17.54,-3.52,0.14,5.68,3.18,0.81,12.30,5.77,2.13,12.24,3.94,2.70,0.76,5.54,0.23,-4.73,-3.61,4.13,2.10,4.86,-7.34,4.42,4.51,4.56,-5.52,8.09,4.04,1.75,-9.83,4.70,6.78,-2.70,-4.48,16.06,0.62,1.69,0.37,11.72,0.52
IncomeCostOfSales,178054000,167167000,193395000,232110000,200786000,204075000,247922000,249842000,276878000,279709000,281977000,274741000,271584000,331829000,356305000,290184000,281405000,285970000,307612000,312993000,279187000,357147000,395005000,393499000,408976000,418816000,440781000,439794000,395948000,402202000,416400000,379291000,649498000,593412000,670405000,654394000,607566000,611997000,632184000,646371000,627356000,656222000,658855000,640184000,539093000,627358000,648537000,692486000,689052000,722563000,763489000,768492000,768323000,897816000
IncomeCostOfSales_yy,,,,,12.77,22.08,28.19,7.64,37.90,37.06,13.74,9.97,-1.91,18.63,26.36,5.62,3.62,-13.82,-13.67,7.86,-0.79,24.89,28.41,25.72,46.49,17.27,11.59,11.76,-3.19,-3.97,-5.53,-13.76,64.04,47.54,61.00,72.53,-6.46,3.13,-5.70,-1.23,3.26,7.23,4.22,-0.96,-14.07,-4.40,-1.57,8.17,27.82,15.18,17.72,10.98,11.50,24.25
IncomeCostOfSales_sy,,,,,21.36,14.80,12.31,25.76,20.66,16.67,13.74,13.24,12.79,15.89,4.96,0.20,-17.44,-17.84,-20.42,-4.28,-1.58,13.06,28.41,27.44,34.70,26.88,26.06,14.72,14.73,9.38,0.67,-1.58,-10.53,-1.52,0.30,2.70,-0.67,5.65,4.78,1.83,8.85,6.92,5.14,2.06,-11.08,-7.58,-5.72,5.02,19.74,16.66,21.85,17.04,13.00,9.94
IncomeCostOfSales_qq,,-6.11,15.69,20.02,-13.50,1.64,21.49,0.77,10.82,1.02,0.81,-2.57,-1.15,22.18,7.38,-18.56,-3.03,1.62,7.57,1.75,-10.80,27.92,10.60,-0.38,3.93,2.41,5.24,-0.22,-9.97,1.58,3.53,-8.91,71.24,-8.64,12.97,-2.39,-7.16,0.73,3.30,2.24,-2.94,4.60,0.40,-2.83,-15.79,16.37,3.38,6.78,-0.50,4.86,5.66,0.66,-0.02,16.85
IncomeCostOfSales_sq,,10.70,8.98,-0.06,12.33,2.74,11.50,-8.14,8.44,2.72,4.77,3.69,-0.34,6.49,1.51,-19.82,-8.75,0.64,3.58,1.75,9.64,6.32,8.59,3.55,10.69,2.71,3.12,6.31,9.92,-0.93,1.40,-2.52,2.43,-4.37,3.10,-2.99,6.01,3.49,1.19,-6.38,11.82,4.88,-2.34,-7.60,-0.16,2.49,-3.13,-2.58,15.87,0.56,-0.55,2.60,8.89,0.26
