,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,230142000,217515000,268955000,281553000,253784000,257546000,297275000,361245000,364135000,348676000,361276000,409136000,375469000,341378000,375192000,384359000,294971000,263719000,316674000,358468000,305830000,314774000,359971000,409813000,402917000,396215000,445490000,480609000,362437000,328385000,361569000,379891000,354463000,341250000,380085000,386341000,396822000,380833000,371306000,373858000,96204000,93725000,89365000,1313680000,919934000,1075127000,1023423000,1034260000,1065120000,1071921000,1055217000,1065602000,1131114000,1153268000
IncomeRevenues_yy,,,,,10.27,18.40,10.53,28.30,43.48,35.38,21.53,13.26,3.11,-2.09,3.85,-6.06,-21.44,-22.75,-15.60,-6.74,3.68,19.36,13.67,14.32,31.75,25.87,23.76,17.28,-10.05,-17.12,-18.84,-20.96,-2.20,3.92,5.12,1.70,11.95,11.60,-2.31,-3.23,-75.76,-75.39,-75.93,251.38,856.23,1047.11,1045.22,-21.27,15.78,-0.30,3.11,3.03,6.20,7.59
IncomeRevenues_sy,,,,,4.93,8.30,9.88,19.46,30.88,18.87,19.10,13.86,3.36,-6.79,3.85,-6.06,9.48,-11.57,-6.60,-2.29,-5.92,4.32,-1.47,-2.81,19.46,19.78,22.94,16.30,9.54,-4.77,-11.88,-1.80,-7.09,-20.16,6.76,8.06,14.26,13.64,5.64,16.46,-5.61,-15.60,19.84,8.88,15.84,3.54,0.84,2.05,-4.08,-6.81,10.58,5.58,6.20,6.57
IncomeRevenues_qq,,-5.49,23.65,4.68,-9.86,1.48,15.43,21.52,0.80,-4.25,3.61,13.25,-8.23,-9.08,9.91,2.44,-23.26,-10.59,20.08,13.20,-14.68,2.92,14.36,13.85,-1.68,-1.66,12.44,7.88,-24.59,-9.40,10.11,5.07,-6.69,-3.73,11.38,1.65,2.71,-4.03,-2.50,0.69,-74.27,-2.58,-4.65,1370.02,-29.97,16.87,-4.81,1.06,2.98,0.64,-1.56,0.98,6.15,1.96
IncomeRevenues_sq,,-6.52,4.76,10.06,-8.75,5.12,15.88,17.92,-0.66,-5.12,-0.89,13.25,-8.23,-9.54,10.94,2.44,-2.10,-27.44,20.08,0.27,7.73,-10.19,6.35,-10.85,-2.91,0.80,5.58,-6.10,-4.46,-9.47,3.32,-0.68,0.03,-4.97,0.85,4.91,12.11,1.30,-9.50,20.42,-8.10,5.30,-4.02,5.62,-6.65,8.39,-7.04,6.52,-3.70,5.84,3.73,0.98,11.80,-5.36
IncomeCostOfSales,179382000,162678000,200395000,215625000,204096000,190833000,213838000,260543000,274671000,256207000,263302000,313859000,307152000,272742000,303918000,300489000,244956000,223533000,262975000,287055000,271572000,248842000,279531000,362417000,331139000,321144000,348746000,381676000,310257000,273589000,307590000,313439000,297869000,286159000,310725000,305304000,324441000,301642000,295872000,298217000,77762000,75172000,71761000,1049004000,726524000,812995000,776475000,785424000,813624000,818098000,818608000,830468000,867267000,891193000
IncomeCostOfSales_yy,,,,,13.78,17.31,6.71,20.83,34.58,34.26,23.13,20.46,11.83,6.45,15.43,-4.26,-20.25,-18.04,-13.47,-4.47,10.87,11.32,6.30,26.25,21.93,29.06,24.76,5.31,-6.31,-14.81,-11.80,-17.88,-3.99,4.59,1.02,-2.60,8.92,5.41,-4.78,-2.32,-76.03,-75.08,-75.75,251.76,834.29,981.51,982.03,-25.13,11.99,0.63,5.43,5.74,6.59,8.93
IncomeCostOfSales_sy,,,,,8.00,7.94,8.20,15.16,21.46,14.95,16.04,16.38,9.95,3.50,4.86,-9.84,-4.15,-17.04,-11.84,-2.69,-8.53,7.33,6.30,13.54,21.93,6.99,17.91,7.75,7.74,8.07,-11.80,-4.44,-8.38,-22.74,8.65,2.48,14.85,14.02,6.60,-1.82,-11.74,-21.43,14.46,16.13,15.40,7.76,4.60,1.96,-1.22,-2.80,13.08,8.31,10.29,7.23
IncomeCostOfSales_qq,,-9.31,23.19,7.60,-5.35,-6.50,12.06,21.84,5.42,-6.72,2.77,19.20,-2.14,-11.20,11.43,-1.13,-18.48,-8.75,17.64,9.16,-5.39,-8.37,12.33,29.65,-8.63,-3.02,8.59,9.44,-18.71,-11.82,12.43,1.90,-4.97,-3.93,8.58,-1.74,6.27,-7.03,-1.91,0.79,-73.92,-3.33,-4.54,1361.80,-30.74,11.90,-4.49,1.15,3.59,0.55,0.06,1.45,4.43,2.76
IncomeCostOfSales_sq,,-7.36,4.25,8.42,-1.00,-0.66,11.74,19.79,2.03,-5.89,0.54,19.20,-2.14,-11.20,10.18,-1.13,-11.99,-22.86,17.64,-0.83,-2.65,-8.37,2.61,6.90,-2.22,-3.02,8.59,-4.29,-5.95,-11.82,-25.72,14.31,-11.04,-5.91,6.26,13.09,7.36,-0.19,-6.94,0.84,7.90,1.16,-2.13,5.68,-6.25,10.83,-5.33,2.88,-0.77,5.08,4.82,1.45,5.72,-7.20
