,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,150361000,170262000,167409000,169979000,138206000,146313000,156163000,175669000,166042000,173942000,185747000,199949000,183970000,198544000,182452000,200437000,186730000,195670000,203149000,197233000,192335000,204445000,233308000,224151000,221229000,227886000,244523000,284781000,252316000,243988000,257277000,233098000,233233000,242265000,267639000,263193000,275626000,277728000,286013000,282175000,295307000,296293000,313794000,315878000,319221000,337948000,342927000,326943000,306290000,323048000,333802000,-77744000,229821000,208143000
IncomeRevenues_yy,,,,,-8.08,-14.07,-6.72,3.35,20.14,18.88,18.94,13.82,10.80,14.14,-1.77,0.24,1.50,-1.45,11.34,-1.60,3.00,4.48,14.85,13.65,15.02,11.47,4.81,27.05,14.05,7.07,5.22,-18.15,-7.56,-0.71,4.03,12.91,18.18,14.64,6.87,7.21,7.14,6.68,9.71,11.94,8.10,14.06,9.28,3.50,-4.05,-4.41,-2.66,-123.78,-24.97,-35.57
IncomeRevenues_sy,,,,,7.51,10.32,11.53,17.58,23.22,15.63,30.44,6.85,10.22,12.74,4.06,7.27,1.75,6.26,-1.24,-0.18,3.90,2.05,12.91,15.60,17.52,15.57,18.34,27.05,31.46,11.40,8.60,12.64,1.52,0.01,3.74,-8.14,-3.44,-1.94,-11.16,4.57,0.03,2.17,13.89,2.99,3.80,2.48,6.10,6.96,17.14,6.59,11.92,2.73,0.21,2.61
IncomeRevenues_qq,,13.24,-1.68,1.54,-18.69,5.87,6.73,12.49,-5.48,4.76,6.79,7.65,-7.99,7.92,-8.11,9.86,-6.84,4.79,3.82,-2.91,-2.48,6.30,14.12,-3.92,-1.30,3.01,7.30,16.46,-11.40,-3.30,5.45,-9.40,0.06,3.87,10.47,-1.66,4.72,0.76,2.98,-1.34,4.65,0.33,5.91,0.66,1.06,5.87,1.47,-4.66,-6.32,5.47,3.33,-123.29,395.61,-9.43
IncomeRevenues_sq,,-0.16,11.90,9.52,-9.48,5.14,7.96,18.23,-9.75,3.00,20.15,8.13,-10.70,3.59,5.73,9.80,-2.76,8.88,-0.12,1.04,-2.92,6.30,11.12,1.02,-2.95,3.01,-2.36,21.28,-7.41,-1.88,5.28,13.40,-14.21,3.87,10.47,5.94,-13.95,2.50,1.39,22.43,-13.78,5.45,6.29,0.83,-12.54,6.41,3.54,5.11,-2.66,1.88,0.31,14.77,-9.14,-1.27
IncomeCostOfSales,125993000,138240000,141765000,139168000,115323000,120729000,132516000,144697000,135756000,146491000,148793000,164419000,157976000,174401000,155169000,168537000,153676000,158516000,167137000,162703000,158164000,166268000,193795000,194055000,188112000,199776000,204005000,242883000,215956000,202998000,220271000,206377000,204561000,209537000,237003000,227554000,240688000,234543000,246337000,239245000,253091000,251780000,271889000,276788000,281039000,299903000,308939000,293044000,274448000,288931000,290027000,-102251000,198920000,184634000
IncomeCostOfSales_yy,,,,,-8.47,-12.67,-6.52,3.97,17.72,21.34,12.28,13.63,16.37,19.05,4.29,2.50,-2.72,-9.11,7.71,-3.46,2.92,4.89,15.95,19.27,18.93,20.15,5.27,25.16,14.80,1.61,7.97,-15.03,-5.28,3.22,7.60,10.26,17.66,11.93,3.94,5.14,5.15,7.35,10.37,15.69,11.04,19.11,13.63,5.87,-2.35,-3.66,-6.12,-134.89,-27.52,-36.10
IncomeCostOfSales_sy,,,,,12.07,8.78,4.92,12.82,17.72,15.58,26.32,7.52,17.44,4.08,4.13,4.20,5.76,23.30,-1.17,0.72,2.92,-0.03,15.76,17.36,8.88,22.81,10.50,37.12,48.64,26.71,22.51,8.70,-4.06,-2.91,-2.02,-10.42,-4.24,-2.73,-13.66,-0.25,-1.55,-2.96,10.39,-3.71,5.16,5.38,9.39,7.22,19.10,14.30,8.14,7.78,0.46,4.22
IncomeCostOfSales_qq,,9.72,2.55,-1.83,-17.13,4.69,9.76,9.19,-6.18,7.91,1.57,10.50,-3.92,10.40,-11.03,8.62,-8.82,3.15,5.44,-2.65,-2.79,5.12,16.56,0.13,-3.06,6.20,2.12,19.06,-11.09,-6.00,8.51,-6.31,-0.88,2.43,13.11,-3.99,5.77,-2.55,5.03,-2.88,5.79,-0.52,7.99,1.80,1.54,6.71,3.01,-5.15,-6.35,5.28,0.38,-135.26,294.54,-7.18
IncomeCostOfSales_sq,,-13.80,28.18,4.32,-6.64,2.28,10.52,18.62,-9.92,7.91,13.34,6.09,-8.12,3.63,11.91,4.50,-0.04,3.15,-0.72,0.33,-1.87,-1.38,11.98,3.96,-10.74,7.97,10.85,35.96,-12.92,-2.25,8.51,16.74,-15.92,-4.89,8.50,3.99,-17.80,-4.51,4.31,9.94,-15.70,3.86,8.79,0.71,-12.06,4.60,10.56,6.64,-3.05,-8.14,1.00,18.93,-5.24,-0.26
