,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,16159000,18553000,17793000,20906000,18773000,21259000,21690000,25266000,23021000,24260000,25611000,32950000,29591000,32628000,29045000,32618000,28578000,28842000,29201000,28472000,28400000,33204000,33261000,35797000,36156000,46593000,45168000,44360000,36712000,39666000,38734000,45266000,44301000,46308000,42835000,40176000,40972000,54242000,49143000,36979000,33609000,42123000,40123000,35816000,36110000,39279000,45941000,47418000,43570000,48584000,49448000,46543000,42399000,46443000
IncomeRevenues_yy,,,,,16.18,14.59,21.90,20.86,22.63,14.12,18.08,30.41,28.54,34.49,13.41,-1.01,-3.42,-11.60,0.54,-12.71,-0.62,15.12,13.90,25.73,27.31,40.32,35.80,23.92,1.54,-14.87,-14.24,2.04,20.67,16.74,10.59,-11.24,-7.51,17.13,14.73,-7.96,-17.97,-22.34,-18.35,-3.15,7.44,-6.75,14.50,32.39,20.66,23.69,7.63,-1.85,-2.69,-4.41
IncomeRevenues_sy,,,,,11.57,26.41,27.58,28.82,35.04,17.75,17.48,7.86,5.41,22.13,9.78,-3.85,-3.56,-4.86,-16.39,-0.75,12.84,13.89,22.40,22.36,22.16,17.24,11.98,14.00,9.18,0.09,-8.34,-5.27,-4.38,6.22,8.31,3.77,5.62,8.90,6.14,0.94,11.28,1.79,2.12,-1.20,-5.84,8.04,12.38,8.14,11.60,8.36,12.03,12.08,7.52,16.57
IncomeRevenues_qq,,14.82,-4.10,17.50,-10.20,13.24,2.03,16.49,-8.89,5.38,5.57,28.66,-10.19,10.26,-10.98,12.30,-12.39,0.92,1.24,-2.50,-0.25,16.92,0.17,7.62,1.00,28.87,-3.06,-1.79,-17.24,8.05,-2.35,16.86,-2.13,4.53,-7.50,-6.21,1.98,32.39,-9.40,-24.75,-9.11,25.33,-4.75,-10.73,0.82,8.78,16.96,3.21,-8.12,11.51,1.78,-5.87,-8.90,9.54
IncomeRevenues_sq,,10.78,0.12,14.42,-10.10,28.11,8.84,11.29,-8.89,5.38,5.90,7.72,4.46,9.12,-1.54,-6.06,-12.67,12.38,1.24,-1.90,-4.70,19.34,10.57,-2.23,1.00,10.57,4.87,-1.28,-6.65,4.06,5.76,-3.59,-9.28,12.36,1.39,-6.83,-2.51,13.88,2.34,-7.27,3.76,6.32,-0.38,-3.70,-4.04,15.77,-0.34,-0.14,-4.55,4.54,4.73,1.58,1.11,2.19
IncomeCostOfSales,9002000,10555000,10122000,11508000,10576000,12247000,12769000,14287000,12922000,14879000,16258000,20236000,18018000,19104000,17182000,17538000,17057000,18159000,18645000,17663000,18106000,22823000,24398000,23600000,27645000,37570000,35848000,33248000,27854000,29579000,29427000,34997000,35580000,38429000,35929000,33536000,34343000,44437000,41247000,29966000,28748000,32506000,31066000,,29582000,30748000,35033000,,34426000,37987000,40093000,,33751000,35003000
IncomeCostOfSales_yy,,,,,17.49,16.03,26.15,24.15,22.18,21.49,27.32,41.64,39.44,28.40,5.68,-13.33,-5.33,-4.95,8.51,0.71,6.15,25.68,30.86,33.61,52.68,64.61,46.93,40.88,0.76,-21.27,-17.91,5.26,27.74,29.92,22.10,-4.17,-3.48,15.63,14.80,-10.65,-16.29,-26.85,-24.68,-100.00,2.90,-5.41,12.77,,16.37,23.54,14.44,,-1.96,-7.86
IncomeCostOfSales_sy,,,,,9.35,14.69,24.14,27.08,44.87,21.49,26.48,9.28,4.48,22.10,11.48,-4.22,-16.19,-2.25,-20.50,-5.00,10.74,16.54,28.80,24.18,24.08,18.13,10.44,14.31,10.64,7.20,0.63,0.11,2.26,7.05,6.71,4.68,4.51,2.38,4.28,-0.79,7.99,-2.17,1.30,-6.12,-8.28,3.21,6.26,,12.24,8.23,13.10,,5.60,12.01
IncomeCostOfSales_qq,,17.25,-4.10,13.69,-8.10,15.80,4.26,11.89,-9.55,15.14,9.27,24.47,-10.96,6.03,-10.06,2.07,-2.74,6.46,2.68,-5.27,2.51,26.05,6.90,-3.27,17.14,35.90,-4.58,-7.25,-16.22,6.19,-0.51,18.93,1.67,8.01,-6.51,-6.66,2.41,29.39,-7.18,-27.35,-4.06,13.07,-4.43,-100.00,,3.94,13.94,-100.00,,10.34,5.54,-100.00,,3.71
IncomeCostOfSales_sq,,11.21,2.77,12.06,-12.54,24.35,7.88,14.74,-3.48,7.52,6.56,6.56,1.12,4.51,0.28,-4.14,-20.92,9.62,1.80,-3.17,-2.20,19.51,11.69,-4.29,9.51,11.78,4.29,3.66,-10.64,5.26,0.32,-3.28,-9.54,12.90,1.64,-6.02,-6.07,9.36,-1.31,-7.99,-4.06,13.07,-0.62,-2.09,,16.79,-2.36,1.22,,8.59,4.03,1.08,,1.98
IncomeDistributionExpenses,3393000,5269000,3773000,7033000,4825000,5522000,6038000,7459000,5729000,6605000,6713000,8398000,6968000,8894000,8655000,12036000,7347000,9734000,9456000,9810000,7646000,8441000,8306000,11223000,7421000,9845000,10088000,11258000,7338000,8234000,8146000,8852000,6755000,7190000,6631000,7078000,6055000,7404000,7276000,6077000,5450000,6408000,5999000,,5102000,7352000,7172000,,6743000,7375000,7750000,,7090000,7357000
IncomeDistributionExpenses_yy,,,,,42.20,4.80,60.03,6.06,18.74,19.61,11.18,12.59,21.63,34.66,28.93,43.32,5.44,9.44,9.25,-18.49,4.07,-13.28,-12.16,14.40,-2.94,16.63,21.45,0.31,-1.12,-16.36,-19.25,-21.37,-7.94,-12.68,-18.60,-20.04,-10.36,2.98,9.73,-14.14,-9.99,-13.45,-17.55,-100.00,-6.39,14.73,19.55,,32.16,0.31,8.06,,5.15,-0.24
