,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,14707000,16086000,19171000,15245000,18344000,20842000,19809000,16931000,21751000,21437000,24033000,18652000,24857000,24468000,22702000,15696000,19184000,16592000,16638000,11992000,17168000,18061000,20833000,15992000,21550000,22843000,22984000,20250000,24142000,24801000,22189000,16963000,21963000,23020000,22506000,18610000,23248000,24032000,23339000,18327000,23064000,24347000,23357000,19210000,22901000,24675000,22938000,18299000,24825000,24925000,25725000,23314000,28840000,29669000
IncomeCostOfSales,11296000,11797000,13832000,11940000,12958000,14992000,14490000,13045000,15372000,14819000,16998000,13229000,17514000,17151000,16270000,12119000,13550000,12330000,12533000,10266000,13309000,13378000,16059000,12216000,16285000,17138000,17863000,16448000,18284000,18319000,16904000,14749000,17056000,17792000,17489000,15060000,17833000,18414000,17755000,14734000,17838000,18531000,17957000,15461000,17601000,18672000,18015000,14983000,19669000,19891000,20146000,19109000,22826000,24000000
IncomeDistributionExpenses,207000,308000,393000,369000,425000,481000,293000,524000,416000,514000,544000,490000,553000,563000,522000,500000,501000,381000,387000,366000,417000,494000,593000,572000,570000,600000,594000,626000,606000,616000,586000,539000,605000,587000,656000,650000,604000,613000,554000,519000,485000,486000,556000,529000,436000,565000,610000,509000,505000,543000,633000,555000,550000,598000
IncomeAdministrativExpenses,1799000,2077000,2600000,2647000,2321000,2431000,2574000,2437000,2400000,2571000,3016000,3190000,2900000,3223000,3000000,2902000,2625000,2731000,2541000,2845000,2597000,2696000,2926000,3060000,2603000,3014000,2844000,3089000,2822000,2895000,2950000,2935000,2825000,2859000,2760000,2952000,2839000,2767000,2814000,2819000,2712000,2927000,2842000,3101000,2842000,2837000,2783000,2850000,2760000,2903000,2783000,3249000,3040000,3086000
IncomeGrossProfit,1405000,1904000,2346000,289000,2640000,2938000,2452000,925000,3563000,3533000,3475000,1743000,3890000,3531000,2910000,175000,2508000,1150000,1177000,-1485000,845000,1493000,1255000,144000,2092000,2091000,1683000,87000,2430000,2971000,1749000,-1260000,1477000,1782000,1601000,-52000,1972000,2238000,2216000,255000,2029000,2403000,2002000,119000,2022000,2601000,1530000,-43000,1891000,1588000,2163000,401000,2424000,1985000
IncomeOtherOperatingIncome,121000,307000,104000,941000,167000,1098000,141000,428000,137000,166000,201000,692000,577000,544000,344000,407000,675000,182000,179000,396000,281000,340000,513000,1564000,361000,408000,2181000,1626000,315000,435000,430000,1018000,764000,817000,764000,967000,469000,599000,626000,1365000,490000,770000,1351000,1296000,706000,948000,942000,1271000,770000,906000,906000,2670000,779000,1062000
IncomeOtherOperatingCosts,16000,284000,267000,330000,40000,352000,153000,394000,73000,84000,344000,755000,224000,141000,170000,344000,172000,82000,335000,-147000,50000,68000,184000,547000,106000,132000,139000,486000,48000,137000,197000,91000,53000,48000,102000,87000,86000,125000,96000,294000,77000,107000,159000,264000,104000,237000,169000,282000,146000,162000,210000,382000,183000,378000
IncomeEBIT,1510000,1927000,2183000,900000,2767000,3684000,2440000,959000,3627000,3615000,3332000,1680000,4243000,3934000,3084000,238000,3011000,1250000,1021000,-942000,1076000,1765000,1584000,1161000,2347000,2367000,3725000,1227000,2697000,3269000,1982000,-333000,2188000,2551000,2263000,828000,2355000,2712000,2746000,1326000,2442000,3066000,3194000,1151000,2624000,3312000,2303000,946000,2515000,2332000,2859000,2689000,3020000,2669000
IncomeFinanceIncome,75000,486000,25000,321000,30000,75000,22000,54000,258000,114000,230000,141000,127000,128000,188000,370000,99000,1295000,100000,-138000,81000,270000,169000,68000,134000,73000,78000,568000,91000,104000,221000,167000,48000,1157000,558000,-236000,40000,30000,42000,41000,303000,-155000,-62000,-23000,14000,33000,33000,17000,223000,-69000,-44000,-6000,27000,45000
IncomeFinanceCosts,52000,294000,108000,334000,398000,-146000,182000,290000,92000,70000,112000,209000,92000,283000,57000,6000,231000,879000,107000,-493000,118000,82000,195000,522000,99000,86000,338000,548000,104000,82000,190000,121000,95000,481000,221000,-585000,72000,47000,75000,305000,90000,9000,14000,91000,130000,313000,-211000,121000,53000,43000,85000,1000000,45000,51000
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1533000,2119000,2100000,887000,2399000,3905000,2280000,723000,3793000,3659000,3450000,1612000,4278000,3779000,3215000,602000,2879000,1666000,1014000,-587000,1039000,1953000,1558000,707000,2382000,2354000,3465000,1247000,2684000,3291000,2013000,-287000,2141000,3227000,2600000,1177000,2323000,2695000,2713000,1062000,2655000,2902000,3118000,1037000,2508000,3032000,2547000,842000,2685000,2220000,2730000,1683000,3002000,2663000
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1533000,2119000,2100000,887000,2399000,3905000,2280000,723000,3793000,3659000,3450000,1612000,4278000,3779000,3215000,602000,2879000,1666000,1014000,-587000,1039000,1953000,1558000,707000,2382000,2354000,3465000,1247000,2684000,3291000,2013000,-287000,2141000,3227000,2600000,1177000,2323000,2695000,2713000,1062000,2655000,2902000,3118000,1037000,2508000,3032000,2547000,842000,2685000,2220000,2730000,1683000,3002000,2663000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-46000,-15000,-59000,-213000,-18000,129000,-953000,0,-138000,,,,,,,,,,,,,,,,1291000,1614000,1675000
IncomeNetProfit,621000,1960000,3334000,1850000,515000,3108000,3103000,2763000,1369000,3539000,3168000,2608000,424000,2461000,1330000,759000,-606000,824000,1603000,1272000,517000,1855000,1877000,3026000,952000,2174000,2551000,1496000,-398000,1885000,1905000,2095000,824000,1816000,2250000,2216000,831000,2206000,2225000,2540000,1020000,2003000,2406000,2000000,782000,2135000,1854000,2186000,1332000,2412000,2036000,1290000,1615000,1672000
IncomeShareholderNetProfit,620000,1959000,3331000,1849000,515000,3106000,3099000,2848000,1384000,3535000,3248000,2756000,496000,2421000,1470000,922000,-451000,892000,1618000,1216000,624000,1930000,1920000,2583000,1176000,2174000,2602000,1558000,-511000,1885000,1905000,2095000,824000,1816000,2245000,2216000,828000,2204000,2222000,2539000,1030000,1999000,2401000,1997000,782000,2131000,1850000,2180000,1330000,2405000,2032000,,,
BalanceNoncurrentAssets,18466000,29431000,28097000,27514000,25992000,25185000,26034000,28133000,40738000,41616000,41141000,40890000,44754000,39765000,37476000,36879000,37632000,39279000,38354000,36758000,36721000,36640000,54425000,61914000,61299000,60666000,58125000,57245000,57214000,58793000,58028000,59849000,62164000,63952000,64861000,64006000,63428000,62181000,62094000,60685000,62070000,62560000,63033000,62327000,61102000,60996000,61541000,30000,576000,564000,528000,491000,66000,36000
BalanceIntangibleAssets,28000,13000,18000,12000,11000,522000,42000,37000,512000,127000,267000,590000,93000,76000,2434000,82000,75000,89000,2223000,72000,63000,57000,57000,53000,48000,88000,82000,75000,66000,60000,54000,47000,42000,38000,33000,28000,55000,102000,96000,76000,17885000,27944000,26745000,26184000,24715000,25062000,25104000,27998000,40107000,40976000,40526000,39798000,43629000,39013000
BalanceProperty,36526000,35932000,36590000,38097000,37327000,35750000,33805000,33769000,51551000,58907000,58408000,57904000,55503000,54768000,54864000,56563000,55738000,57217000,58850000,60504000,60890000,60032000,59021000,57903000,57188000,55930000,56512000,57227000,57804000,57279000,56420000,56555000,57601000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,16000,15000,15000,15000,57000,57000,107000,618000,622000,603000,603000,603000,232000,435000,435000,437000,437000,437000,437000,437000
BalanceNoncurrInvestments,437000,437000,56000,46000,539000,35000,19000,19000,19000,19000,19000,19000,15000,14000,14000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,535000,895000,773000,787000,771000,837000,,0,0,,,478000,478000,478000,478000,478000,478000,2403000,2355000,2876000,2756000,2515000,2395000,2274000,2154000,2218000,2565000,3207000
BalanceOtherNoncurrentAssets,3351000,3882000,3894000,4345000,4222000,4857000,4711000,5518000,5298000,5199000,4991000,4578000,4343000,3862000,32727000,34858000,34890000,38151000,40700000,39374000,43097000,43237000,43547000,46157000,49698000,44283000,47253000,48017000,45151000,48588000,51059000,50604000,54043000,53843000,67400000,68444000,60069000,53637000,52711000,55846000,56246000,53397000,51986000,54528000,57475000,55436000,48731000,52095000,56381000,51424000,53318000,57778000,60290000,61061000
BalanceCurrentAssets,53547000,57345000,58453000,60452000,61587000,63519000,64077000,17090000,20341000,22298000,22412000,20571000,21119000,20483000,20512000,25742000,26340000,26348000,28370000,27093000,26205000,25849000,24449000,26594000,29759000,29263000,29116000,29512000,29275000,27802000,28219000,29341000,30375000,28838000,28176000,29470000,30202000,29310000,28751000,30080000,30617000,30429000,30652000,32020000,32440000,31969000,32204000,34009000,34498000,34691000,34992000,37097000,36829000,36941000
BalanceInventory,9122000,10344000,7105000,10557000,12612000,7971000,11955000,12523000,9626000,13868000,15298000,8238000,11148000,9688000,6458000,10803000,13667000,10700000,14263000,16032000,25003000,26425000,19036000,17099000,14006000,16680000,15924000,15322000,13234000,16245000,17662000,13693000,12119000,16195000,16374000,14745000,11635000,15403000,16138000,15994000,13207000,16950000,17735000,18386000,17123000,20370000,19616000,2638000,,,,,,
BalanceCurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,31000,4000,,3645000,3513000,4698000,3790000,6299000,8933000,8903000,8645000,7272000,4875000,6867000,7326000,8322000
BalanceCurrentInvestments,11513000,12497000,12311000,9999000,9499000,7730000,6326000,10599000,9355000,7580000,8015000,9056000,8055000,10654000,9254000,8303000,6779000,9003000,11546000,5120000,3356000,7491000,4146000,7633000,7537000,10325000,11205000,5454000,4629000,4684000,6162000,6452000,5093000,5976000,232000,660000,789000,1392000,1218000,1351000,1756000,1557000,907000,1074000,1185000,349000,690000,611000,347000,1025000,799000,646000,2787000,2369000
BalanceCash,2286000,3389000,5651000,304000,308000,736000,830000,645000,979000,1302000,1500000,1446000,1412000,1927000,2087000,1881000,2030000,2398000,1858000,1650000,877000,1237000,1339000,912000,915000,1227000,1544000,,,,,,,,0,0,0,,114000,114000,106000,142000,142000,180000,119000,639000,625000,601000,587000,3642000,1365000,1252000,1101000,1101000
