,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,8711000,7972000,7393000,7393000,6161000,6268000,8440000,10141000,9423000,5796000,11579000,10686000,11539000,36172000,22334000,32292000,15259000,25514000,25317000,34551000,16229000,33479000,31695000,43404000,18927000,31047000,34945000,28032000,27347000,25977000,25675000,28689000,18116000,23350000,26580000,22431000,12141000,20316000,13474000,-26329000,4957000,15109000,11768000,-9007000,6443000,8128000
IncomeRevenues_yy,,,,,-29.27,-21.37,14.16,37.17,52.95,-7.53,37.19,5.37,22.46,524.09,92.88,202.19,32.24,-29.46,13.36,7.00,6.36,31.22,25.19,25.62,16.62,-7.26,10.25,-35.42,44.49,-16.33,-26.53,2.34,-33.76,-10.11,3.52,-21.81,-32.98,-12.99,-49.31,-217.38,-59.17,-25.63,-12.66,65.79,29.98,-46.20
IncomeRevenues_sy,,,,,3.92,7.02,6.25,3.38,-0.42,-6.39,-10.59,-12.22,-8.16,7.49,16.81,29.52,16.62,26.95,22.91,23.48,31.54,22.24,6.57,0.37,-6.23,-6.71,-2.46,4.46,3.44,11.59,12.37,8.89,10.12,11.58,5.34,1.82,4.48,-1.98,-9.07,2.93,7.10,1.58,8.93,10.04,11.82,14.40
IncomeRevenues_qq,,-8.48,-7.26,,-16.66,1.74,34.65,20.15,-7.08,-38.49,99.78,-7.71,7.98,213.48,-38.26,44.59,-52.75,67.21,-0.77,36.47,-53.03,106.29,-5.33,36.94,-56.39,64.04,12.56,-19.78,-2.44,-5.01,-1.16,11.74,-36.85,28.89,13.83,-15.61,-45.87,67.33,-33.68,-295.41,118.83,204.80,-22.11,-176.54,171.53,26.15
IncomeRevenues_sq,,10.13,11.02,,-16.20,5.37,11.62,8.88,-11.78,-1.18,3.91,6.60,-9.89,14.80,6.83,17.03,-21.77,21.40,8.24,14.08,-12.94,11.10,1.84,2.25,-17.30,7.55,2.57,4.41,-9.38,10.20,3.68,7.55,-10.60,13.52,2.24,5.28,-18.10,12.98,-3.94,7.61,-12.66,7.11,11.91,1.30,-5.80,8.21
IncomeCostOfSales,7561000,7140000,6130000,7049000,5385000,6092000,7076000,8634000,7456000,5156000,8543000,8577000,11521000,33524000,26495000,29892000,16328000,23102000,24746000,32488000,14849000,30085000,29080000,40240000,17716000,27748000,32227000,25216000,25497000,23372000,22690000,26576000,17093000,19479000,25581000,24227000,14684000,18693000,13333000,-24051000,5935000,18506000,10834000,-14748000,5223000,6735000
IncomeCostOfSales_yy,,,,,-28.78,-14.68,15.43,22.49,38.46,-15.36,20.73,-0.66,54.52,550.19,210.14,248.51,41.72,-31.09,-6.60,8.68,-9.06,30.23,17.51,23.86,19.31,-7.77,10.82,-37.34,43.92,-15.77,-29.59,5.39,-32.96,-16.66,12.74,-8.84,-14.09,-4.04,-47.88,-199.27,-59.58,-1.00,-18.74,38.68,-12.00,-63.61
IncomeCostOfSales_sy,,,,,1.63,-2.69,6.98,-8.39,-0.36,-9.62,-7.60,-7.92,-2.46,6.94,20.95,27.89,17.20,26.91,25.64,26.33,41.69,20.93,8.26,3.60,-4.22,-4.78,0.11,0.83,0.87,13.99,10.85,15.34,13.68,9.48,6.50,0.42,-0.23,-1.30,-2.28,4.10,2.72,5.68,9.21,3.43,9.56,7.52
IncomeCostOfSales_qq,,-5.57,-14.15,14.99,-23.61,13.13,16.15,22.02,-13.64,-30.85,65.69,0.40,34.32,190.98,-20.97,12.82,-45.38,41.49,7.12,31.29,-54.29,102.61,-3.34,38.38,-55.97,56.63,16.14,-21.76,1.11,-8.33,-2.92,17.13,-35.68,13.96,31.33,-5.29,-39.39,27.30,-28.67,-280.39,124.68,211.81,-41.46,-236.13,135.41,28.95
IncomeCostOfSales_sq,,0.69,10.67,3.32,-21.05,6.53,10.45,6.69,-12.48,2.69,1.85,3.34,-11.30,18.52,14.62,15.45,-19.38,22.25,7.12,19.15,-8.10,8.96,-1.86,9.32,-13.58,4.32,5.76,11.63,-13.97,9.82,4.43,11.15,-11.14,14.66,4.82,9.64,-19.82,9.56,0.96,7.40,-13.29,8.42,4.26,4.23,-13.61,11.13
IncomeDistributionExpenses,4000,9000,11000,13000,41000,42000,25000,1000,0,1000,3000,9000,4000,0,16000,7000,1000,,,1000,,,,,,,,,,,,,24000,44000,70000,111000,55000,146000,59000,,,,,,,
IncomeDistributionExpenses_yy,,,,,925.00,366.67,127.27,-92.31,-100.00,-97.62,-88.00,800.00,,-100.00,433.33,-22.22,-75.00,,-100.00,-85.71,-100.00,,,-100.00,,,,,,,,,,,,,129.17,231.82,-15.71,-100.00,-100.00,-100.00,-100.00,,,
IncomeDistributionExpenses_sy,,,,,10.02,16.51,13.69,3.26,2.16,-8.43,-9.86,-11.78,,16.64,8.27,16.22,16.28,,22.34,5.86,15.78,,,-7.46,,,,,,,,,,,,,9.27,7.79,4.00,6.12,5.62,5.11,9.20,,,
IncomeDistributionExpenses_qq,,125.00,22.22,18.18,215.38,2.44,-40.48,-96.00,-100.00,,200.00,200.00,-55.56,-100.00,,-56.25,-85.71,-100.00,,,-100.00,,,,,,,,,,,,,83.33,59.09,58.57,-50.45,165.45,-59.59,-100.00,,,,,,
IncomeDistributionExpenses_sq,,11.52,-3.61,16.04,-15.51,3.62,-1.58,6.38,-15.78,,7.62,12.40,-14.38,8.86,,21.97,-22.14,12.26,,,-17.84,,,,,,,,,,,,,8.70,-0.86,13.30,-16.42,14.34,-3.04,14.18,,,,,,
IncomeAdministrativExpenses,663000,672000,716000,822000,663000,834000,748000,872000,828000,1025000,1022000,1805000,1657000,2360000,1981000,2500000,1450000,1858000,2126000,2071000,1517000,2015000,2056000,1990000,1787000,2016000,2101000,1762000,1820000,2059000,2136000,1834000,2069000,1956000,1684000,2222000,1880000,1845000,1905000,-2100000,1526000,3518000,2171000,-2697000,1152000,1283000
IncomeAdministrativExpenses_yy,,,,,,24.11,4.47,6.08,24.89,22.90,36.63,107.00,100.12,130.24,93.84,38.50,-12.49,-21.27,7.32,-17.16,4.62,8.45,-3.29,-3.91,17.80,0.05,2.19,-11.46,1.85,2.13,1.67,4.09,13.68,-5.00,-21.16,21.16,-9.13,-5.67,13.12,-194.51,-18.83,90.68,13.96,-28.43,-24.51,-63.53
IncomeAdministrativExpenses_sy,,,,,,17.03,12.71,7.54,7.89,2.90,-6.50,1.60,-0.44,4.25,14.36,7.86,3.60,10.38,8.99,8.16,12.65,7.17,2.88,4.14,2.43,3.84,1.28,-5.29,1.91,2.76,1.67,5.18,8.60,7.35,3.04,2.56,4.65,-0.67,-0.45,7.89,1.59,5.14,6.80,0.26,4.82,2.66
IncomeAdministrativExpenses_qq,,1.36,6.55,14.80,-19.34,25.79,-10.31,16.58,-5.05,23.79,-0.29,76.61,-8.20,42.43,-16.06,26.20,-42.00,28.14,14.42,-2.59,-26.75,32.83,2.03,-3.21,-10.20,12.81,4.22,-16.14,3.29,13.13,3.74,-14.14,12.81,-5.46,-13.91,31.95,-15.39,-1.86,3.25,-210.24,172.67,130.54,-38.29,-224.23,142.71,11.37
