,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,36719000,39191000,13946000,28279000,25450000,38892000,44033000,41042000,42855000,89527000,105931000,206677000,247188000,241840000,216537000,137429000,104210000,307362000,302254000,235142000,2847000,443757000,285517000,243161000,328205000,398654000,401496000,421292000,399419000,428763000,311332000,260160000,284407000,337687000,343035000,329140000,351336000,367938000,366967000,336305000,370782000,353147000,341788000,299087000,355672000,369507000,309745000,330837000,438726000,411215000,473944000,465395000,524231000,535702000
IncomeRevenues_yy,,,,,-30.69,-0.76,215.74,45.13,68.39,130.19,140.57,403.57,476.80,170.13,104.41,-33.51,-57.84,27.09,39.59,71.10,-97.27,44.38,-5.54,3.41,11428.10,-10.16,40.62,73.26,21.70,7.55,-22.46,-38.25,-28.79,-21.24,10.18,26.51,23.53,8.96,6.98,2.18,5.53,-4.02,-6.86,-11.07,-4.08,4.63,-9.38,10.62,23.35,11.29,53.01,40.67,19.49,30.27
IncomeRevenues_sy,,,,,11.57,26.41,27.58,28.82,35.04,17.75,17.48,7.86,5.41,22.13,9.78,-3.85,-3.56,-4.86,-16.39,-0.75,12.84,13.89,22.40,22.36,22.16,17.24,11.98,14.00,9.18,0.09,-8.34,-5.27,-4.38,6.22,8.31,3.77,5.62,8.90,6.14,0.94,11.28,1.79,2.12,-1.20,-5.84,8.04,12.38,8.14,11.60,8.36,12.03,12.08,7.52,16.57
IncomeRevenues_qq,,6.73,-64.42,102.77,-10.00,52.82,13.22,-6.79,4.42,108.91,18.32,95.11,19.60,-2.16,-10.46,-36.53,-24.17,194.94,-1.66,-22.20,-98.79,15486.83,-35.66,-14.83,34.97,21.46,0.71,4.93,-5.19,7.35,-27.39,-16.44,9.32,18.73,1.58,-4.05,6.74,4.73,-0.26,-8.36,10.25,-4.76,-3.22,-12.49,18.92,3.89,-16.17,6.81,32.61,-6.27,15.25,-1.80,12.64,2.19
IncomeRevenues_sq,,10.78,0.12,14.42,-10.10,28.11,8.84,11.29,-8.89,5.38,5.90,7.72,4.46,9.12,-1.54,-6.06,-12.67,12.38,1.24,-1.90,-4.70,19.34,10.57,-2.23,1.00,10.57,4.87,-1.28,-6.65,4.06,5.76,-3.59,-9.28,12.36,1.39,-6.83,-2.51,13.88,2.34,-7.27,3.76,6.32,-0.38,-3.70,-4.04,15.77,-0.34,-0.14,-4.55,4.54,4.73,1.58,1.11,2.19
IncomeCostOfSales,32901000,34603000,12024000,25299000,22842000,34755000,37860000,36132000,37322000,80584000,95350000,196428000,227814000,220266000,198165000,148313000,97640000,293731000,272346000,226547000,2272000,421080000,261962000,223754000,293833000,350535000,354823000,377885000,371944000,386409000,290615000,254926000,270345000,309084000,315745000,295950000,309915000,331361000,332330000,302257000,338837000,322714000,324249000,283182000,332065000,323780000,273480000,336688000,378801000,363681000,430829000,399733000,450267000,453760000
IncomeCostOfSales_yy,,,,,-30.57,0.44,214.87,42.82,63.39,131.86,151.85,443.64,510.40,173.34,107.83,-24.49,-57.14,33.35,37.43,52.75,-97.67,43.36,-3.81,-1.23,12832.79,-16.75,35.45,68.88,26.58,10.23,-18.10,-32.54,-27.32,-20.01,8.65,16.09,14.64,7.21,5.25,2.13,9.33,-2.61,-2.43,-6.31,-2.00,0.33,-15.66,18.89,14.07,12.32,57.54,18.73,18.87,24.77
IncomeCostOfSales_sy,,,,,9.35,14.69,24.14,27.08,44.87,21.49,26.48,9.28,4.48,22.10,11.48,-4.22,-16.19,-2.25,-20.50,-5.00,10.74,16.54,28.80,24.18,24.08,18.13,10.44,14.31,10.64,7.20,0.63,0.11,2.26,7.05,6.71,4.68,4.51,2.38,4.28,-0.79,7.99,-2.17,1.30,-6.12,-8.28,3.21,6.26,7.27,12.24,8.23,13.10,9.74,5.60,12.01
IncomeCostOfSales_qq,,5.17,-65.25,110.40,-9.71,52.15,8.93,-4.56,3.29,115.92,18.32,106.01,15.98,-3.31,-10.03,-25.16,-34.17,200.83,-7.28,-16.82,-99.00,18433.45,-37.79,-14.59,31.32,19.30,1.22,6.50,-1.57,3.89,-24.79,-12.28,6.05,14.33,2.16,-6.27,4.72,6.92,0.29,-9.05,12.10,-4.76,0.48,-12.67,17.26,-2.49,-15.54,23.11,12.51,-3.99,18.46,-7.22,12.64,0.78
IncomeCostOfSales_sq,,11.21,2.77,12.06,-12.54,24.35,7.88,14.74,-3.48,7.52,6.56,6.56,1.12,4.51,0.28,-4.14,-20.92,9.62,1.80,-3.17,-2.20,19.51,11.69,-4.29,9.51,11.78,4.29,3.66,-10.64,5.26,0.32,-3.28,-9.54,12.90,1.64,-6.02,-6.07,9.36,-1.31,-7.99,-4.06,13.07,-0.62,-2.09,-4.52,16.79,-2.36,1.22,-2.07,8.59,4.03,1.08,-3.30,1.98
IncomeDistributionExpenses,1526000,3452000,2169000,2501000,2294000,2523000,2825000,2981000,2863000,4329000,5149000,10380000,7391000,10885000,5060000,3309000,4409000,36424000,29106000,38024000,251000,13332000,9353000,9458000,7347000,8488000,9989000,10347000,7972000,10833000,5510000,9635000,7698000,9225000,10232000,12363000,10392000,10616000,11102000,10923000,11065000,11881000,11426000,13419000,11385000,13557000,12893000,10890000,16341000,15206000,17378000,16867000,16811000,17403000
IncomeDistributionExpenses_yy,,,,,50.33,-26.91,30.24,19.19,24.80,71.58,82.27,248.21,158.16,151.44,-1.73,-68.12,-40.35,234.63,475.22,1049.11,-94.31,-63.40,-67.87,-75.13,2827.09,-36.33,6.80,9.40,8.51,27.63,-44.84,-6.88,-3.44,-14.84,85.70,28.31,35.00,15.08,8.50,-11.65,6.48,11.92,2.92,22.85,2.89,14.11,12.84,-18.85,43.53,12.16,34.79,54.89,2.88,14.45
IncomeDistributionExpenses_sy,,,,,23.59,34.65,37.00,23.26,35.09,25.50,17.10,29.72,12.62,34.66,13.88,0.59,6.05,7.38,-0.45,0.11,7.06,12.88,9.58,14.40,11.30,8.85,11.84,9.40,6.16,0.93,3.41,-3.02,-0.92,5.94,-7.61,7.77,8.57,2.63,4.82,-9.52,7.60,2.00,3.23,3.45,2.10,9.36,10.96,6.37,14.85,6.40,11.86,7.76,6.14,8.75
