,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,19707000,19685000,21296000,15960000,16931000,18689000,21169000,19796000,19033000,20458000,22880000,22860000,18725000,22169000,22756000,21420000,16869000,22017000,23538000,20365000,17702000,21971000,24436000,22447000,19833000,24375000,27652000,25526000,20879000,23662000,22396000,21139000,16819000,19663000,23467000,22067000,21553000,21989000,22996000,17686000,20528000,19104000,22757000,21178000,22717000,23365000,23678000,22451000,22072000,22167000,23104000,22463000,22028000,22682000
IncomeCostOfSales,15406000,15267000,16690000,12904000,12967000,14648000,16355000,13591000,15119000,18519000,16507000,16217000,13974000,16657000,17326000,15956000,11907000,17139000,18281000,16692000,14632000,17543000,19286000,17905000,16178000,19689000,21204000,20679000,16323000,18562000,18106000,16239000,13537000,14697000,17642000,16096000,15375000,14434000,16133000,12953000,14424000,13838000,15998000,14851000,14197000,14500000,15226000,14582000,14477000,15416000,16170000,16057000,16322000,15546000
IncomeDistributionExpenses,1115000,1352000,1497000,1375000,1117000,1351000,1183000,1350000,1017000,1095000,854000,888000,656000,806000,1054000,1097000,634000,813000,852000,881000,753000,1055000,1173000,1120000,777000,1102000,1274000,1362000,840000,1159000,1038000,962000,701000,979000,966000,991000,953000,773000,938000,752000,881000,923000,985000,890000,871000,943000,1003000,934000,974000,1029000,760000,732000,818000,820000
IncomeAdministrativExpenses,2720000,2503000,2513000,2776000,2535000,2404000,2443000,3945000,2507000,3161000,1861000,2093000,1811000,1974000,1733000,2135000,2211000,1941000,1596000,1794000,1691000,1546000,1661000,1748000,1672000,1643000,2461000,2015000,1924000,1895000,1717000,1696000,1472000,1953000,1872000,2569000,2154000,2595000,2539000,2047000,2173000,684000,2098000,2320000,2233000,2236000,2198000,2741000,2657000,2553000,2465000,2147000,2453000,2502000
IncomeGrossProfit,466000,563000,596000,-1095000,312000,286000,1188000,910000,390000,-2317000,3658000,3662000,2284000,2732000,2643000,2232000,2117000,2124000,2809000,998000,626000,1827000,2316000,1674000,1206000,1941000,2713000,1470000,1792000,2046000,1535000,2242000,1109000,2034000,2987000,2411000,3071000,4187000,3386000,1934000,3050000,3659000,3676000,3117000,5416000,5686000,5251000,4194000,3964000,3169000,3709000,3527000,2435000,3814000
IncomeOtherOperatingIncome,729000,36000,727000,1742000,2378000,246000,427000,2045000,102000,614000,101000,1606000,27000,63000,435000,403000,51000,57000,113000,30000,5000,176000,44000,5000,76000,29000,33000,35000,52000,28000,30000,94000,93000,32000,-46000,-1000,9000,99000,-130000,46000,113000,15000,7000,6000,10000,168000,10000,88000,186000,27000,1310000,98000,20000,5000
IncomeOtherOperatingCosts,493000,-178000,345000,158000,533000,-35000,-126000,706000,75000,179000,20000,294000,73000,103000,70000,247000,30000,64000,31000,21000,2000,10000,25000,21000,36000,8000,249000,17000,13000,12000,13000,118000,90000,18000,-53000,38000,20000,42000,33000,86000,16000,4000,62000,12000,36000,1000,26000,55000,10000,27000,6000,111000,63000,1000
IncomeEBIT,702000,777000,978000,489000,2157000,567000,1741000,2249000,417000,-1882000,3739000,4974000,2238000,2692000,3008000,2388000,2138000,2117000,2891000,1007000,629000,1993000,2335000,1658000,1246000,1962000,2497000,1488000,1831000,2062000,1552000,2218000,1112000,2048000,2994000,2372000,3060000,4244000,3223000,1894000,3147000,3670000,3621000,3111000,5390000,5853000,5235000,4227000,4140000,3169000,5013000,3514000,2392000,3818000
IncomeFinanceIncome,44000,36000,33000,38000,28000,18000,38000,498000,69000,23000,22000,34000,22000,36000,34000,42000,49000,81000,69000,231000,293000,10000,-4000,145000,34000,58000,37000,142000,66000,-7000,49000,125000,26000,17000,34000,24000,52000,1463000,-1431000,82000,12000,43000,-11000,18000,4000,31000,-23000,319000,20000,12000,16000,24000,38000,153000
IncomeFinanceCosts,811000,808000,581000,212000,807000,968000,182000,413000,878000,1082000,632000,307000,617000,422000,798000,1480000,783000,264000,135000,119000,145000,186000,165000,143000,208000,249000,440000,43000,81000,174000,93000,100000,123000,151000,-9000,185000,64000,1520000,-1343000,119000,126000,109000,-24000,112000,46000,6000,66000,8000,361000,291000,103000,360000,9000,13000
