,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,9749000,8025000,8724000,-26498000,7280000,-6187000,79000,55888000,119531000,98967000,84275000,104563000,103175000,127293000,120578000,116514000,696000,313000,172000,327000,363000,238000,189000,225000,,64000,52000,,0,0,0,0,858000,272000,501000,96000,71000,230000,31000,296000,138000,-51000,58000,491000,279000,361000,278000,371000,385000,557000,369000,1876000,651000,688000
IncomeRevenues_yy,,,,,-25.33,-177.10,-99.09,310.91,1541.91,1699.60,106577.22,87.09,-13.68,28.62,43.08,11.43,-99.33,-99.75,-99.86,-99.72,-47.84,-23.96,9.88,-31.19,-100.00,-73.11,-72.49,-100.00,,-100.00,-100.00,,,,,,-91.72,-15.44,-93.81,208.33,94.37,-122.17,87.10,65.88,102.17,807.84,379.31,-24.44,37.99,54.29,32.73,405.66,69.09,23.52
IncomeRevenues_sy,,,,,-4.70,71.80,22.26,12.38,25.40,4.46,17.38,7.89,2.60,18.49,-0.54,-11.43,-34.02,-25.65,-8.27,5.10,4.94,-4.51,9.88,10.22,-1.07,10.94,-8.67,10.97,,-2.93,-5.37,,,,,,12.55,-7.34,-2.88,-1.07,-4.76,0.21,-1.04,15.62,9.72,6.98,9.18,6.01,4.99,-3.32,2.42,0.11,-1.36,2.32
IncomeRevenues_qq,,-17.68,8.71,-403.74,127.47,-184.99,101.28,70644.30,113.88,-17.20,-14.85,24.07,-1.33,23.38,-5.28,-3.37,-99.40,-55.03,-45.05,90.12,11.01,-34.44,-20.59,19.05,-100.00,,-18.75,-100.00,,,,,,-68.30,84.19,-80.84,-26.04,223.94,-86.52,854.84,-53.38,-136.96,213.73,746.55,-43.18,29.39,-22.99,33.45,3.77,44.68,-33.75,408.40,-65.30,5.68
IncomeRevenues_sq,,-14.13,9.22,81.15,-34.33,20.48,8.45,40.06,-5.90,-1.56,10.85,3.67,-5.99,18.39,-0.57,-3.37,-26.98,7.37,-1.67,40.32,-13.08,-4.97,11.22,19.05,-12.08,,2.62,32.49,,,,,,16.91,2.57,3.29,-6.31,2.02,-8.47,5.24,-1.88,5.41,-5.94,18.85,-4.11,7.46,-1.22,12.65,-5.33,0.43,-7.78,21.77,-1.94,3.26
IncomeCostOfSales,9168000,7608000,9278000,,6941000,-4043000,-2000000,,85980000,89958000,83353000,144045000,102235000,124107000,119167000,116990000,56000,16000,0,0,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,881000,243000,458000,458000,686000,519000,453000
IncomeCostOfSales_yy,,,,,-24.29,-153.14,-121.56,,1138.73,2325.03,4267.65,,18.91,37.96,42.97,-18.78,-99.95,-99.99,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,-22.13,113.58,-1.09
IncomeCostOfSales_sy,,,,,-2.44,66.42,20.16,,35.59,-5.34,15.87,,13.79,25.72,4.96,-10.21,-28.42,-29.33,-13.13,3.11,22.89,2.36,,,,,,,,,,,,,,,,,,,,,,,3.07,,,,,,,2.69,4.23,0.84
IncomeCostOfSales_qq,,-17.02,21.95,-100.00,,-158.25,50.53,100.00,,4.63,-7.34,72.81,-29.03,21.39,-3.98,-1.83,-99.95,-71.43,-100.00,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,-72.42,88.48,,49.78,-24.34,-12.72
IncomeCostOfSales_sq,,-12.24,15.61,68.34,,35.55,10.64,30.79,,2.78,-1.02,18.44,-15.50,19.20,-3.98,-1.83,-36.78,1.36,-2.62,,,,,,,,,,,,,,,,,,,,,,,4.93,,,,,,,-12.06,6.49,,20.44,-2.48,-3.78
