,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,2185000,54482000,95289000,87150000,100645000,106119000,112389000,107122000,131032000,159375000,294728000,171653000,234452000,254665000,257002000,211922000,177657000,149994000,133620000,134873000,135966000,168702000,184360000,181581000,264215000,289110000,294126000,308202000,332749000,307032000,275319000,223972000,270286000,240818000,239425000,240843000,251447000,251626000,254399000,230061000,246238000,225366000,202179000,168135000,182457000,196017000,195401000,176856000,221865000,247765000,243645000,244319000,292484000,293698000
IncomeCostOfSales,3732000,39133000,69660000,66423000,75590000,78195000,79391000,71693000,87809000,106766000,219591000,123530000,188439000,205378000,208469000,162991000,142532000,130923000,119163000,122012000,129475000,148019000,162039000,157595000,229183000,242893000,244261000,259670000,292959000,265667000,253311000,213949000,253582000,224590000,220926000,221668000,236875000,233924000,232632000,206746000,234963000,217322000,197777000,162170000,171058000,177610000,183667000,165200000,215269000,228628000,220725000,217085000,262321000,256578000
IncomeDistributionExpenses,67000,393000,996000,1456000,1187000,1601000,1602000,2291000,2186000,2183000,5055000,3289000,3035000,4529000,4748000,4653000,3532000,4099000,3713000,4301000,2987000,4357000,4118000,3623000,4759000,6522000,9677000,4690000,6255000,5593000,4982000,5350000,6363000,7606000,7106000,8269000,6835000,8409000,7507000,7728000,6725000,7293000,6633000,6896000,5867000,6580000,7181000,7742000,7800000,9254000,8348000,8428000,8140000,8787000
IncomeAdministrativExpenses,203000,2816000,4335000,4538000,4747000,4934000,5313000,5798000,5120000,5650000,9216000,9911000,8819000,8987000,7890000,11564000,7860000,8666000,6987000,7252000,7984000,8396000,7945000,17872000,9362000,8856000,9397000,16286000,8950000,12505000,7621000,10609000,9639000,8807000,7848000,7487000,8812000,8148000,7878000,10052000,8394000,7888000,7275000,8292000,7790000,7521000,6898000,8181000,7525000,7109000,6910000,8454000,6546000,6528000
IncomeGrossProfit,-1817000,12140000,20298000,14733000,19121000,21389000,26083000,27340000,35917000,44776000,60866000,34923000,34159000,35771000,35895000,32714000,23733000,6306000,3757000,1308000,-4480000,7930000,10258000,2491000,20911000,30839000,30791000,27556000,24585000,23267000,9405000,-5936000,702000,-185000,3545000,3419000,-1075000,1145000,6382000,5535000,-3844000,-7137000,-9506000,-9223000,-2258000,4306000,-2345000,-4267000,-8729000,2774000,7662000,10352000,15477000,21805000
IncomeOtherOperatingIncome,320000,290000,456000,5513000,382000,528000,405000,2287000,2055000,2194000,2131000,20963000,1463000,4979000,5289000,1797000,6026000,3195000,2982000,1599000,6222000,1499000,892000,4332000,3824000,-1245000,-655000,47447000,1889000,2714000,-126000,2344000,3013000,899000,2923000,4015000,1441000,2241000,2277000,7501000,3190000,2022000,1634000,6254000,2679000,1471000,577000,387000,1174000,1139000,2416000,2313000,5957000,2467000
IncomeOtherOperatingCosts,204000,628000,7000,2567000,202000,221000,608000,2246000,1502000,806000,1474000,4710000,300000,1249000,1551000,11284000,1866000,1897000,1629000,12055000,466000,991000,372000,5052000,3502000,-1523000,2467000,5353000,643000,1663000,1543000,4721000,161000,2513000,3883000,1898000,564000,582000,644000,2895000,639000,925000,524000,13686000,1139000,647000,325000,839000,800000,161000,358000,3543000,5853000,1357000
IncomeEBIT,-1701000,11802000,20747000,17679000,19301000,21696000,25880000,27381000,36470000,46164000,61523000,51176000,35322000,39501000,39633000,23227000,27893000,7604000,5110000,-9148000,1276000,8438000,10778000,1771000,21233000,31117000,27669000,69650000,25831000,24318000,7736000,-8313000,3554000,-1799000,2585000,5536000,-198000,2804000,8015000,10141000,-1293000,-6040000,-8396000,-16655000,-718000,5130000,-2093000,-4719000,-8355000,3752000,9720000,9122000,15581000,22915000
IncomeFinanceIncome,150000,-1779000,3643000,1294000,12825000,-120000,27349000,-24270000,2938000,-11772000,17131000,-30816000,4168000,4063000,4303000,-99017000,11312000,3042000,6383000,9113000,3400000,2562000,5556000,-126000,6265000,1307000,5464000,-832000,1512000,1071000,676000,-269000,1232000,1651000,-1155000,1756000,205000,233000,718000,2528000,3845000,3739000,-558000,-2795000,308000,3241000,3286000,4501000,10376000,922000,-4201000,-1885000,706000,2854000
IncomeFinanceCosts,160000,4218000,1148000,3293000,6431000,24817000,3682000,4994000,3119000,9388000,7406000,6079000,12329000,3278000,2198000,2019000,5719000,7822000,3856000,3324000,385000,6883000,1525000,4515000,3440000,2373000,2684000,2187000,1586000,2380000,1912000,2196000,-106000,3085000,6209000,-316000,-1888000,1273000,590000,1702000,337000,3792000,1590000,73000,4378000,1372000,11147000,,,,,,,
