,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,3252000,3106000,2307000,3364000,3019000,2824000,2460000,4081000,2863000,2998000,2912000,4961000,3923000,3450000,3269000,5711000,4957000,3720000,3837000,5035000,5485000,4505000,5505000,7532000,6097000,6528000,5979000,8699000,6885000,6651000,6822000,9989000,7085000,9212000,7598000,13747000,11268000,12482000,9147000,24625000,15019000,9768000,12722000,7568000,6178000,11144000,8216000,10282000,8748000,9064000,11223000,17850000,10602000,9570000
IncomeRevenues_yy,,,,,-7.16,-9.08,6.63,21.31,-5.17,6.16,18.37,21.56,37.02,15.08,12.26,15.12,26.36,7.83,17.38,-11.84,10.65,21.10,43.47,49.59,11.16,44.91,8.61,15.49,12.92,1.88,14.10,14.83,2.90,38.51,11.37,37.62,59.04,35.50,20.39,79.13,33.29,-21.74,39.08,-69.27,-58.87,14.09,-35.42,35.86,41.60,-18.66,36.60,73.60,21.19,5.58
IncomeRevenues_sy,,,,,17.64,-5.10,6.63,-8.25,34.12,54.48,20.68,76.41,28.54,26.77,11.44,12.00,2.52,-7.36,-8.78,-12.53,-8.47,6.46,24.80,17.55,15.38,20.53,14.60,4.28,12.14,1.88,4.36,6.83,8.34,16.27,13.21,10.10,9.54,9.18,6.23,15.50,10.84,11.06,14.46,3.86,2.60,3.77,1.73,2.72,11.63,7.72,5.74,7.43,6.40,10.37
IncomeRevenues_qq,,-4.49,-25.72,45.82,-10.26,-6.46,-12.89,65.89,-29.85,4.72,-2.87,70.36,-20.92,-12.06,-5.25,74.70,-13.20,-24.95,3.15,31.22,8.94,-17.87,22.20,36.82,-19.05,7.07,-8.41,45.49,-20.85,-3.40,2.57,46.42,-29.07,30.02,-17.52,80.93,-18.03,10.77,-26.72,169.21,-39.01,-34.96,30.24,-40.51,-18.37,80.38,-26.27,25.15,-14.92,3.61,23.82,59.05,-40.61,-9.73
IncomeRevenues_sq,,11.60,-17.24,45.82,-48.90,21.28,-5.20,48.49,-28.59,24.70,-2.87,56.48,-25.78,15.66,-5.90,37.14,-37.29,0.27,-10.14,33.22,-23.46,13.87,7.53,38.81,-34.28,7.69,3.15,34.82,-22.04,6.95,0.93,30.83,-19.51,5.10,1.22,27.00,-17.79,10.82,-3.36,27.56,-15.10,6.98,1.80,12.94,-15.04,9.31,0.12,24.36,-15.70,3.81,-7.71,25.36,-21.32,8.38
IncomeCostOfSales,2037000,1776000,1825000,1841000,1758000,1942000,1609000,2261000,1222000,1368000,1505000,3066000,1456000,2688000,2445000,2676000,2550000,2569000,2156000,2491000,3356000,2514000,3472000,3357000,3471000,3340000,3361000,3673000,4509000,3769000,3740000,4800000,3852000,6337000,4788000,6652000,6051000,7222000,5798000,12061000,11131000,5965000,6702000,7662000,5103000,4187000,4828000,4726000,4502000,4583000,5095000,9301000,5700000,5785000
IncomeCostOfSales_yy,,,,,-13.70,9.35,-11.84,22.81,-30.49,-29.56,-6.46,35.60,19.15,96.49,62.46,-12.72,75.14,-4.43,-11.82,-6.91,31.61,-2.14,61.04,34.77,3.43,32.86,-3.20,9.41,29.90,12.84,11.28,30.68,-14.57,68.13,28.02,38.58,57.09,13.97,21.09,81.31,83.95,-17.41,15.59,-36.47,-54.16,-29.81,-27.96,-38.32,-11.78,9.46,5.53,96.80,26.61,26.23
IncomeCostOfSales_sy,,,,,5.50,8.79,-1.91,-12.44,19.90,68.92,17.75,92.79,19.50,30.53,13.03,13.38,2.39,-10.42,-11.87,-12.92,-5.98,-1.76,18.01,17.01,7.93,8.31,5.36,0.54,11.90,0.76,7.29,-3.33,8.19,12.83,4.51,6.52,7.93,5.13,3.38,5.31,4.88,6.19,4.92,0.75,-6.31,1.94,-8.10,3.48,8.48,8.60,5.53,3.52,8.19,14.52
IncomeCostOfSales_qq,,-12.81,2.76,0.88,-4.51,10.47,-17.15,40.52,-45.95,11.95,10.01,103.72,-52.51,84.62,-9.04,9.45,-4.71,0.75,-16.08,15.54,34.73,-25.09,38.11,-3.31,3.40,-3.77,0.63,9.28,22.76,-16.41,-0.77,28.34,-19.75,64.51,-24.44,38.93,-9.03,19.35,-19.72,108.02,-7.71,-46.41,12.36,14.32,-33.40,-17.95,15.31,-2.11,-4.74,1.80,11.17,82.55,-38.72,1.49
IncomeCostOfSales_sq,,2.04,11.22,33.91,-51.70,14.06,-0.82,22.23,-26.93,29.42,-2.54,43.90,-30.12,17.54,-9.08,32.78,-37.76,4.60,-15.34,36.62,-25.54,9.85,2.19,33.71,-37.27,5.70,7.28,24.82,-34.66,4.80,-0.51,28.34,-13.88,5.68,-2.85,31.92,-20.38,9.08,-4.66,25.87,-20.02,7.68,-0.54,21.38,-26.23,13.10,-3.26,30.97,-27.25,5.23,-0.23,23.45,-26.02,7.03
IncomeDistributionExpenses,550000,632000,453000,458000,441000,664000,635000,468000,415000,495000,541000,802000,546000,695000,563000,779000,715000,723000,915000,736000,639000,935000,1095000,1657000,1548000,1269000,1142000,1464000,1401000,1302000,1279000,1128000,1188000,1372000,1271000,1774000,3206000,3093000,1310000,6218000,2226000,2138000,3183000,3447000,2402000,2070000,1705000,2027000,2028000,2425000,4813000,4255000,2916000,2541000
IncomeDistributionExpenses_yy,,,,,-19.82,5.06,40.18,2.18,-5.90,-25.45,-14.80,71.37,31.57,40.40,4.07,-2.87,30.95,4.03,62.52,-5.52,-10.63,29.32,19.67,125.14,142.25,35.72,4.29,-11.65,-9.50,2.60,12.00,-22.95,-15.20,5.38,-0.63,57.27,169.87,125.44,3.07,250.51,-30.57,-30.88,142.98,-44.56,7.91,-3.18,-46.43,-41.20,-15.57,17.15,182.29,109.92,43.79,4.78
IncomeDistributionExpenses_sy,,,,,31.69,10.39,31.45,14.54,29.85,12.38,21.53,71.37,21.04,39.38,31.86,15.37,16.04,3.20,0.34,-16.50,-1.10,11.57,17.82,25.57,10.47,30.27,-2.97,-6.27,2.73,-15.66,1.63,9.14,8.98,23.78,10.38,2.11,1.27,8.10,2.60,6.19,8.45,12.89,8.34,4.19,6.10,1.53,6.80,-2.40,5.31,-3.16,-7.62,-5.88,8.23,7.24
IncomeDistributionExpenses_qq,,14.91,-28.32,1.10,-3.71,50.57,-4.37,-26.30,-11.32,19.28,9.29,48.24,-31.92,27.29,-18.99,38.37,-8.22,1.12,26.56,-19.56,-13.18,46.32,17.11,51.32,-6.58,-18.02,-10.01,28.20,-4.30,-7.07,-1.77,-11.81,5.32,15.49,-7.36,39.58,80.72,-3.52,-57.65,374.66,-64.20,-3.95,48.88,8.29,-30.32,-13.82,-17.63,18.89,0.05,19.58,98.47,-11.59,-31.47,-12.86
IncomeDistributionExpenses_sq,,14.28,-6.20,47.24,-4.26,11.48,0.06,29.88,-8.15,11.55,3.40,54.92,-28.14,21.80,-10.64,46.15,-28.79,1.12,-8.48,16.14,-16.09,8.07,4.82,27.24,-26.71,8.28,-14.55,19.56,-10.27,5.33,-1.88,29.42,-20.68,3.64,0.64,15.29,-15.59,12.78,-3.69,22.90,-17.59,5.58,-1.42,22.52,-18.29,4.84,0.78,21.77,-14.18,3.55,-8.98,24.26,-18.52,4.92
IncomeAdministrativExpenses,540000,525000,514000,629000,624000,629000,642000,923000,828000,1244000,897000,477000,1424000,277000,641000,1317000,888000,813000,851000,1067000,880000,913000,894000,684000,959000,1295000,1160000,1480000,1125000,1520000,1159000,1728000,1188000,1319000,809000,1985000,1243000,1295000,1467000,2048000,1455000,3169000,1641000,1937000,1702000,1472000,1555000,3247000,2223000,1920000,1143000,918000,1568000,1467000
IncomeAdministrativExpenses_yy,,,,,15.56,19.81,24.90,46.74,32.69,97.77,39.72,-48.32,71.98,-77.73,-28.54,176.10,-37.64,193.50,32.76,-18.98,-0.90,12.30,5.05,-35.90,8.98,41.84,29.75,116.37,17.31,17.37,-0.09,16.76,5.60,-13.22,-30.20,14.87,4.63,-1.82,81.33,3.17,17.06,144.71,11.86,-5.42,16.98,-53.55,-5.24,67.63,30.61,30.43,-26.50,-71.73,-29.46,-23.59
IncomeAdministrativExpenses_sy,,,,,12.24,10.40,7.58,42.16,9.95,20.00,39.72,25.08,46.15,18.14,44.04,22.70,6.17,11.33,-2.94,-15.02,-2.63,-5.60,5.88,11.22,10.01,0.58,5.88,-3.42,4.80,3.78,-0.61,1.31,2.68,-0.50,4.22,7.63,0.81,3.47,1.59,2.67,6.10,4.48,9.38,3.20,3.18,6.89,-1.84,4.29,3.99,4.66,5.10,0.81,7.38,7.83
IncomeAdministrativExpenses_qq,,-2.78,-2.10,22.37,-0.79,0.80,2.07,43.77,-10.29,50.24,-27.89,-46.82,198.53,-80.55,131.41,105.46,-32.57,-8.45,4.67,25.38,-17.53,3.75,-2.08,-23.49,40.20,35.04,-10.42,27.59,-23.99,35.11,-23.75,49.09,-31.25,11.03,-38.67,145.36,-37.38,4.18,13.28,39.60,-28.96,117.80,-48.22,18.04,-12.13,-13.51,5.64,108.81,-31.54,-13.63,-40.47,-19.69,70.81,-6.44
IncomeAdministrativExpenses_sq,,2.42,-2.58,15.48,1.14,-0.60,-6.71,35.41,-9.22,25.27,1.22,28.32,1.80,8.80,2.00,19.98,-21.06,4.27,-12.80,8.80,-7.80,9.12,-6.44,21.12,-19.23,12.06,-2.96,10.19,-19.19,7.27,-5.92,14.86,-5.56,3.99,-1.40,16.87,-10.45,4.86,-5.50,15.70,-6.90,3.22,-5.40,15.59,-5.06,0.66,-1.20,12.78,1.38,2.96,-0.94,8.67,-1.87,6.94
IncomeGrossProfit,125000,173000,-485000,436000,196000,-411000,-426000,429000,398000,-109000,-31000,616000,497000,-210000,-380000,939000,804000,-385000,-85000,741000,610000,143000,44000,1834000,119000,624000,316000,2082000,-150000,60000,644000,2333000,857000,184000,730000,3336000,768000,872000,572000,4298000,207000,-1504000,1196000,-5478000,-3029000,3415000,128000,282000,-5000,136000,172000,3376000,418000,-223000
IncomeGrossProfit_yy,,,,,56.80,-337.57,12.16,-1.61,103.06,73.48,92.72,43.59,24.87,-92.66,-1125.81,52.44,61.77,-83.33,77.63,-21.09,-24.13,137.14,151.76,147.50,-80.49,336.36,618.18,13.52,-226.05,-90.38,103.80,12.06,671.33,206.67,13.35,42.99,-10.39,373.91,-21.64,28.84,-73.05,-272.48,109.09,-227.45,-1563.29,327.06,-89.30,105.15,99.83,-96.02,34.38,1097.16,8460.00,-263.97
IncomeGrossProfit_sy,,,,,29.15,-25.66,24.27,17.40,48.06,10.03,-9.53,57.55,9.76,21.52,-24.71,17.05,-60.69,-97.89,-49.70,-9.16,6.46,23.35,39.94,32.72,20.88,39.07,104.80,12.85,33.20,-26.39,4.27,45.34,11.95,70.90,34.56,15.12,15.43,20.12,18.11,27.29,11.32,21.78,28.36,-25.10,-12.94,2.34,-14.32,2.82,28.16,8.05,2.93,3.81,-2.81,15.05
IncomeGrossProfit_qq,,38.40,-380.35,189.90,-55.05,-309.69,-3.65,200.70,-7.23,-127.39,71.56,2087.10,-19.32,-142.25,-80.95,347.11,-14.38,-147.89,77.92,971.76,-17.68,-76.56,-69.23,4068.18,-93.51,424.37,-49.36,558.86,-107.20,140.00,973.33,262.27,-63.27,-78.53,296.74,356.99,-76.98,13.54,-34.40,651.40,-95.18,-826.57,179.52,-558.03,44.71,212.74,-96.25,120.31,-101.77,2820.00,26.47,1862.79,-87.62,-153.35
IncomeGrossProfit_sq,,28.54,9.44,125.15,-78.68,-18.16,14.22,48.53,-49.27,-7.97,-0.25,107.24,-37.48,13.54,-36.10,128.02,-86.72,-23.87,26.67,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56
IncomeOtherOperatingIncome,94000,77000,78000,207000,35000,61000,17000,58000,21000,8000,20000,27000,36000,7000,30000,59000,21000,65000,22000,56000,27000,30000,109000,90000,134000,137000,144000,139000,136000,132000,160000,196000,165000,368000,202000,264000,273000,133000,174000,269000,139000,144000,253000,158000,80000,166000,68000,609000,101000,66000,58000,227000,181000,554000
IncomeOtherOperatingIncome_yy,,,,,-62.77,-20.78,-78.21,-71.98,-40.00,-86.89,17.65,-53.45,71.43,-12.50,50.00,118.52,-41.67,828.57,-26.67,-5.08,28.57,-53.85,395.45,60.71,396.30,356.67,32.11,54.44,1.49,-3.65,11.11,41.01,21.32,178.79,26.25,34.69,65.45,-63.86,-13.86,1.89,-49.08,8.27,45.40,-41.26,-42.45,15.28,-73.12,285.44,26.25,-60.24,-14.71,-62.73,79.21,739.39
IncomeOtherOperatingIncome_sy,,,,,-16.37,-12.74,-65.62,12.93,,29.63,-50.75,-15.84,20.50,41.73,96.10,94.47,165.44,77.68,52.84,14.97,-9.28,-3.11,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,-6.57,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,-11.52
