,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,37489000,48816000,53244000,45310000,37648000,43486000,52499000,44952000,42736000,42711000,47332000,36064000,58468000,58600000,67060000,58697000,54460000,64181000,10698000,38179000,36060000,41499000,51782000,43796000,35732000,68252000,124747000,96603000,87504000,136535000,146365000,116912000,111226000,46448000,96355000,76185000,77057000,87412000,114759000,91633000,91998000,72416000,90078000,71529000,118946000,115165000,131365000,100724000,117081000,123134000,133299000,105163000,118631000,130570000
IncomeCostOfSales,32196000,42407000,44944000,42058000,31365000,37063000,42561000,38353000,34914000,35372000,37571000,31043000,47481000,47149000,54181000,47924000,43009000,52722000,12042000,31505000,30755000,33373000,43512000,39461000,32310000,57799000,96950000,80028000,70842000,102612000,110301000,90072000,85547000,30885000,67214000,56438000,56948000,61400000,79263000,65629000,62009000,48554000,59820000,50189000,81932000,77793000,91586000,70074000,82095000,90257000,99021000,76208000,89370000,94954000
IncomeDistributionExpenses,2292000,2313000,1880000,2694000,1902000,2272000,1993000,2696000,1859000,2237000,2027000,1907000,2091000,2724000,2530000,4958000,1978000,2496000,-75000,2472000,1450000,2544000,1776000,2781000,2505000,2317000,4547000,8097000,4067000,7691000,7321000,8392000,6539000,3195000,5836000,5013000,4578000,5214000,5865000,6459000,6983000,5483000,6746000,5751000,10793000,11288000,11650000,12472000,11276000,10474000,10106000,9812000,9719000,10625000
IncomeAdministrativExpenses,5455000,6287000,6584000,7135000,4472000,5557000,3840000,4048000,3528000,3617000,2811000,4195000,5330000,5910000,5077000,6919000,5558000,5369000,838000,3496000,3203000,3817000,3720000,4237000,2499000,6082000,8185000,5562000,7993000,11856000,12356000,12995000,12559000,3690000,7527000,7892000,8768000,8628000,16441000,17635000,13260000,6107000,9312000,10445000,10631000,9805000,10953000,12693000,10778000,10836000,10472000,11685000,10177000,11300000
IncomeGrossProfit,-2454000,-2191000,-164000,-6577000,-91000,-1406000,4105000,-145000,2435000,1485000,4923000,-1081000,3566000,2817000,5272000,-1104000,3915000,3594000,-2107000,706000,652000,1765000,2774000,-2683000,-1582000,2054000,15065000,2916000,4602000,14376000,16387000,5453000,6581000,8678000,15778000,6842000,6763000,12170000,13190000,1910000,9746000,12272000,14200000,5144000,15590000,16279000,17176000,5485000,12932000,11567000,13700000,7458000,9365000,13691000
IncomeOtherOperatingIncome,2178000,-233000,401000,-161000,73000,7000,-58000,45000,52000,176000,-34000,-35000,66000,3788000,478000,1218000,87000,281000,-33000,15000,126000,827000,10000,371000,44000,26235000,672000,3136000,724000,1254000,394000,4670000,1438000,502000,1048000,613000,2431000,-1628000,10768000,-2424000,298000,1456000,223000,490000,279000,737000,263000,1535000,733000,189000,1307000,1339000,705000,206000
IncomeOtherOperatingCosts,601000,,,,,,6000,165000,278000,506000,238000,123000,248000,4817000,47000,345000,471000,163000,49000,182000,51000,1010000,292000,2840000,956000,-376000,508000,750000,991000,1612000,938000,661000,1065000,-372000,656000,1182000,118000,2130000,229000,390000,-21000,3782000,244000,225000,214000,823000,197000,236000,477000,771000,154000,158000,-877000,-1823000
IncomeEBIT,237000,-6738000,-18000,-1399000,4047000,-100000,2481000,1496000,4611000,-1622000,3394000,6482000,5502000,-4703000,3955000,3530000,-2611000,558000,729000,2410000,2733000,-3322000,-1830000,25449000,14781000,6428000,4818000,14880000,15790000,8511000,7081000,8519000,15761000,7827000,8538000,9360000,23840000,-2644000,9815000,13338000,14444000,1852000,15625000,16791000,17225000,6197000,13468000,11520000,14530000,8026000,9916000,13739000,1100000,189000
IncomeFinanceIncome,661000,1284000,163000,193000,193000,838000,974000,-298000,902000,378000,276000,138000,184000,1653000,144000,785000,1453000,-120000,135000,2426000,-365000,228000,556000,664000,2700000,255000,741000,5592000,366000,516000,4492000,-3576000,703000,1102000,485000,535000,1831000,9168000,3218000,-642000,419000,361000,887000,938000,77000,872000,393000,-53000,99000,184000,149000,380000,639000,330000
IncomeFinanceCosts,268000,796000,149000,486000,302000,517000,389000,436000,737000,1755000,961000,1841000,1192000,1855000,1177000,324000,-818000,493000,332000,202000,82000,461000,493000,4164000,2615000,19000,1803000,2365000,2556000,2741000,1957000,595000,774000,1649000,818000,581000,937000,601000,574000,461000,556000,475000,1930000,468000,316000,693000,596000,547000,923000,1211000,730000,448000,,0
