,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,6942000,7372000,11169000,8776000,4685000,6057000,12376000,12939000,12555000,13966000,13424000,11262000,9152000,13605000,21057000,18123000,12590000,10010000,16692000,231472000,24488000,61598000,60211000,75731000,69681000,87118000,93939000,65027000,75690000,91456000,72327000,36389000,60953000,68846000,81659000,74796000,54336000,51171000,48215000,60159000,50359000,54544000,61546000,76552000,62001000,60641000,66504000,79019000,57181000,51114000,50853000,39727000,45318000,53305000
IncomeRevenues_yy,,,,,-32.51,-17.84,10.81,47.44,167.98,130.58,8.47,-12.96,-27.10,-2.58,56.86,60.92,37.57,-26.42,-20.73,1177.23,94.50,515.36,260.72,-67.28,184.55,41.43,56.02,-14.13,8.62,4.98,-23.01,-44.04,-19.47,-24.72,12.90,105.55,-10.86,-25.67,-40.96,-19.57,-7.32,6.59,27.65,27.25,23.12,11.18,8.06,3.22,-7.77,-15.71,-23.53,-49.72,-20.75,4.29
IncomeRevenues_sy,,,,,-12.56,12.49,26.27,39.29,99.18,59.27,24.08,21.85,31.14,28.64,38.89,24.09,-2.54,-2.44,-10.22,-2.49,-4.94,9.33,8.06,22.88,27.45,27.06,26.64,15.12,16.99,-10.02,-14.81,-21.21,-21.66,-21.97,-13.92,-3.16,10.76,7.65,1.74,8.59,17.20,-0.54,-1.86,-2.84,-5.98,-3.72,-3.44,-1.66,-0.16,2.50,4.28,9.21,3.50,8.48
IncomeRevenues_qq,,6.19,51.51,-21.43,-46.62,29.28,104.33,4.55,-2.97,11.24,-3.88,-16.11,-18.74,48.66,54.77,-13.93,-30.53,-20.49,66.75,1286.72,-89.42,151.54,-2.25,25.78,-7.99,25.02,7.83,-30.78,16.40,20.83,-20.92,-49.69,67.50,12.95,18.61,-8.40,-27.35,-5.82,-5.78,24.77,-16.29,8.31,12.84,24.38,-19.01,-2.19,9.67,18.82,-27.64,-10.61,-0.51,-21.88,14.07,17.62
IncomeRevenues_sq,,29.37,5.73,9.88,-38.46,43.69,26.67,21.56,-11.49,15.13,5.80,6.66,-10.26,24.40,6.16,2.08,-36.94,25.84,2.04,8.11,-38.04,46.49,15.96,17.46,-32.04,42.04,8.80,5.34,-43.67,23.02,-3.32,-5.52,-40.86,14.18,15.76,7.45,-26.57,33.37,3.46,12.08,-28.29,24.90,5.36,5.67,-32.50,15.91,10.40,8.95,-27.56,21.49,9.09,8.03,-30.65,18.03
IncomeCostOfSales,5513000,6395000,10019000,7884000,4351000,4909000,11335000,11446000,11049000,12602000,12087000,10039000,7135000,11126000,18529000,16724000,10778000,9331000,15216000,198418000,22252000,54394000,53316000,74963000,67300000,79533000,82292000,61077000,70385000,84716000,73204000,41752000,60733000,63752000,79172000,72117000,52098000,49063000,46627000,64287000,46620000,50410000,56648000,73469000,57713000,55955000,61329000,75781000,52660000,54363000,48648000,57284000,41121000,51617000
IncomeCostOfSales_yy,,,,,-21.08,-23.24,13.14,45.18,153.94,156.71,6.63,-12.29,-35.42,-11.71,53.30,66.59,51.06,-16.13,-17.88,1086.43,106.46,482.94,250.39,-62.22,202.44,46.22,54.35,-18.52,4.58,6.52,-11.04,-31.64,-13.71,-24.75,8.15,72.73,-14.22,-23.04,-41.11,-10.86,-10.51,2.75,21.49,14.28,23.79,11.00,8.26,3.15,-8.76,-2.85,-20.68,-24.41,-21.91,-5.05
IncomeCostOfSales_sy,,,,,-11.02,14.98,26.77,38.28,94.54,63.64,27.52,31.43,38.17,29.56,34.69,11.58,-8.50,-12.49,-15.87,-5.51,2.24,17.01,10.37,22.08,43.05,35.68,28.16,23.33,24.38,-0.85,-9.95,-14.47,-21.23,-31.38,-13.25,-11.25,3.78,2.41,3.31,12.99,13.00,2.09,-5.86,-9.81,-7.94,-5.02,-5.54,2.68,2.38,4.93,4.75,2.61,6.89,15.93
IncomeCostOfSales_qq,,16.00,56.67,-21.31,-44.81,12.82,130.90,0.98,-3.47,14.06,-4.09,-16.94,-28.93,55.94,66.54,-9.74,-35.55,-13.43,63.07,1204.01,-88.79,144.45,-1.98,40.60,-10.22,18.18,3.47,-25.78,15.24,20.36,-13.59,-42.96,45.46,4.97,24.19,-8.91,-27.76,-5.83,-4.97,37.88,-27.48,8.13,12.37,29.69,-21.45,-3.05,9.60,23.56,-30.51,3.23,-10.51,17.75,-28.22,25.52
IncomeCostOfSales_sq,,23.45,11.71,12.22,-41.23,38.82,19.76,26.14,-12.59,16.35,4.74,10.29,-16.96,23.95,6.49,-2.84,-35.78,29.55,7.54,7.17,-40.09,44.61,14.00,13.82,-34.84,37.45,7.92,9.77,-39.07,25.49,-3.56,0.69,-49.55,22.30,12.95,6.81,-27.36,25.34,6.15,11.20,-31.32,29.40,9.58,6.04,-37.65,21.10,11.14,22.70,-30.51,14.81,8.23,15.22,-33.23,25.66
IncomeDistributionExpenses,257000,181000,169000,71000,153000,200000,208000,332000,204000,193000,205000,241000,260000,330000,350000,313000,325000,367000,339000,7865000,1973000,2436000,2785000,3012000,2447000,2924000,3096000,378000,2063000,2585000,2867000,-1669000,776000,1031000,861000,856000,1206000,1301000,979000,822000,987000,919000,929000,1023000,1193000,1217000,1226000,1229000,1188000,1279000,1218000,1133000,1195000,1316000
IncomeDistributionExpenses_yy,,,,,-40.47,10.50,23.08,367.61,33.33,-3.50,-1.44,-27.41,27.45,70.98,70.73,29.88,25.00,11.21,-3.14,2412.78,507.08,563.76,721.53,-61.70,24.02,20.03,11.17,-87.45,-15.69,-11.59,-7.40,-541.53,-62.38,-60.12,-69.97,151.29,55.41,26.19,13.70,-3.97,-18.16,-29.36,-5.11,24.45,20.87,32.43,31.97,20.14,-0.42,5.09,-0.65,-7.81,0.59,2.89
IncomeDistributionExpenses_sy,,,,,-1.66,16.04,14.71,-15.47,28.08,-2.80,5.86,18.37,6.28,14.80,20.71,14.54,0.06,-3.68,-2.70,16.38,15.36,1.03,18.56,25.93,10.25,29.20,22.39,26.62,7.82,12.08,-11.21,-10.26,-5.17,-7.11,-16.54,-20.60,-7.07,-0.31,5.18,-5.34,8.26,-0.86,5.00,10.34,12.87,-2.48,8.47,5.08,2.76,8.69,2.18,1.34,-2.79,5.08
IncomeDistributionExpenses_qq,,-29.57,-6.63,-57.99,115.49,30.72,4.00,59.62,-38.55,-5.39,6.22,17.56,7.88,26.92,6.06,-10.57,3.83,12.92,-7.63,2220.06,-74.91,23.47,14.33,8.15,-18.76,19.49,5.88,-87.79,445.77,25.30,10.91,-158.21,146.49,32.86,-16.49,-0.58,40.89,7.88,-24.75,-16.04,20.07,-6.89,1.09,10.12,16.62,2.01,0.74,0.24,-3.34,7.66,-4.77,-6.98,5.47,10.13
