,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,8099000,9159000,10049000,12576000,11071000,11214000,11621000,12665000,11658000,11153000,12253000,12703000,12452000,9161000,9109000,11251000,8216000,6811000,8356000,16428000,18287000,17378000,21746000,23712000,18091000,19354000,19861000,26313000,19228000,18645000,18007000,18469000,14365000,20330000,15277000,17263000,16168000,16955000,14837000,17078000,13872000,14856000,17536000,16803000,15220000,12563000,13830000,11896000,10389000,7879000,8023000,7006000,7438000,8173000
IncomeRevenues_yy,,,,,36.70,22.44,15.64,0.71,5.30,-0.54,5.44,0.30,6.81,-17.86,-25.66,-11.43,-34.02,-25.65,-8.27,46.01,122.58,155.15,160.24,44.34,-1.07,11.37,-8.67,10.97,6.28,-3.66,-9.33,-29.81,-25.29,9.04,-15.16,-6.53,12.55,-16.60,-2.88,-1.07,-14.20,-12.38,18.19,-1.61,9.72,-15.43,-21.13,-29.20,-31.74,-37.28,-41.99,-41.11,-28.41,3.73
IncomeRevenues_sy,,,,,-4.70,71.80,22.26,12.38,25.40,4.46,17.38,7.89,2.60,18.49,-0.54,-11.43,-34.02,-25.65,-8.27,5.10,4.94,-4.51,9.88,10.22,-1.07,10.94,-8.67,10.97,7.20,-2.93,-5.37,-23.50,-3.74,12.20,7.15,10.76,12.55,-7.34,-2.88,-1.07,-4.76,0.21,-1.04,15.62,9.72,6.98,9.18,6.01,4.99,-3.32,2.42,0.11,-1.36,2.32
IncomeRevenues_qq,,13.09,9.72,25.15,-11.97,1.29,3.63,8.98,-7.95,-4.33,9.86,3.67,-1.98,-26.43,-0.57,23.52,-26.98,-17.10,22.68,96.60,11.32,-4.97,25.14,9.04,-23.71,6.98,2.62,32.49,-26.93,-3.03,-3.42,2.57,-22.22,41.52,-24.85,13.00,-6.34,4.87,-12.49,15.10,-18.77,7.09,18.04,-4.18,-9.42,-17.46,10.09,-13.98,-12.67,-24.16,1.83,-12.68,6.17,9.88
IncomeRevenues_sq,,-14.13,9.22,81.15,-34.33,20.48,8.45,40.06,-5.90,-1.56,10.85,3.67,-5.99,18.39,-0.57,-3.37,-26.98,7.37,-1.67,40.32,-13.08,-4.97,11.22,19.05,-12.08,13.58,2.62,32.49,-14.71,5.07,-1.01,-1.52,-2.54,16.91,2.57,3.29,-6.31,2.02,-8.47,5.24,-1.88,5.41,-5.94,18.85,-4.11,7.46,-1.22,12.65,-5.33,0.43,-7.78,21.77,-1.94,3.26
IncomeCostOfSales,6632000,7187000,8154000,10431000,8979000,8827000,9677000,9947000,9565000,8913000,9113000,10793000,10412000,10115000,8992000,11789000,7453000,6355000,7664000,12056000,12827000,10824000,14762000,15988000,12385000,11683000,13380000,16227000,14939000,11852000,12858000,11437000,10023000,14209000,10760000,12122000,11749000,12737000,10081000,11692000,10214000,10718000,13629000,12229000,11880000,9083000,10489000,9320000,8196000,6526000,6232000,5553000,6111000,6732000
IncomeCostOfSales_yy,,,,,35.39,22.82,18.68,-4.64,6.53,0.97,-5.83,8.51,8.86,13.49,-1.33,9.23,-28.42,-37.17,-14.77,2.26,72.11,70.32,92.61,32.61,-3.45,7.94,-9.36,1.49,20.62,1.45,-3.90,-29.52,-32.91,19.89,-16.32,5.99,17.22,-10.36,-6.31,-3.55,-13.06,-15.85,35.19,4.59,16.31,-15.25,-23.04,-23.79,-31.01,-28.15,-40.59,-40.42,-25.44,3.16
IncomeCostOfSales_sy,,,,,-2.44,66.42,20.16,-4.64,35.59,-5.34,15.87,8.51,13.79,25.72,4.96,-10.21,-28.42,-29.33,-13.13,3.11,22.89,2.36,4.45,19.94,2.72,10.08,2.49,4.04,10.02,19.98,2.51,-23.47,-3.78,16.38,0.83,11.52,15.40,-8.83,-6.22,-3.21,-6.16,9.54,1.09,10.30,3.07,1.44,0.22,1.14,4.12,-2.56,-3.44,2.69,4.23,0.84
IncomeCostOfSales_qq,,8.37,13.45,27.92,-13.92,-1.69,9.63,2.79,-3.84,-6.82,2.24,18.44,-3.53,-2.85,-11.10,31.11,-36.78,-14.73,20.60,57.31,6.40,-15.62,36.38,8.31,-22.54,-5.67,14.53,21.28,-7.94,-20.66,8.49,-11.05,-12.36,41.76,-24.27,12.66,-3.08,8.41,-20.85,15.98,-12.64,4.93,27.16,-10.27,-2.85,-23.54,15.48,-11.15,-12.06,-20.38,-4.51,-10.90,10.05,10.16
IncomeCostOfSales_sq,,-12.24,15.61,68.34,-50.42,35.55,10.64,30.79,-3.84,2.78,-1.02,18.44,-15.50,19.20,-3.98,-1.83,-36.78,1.36,-2.62,31.70,-14.28,-0.90,-6.52,54.23,-16.10,8.02,11.24,30.76,-14.44,5.38,7.27,-10.68,3.64,15.52,-4.51,6.74,-3.02,-5.78,-4.84,0.80,6.42,4.93,-8.14,7.93,-3.62,3.44,1.69,3.44,-12.06,6.49,-2.73,20.44,-2.48,-3.78
IncomeDistributionExpenses,110000,120000,152000,223000,133000,155000,204000,297000,473000,721000,804000,769000,632000,648000,584000,752000,853000,386000,405000,434000,371000,374000,387000,511000,451000,418000,337000,414000,343000,380000,286000,341000,298000,361000,287000,347000,337000,323000,318000,334000,323000,6483000,-5852000,12636000,2968000,3012000,2725000,522000,434000,408000,387000,406000,439000,468000
IncomeDistributionExpenses_yy,,,,,20.91,29.17,34.21,33.18,255.64,365.16,294.12,158.92,33.62,-10.12,-27.36,-2.21,34.97,-40.43,-30.65,-42.29,-56.51,-3.11,-4.44,17.74,21.56,11.76,-12.92,-18.98,-23.95,-9.09,-15.13,-17.63,-13.12,-5.00,0.35,1.76,13.09,-10.53,10.80,-3.75,-4.15,1907.12,-1940.25,3683.23,818.89,-53.54,146.57,-95.87,-85.38,-86.45,-85.80,-22.22,1.15,14.71
IncomeDistributionExpenses_sy,,,,,5.12,25.70,21.10,-1.82,123.34,199.12,154.67,158.92,27.04,-7.40,-8.34,10.66,-10.16,-11.47,-9.67,-19.69,-42.26,24.02,-4.44,6.16,10.88,8.10,2.48,13.36,8.20,16.42,9.72,-19.24,-5.07,-0.02,9.92,4.26,11.04,-6.36,3.95,-8.27,-4.65,9.79,8.44,15.29,6.26,0.16,6.48,6.49,4.88,8.54,2.28,7.60,1.15,0.44
IncomeDistributionExpenses_qq,,9.09,26.67,46.71,-40.36,16.54,31.61,45.59,59.26,52.43,11.51,-4.35,-17.82,2.53,-9.88,28.77,13.43,-54.75,4.92,7.16,-14.52,0.81,3.48,32.04,-11.74,-7.32,-19.38,22.85,-17.15,10.79,-24.74,19.23,-12.61,21.14,-20.50,20.91,-2.88,-4.15,-1.55,5.03,-3.29,1907.12,-190.27,315.93,-76.51,1.48,-9.53,-80.84,-16.86,-5.99,-5.15,4.91,8.13,6.61
