,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,2632000,2577000,2448000,2180000,2940000,76779000,27121000,53465000,38743000,62019000,52433000,95301000,77653000,86025000,70113000,73028000,53582000,45648000,-31085000,-59571000,1862000,1197000,1172000,908000,538000,331000,70000,93000,58707000,66634000,60470000,56803000,53994000,57120000,61439000,54628000,80462000,73573000,72961000,69036000,68113000,47869000,14457000,-122950000,12400000,13442000,11270000,-33123000,1614000,279000,4000,24000,,
IncomeRevenues_yy,,,,,11.70,2879.39,1007.88,2352.52,1217.79,-19.22,93.33,78.25,100.43,38.71,33.72,-23.37,-31.00,-46.94,-144.34,-181.57,-96.52,-97.38,103.77,101.52,-71.11,-72.35,-94.03,-89.76,10812.08,20031.12,86285.71,60978.49,-8.03,-14.28,1.60,-3.83,49.02,28.80,18.75,26.37,-15.35,-34.94,-80.19,-278.10,-81.79,-71.92,-22.04,73.06,-86.98,-97.92,-99.96,100.07,-100.00,-100.00
IncomeRevenues_sy,,,,,6.10,100.00,29.92,100.00,66.32,-18.41,39.22,50.11,18.90,13.07,-5.19,-9.98,13.49,1.98,-26.14,-25.70,-8.88,-15.47,36.00,28.32,0.53,53.64,28.58,17.55,49.73,11.46,9.48,-10.04,-12.56,-11.06,9.47,23.04,14.48,12.83,-8.66,2.50,-3.60,-7.40,-11.22,-5.23,7.40,5.40,18.56,-10.16,4.23,1.53,5.79,3.54,7.07,0.05
IncomeRevenues_qq,,-2.09,-5.01,-10.95,34.86,2511.53,-64.68,97.14,-27.54,60.08,-15.46,81.76,-18.52,10.78,-18.50,4.16,-26.63,-14.81,-168.10,-91.64,103.13,-35.71,-2.09,-22.53,-40.75,-38.48,-78.85,32.86,63025.81,13.50,-9.25,-6.06,-4.95,5.79,7.56,-11.09,47.29,-8.56,-0.83,-5.38,-1.34,-29.72,-69.80,-950.45,110.09,8.40,-16.16,-393.90,104.87,-82.71,-98.57,500.00,-100.00,
IncomeRevenues_sq,,-3.30,41.83,-8.06,10.05,6.76,-5.56,97.14,-28.10,13.43,0.63,17.74,-8.06,13.25,-10.87,1.99,-9.10,-2.31,-18.73,3.65,9.24,3.08,8.52,-0.23,-5.62,4.22,2.46,21.40,-4.22,0.58,-2.52,1.31,-8.15,10.67,1.60,-1.20,3.98,12.21,-13.93,3.84,-2.50,2.13,-3.20,18.32,-16.66,5.82,5.51,-0.82,-3.61,0.09,-4.50,-1.02,3.26,
IncomeCostOfSales,2462000,2595000,2441000,2483000,2363000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_yy,,,,,-4.02,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sy,,,,,12.36,3.42,-50.31,-9.27,-15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_qq,,5.40,-5.93,1.72,-4.83,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sq,,7.44,88.50,-13.33,-27.72,-3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses,40000,27000,26000,98000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,25.00,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,25.00,-2.63,-71.41,247.16,11.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,-32.50,-3.70,276.92,-48.98,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,-32.50,64.56,97.84,92.53,-27.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,78000,219000,229000,260000,248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,217.95,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,26.37,-33.54,-33.36,176.72,253.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,180.77,4.57,13.54,-4.62,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,16.32,18.20,7.96,-6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,52000,-264000,-248000,-661000,279000,3469000,936000,3026000,1604000,3692000,1282000,4995000,1570000,4462000,1730000,11447000,769000,1737000,-2309000,29000,42000,-15000,-149000,-57000,-13000,-168000,-598000,-716000,3430000,2637000,4699000,-4869000,3195000,6204000,1581000,-1087000,7367000,3907000,3476000,-2385000,962000,-3303000,-980000,6822000,159000,984000,-560000,204000,1462000,88000,-109000,-43000,-65000,-88000
IncomeGrossProfit_yy,,,,,436.54,1414.02,477.42,557.79,474.91,6.43,36.97,65.07,-2.12,20.86,34.95,129.17,-51.02,-61.07,-233.47,-99.75,-94.54,-100.86,93.55,-296.55,-130.95,-1020.00,-301.34,-1156.14,26484.62,1669.64,885.79,-580.03,-6.85,135.27,-66.35,77.68,130.58,-37.02,119.86,-119.41,-86.94,-184.54,-128.19,386.04,-83.47,129.79,42.86,-97.01,819.50,-91.06,80.54,-121.08,-104.45,-200.00
IncomeGrossProfit_sy,,,,,25.80,59.78,54.52,-27.34,38.07,-2.37,36.36,65.07,-29.95,-20.94,-149.52,-0.51,-9.07,25.49,-2.69,3.41,36.75,-15.27,38.20,-10.96,22.26,23.45,-8.60,-14.35,-2.05,13.02,13.36,28.19,24.65,19.37,19.34,1.44,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25
IncomeGrossProfit_qq,,-607.69,6.06,-166.53,142.21,1143.37,-73.02,223.29,-46.99,130.17,-65.28,289.63,-68.57,184.20,-61.23,561.68,-93.28,125.88,-232.93,101.26,44.83,-135.71,-893.33,61.74,77.19,-1192.31,-255.95,-19.73,579.05,-23.12,78.19,-203.62,165.62,94.18,-74.52,-168.75,777.74,-46.97,-11.03,-168.61,140.34,-443.35,70.33,796.12,-97.67,518.87,-156.91,136.43,616.67,-93.98,-223.86,60.55,-51.16,-35.38
IncomeGrossProfit_sq,,-21.30,10.44,-19.09,30.24,,80.67,-6.91,-0.58,1.94,19.68,-50.02,8.55,-0.67,4.08,5.46,4.95,21.37,-23.51,-2.97,33.55,-2.02,5.60,-6.94,15.06,-2.62,-2.48,-10.19,14.53,-13.48,15.38,3.61,-10.03,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38
IncomeOtherOperatingIncome,3000,5000,3000,4000,0,499000,0,-279000,6000,101000,38000,142000,130000,170000,116000,-13000,272000,-141000,1000,-90000,83000,0,48000,163000,,45000,31000,53000,339000,544000,78000,5990000,996000,2108000,366000,11814000,5773000,1136000,1352000,8381000,2896000,4267000,422000,-3088000,248000,169000,-175000,1218000,811000,7000,0,0,50000,5000
IncomeOtherOperatingIncome_yy,,,,,-100.00,9880.00,-100.00,-7075.00,,-79.76,,150.90,2066.67,68.32,205.26,-109.15,109.23,-182.94,-99.14,-592.31,-69.49,100.00,4700.00,281.11,-100.00,,-35.42,-67.48,,1108.89,151.61,11201.89,193.81,287.50,369.23,97.23,479.62,-46.11,269.40,-29.06,-49.84,275.62,-68.79,-136.85,-91.44,-96.04,-141.47,139.44,227.02,-95.86,100.00,-100.00,-93.83,-28.57
IncomeOtherOperatingIncome_sy,,,,,-26.47,103.09,16.67,138.13,,-85.21,,130.77,44.59,46.58,81.37,-21.74,29.37,,133.33,-32.00,43.85,-60.90,-14.85,28.81,-18.76,,-35.42,-5.39,,47.45,-19.67,-35.21,-9.42,-42.90,-6.84,34.72,43.62,0.57,-40.97,-22.40,-57.50,-63.82,-58.74,-23.41,18.36,6.45,-55.87,42.54,-0.66,-35.94,7.67,-52.63,12.22,-25.74
IncomeOtherOperatingIncome_qq,,66.67,-40.00,33.33,-100.00,,-100.00,,102.15,1583.33,-62.38,273.68,-8.45,30.77,-31.76,-111.21,2192.31,-151.84,100.71,-9100.00,192.22,-100.00,,239.58,-100.00,,-31.11,70.97,539.62,60.47,-85.66,7579.49,-83.37,111.65,-82.64,3127.87,-51.13,-80.32,19.01,519.90,-65.45,47.34,-90.11,-831.75,108.03,-31.85,-203.55,796.00,-33.42,-99.14,-100.00,,,-90.00
