,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,12161000,-3724000,21734000,21311000,12529000,17209000,21924000,19522000,26782000,5373000,18331000,29201000,26452000,26989000,28032000,33195000,21828000,22712000,14228000,24333000,15235000,19896000,18640000,13486000,9880000,13644000,11935000,12787000,6419000,2084000,103000,20404000,16165000,17753000,13055000,15545000,21666000,28395000,32226000,41702000,29299000,29153000,43115000,32884000,33069000,35916000,36611000,34622000,28229000,29809000,36998000,25074000,25261000,8922000
IncomeCostOfSales,12143000,-4024000,19906000,21014000,10904000,15301000,19442000,18279000,22947000,4984000,16432000,24313000,23038000,21315000,22284000,30125000,18123000,20381000,13298000,35054000,20508000,12456000,17729000,11305000,10241000,11226000,9454000,11185000,5122000,2402000,72000,18953000,15380000,16712000,12447000,14485000,20863000,27315000,30397000,39499000,27400000,27168000,40925000,32159000,30643000,33263000,33170000,33183000,26561000,32517000,36488000,58155000,27455000,1826000
IncomeDistributionExpenses,721000,156000,725000,1029000,576000,651000,797000,963000,1265000,82000,867000,1488000,1385000,1518000,1743000,1919000,1346000,1458000,1409000,-1316000,1726000,1683000,1802000,144000,1065000,1427000,964000,1241000,1118000,121000,0,504000,290000,248000,309000,374000,388000,335000,259000,344000,231000,250000,228000,261000,185000,245000,186000,174000,215000,202000,687000,303000,175000,73000
IncomeAdministrativExpenses,1164000,156000,1129000,1520000,958000,1020000,1065000,1114000,2340000,-492000,902000,3270000,2505000,3410000,4008000,780000,2313000,2827000,1094000,2325000,922000,3914000,2652000,7083000,1926000,4153000,1743000,1761000,4496000,-740000,826000,653000,700000,840000,677000,810000,746000,1006000,990000,1287000,902000,1189000,957000,1170000,772000,912000,1086000,1039000,1095000,1724000,1159000,2660000,1395000,897000
IncomeGrossProfit,-1867000,-12000,-26000,-2252000,91000,237000,620000,-834000,230000,799000,130000,130000,-476000,746000,-3000,371000,46000,-1954000,-1573000,-11730000,-7921000,1843000,-3543000,-5046000,-3352000,-3162000,-226000,-1400000,-4317000,301000,-795000,294000,-205000,-47000,-378000,-124000,-331000,-261000,580000,572000,766000,546000,1005000,-706000,1469000,1496000,2169000,226000,358000,-4634000,-1336000,-36044000,-3764000,6126000
IncomeOtherOperatingIncome,442000,1490000,280000,648000,231000,352000,428000,834000,134000,617000,487000,1499000,220000,1330000,1152000,7455000,51000,5743000,2136000,-6532000,273000,854000,343000,-127000,314000,-39000,329000,432000,81000,3205000,272000,1190000,879000,2345000,1374000,-193000,485000,2418000,47000,1036000,291000,435000,17000,534000,97000,71000,198000,507000,1794000,-211000,4019000,1301000,99000,167000
IncomeOtherOperatingCosts,180000,2428000,394000,8679000,115000,540000,425000,309000,210000,139000,152000,2081000,1393000,313000,338000,6035000,151000,211000,2090000,19215000,1352000,3464000,1523000,9204000,968000,306000,2920000,3392000,792000,12337000,7143000,-1387000,109000,182000,832000,-81000,50000,2240000,285000,545000,156000,64000,27000,317000,769000,602000,435000,8422000,85000,293000,1222000,9354000,90000,545000
IncomeEBIT,-1605000,-950000,-140000,-10283000,207000,49000,623000,-309000,154000,1277000,465000,-452000,-1649000,1763000,811000,1791000,-54000,3578000,-1527000,-37477000,-9000000,-767000,-4723000,-14377000,-4006000,-3507000,-2817000,-4360000,-5028000,-8831000,-7666000,2871000,565000,2116000,164000,-236000,104000,-83000,342000,1063000,901000,917000,995000,-489000,797000,965000,1932000,-7689000,2067000,-5138000,1461000,-44097000,-3755000,5748000
IncomeFinanceIncome,573000,19000,510000,-471000,96000,1043000,10000,20000,199000,40000,11000,99000,479000,-20000,-139000,908000,263000,14000,-12000,757000,144000,2161000,52000,236000,521000,260000,776000,741000,2875000,-1108000,1547000,2308000,2591000,-918000,335000,-386000,193000,205000,198000,-384000,214000,-7000,-18000,36000,12000,865000,-105000,429000,90000,51000,739000,136000,1000,160000
IncomeFinanceCosts,783000,306000,687000,994000,304000,223000,343000,655000,372000,298000,226000,1253000,301000,514000,303000,656000,369000,556000,571000,3104000,887000,3748000,889000,15987000,1784000,2484000,3017000,5416000,1642000,10083000,528000,876000,1507000,552000,258000,-361000,315000,250000,271000,-305000,198000,-63000,-29000,171000,31000,101000,100000,82000,477000,484000,1219000,54478000,3350000,939000
IncomeOtherIncome,,,,,,,,,,,,0,,,,2367000,,,-16013000,,,,0,0,0,,5202000,-9483000,0,,,,,,,,,,,,,,,,,,,,,-1815000,-1237000,-317000,-11748000,-1000
IncomeNetGrossProfit,869000,290000,-944000,-19000,1019000,250000,-1606000,-1471000,1229000,369000,4410000,-160000,3036000,-2110000,-55837000,-9743000,-2354000,-5560000,-30128000,-5269000,-5731000,-5058000,-9035000,-3795000,-14820000,-16130000,4303000,1649000,646000,241000,-261000,-18000,-128000,269000,984000,917000,973000,1006000,-624000,778000,1729000,1727000,-7342000,1680000,-5571000,981000,-98439000,-7104000,4969000,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1815000,-1237000,-317000,-11748000,-1000
IncomeBeforeTaxProfit,869000,290000,-944000,-19000,1019000,250000,-1606000,-1471000,1229000,369000,4410000,-160000,3036000,-2110000,-55837000,-9743000,-2354000,-5560000,-30128000,-5269000,-5731000,-5058000,-9035000,-3795000,-14820000,-16130000,4303000,1649000,646000,241000,-261000,-18000,-128000,269000,984000,917000,973000,1006000,-624000,778000,1729000,1727000,-7342000,1680000,-5571000,981000,-98439000,-7104000,4969000,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1799000,-1220000,-301000,-11734000,15000
IncomeNetProfit,853000,290000,-204000,68000,1006000,247000,-146000,-1611000,1135000,294000,4444000,-121000,1913000,-2681000,-55502000,-11088000,-2657000,-5714000,-27514000,-5209000,-5129000,-4693000,-8420000,-4481000,-15494000,-16088000,4507000,1614000,1293000,29000,-150000,-95000,266000,116000,920000,709000,714000,595000,-1913000,453000,1265000,1367000,-9625000,1482000,-5259000,2269000,-98991000,-7113000,4732000,-1726000,-1277000,-315000,-11739000,30000
IncomeShareholderNetProfit,850000,300000,-188000,68000,1006000,247000,-146000,-1611000,1135000,294000,4444000,-121000,1913000,-2681000,-55502000,-10586000,-2401000,-5259000,-27521000,-4693000,-5167000,-4681000,-8554000,-4160000,-15815000,-16088000,4507000,1614000,1293000,29000,-150000,-95000,266000,116000,920000,709000,714000,595000,-1913000,453000,1265000,1367000,-9625000,1482000,-5259000,2269000,-98991000,-7113000,4732000,,,,,
BalanceNoncurrentAssets,40088000,43898000,43650000,40001000,20240000,19185000,21384000,77463000,26359000,76569000,75829000,79583000,86016000,88672000,84990000,102601000,76436000,70650000,108485000,112616000,105145000,113290000,276023000,253360000,272402000,260881000,257917000,260391000,122280000,198249000,111703000,111516000,107278000,107053000,106809000,106582000,105057000,104737000,103753000,103682000,100080000,100007000,100129000,103687000,49282000,48782000,47851000,3296000,59000,51000,43000,36000,29000,25000
BalanceIntangibleAssets,24968000,3572000,23971000,22739000,26134000,24045000,27156000,24028000,12050000,11998000,12423000,66204000,66855000,63204000,66173000,66143000,9483000,157130000,157130000,157137000,157141000,81522000,157142000,81516000,81513000,81510000,81507000,81556000,81548000,81562000,81559000,81560000,81562000,81513000,81513000,81507000,81624000,28153000,28145000,28131000,35342000,42829000,42252000,39274000,19163000,18537000,19938000,51138000,21453000,49506000,49998000,50317000,58362000,57919000
BalanceProperty,58510000,81281000,59035000,53880000,36685000,36725000,35777000,32110000,29711000,6117000,29810000,29755000,31988000,32865000,36821000,37027000,25329000,25062000,22661000,22465000,22341000,22159000,21882000,21477000,20397000,20110000,18530000,18465000,18406000,20001000,20457000,20016000,19365000,313000,472000,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,0,,0,,5696000,1730000,1790000,1863000,5027000,1798000,9968000,175859000
BalanceNoncurrInvestments,235270000,82312000,70496000,65454000,66745000,7000,7000,7000,7000,4000,4000,4000,4000,3000,3000,3000,1000,1000,,,1136000,1010000,875000,684000,1041000,619000,1421000,1357000,1334000,3092000,3092000,3132000,3609000,3597000,2452000,3574000,3673000,2557000,3733000,4009000,4366000,5039000,4310000,2490000,3150000,3500000,3338000,3640000,3930000,4073000,4851000,4934000,3103000,3077000
BalanceOtherNoncurrentAssets,2908000,2871000,1610000,1698000,1793000,2009000,36000,29000,216000,2062000,672000,621000,355000,25840000,22437000,22570000,18189000,15993000,18332000,22801000,50925000,23002000,52820000,51999000,47498000,38821000,41617000,50747000,40292000,32677000,30741000,74842000,66291000,68130000,76200000,75072000,15247000,25279000,26186000,21638000,22816000,21355000,96280000,26293000,28021000,29945000,27526000,29755000,38522000,35231000,44335000,44894000,48894000,45748000
BalanceCurrentAssets,35423000,32001000,49014000,31456000,23669000,17371000,6277000,5669000,5150000,4215000,4021000,4584000,7121000,18317000,7033000,19024000,18680000,18442000,15967000,17158000,15307000,16786000,14268000,13800000,15614000,15391000,15512000,13119000,13074000,6780000,7998000,8844000,8943000,8967000,8252000,7970000,3578000,3287000,2843000,3357000,3109000,3369000,3269000,3252000,3025000,2956000,2198000,1962000,2051000,2448000,1664000,1458000,1250000,15858000
BalanceInventory,15283000,15772000,11318000,10722000,12663000,14486000,30916000,14796000,23985000,23986000,25197000,21080000,22519000,34235000,16456000,14199000,13511000,53917000,45585000,47771000,57408000,55429000,2873000,7150000,5798000,7281000,5959000,10627000,14897000,19387000,19852000,23961000,20858000,24320000,31980000,27972000,35205000,37122000,44225000,42226000,31690000,28545000,45102000,29656000,21222000,15738000,,,,,,,,
BalanceCurrentReceivables,,,,,,,,,,,,,,,,,,2489000,3071000,4286000,3882000,8125000,8792000,1560000,4700000,1613000,70940000,1665000,1697000,1724000,1750000,1774000,1774000,1629000,1629000,1629000,1629000,1280000,1280000,1280000,1282000,470000,298000,733000,1444000,301000,222000,816000,539000,422000,8745000,7936000,2716000,967000
BalanceCurrentInvestments,713000,275000,5704000,2382000,2015000,4518000,4443000,1607000,2229000,1450000,179000,295000,191000,713000,271000,863000,2473000,1663000,3185000,1417000,1561000,552000,1399000,2361000,4249000,3118000,84000,44000,491000,125000,182000,136000,989000,383000,3235000,1187000,915000,1212000,949000,863000,378000,1153000,751000,1066000,1397000,1143000,807000,1227000,930000,1346000,1828000,1415000,793000,872000
BalanceCash,751000,373000,833000,1533000,1711000,2561000,3141000,2919000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,1500000,1818000,1818000,65928000,66335000,66220000,58190000,36233000,37517000,44185000,128388000,49361000,129389000,127828000,127081000,124837000,130289000,135737000,142893000,109113000,101391000,183327000,178907000,173275000,189490000,351095000,268607000,297681000,287067000,279555000,283207000,143635000,294529000,137996000,139537000,137223000,134579000,136564000
BalanceAssetsForSale,145104000,140288000,149072000,148647000,152576000,147328000,137248000,133948000,152701000,80738000,72451000,65222000,12008000,10681000,10366000,5544000,1536000,1298000,8147000,89835000,27336000,88992000,87524000,87080000,82583000,85996000,82551000,23141000,3510000,-4821000,31992000,27759000,70207000,70904000,249805000,243641000,231117000,232686000,235587000,236662000,95043000,238485000,95373000,95489000,96261000,96969000,97683000,98278000,96245000,96698000,97963000,99330000,87705000,89187000
