,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,25183000,19828000,18879000,18351000,19479000,36648000,48583000,44506000,75729000,76444000,51455000,37428000,68761000,73752000,73540000,52164000,38786000,44621000,40261000,24424000,32633000,41233000,48805000,43432000,54284000,62030000,64230000,46244000,65475000,52454000,49593000,38305000,34823000,30161000,31887000,27152000,27009000,34866000,30166000,24628000,34292000,42706000,37945000,23337000,25068000,28021000,20880000,25242000,28132000,27961000,34714000,35221000,40211000,33062000
IncomeRevenues_yy,,,,,-22.65,84.83,157.34,142.53,288.77,108.59,5.91,-15.90,-9.20,-3.52,42.92,39.37,-43.59,-39.50,-45.25,-53.18,-15.86,-7.59,21.22,77.83,66.35,50.44,31.61,6.47,20.62,-15.44,-22.79,-17.17,-46.81,-42.50,-35.70,-29.12,-22.44,15.60,-5.40,-9.30,26.97,22.49,25.79,-5.24,-26.90,-34.39,-44.97,8.16,12.22,-0.21,66.25,39.53,42.94,18.24
IncomeRevenues_sy,,,,,11.57,26.41,27.58,28.82,35.04,17.75,17.48,7.86,5.41,22.13,9.78,-3.85,-3.56,-4.86,-16.39,-0.75,12.84,13.89,22.40,22.36,22.16,17.24,11.98,14.00,9.18,0.09,-8.34,-5.27,-4.38,6.22,8.31,3.77,5.62,8.90,6.14,0.94,11.28,1.79,2.12,-1.20,-5.84,8.04,12.38,8.14,11.60,8.36,12.03,12.08,7.52,16.57
IncomeRevenues_qq,,-21.26,-4.79,-2.80,6.15,88.14,32.57,-8.39,70.15,0.94,-32.69,-27.26,83.72,7.26,-0.29,-29.07,-25.65,15.04,-9.77,-39.34,33.61,26.35,18.36,-11.01,24.99,14.27,3.55,-28.00,41.59,-19.89,-5.45,-22.76,-9.09,-13.39,5.72,-14.85,-0.53,29.09,-13.48,-18.36,39.24,24.54,-11.15,-38.50,7.42,11.78,-25.48,20.89,11.45,-0.61,24.15,1.46,14.17,-17.78
IncomeRevenues_sq,,10.78,0.12,14.42,-10.10,28.11,8.84,11.29,-8.89,5.38,5.90,7.72,4.46,9.12,-1.54,-6.06,-12.67,12.38,1.24,-1.90,-4.70,19.34,10.57,-2.23,1.00,10.57,4.87,-1.28,-6.65,4.06,5.76,-3.59,-9.28,12.36,1.39,-6.83,-2.51,13.88,2.34,-7.27,3.76,6.32,-0.38,-3.70,-4.04,15.77,-0.34,-0.14,-4.55,4.54,4.73,1.58,1.11,2.19
IncomeCostOfSales,22659000,18573000,18303000,16768000,18077000,33419000,42701000,39242000,68651000,68033000,48071000,36789000,62596000,62030000,65864000,52535000,35942000,39690000,40050000,25958000,29018000,33868000,43554000,40007000,47527000,57408000,61467000,44505000,61733000,49969000,47409000,36174000,32333000,28402000,29806000,24393000,24946000,32498000,28615000,23458000,32947000,40422000,36144000,21785000,22723000,24419000,18343000,22733000,25089000,25734000,31783000,31745000,36320000,30195000
IncomeCostOfSales_yy,,,,,-20.22,79.93,133.30,134.03,279.77,103.58,12.58,-6.25,-8.82,-8.82,37.01,42.80,-42.58,-36.01,-39.19,-50.59,-19.26,-14.67,8.75,54.12,63.78,69.51,41.13,11.24,29.89,-12.96,-22.87,-18.72,-47.62,-43.16,-37.13,-32.57,-22.85,14.42,-4.00,-3.83,32.07,24.38,26.31,-7.13,-31.03,-39.59,-49.25,4.35,10.41,5.39,73.27,39.64,44.76,17.34
IncomeCostOfSales_sy,,,,,9.35,14.69,24.14,27.08,44.87,21.49,26.48,9.28,4.48,22.10,11.48,-4.22,-16.19,-2.25,-20.50,-5.00,10.74,16.54,28.80,24.18,24.08,18.13,10.44,14.31,10.64,7.20,0.63,0.11,2.26,7.05,6.71,4.68,4.51,2.38,4.28,-0.79,7.99,-2.17,1.30,-6.12,-8.28,3.21,6.26,7.27,12.24,8.23,13.10,9.74,5.60,12.01
IncomeCostOfSales_qq,,-18.03,-1.45,-8.39,7.81,84.87,27.77,-8.10,74.94,-0.90,-29.34,-23.47,70.15,-0.90,6.18,-20.24,-31.58,10.43,0.91,-35.19,11.79,16.71,28.60,-8.14,18.80,20.79,7.07,-27.60,38.71,-19.06,-5.12,-23.70,-10.62,-12.16,4.94,-18.16,2.27,30.27,-11.95,-18.02,40.45,22.69,-10.58,-39.73,4.31,7.46,-24.88,23.93,10.36,2.57,23.51,-0.12,14.41,-16.86
IncomeCostOfSales_sq,,11.21,2.77,12.06,-12.54,24.35,7.88,14.74,-3.48,7.52,6.56,6.56,1.12,4.51,0.28,-4.14,-20.92,9.62,1.80,-3.17,-2.20,19.51,11.69,-4.29,9.51,11.78,4.29,3.66,-10.64,5.26,0.32,-3.28,-9.54,12.90,1.64,-6.02,-6.07,9.36,-1.31,-7.99,-4.06,13.07,-0.62,-2.09,-4.52,16.79,-2.36,1.22,-2.07,8.59,4.03,1.08,-3.30,1.98
