,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,10310000,9788000,22637000,29827000,18073000,17825000,20563000,31002000,30854000,23052000,23590000,39695000,23436000,26931000,33286000,30197000,27765000,23683000,21703000,28234000,25070000,29429000,31897000,28044000,27436000,24657000,30057000,33050000,23773000,25944000,32209000,27989000,24937000,25983000,38903000,31443000,29437000,33334000,42460000,47592000,33069000,41278000,48143000,51605000,40446000,36710000,44715000,51411000,45508000,44855000,84335000,49686000,58265000,45314000
IncomeRevenues_yy,,,,,75.30,82.11,-9.16,3.94,70.72,29.32,14.72,28.04,-24.04,16.83,41.10,-23.93,18.47,-12.06,-34.80,-6.50,-9.71,24.26,46.97,-0.67,9.44,-16.22,-5.77,17.85,-13.35,5.22,7.16,-15.31,4.90,0.15,20.78,12.34,18.05,28.29,9.14,51.36,12.34,23.83,13.38,8.43,22.31,-11.07,-7.12,-0.38,12.52,22.19,88.61,-3.36,28.03,1.02
IncomeRevenues_sy,,,,,11.10,27.82,-2.04,13.22,18.85,35.01,57.87,37.11,53.34,36.54,41.36,45.98,-0.60,-0.51,-13.29,-1.11,-7.62,24.26,15.86,12.88,16.48,8.99,20.57,31.73,10.78,11.50,7.07,4.42,15.79,-0.16,9.91,4.61,10.10,26.62,9.01,6.98,18.23,8.12,13.91,6.07,16.81,-1.21,4.49,17.49,4.33,8.28,4.27,1.74,-2.76,8.68
IncomeRevenues_qq,,-5.06,131.27,31.76,-39.41,-1.37,15.36,50.77,-0.48,-25.29,2.33,68.27,-40.96,14.91,23.60,-9.28,-8.05,-14.70,-8.36,30.09,-11.21,17.39,8.39,-12.08,-2.17,-10.13,21.90,9.96,-28.07,9.13,24.15,-13.10,-10.90,4.19,49.72,-19.18,-6.38,13.24,27.38,12.09,-30.52,24.82,16.63,7.19,-21.62,-9.24,21.81,14.97,-11.48,-1.43,88.02,-41.08,17.27,-22.23
IncomeRevenues_sq,,10.13,0.08,29.96,-34.74,2.55,-11.27,36.44,1.12,16.76,2.73,31.57,-10.26,11.45,7.74,30.07,-36.92,7.72,-8.36,35.38,-15.36,12.63,-5.42,25.96,-13.19,6.44,4.12,28.34,-25.43,12.43,-7.30,17.28,-13.86,4.88,-11.84,24.07,-15.56,23.68,-4.91,21.64,-10.12,21.68,-9.91,30.44,-17.50,9.12,-5.69,19.41,-15.79,3.40,-3.20,23.12,-17.45,11.61
IncomeCostOfSales,7241000,6949000,16981000,20830000,10301000,11637000,14883000,19546000,20308000,13803000,16148000,27598000,15969000,16660000,23822000,23078000,20674000,21117000,21082000,24919000,21692000,26253000,27413000,24177000,23644000,23910000,25414000,32015000,21809000,23294000,29595000,30697000,24176000,23566000,29588000,29285000,24729000,29523000,36193000,40679000,27381000,34895000,36235000,44762000,34327000,31578000,33641000,43657000,38424000,37479000,62670000,40461000,46316000,39636000
IncomeCostOfSales_yy,,,,,42.26,67.46,-12.35,-6.16,97.15,18.61,8.50,41.20,-21.37,20.70,47.52,-16.38,29.46,26.75,-11.50,7.98,4.92,24.32,30.03,-2.98,9.00,-8.92,-7.29,32.42,-7.76,-2.58,16.45,-4.12,10.85,1.17,-0.02,-4.60,2.29,25.28,22.32,38.91,10.72,18.20,0.12,10.04,25.37,-9.51,-7.16,-2.47,11.94,18.69,86.29,-7.32,20.54,5.76
IncomeCostOfSales_sy,,,,,34.56,21.17,-3.02,11.72,17.02,14.50,43.48,36.31,39.21,69.47,69.50,28.48,-4.81,0.42,-11.50,-7.53,12.06,19.25,6.58,6.03,9.00,2.34,22.62,30.44,3.22,3.80,3.41,-3.00,10.85,1.17,-1.46,-2.72,6.22,-5.17,-6.56,-4.30,-6.78,9.56,2.20,10.21,10.36,-0.86,4.67,22.18,-1.68,9.22,-2.52,-6.60,-4.56,4.28
IncomeCostOfSales_qq,,-4.03,144.37,22.67,-50.55,12.97,27.89,31.33,3.90,-32.03,16.99,70.91,-42.14,4.33,42.99,-3.12,-10.42,2.14,-0.17,18.20,-12.95,21.03,4.42,-11.80,-2.20,1.13,6.29,25.97,-31.88,6.81,27.05,3.72,-21.24,-2.52,25.55,-1.02,-15.56,19.39,22.59,12.39,-32.69,27.44,3.84,23.53,-23.31,-8.01,6.53,29.77,-11.99,-2.46,67.21,-35.44,14.47,-14.42
IncomeCostOfSales_sq,,7.26,5.77,32.34,-30.88,3.07,-11.36,22.56,2.45,2.20,4.71,70.91,-6.98,0.66,6.26,18.72,-48.22,6.19,-13.41,22.16,-12.54,21.03,-1.01,35.08,-15.54,16.16,-2.12,20.40,-17.63,7.47,-3.52,6.05,-15.02,0.08,-1.14,3.36,-11.56,8.34,-8.06,23.16,-18.75,23.04,-8.38,22.81,-12.13,5.24,-2.34,27.63,-20.56,-0.74,-4.68,30.71,-14.52,-9.44
