,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,6711000,1517000,557000,71688000,2650000,2315000,3428000,4333000,3353000,3207000,7707000,6694000,8871000,7182000,9345000,2610000,6579000,7527000,6412000,4171000,5707000,6183000,6080000,6196000,5838000,6573000,6097000,6677000,6423000,2827000,4545000,4226000,4566000,4743000,4181000,4474000,2381000,-96000,1017000,1008000,994000,1244000,1365000,1350000,939000,836000,630000,520000,510000,520000,420000,190000,180000,550000
IncomeRevenues_yy,,,,,-60.51,52.60,515.44,-93.96,26.53,38.53,124.82,54.49,164.57,123.95,21.25,-61.01,-25.84,4.80,-31.39,59.81,-13.25,-17.86,-5.18,48.55,2.30,6.31,0.28,7.76,10.02,-56.99,-25.46,-36.71,-28.91,67.78,-8.01,5.87,-47.85,-102.02,-75.68,-77.47,-58.25,1395.83,34.22,33.93,-5.53,-32.80,-53.85,-61.48,-45.69,-37.80,-33.33,-63.46,-64.71,5.77
IncomeRevenues_sy,,,,,-60.51,48.35,9.33,3.86,42.39,0.76,56.82,42.56,40.86,67.60,14.45,8.56,22.27,19.68,-3.26,5.96,-1.26,-3.94,-8.13,0.86,-6.66,-24.65,11.91,11.54,1.90,7.60,-21.76,-6.12,-5.13,-5.06,2.10,1.05,1.47,-7.94,12.74,-14.98,-14.67,8.34,1.20,6.90,4.60,6.28,1.90,12.72,0.25,-2.12,-1.18,5.95,18.84,11.87
IncomeRevenues_qq,,-77.40,-63.28,12770.38,-96.30,-12.64,48.08,26.40,-22.62,-4.35,140.32,-13.14,32.52,-19.04,30.12,-72.07,152.07,14.41,-14.81,-34.95,36.83,8.34,-1.67,1.91,-5.78,12.59,-7.24,9.51,-3.80,-55.99,60.77,-7.02,8.05,3.88,-11.85,7.01,-46.78,-104.03,1159.38,-0.88,-1.39,25.15,9.73,-1.10,-30.44,-10.97,-24.64,-17.46,-1.92,1.96,-19.23,-54.76,-5.26,205.56
IncomeRevenues_sq,,-3.73,0.28,18.94,-16.79,2.78,9.50,11.99,-18.78,11.90,26.42,3.43,-3.32,12.88,2.16,14.16,-10.28,14.41,-17.73,16.92,-16.67,1.01,-17.30,15.97,-22.90,-2.20,13.84,5.28,-27.15,3.36,-8.77,3.17,-24.18,-0.94,-2.02,12.70,-7.66,-15.57,3.32,1.10,-12.06,0.74,8.32,6.73,-19.38,2.34,-1.57,29.39,-31.70,1.50,0.20,14.10,-3.86,6.83
IncomeCostOfSales,5976000,1490000,673000,-77880000,2706000,2491000,-14072000,22041000,2172000,2423000,6054000,6721000,7038000,5212000,7031000,-1254000,3532000,3526000,3512000,2376000,3026000,2892000,2750000,4150000,2892000,3154000,2755000,3095000,2769000,883000,1804000,1947000,1846000,1757000,1849000,617000,2712000,,,,,,,,,,,,,,,,,
IncomeCostOfSales_yy,,,,,-54.72,67.18,-2190.94,128.30,-19.73,-2.73,143.02,-69.51,224.03,115.11,16.14,-118.66,-49.82,-32.35,-50.05,289.47,-14.33,-17.98,-21.70,74.66,-4.43,9.06,0.18,-25.42,-4.25,-72.00,-34.52,-37.09,-33.33,98.98,2.49,-68.31,46.91,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,
IncomeCostOfSales_sy,,,,,-29.04,69.04,-18.97,-4.26,2.50,-6.44,69.04,16.52,48.83,85.32,16.14,-7.97,36.93,14.25,-3.08,33.35,22.24,5.56,-7.89,-23.82,-4.43,-21.51,0.64,-6.70,-15.57,21.34,-4.75,4.57,-2.12,-17.87,3.38,-13.54,15.63,-2.34,12.97,-22.65,-8.07,,,,,,,,,,,,,
IncomeCostOfSales_qq,,-75.07,-54.83,-11672.07,103.47,-7.95,-664.91,256.63,-90.15,11.56,149.86,11.02,4.72,-25.94,34.90,-117.84,381.66,-0.17,-0.40,-32.35,27.36,-4.43,-4.91,50.91,-30.31,9.06,-12.65,12.34,-10.53,-68.11,104.30,7.93,-5.19,-4.82,5.24,-66.63,339.55,-100.00,,,,,,,,,,,,,,,,
IncomeCostOfSales_sq,,-30.21,25.12,-9.58,-22.20,6.44,-22.03,37.18,-22.24,11.56,4.73,24.11,4.15,8.91,-5.76,39.07,-9.53,0.66,-7.81,40.16,-22.47,-1.92,-20.33,32.86,-44.58,-19.76,7.02,30.14,-27.17,2.52,-15.63,48.28,-21.14,4.66,3.00,35.09,-15.42,-6.14,,,,,,,,,,,,,,,,
