,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,262179000,248447000,293914000,320230000,263326000,232968000,338213000,381838000,293201000,287657000,364271000,372915000,292313000,287342000,350335000,306493000,264195000,294552000,387060000,371760000,305077000,278689000,377961000,397867000,311196000,307519000,404289000,437558000,360509000,329539000,427006000,447919000,346698000,364330000,445637000,499356000,427584000,449882000,535450000,615379000,475345000,451068000,538920000,623335000,573487000,581510000,649903000,669989000,574061000,624596000,705236000,750541000,633875000,685376000
IncomeRevenues_yy,,,,,0.44,-6.23,15.07,19.24,11.35,23.47,7.70,-2.34,-0.30,-0.11,-3.83,-17.81,-9.62,2.51,10.48,21.29,15.47,-5.39,-2.35,7.02,2.01,10.34,6.97,9.98,15.85,7.16,5.62,2.37,-3.83,10.56,4.36,11.48,23.33,23.48,20.15,23.23,11.17,0.26,0.65,1.29,20.65,28.92,20.59,7.48,0.10,7.41,8.51,12.02,10.42,9.73
IncomeRevenues_sy,,,,,14.30,14.00,44.71,19.53,45.93,23.82,20.41,10.16,3.92,7.02,6.25,3.38,-0.42,-6.39,-10.59,-12.22,-8.16,7.49,16.81,29.52,16.62,26.95,22.91,23.48,31.54,22.24,6.57,0.37,-6.23,-6.71,-2.46,4.46,3.44,11.59,12.37,8.89,10.12,11.58,5.34,1.82,4.48,-1.98,-9.07,2.93,7.10,1.58,8.93,10.04,11.82,14.40
IncomeRevenues_qq,,-5.24,18.30,8.95,-17.77,-11.53,45.18,12.90,-23.21,-1.89,26.63,2.37,-21.61,-1.70,21.92,-12.51,-13.80,11.49,31.41,-3.95,-17.94,-8.65,35.62,5.27,-21.78,-1.18,31.47,8.23,-17.61,-8.59,29.58,4.90,-22.60,5.09,22.32,12.05,-14.37,5.21,19.02,14.93,-22.76,-5.11,19.48,15.66,-8.00,1.40,11.76,3.09,-14.32,8.80,12.91,6.42,-15.54,8.12
IncomeRevenues_sq,,25.77,18.30,8.95,-19.46,15.56,12.64,12.57,-14.78,10.13,11.02,2.37,-16.20,5.37,11.62,8.88,-11.78,-1.18,3.91,6.60,-9.89,14.80,6.83,17.03,-21.77,21.40,8.24,14.08,-12.94,11.10,1.84,2.25,-17.30,7.55,2.57,4.41,-9.38,10.20,3.68,7.55,-10.60,13.52,2.24,5.28,-18.10,12.98,-3.94,7.61,-12.66,7.11,11.91,1.30,-5.80,8.21
IncomeCostOfSales,198504000,191361000,233496000,250217000,206318000,179327000,264663000,298701000,227395000,229636000,279172000,285703000,220487000,215330000,260426000,237617000,207485000,231783000,294074000,277739000,236042000,210401000,283149000,299155000,232881000,232773000,298837000,314197000,261467000,242216000,307707000,318198000,239650000,248987000,313033000,329887000,295753000,304555000,370254000,420558000,314550000,304967000,363842000,414633000,389501000,399593000,451163000,451918000,393413000,442212000,517802000,528955000,456984000,495046000
IncomeCostOfSales_yy,,,,,3.94,-6.29,13.35,19.38,10.22,28.05,5.48,-4.35,-3.04,-6.23,-6.71,-16.83,-5.90,7.64,12.92,16.89,13.76,-9.23,-3.72,7.71,-1.34,10.63,5.54,5.03,12.27,4.06,2.97,1.27,-8.34,2.80,1.73,3.67,23.41,22.32,18.28,27.49,6.36,0.14,-1.73,-1.41,23.83,31.03,24.00,8.99,1.00,10.67,14.77,17.05,16.16,11.95
IncomeCostOfSales_sy,,,,,14.68,15.47,13.35,19.38,30.04,28.05,21.04,7.06,1.63,-2.69,6.98,-8.39,-0.36,-9.62,-7.60,-7.92,-2.46,6.94,20.95,27.89,17.20,26.91,25.64,26.33,41.69,20.93,8.26,3.60,-4.22,-4.78,0.11,0.83,0.87,13.99,10.85,15.34,13.68,9.48,6.50,0.42,-0.23,-1.30,-2.28,4.10,2.72,5.68,9.21,3.43,9.56,7.52
IncomeCostOfSales_qq,,-3.60,22.02,7.16,-17.54,-13.08,47.59,12.86,-23.87,0.99,21.57,2.34,-22.83,-2.34,20.94,-8.76,-12.68,11.71,26.87,-5.55,-15.01,-10.86,34.58,5.65,-22.15,-0.05,28.38,5.14,-16.78,-7.36,27.04,3.41,-24.69,3.90,25.72,5.38,-10.35,2.98,21.57,13.59,-25.21,-3.05,19.31,13.96,-6.06,2.59,12.91,0.17,-12.95,12.40,17.09,2.15,-13.61,8.33
IncomeCostOfSales_sq,,22.87,16.46,7.16,-19.60,11.68,19.03,11.69,-17.73,0.69,10.67,3.32,-21.05,6.53,10.45,6.69,-12.48,2.69,1.85,3.34,-11.30,18.52,14.62,15.45,-19.38,22.25,7.12,19.15,-8.10,8.96,-1.86,9.32,-13.58,4.32,5.76,11.63,-13.97,9.82,4.43,11.15,-11.14,14.66,4.82,9.64,-19.82,9.56,0.96,7.40,-13.29,8.42,4.26,4.23,-13.61,11.13
IncomeDistributionExpenses,19418000,3561000,39354000,19465000,23143000,18463000,33196000,34074000,27133000,19812000,38845000,31380000,27973000,29313000,30140000,26518000,27597000,28993000,29639000,31891000,19659000,22977000,22175000,27046000,33462000,33230000,37663000,32673000,38821000,31719000,35640000,39150000,35843000,37512000,40288000,44108000,43587000,44217000,49019000,57704000,49351000,49219000,50353000,65657000,65558000,64585000,65351000,68674000,64893000,71618000,74892000,80449000,73668000,77615000
IncomeDistributionExpenses_yy,,,,,19.18,418.48,-15.65,75.05,17.24,7.31,17.02,-7.91,3.10,47.96,-22.41,-15.49,-1.34,-1.09,-1.66,20.26,-28.76,-20.75,-25.18,-15.19,70.21,44.62,69.84,20.81,16.02,-4.55,-5.37,19.82,-7.67,18.26,13.04,12.66,21.61,17.87,21.67,30.82,13.22,11.31,2.72,13.78,32.84,31.22,29.79,4.60,-1.01,10.89,14.60,17.15,13.52,8.37
