,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,8000,4000,94000,17672000,3336000,-3336000,30501000,6276000,11145000,12229000,16108000,13361000,15928000,15531000,25848000,16419000,17686000,9017000,38152000,15168000,26882000,19621000,21194000,17249000,17364000,16966000,21105000,15029000,18311000,14057000,21142000,18006000,15939000,13940000,17149000,16594000,13961000,13275000,14562000,12472000,13284000,11274000,14770000,14707000,12053000,10698000,19672000,11890000,13656000,10958000,15262000,11437000,11459000,
IncomeCostOfSales,,3000,8449000,5477000,-5477000,10538000,3443000,6046000,6134000,13601000,4793000,10246000,10397000,17474000,10818000,7590000,6572000,10304000,10837000,18542000,15252000,18574000,8899000,12164000,10594000,10509000,7469000,8027000,8362000,9776000,8331000,10985000,7776000,1173000,8863000,6234000,8292000,-2375000,7060000,8382000,7849000,-1411000,6924000,8635000,8042000,1301000,4810000,4857000,4771000,4808000,4384000,3970000,,
IncomeDistributionExpenses,,3705000,3689000,-3689000,9970000,375000,1223000,321000,291000,635000,898000,911000,1450000,829000,1559000,2218000,16546000,4536000,5280000,1369000,-5467000,3490000,956000,4917000,8275000,4669000,7904000,4065000,7390000,5596000,2756000,3211000,13302000,2586000,2578000,2252000,13734000,3516000,747000,1638000,10967000,3751000,-471000,629000,9489000,3514000,3266000,3598000,4979000,3325000,4057000,150000,141000,118000
IncomeAdministrativExpenses,3506000,128000,2333000,-2287000,7467000,2131000,4176000,1033000,3668000,3282000,5002000,5098000,6110000,4714000,8926000,3937000,9882000,4344000,3875000,2545000,6854000,2568000,2697000,2627000,2140000,3449000,3519000,748000,2544000,3135000,854000,2097000,1307000,1983000,1725000,1746000,2548000,1819000,1747000,1979000,2473000,2052000,1836000,549000,3834000,1871000,1692000,1847000,1931000,1986000,1952000,-142000,-137000,-27000
IncomeGrossProfit,2012000,-128000,3401000,-3447000,2526000,327000,-300000,4741000,-1452000,4651000,-218000,-875000,814000,58000,-389000,-3710000,1420000,-4549000,-815000,455000,1233000,2292000,1547000,-1172000,181000,-558000,-1139000,882000,1432000,944000,1344000,856000,1367000,3162000,3424000,985000,655000,77000,2408000,-192000,2741000,1980000,2053000,1478000,5048000,1695000,3841000,742000,3544000,1742000,1480000,3000,196000,0
IncomeOtherOperatingIncome,-107000,2000,193000,372000,0,975000,386000,699000,90000,1162000,1365000,2191000,15738000,190000,1186000,-1163000,2433000,745000,717000,-123000,335000,1707000,630000,1028000,222000,1198000,260000,597000,1184000,1491000,1013000,7521000,816000,1271000,275000,1438000,132000,1110000,778000,667000,192000,366000,340000,1249000,687000,494000,202000,416000,1279000,1183000,,3000,0,260000
IncomeOtherOperatingCosts,7000,45000,46000,10062000,0,1126000,177000,-361000,2033000,-981000,-36000,405000,4070000,-1228000,1833000,10129000,41000,1369000,-441000,2803000,15000,1385000,1347000,535000,298000,3978000,695000,2827000,662000,1281000,519000,5131000,645000,1384000,313000,682000,678000,422000,548000,306000,232000,871000,523000,1539000,870000,3198000,77000,964000,241000,660000,-139000,56000,-27000,1645000
IncomeEBIT,-135000,3358000,-3300000,-7164000,327000,-451000,4950000,-392000,2708000,1925000,526000,2600000,11726000,1029000,-4357000,-9872000,-2157000,-1439000,1613000,-1693000,2612000,1869000,-1889000,674000,-634000,-3919000,447000,-798000,1466000,1554000,1350000,3757000,3333000,3311000,947000,1411000,-469000,3096000,38000,3102000,1940000,1548000,1295000,4758000,1512000,1137000,867000,2996000,2780000,2003000,,3000,0,25000
IncomeFinanceIncome,2000,4000,1511000,1000,33000,980000,48000,12000,26000,503000,344000,33000,347000,1304000,662000,567000,4477000,14000,-204000,96000,90000,2870000,84000,58000,92000,6000,982000,78000,735000,-219000,20000,158000,466000,594000,4858000,898000,-243000,1785000,-1187000,354000,327000,422000,380000,408000,371000,465000,912000,452000,-130000,,1000,0,73000,8000
IncomeFinanceCosts,127000,-20000,20000,61000,26000,376000,30000,257000,166000,112000,105000,220000,82000,2799000,1489000,-1016000,69000,1649000,255000,561000,358000,602000,275000,5824000,334000,942000,343000,773000,-57000,5265000,175000,271000,674000,9071000,354000,122000,1421000,-1059000,242000,397000,31000,849000,105000,771000,112000,12037000,735000,-259000,,,,,,
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,0,0,,,501000,,,,,,,,,-139000,58000,-27000,1597000,-135000,3352000,-3423000,-5633000,308000
IncomeNetGrossProfit,-479000,5904000,-720000,2690000,1694000,863000,2832000,11654000,1156000,-3135000,-12009000,-3079000,4054000,1558000,-3546000,2453000,1398000,623000,156000,-851000,-9651000,119000,-758000,1201000,1516000,1188000,-1488000,3316000,3514000,867000,-2802000,75000,2731000,402000,3475000,2052000,1478000,1686000,4289000,1815000,737000,1220000,-8129000,2497000,2132000,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139000,58000,-27000,1597000,-135000,3352000,-3423000,-5633000,308000
IncomeBeforeTaxProfit,-479000,5904000,-720000,2690000,1694000,863000,2832000,11654000,1156000,-3135000,-12009000,-3079000,4054000,1558000,-3546000,2453000,1398000,623000,156000,-851000,-9651000,119000,-758000,1201000,1516000,1188000,-1488000,3316000,3514000,867000,-2802000,75000,2731000,402000,3475000,2052000,1478000,1686000,4289000,1815000,737000,1220000,-8129000,2497000,2132000,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139000,58000,-27000,1091000,-135000,3352000,-3423000,-6257000,234000
IncomeNetProfit,-268000,5419000,-245000,2294000,1395000,979000,1707000,11557000,1170000,-3774000,-11712000,-3413000,4729000,1259000,-2262000,2344000,-410000,727000,822000,-672000,-10539000,365000,-888000,908000,2712000,1052000,1870000,2624000,3260000,377000,-1996000,2000,2283000,199000,3362000,1322000,1303000,1529000,3836000,1408000,181000,1737000,-8661000,2446000,2087000,-139000,58000,-27000,1121000,-135000,3357000,-3428000,-6239000,255000
