,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,22250000,38716000,37717000,39383000,44273000,57517000,55446000,66244000,105169000,89303000,91765000,90914000,105674000,90557000,109638000,121939000,127988000,119015000,132118000,130052000,144516000,144011000,155268000,176777000,29824000,302336000,143622000,131655000,167676000,172749000,126026000,110898000,120852000,64316000,86043000,93921000,96932000,103068000,106563000,92931000,108254000,108341000,101437000,103591000,122349000,126180000,119837000,101199000,127490000,141003000,128115000,115704000
IncomeRevenues_yy,,,,,98.98,48.56,47.01,68.20,137.55,55.26,65.50,37.24,0.48,1.40,19.48,34.13,21.12,31.43,20.50,6.65,12.91,21.00,17.52,35.93,-79.36,109.94,-7.50,-25.52,462.22,-42.86,-12.25,-15.77,-27.93,-62.77,-31.73,-15.31,-19.79,60.25,23.85,-1.05,11.68,5.12,-4.81,11.47,13.02,16.47,18.14,-2.31,4.20,11.75,6.91,14.33
IncomeRevenues_sy,,,,,11.53,17.58,23.22,15.63,30.44,6.85,10.22,12.74,4.06,7.27,1.75,6.26,-1.24,-0.18,3.90,2.05,12.91,15.60,17.52,15.57,18.34,27.05,31.46,11.40,8.60,12.64,1.52,0.01,3.74,-8.14,-3.44,-1.94,-11.16,4.57,0.03,2.17,13.89,2.99,3.80,2.48,6.10,6.96,17.14,6.59,11.92,2.73,0.21,2.61
IncomeRevenues_qq,,74.00,-2.58,4.42,12.42,29.91,-3.60,19.47,58.76,-15.09,2.76,-0.93,16.24,-14.31,21.07,11.22,4.96,-7.01,11.01,-1.56,11.12,-0.35,7.82,13.85,-83.13,913.73,-52.50,-8.33,27.36,3.03,-27.05,-12.00,8.98,-46.78,33.78,9.16,3.21,6.33,3.39,-12.79,16.49,0.08,-6.37,2.12,18.11,3.13,-5.03,-15.55,25.98,10.60,-9.14,-9.69
IncomeRevenues_sq,,9.52,-9.48,5.14,7.96,18.23,-9.75,3.00,20.15,8.13,-10.70,3.59,5.73,9.80,-2.76,8.88,-0.12,1.04,-2.92,6.30,11.12,1.02,-2.95,3.01,-2.36,21.28,-7.41,-1.88,5.28,13.40,-14.21,3.87,10.47,5.94,-13.95,2.50,1.39,22.43,-13.78,5.45,6.29,0.83,-12.54,6.41,3.54,5.11,-2.66,1.88,0.31,14.77,-9.14,-1.27
IncomeCostOfSales,13811000,26480000,27329000,27952000,32432000,44847000,40984000,51916000,80700000,68054000,71103000,73474000,84035000,77386000,86334000,103677000,105594000,103486000,109181000,103651000,114765000,119701000,129445000,150105000,13364000,265443000,118729000,108174000,140168000,146152000,104821000,90487000,98178000,51806000,67804000,74690000,75485000,78422000,83143000,74787000,83911000,83591000,78797000,80134000,96314000,100751000,97385000,84001000,101484000,111080000,104122000,95423000
IncomeCostOfSales_yy,,,,,134.83,69.36,49.97,85.73,148.83,51.75,73.49,41.52,4.13,13.71,21.42,41.11,25.65,33.73,26.46,-0.03,8.69,15.67,18.56,44.82,-88.36,121.76,-8.28,-27.93,948.85,-44.94,-11.71,-16.35,-29.96,-64.55,-35.31,-17.46,-23.11,51.38,22.62,0.13,11.16,6.59,-5.23,7.15,14.78,20.53,23.59,4.83,5.37,10.25,6.92,13.60
IncomeCostOfSales_sy,,,,,4.92,12.82,17.72,15.58,26.32,7.52,17.44,4.08,4.13,4.20,5.76,23.30,-1.17,0.72,2.92,-0.03,15.76,17.36,8.88,22.81,10.50,37.12,48.64,26.71,22.51,8.70,-4.06,-2.91,-2.02,-10.42,-4.24,-2.73,-13.66,-0.25,-1.55,-2.96,10.39,-3.71,5.16,5.38,9.39,7.22,19.10,14.30,8.14,7.78,0.46,4.22
IncomeCostOfSales_qq,,91.73,3.21,2.28,16.03,38.28,-8.61,26.67,55.44,-15.67,4.48,3.33,14.37,-7.91,11.56,20.09,1.85,-2.00,5.50,-5.06,10.72,4.30,8.14,15.96,-91.10,1886.25,-55.27,-8.89,29.58,4.27,-28.28,-13.67,8.50,-47.23,30.88,10.16,1.06,3.89,6.02,-10.05,12.20,-0.38,-5.74,1.70,20.19,4.61,-3.34,-13.74,20.81,9.46,-6.26,-8.35
IncomeCostOfSales_sq,,4.32,-6.64,2.28,10.52,18.62,-9.92,7.91,13.34,6.09,-8.12,3.63,11.91,4.50,-0.04,3.15,-0.72,0.33,-1.87,-1.38,11.98,3.96,-10.74,7.97,10.85,35.96,-12.92,-2.25,8.51,16.74,-15.92,-4.89,8.50,3.99,-17.80,-4.51,4.31,9.94,-15.70,3.86,8.79,0.71,-12.06,4.60,10.56,6.64,-3.05,-8.14,1.00,18.93,-5.24,-0.26
