,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,2328000,11203000,15522000,5555000,1850000,12513000,15639000,6015000,7756000,11110000,10917000,4041000,5170000,8023000,8969000,4184000,3314000,9241000,12032000,4249000,2919000,9548000,14725000,5995000,5270000,10556000,15143000,5990000,4548000,9272000,11296000,3573000,1621000,8496000,11021000,4228000,4141000,7975000,12518000,3199000,3444000,5857000,8508000,2678000,3511000,6950000,8112000,3518000,3563000,8387000,11415000,5399000,3553000,8383000
IncomeRevenues_yy,,,,,-20.53,11.69,0.75,8.28,319.24,-11.21,-30.19,-32.82,-33.34,-27.79,-17.84,3.54,-35.90,15.18,34.15,1.55,-11.92,3.32,22.38,41.09,80.54,10.56,2.84,-0.08,-13.70,-12.16,-25.40,-40.35,-64.36,-8.37,-2.43,18.33,155.46,-6.13,13.58,-24.34,-16.83,-26.56,-32.03,-16.29,1.95,18.66,-4.65,31.37,1.48,20.68,40.72,53.47,-0.28,-0.05
IncomeRevenues_sy,,,,,4.60,18.64,2.50,8.28,44.33,30.55,29.30,37.24,13.94,11.44,17.92,3.05,-8.82,0.16,-3.18,-9.53,-2.84,-3.50,17.77,15.21,21.65,10.32,11.86,13.64,7.99,4.76,-7.34,-5.72,-9.79,-4.06,-3.12,0.29,7.52,-5.84,-3.02,-1.30,1.99,4.55,2.46,-4.82,2.73,3.65,0.15,10.97,10.84,8.17,8.92,6.62,7.89,7.27
IncomeRevenues_qq,,381.23,38.55,-64.21,-66.70,576.38,24.98,-61.54,28.94,43.24,-1.74,-62.98,27.94,55.18,11.79,-53.35,-20.79,178.85,30.20,-64.69,-31.30,227.10,54.22,-59.29,-12.09,100.30,43.45,-60.44,-24.07,103.87,21.83,-68.37,-54.63,424.12,29.72,-61.64,-2.06,92.59,56.97,-74.44,7.66,70.06,45.26,-68.52,31.11,97.95,16.72,-56.63,1.28,135.39,36.10,-52.70,-34.19,135.94
IncomeRevenues_sq,,28.38,38.78,-12.38,-15.28,29.20,24.98,-8.80,13.16,23.69,19.48,5.08,-6.36,29.60,9.48,-9.11,-20.79,32.42,16.96,-16.15,-18.31,31.46,15.03,-19.95,-12.09,45.80,9.19,-15.94,-13.88,16.16,3.14,-16.12,-9.82,32.26,5.54,-20.16,0.16,20.59,2.31,-20.64,-4.62,19.87,6.17,-23.60,2.58,17.34,4.68,-14.71,2.76,6.55,9.34,-17.77,13.99,5.02
IncomeCostOfSales,2030000,9578000,12992000,4875000,1598000,10795000,13022000,5251000,6476000,8759000,8333000,2855000,4531000,6549000,7795000,3670000,2962000,7406000,9832000,3686000,2504000,7850000,11969000,4927000,4466000,8762000,12832000,5064000,3889000,7707000,8828000,2628000,1530000,7030000,8610000,3303000,3492000,6226000,10140000,2329000,3061000,4684000,6297000,1953000,2916000,5023000,5890000,2812000,2718000,6221000,8248000,4144000,2900000,6135000
IncomeCostOfSales_yy,,,,,-21.28,12.71,0.23,7.71,305.26,-18.86,-36.01,-45.63,-30.03,-25.23,-6.46,28.55,-34.63,13.09,26.13,0.44,-15.46,6.00,21.74,33.67,78.35,11.62,7.21,2.78,-12.92,-12.04,-31.20,-48.10,-60.66,-8.78,-2.47,25.68,128.24,-11.44,17.77,-29.49,-12.34,-24.77,-37.90,-16.14,-4.74,7.24,-6.46,43.98,-6.79,23.85,40.03,47.37,6.70,-1.38
IncomeCostOfSales_sy,,,,,-2.12,20.88,2.81,12.67,38.34,35.41,16.04,26.59,5.31,8.84,21.73,15.26,-6.00,1.90,-0.13,5.64,4.50,-1.98,11.69,11.04,21.96,11.62,10.10,5.38,2.89,3.44,-4.96,-7.10,-7.59,-6.58,-4.09,-6.80,6.98,-8.21,-4.03,-2.88,-1.80,1.26,8.21,-15.19,4.17,7.24,-2.33,12.69,5.78,12.77,10.00,8.10,10.81,4.79
IncomeCostOfSales_qq,,371.82,35.64,-62.48,-67.22,575.53,20.63,-59.68,23.33,35.25,-4.86,-65.74,58.70,44.54,19.03,-52.92,-19.29,150.03,32.76,-62.51,-32.07,213.50,52.47,-58.84,-9.36,96.19,46.45,-60.54,-23.20,98.17,14.55,-70.23,-41.78,359.48,22.48,-61.64,5.72,78.29,62.87,-77.03,31.43,53.02,34.44,-68.99,49.31,72.26,17.26,-52.26,-3.34,128.88,32.58,-49.76,-30.02,111.55
IncomeCostOfSales_sq,,15.03,40.19,-14.62,-10.30,28.80,20.63,-5.64,13.02,22.91,9.33,6.74,-6.96,30.30,12.80,-2.64,-23.36,39.04,15.38,-11.52,-27.15,41.16,14.88,-14.62,-9.36,16.85,9.80,-18.16,-13.09,15.86,2.44,-21.16,-8.06,30.41,4.15,-18.51,-0.86,24.12,4.73,-14.53,-15.33,24.30,7.45,-21.42,0.26,29.01,0.31,-8.46,-2.88,7.07,7.95,-13.40,10.76,7.66
