,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,19983000,20139000,20274000,26497000,22048000,29877000,31363000,42858000,34122000,23000,50000,513000,44131000,20550000,13181000,29024000,102000,482000,199000,157000,218000,150000,124000,116160000,28598000,22003000,17292000,19450000,6836000,297000,7160000,6225000,8329000,5002000,7626000,11363000,10956000,5959000,9014000,8035000,9349000,8920000,10025000,7929000,5225000,9526000,10279000,4168000,1546000,1682000,2273000,33719000,14257000,6311000
IncomeRevenues_yy,,,,,10.33,48.35,54.70,61.75,54.76,-99.92,-99.84,-98.80,29.33,89247.83,26262.00,5557.70,-99.77,-97.65,-98.49,-99.46,113.73,-68.88,-37.69,73887.26,13018.35,14568.67,13845.16,-83.26,-76.10,-98.65,-58.59,-67.99,21.84,1584.18,6.51,82.54,31.54,19.13,18.20,-29.29,-14.67,49.69,11.22,-1.32,-44.11,6.79,2.53,-47.43,-70.41,-82.34,-77.89,709.00,822.19,275.21
IncomeRevenues_sy,,,,,-60.51,48.35,9.33,3.86,42.39,0.76,56.82,42.56,40.86,67.60,14.45,8.56,22.27,19.68,-3.26,5.96,-1.26,-3.94,-8.13,0.86,-6.66,-24.65,11.91,11.54,1.90,7.60,-21.76,-6.12,-5.13,-5.06,2.10,1.05,1.47,-7.94,12.74,-14.98,-14.67,8.34,1.20,6.90,4.60,6.28,1.90,12.72,0.25,-2.12,-1.18,5.95,18.84,11.87
IncomeRevenues_qq,,0.78,0.67,30.69,-16.79,35.51,4.97,36.65,-20.38,-99.93,117.39,926.00,8502.53,-53.43,-35.86,120.20,-99.65,372.55,-58.71,-21.11,38.85,-31.19,-17.33,93577.42,-75.38,-23.06,-21.41,12.48,-64.85,-95.66,2310.77,-13.06,33.80,-39.94,52.46,49.00,-3.58,-45.61,51.27,-10.86,16.35,-4.59,12.39,-20.91,-34.10,82.32,7.90,-59.45,-62.91,8.80,35.14,1383.46,-57.72,-55.73
IncomeRevenues_sq,,-3.73,0.28,18.94,-16.79,2.78,9.50,11.99,-18.78,11.90,26.42,3.43,-3.32,12.88,2.16,14.16,-10.28,14.41,-17.73,16.92,-16.67,1.01,-17.30,15.97,-22.90,-2.20,13.84,5.28,-27.15,3.36,-8.77,3.17,-24.18,-0.94,-2.02,12.70,-7.66,-15.57,3.32,1.10,-12.06,0.74,8.32,6.73,-19.38,2.34,-1.57,29.39,-31.70,1.50,0.20,14.10,-3.86,6.83
IncomeCostOfSales,16963000,16435000,16796000,22297000,17346000,28088000,27378000,36821000,29720000,1918000,1088000,1642000,31747000,19141000,10862000,23431000,1037000,1456000,533000,1845000,1459000,1431000,535000,101043000,25428000,18886000,14769000,16868000,6163000,1248000,7401000,10733000,8464000,4829000,7803000,11219000,11066000,5390000,8815000,7605000,9261000,9356000,10010000,7461000,5215000,9586000,5816000,4507000,1397000,1359000,1855000,22821000,9604000,3845000
IncomeCostOfSales_yy,,,,,2.26,70.90,63.00,65.14,71.34,-93.17,-96.03,-95.54,6.82,897.97,898.35,1326.98,-96.73,-92.39,-95.09,-92.13,40.69,-1.72,0.38,5376.59,1642.84,1219.78,2660.56,-83.31,-75.76,-93.39,-49.89,-36.37,37.34,286.94,5.43,4.53,30.74,11.62,12.97,-32.21,-16.31,73.58,13.56,-1.89,-43.69,2.46,-41.90,-39.59,-73.21,-85.82,-68.11,406.35,587.47,182.93
IncomeCostOfSales_sy,,,,,-29.04,69.04,-18.97,-4.26,2.50,-6.44,69.04,16.52,48.83,85.32,16.14,-7.97,36.93,14.25,-3.08,33.35,22.24,5.56,-7.89,-23.82,-4.43,-21.51,0.64,-6.70,-15.57,21.34,-4.75,4.57,-2.12,-17.87,3.38,-13.54,15.63,-2.34,12.97,-22.65,-8.07,7.33,6.59,3.15,12.88,20.66,2.30,16.37,-4.22,-6.61,-2.11,22.79,29.61,25.67
IncomeCostOfSales_qq,,-3.11,2.20,32.75,-22.20,61.93,-2.53,34.49,-19.29,-93.55,-43.27,50.92,1833.43,-39.71,-43.25,115.72,-95.57,40.41,-63.39,246.15,-20.92,-1.92,-62.61,18786.54,-74.83,-25.73,-21.80,14.21,-63.46,-79.75,493.03,45.02,-21.14,-42.95,61.59,43.78,-1.36,-51.29,63.54,-13.73,21.78,1.03,6.99,-25.46,-30.10,83.82,-39.33,-22.51,-69.00,-2.72,36.50,1130.24,-57.92,-59.96
IncomeCostOfSales_sq,,-30.21,25.12,-9.58,-22.20,6.44,-22.03,37.18,-22.24,11.56,4.73,24.11,4.15,8.91,-5.76,39.07,-9.53,0.66,-7.81,40.16,-22.47,-1.92,-20.33,32.86,-44.58,-19.76,7.02,30.14,-27.17,2.52,-15.63,48.28,-21.14,4.66,3.00,35.09,-15.42,-6.14,-11.12,21.75,-28.33,3.06,12.56,27.23,-33.71,2.90,-3.06,50.30,-34.28,-9.47,2.82,33.69,-21.70,1.04
