,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,6841000,3716000,3732000,7233000,7289000,7297000,10510000,12566000,37730000,41690000,49877000,49644000,35676000,32611000,32378000,34762000,27658000,29598000,35999000,45076000,37721000,37941000,39387000,8167000,31015000,37433000,27774000,29518000,36059000,26697000,18017000,19105000,18770000,14155000,12912000,-19905000,5343000,-4980000,616000,642000,4832000,911000,571000,1173000,507000,456000,356000,304000,327000,608000,143000,41000,359000,160000
IncomeCostOfSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,3557000,1402000,1405000,2293000,2977000,430000,2144000,3143000,23932000,11817000,30149000,18501000,14608000,8816000,8437000,6003000,3770000,4352000,8294000,19709000,12558000,12003000,12651000,10935000,6871000,15273000,5369000,3661000,13954000,1896000,3128000,5303000,7204000,2024000,-1228000,-20820000,-4356000,4194000,-65000,-32000,4137000,-1243000,-753000,148000,-447000,-470000,-460000,-536000,-712000,-355000,-820000,-793000,-791000,-343000
IncomeOtherOperatingIncome,85000,85000,2165000,-1958000,112000,524000,1430000,214000,553000,3779000,1857000,4742000,4404000,3395000,2669000,2295000,3850000,2128000,2728000,3436000,2018000,3480000,4845000,327000,5458000,-3206000,-4622000,-24476000,16134000,-12149000,-6387000,11452000,4723000,4017000,2951000,2417000,1699000,2195000,1092000,401000,4722000,10816000,1295000,1547000,5756000,1581000,178000,-20000,102000,215000,1563000,9516000,33000,3407000
IncomeOtherOperatingCosts,16000,25000,1720000,-1120000,30000,250000,1185000,1988000,225000,2545000,1522000,1899000,383000,1871000,466000,72015000,1702000,313000,1173000,6470000,469000,923000,1094000,5538000,723000,2188000,774000,201718000,5824000,19151000,104096000,19247000,3461000,4802000,3533000,19646000,2860000,97867000,1367000,3850000,1532000,-1042000,1897000,845000,697000,679000,24000,434000,309000,3401000,96000,1284000,232000,31000
IncomeEBIT,3626000,1462000,1850000,1455000,3059000,704000,2389000,1369000,24260000,13051000,30484000,21344000,18629000,10340000,10640000,-63717000,5918000,6167000,9849000,16675000,14107000,14560000,16402000,5724000,11606000,9879000,-27000,-222533000,24264000,-29404000,-107355000,-2492000,8466000,1239000,-1810000,-38049000,-5517000,-91478000,-340000,-3481000,7327000,10615000,-1355000,850000,4612000,432000,-306000,-990000,-919000,-3541000,647000,7439000,-990000,3033000
IncomeFinanceIncome,456000,413000,2428000,590000,861000,1268000,1884000,2655000,6671000,11184000,6853000,3856000,2810000,3044000,3686000,3826000,3592000,6422000,3543000,9975000,3664000,3820000,1466000,18777000,4022000,18628000,3676000,2069000,2223000,1929000,36185000,5985000,3743000,14995000,2714000,16269000,5827000,19199000,-45000,1765000,1631000,448000,861000,1417000,13443000,2639000,3936000,5076000,183000,73000,318000,1375000,1980000,43000
IncomeFinanceCosts,110000,160000,1782000,487000,121000,805000,308000,-168000,1146000,2422000,3029000,3774000,3241000,6506000,5856000,22522000,4513000,7010000,4903000,6180000,7859000,7218000,5367000,11644000,10184000,13132000,15933000,28919000,15615000,80944000,46605000,35225000,8267000,16174000,12020000,10251000,4395000,4485000,1979000,15444000,5311000,4166000,4542000,1633000,18577000,3422000,1660000,1741000,1525000,1307000,2046000,7833000,5690000,959000
