,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,65667000,78851000,73064000,91697000,85473000,81199000,72634000,75718000,58093000,49730000,113541000,57146000,57122000,65553000,120546000,159567000,203228000,170210000,138813000,164374000,148221000,163508000,147151000,216239000,137153000,161754000,172162000,162041000,154435000,159623000,164256000,139354000,128831000,127176000,129839000,129863000,129555000,136602000,128548000,125448000,123865000,124783000,117249000,125138000,134338000,122526000,137373000,130577000,130717000,118796000,126232000,172366000,165028000,160603000
IncomeRevenues_yy,,,,,30.16,2.98,-0.59,-17.43,-32.03,-38.76,56.32,-24.53,-1.67,31.82,6.17,179.23,255.78,159.65,15.15,3.01,-27.07,-3.94,6.01,31.55,-7.47,-1.07,17.00,-25.06,12.60,-1.32,-4.59,-14.00,-16.58,-20.33,-20.95,-6.81,0.56,7.41,-0.99,-3.40,-4.39,-8.65,-8.79,-0.25,8.46,-1.81,17.16,4.35,-2.70,-3.04,-8.11,32.00,26.25,35.19
IncomeRevenues_sy,,,,,-60.51,48.35,9.33,3.86,42.39,0.76,56.82,42.56,40.86,67.60,14.45,8.56,22.27,19.68,-3.26,5.96,-1.26,-3.94,-8.13,0.86,-6.66,-24.65,11.91,11.54,1.90,7.60,-21.76,-6.12,-5.13,-5.06,2.10,1.05,1.47,-7.94,12.74,-14.98,-14.67,8.34,1.20,6.90,4.60,6.28,1.90,12.72,0.25,-2.12,-1.18,5.95,18.84,11.87
IncomeRevenues_qq,,20.08,-7.34,25.50,-6.79,-5.00,-10.55,4.25,-23.28,-14.40,128.31,-49.67,-0.04,14.76,83.89,32.37,27.36,-16.25,-18.45,18.41,-9.83,10.31,-10.00,46.95,-36.57,17.94,6.43,-5.88,-4.69,3.36,2.90,-15.16,-7.55,-1.28,2.09,0.02,-0.24,5.44,-5.90,-2.41,-1.26,0.74,-6.04,6.73,7.35,-8.79,12.12,-4.95,0.11,-9.12,6.26,36.55,-4.26,-2.68
IncomeRevenues_sq,,-3.73,0.28,18.94,-16.79,2.78,9.50,11.99,-18.78,11.90,26.42,3.43,-3.32,12.88,2.16,14.16,-10.28,14.41,-17.73,16.92,-16.67,1.01,-17.30,15.97,-22.90,-2.20,13.84,5.28,-27.15,3.36,-8.77,3.17,-24.18,-0.94,-2.02,12.70,-7.66,-15.57,3.32,1.10,-12.06,0.74,8.32,6.73,-19.38,2.34,-1.57,29.39,-31.70,1.50,0.20,14.10,-3.86,6.83
IncomeCostOfSales,35938000,18652000,27614000,42560000,34734000,30968000,24724000,34580000,19988000,12100000,45446000,11992000,15452000,20766000,62444000,83772000,107366000,79556000,63165000,57895000,50210000,68384000,54482000,115790000,49034000,64201000,68843000,58700000,57596000,55056000,65241000,61380000,47276000,45218000,42457000,53550000,46477000,48819000,42795000,42521000,40119000,42212000,35685000,38182000,41025000,29826000,37731000,35184000,35998000,29919000,32102000,57792000,50114000,44397000
IncomeCostOfSales_yy,,,,,-3.35,66.03,-10.47,-18.75,-42.45,-60.93,83.81,-65.32,-22.69,71.62,37.40,598.57,594.84,283.11,1.15,-30.89,-53.23,-14.04,-13.75,100.00,-2.34,-6.12,26.36,-49.30,17.46,-14.24,-5.23,4.57,-17.92,-17.87,-34.92,-12.76,-1.69,7.96,0.80,-20.60,-13.68,-13.53,-16.61,-10.20,2.26,-29.34,5.73,-7.85,-12.25,0.31,-14.92,64.26,39.21,48.39
IncomeCostOfSales_sy,,,,,-29.04,69.04,-18.97,-4.26,2.50,-6.44,69.04,16.52,48.83,85.32,16.14,-7.97,36.93,14.25,-3.08,33.35,22.24,5.56,-7.89,-23.82,-4.43,-21.51,0.64,-6.70,-15.57,21.34,-4.75,4.57,-2.12,-17.87,3.38,-13.54,15.63,-2.34,12.97,-22.65,-8.07,7.33,6.59,3.15,12.88,20.66,2.30,16.37,-4.22,-6.61,-2.11,22.79,29.61,25.67
IncomeCostOfSales_qq,,-48.10,48.05,54.12,-18.39,-10.84,-20.16,39.86,-42.20,-39.46,275.59,-73.61,28.85,34.39,200.70,34.16,28.16,-25.90,-20.60,-8.34,-13.27,36.20,-20.33,112.53,-57.65,30.93,7.23,-14.73,-1.88,-4.41,18.50,-5.92,-22.98,-4.35,-6.11,26.13,-13.21,5.04,-12.34,-0.64,-5.65,5.22,-15.46,7.00,7.45,-27.30,26.50,-6.75,2.31,-16.89,7.30,80.03,-13.29,-11.41
IncomeCostOfSales_sq,,-30.21,25.12,-9.58,-22.20,6.44,-22.03,37.18,-22.24,11.56,4.73,24.11,4.15,8.91,-5.76,39.07,-9.53,0.66,-7.81,40.16,-22.47,-1.92,-20.33,32.86,-44.58,-19.76,7.02,30.14,-27.17,2.52,-15.63,48.28,-21.14,4.66,3.00,35.09,-15.42,-6.14,-11.12,21.75,-28.33,3.06,12.56,27.23,-33.71,2.90,-3.06,50.30,-34.28,-9.47,2.82,33.69,-21.70,1.04
IncomeDistributionExpenses,2276000,3330000,2831000,2726000,2995000,2167000,2447000,3811000,4039000,3698000,2465000,5992000,3247000,4283000,2566000,5113000,5462000,4123000,3552000,8673000,4704000,5022000,5935000,9493000,5921000,7198000,6975000,9408000,7475000,5506000,4861000,-1328000,3292000,3335000,3238000,3752000,2561000,3201000,2953000,3355000,2193000,2902000,2555000,3734000,2734000,3366000,3941000,4076000,1959000,2158000,2530000,2341000,1986000,3058000
IncomeDistributionExpenses_yy,,,,,31.59,-34.92,-13.56,39.80,34.86,70.65,0.74,57.23,-19.61,15.82,4.10,-14.67,68.22,-3.74,38.43,69.63,-13.88,21.80,67.09,9.45,25.87,43.33,17.52,-0.90,26.25,-23.51,-30.31,-114.12,-55.96,-39.43,-33.39,382.53,-22.21,-4.02,-8.80,-10.58,-14.37,-9.34,-13.48,11.30,24.67,15.99,54.25,9.16,-28.35,-35.89,-35.80,-42.57,1.38,41.71
IncomeDistributionExpenses_sy,,,,,22.82,-46.22,-5.62,1.64,45.29,54.61,14.26,3.94,17.94,25.27,13.99,8.67,-17.73,-33.43,-26.45,12.12,16.67,21.80,36.14,17.20,19.46,16.38,17.34,12.94,15.52,-12.77,-16.64,-1.02,-14.50,-14.12,-5.34,-11.86,7.74,1.44,7.69,-7.24,3.22,5.13,-1.53,5.54,12.98,28.32,6.22,0.65,18.53,-3.42,19.50,11.68,9.45,-5.26
IncomeDistributionExpenses_qq,,46.31,-14.98,-3.71,9.87,-27.65,12.92,55.74,5.98,-8.44,-33.34,143.08,-45.81,31.91,-40.09,99.26,6.83,-24.51,-13.85,144.17,-45.76,6.76,18.18,59.95,-37.63,21.57,-3.10,34.88,-20.55,-26.34,-11.71,-127.32,347.89,1.31,-2.91,15.87,-31.74,24.99,-7.75,13.61,-34.63,32.33,-11.96,46.14,-26.78,23.12,17.08,3.43,-51.94,10.16,17.24,-7.47,-15.16,53.98
IncomeDistributionExpenses_sq,,24.93,-6.43,-3.71,-6.77,-27.65,12.92,31.74,13.37,-2.50,-9.70,28.88,-5.98,38.66,-15.84,-14.10,-16.23,8.36,-9.09,19.80,-26.89,30.41,-0.24,21.70,-21.22,21.57,-5.58,12.04,-22.52,7.95,-5.02,24.72,-32.79,5.90,12.81,15.87,-25.48,6.59,3.06,19.80,-28.26,7.80,-10.70,12.06,-18.56,23.49,-4.66,26.06,-13.48,23.16,-3.36,22.15,-18.91,12.12
IncomeAdministrativExpenses,7423000,6689000,6423000,10107000,13090000,10745000,20555000,13494000,13558000,13266000,20312000,17909000,11944000,15598000,20705000,15389000,22989000,21861000,16454000,25458000,17933000,16221000,11935000,40518000,19059000,33550000,7083000,26292000,18133000,21307000,14933000,24644000,1401000,15690000,7795000,9617000,7771000,13491000,4765000,10723000,10086000,10371000,10873000,14881000,11746000,10073000,16016000,15536000,11424000,21262000,11340000,20868000,5845000,11458000
IncomeAdministrativExpenses_yy,,,,,76.34,60.64,220.02,33.51,3.58,23.46,-1.18,32.72,-11.90,17.58,1.93,-14.07,92.47,40.15,-20.53,65.43,-21.99,-25.80,-27.46,59.16,6.28,106.83,-40.65,-35.11,-4.86,-36.49,110.83,-6.27,-92.27,-26.36,-47.80,-60.98,454.68,-14.02,-38.87,11.50,29.79,-23.13,128.18,38.78,16.46,-2.87,47.30,4.40,-2.74,111.08,-29.20,34.32,-48.84,-46.11
IncomeAdministrativExpenses_sy,,,,,18.19,60.64,61.43,-29.50,3.58,36.37,3.93,33.84,21.04,13.89,34.52,-18.71,-4.90,-3.21,-20.34,15.12,-5.32,-0.29,15.04,-2.77,12.54,4.98,12.64,1.46,-4.86,-1.48,-20.30,-1.89,-7.14,-6.91,1.58,-3.62,3.66,0.68,3.55,9.94,0.61,3.95,-0.07,10.66,2.95,-4.05,2.17,2.84,5.68,8.12,11.50,12.50,14.73,2.54
IncomeAdministrativExpenses_qq,,-9.89,-3.98,57.36,29.51,-17.91,91.30,-34.35,0.47,-2.15,53.11,-11.83,-33.31,30.59,32.74,-25.67,49.39,-4.91,-24.73,54.72,-29.56,-9.55,-26.42,239.49,-52.96,76.03,-78.89,271.20,-31.03,17.50,-29.92,65.03,-94.32,1019.91,-50.32,23.37,-19.20,73.61,-64.68,125.04,-5.94,2.83,4.84,36.86,-21.07,-14.24,59.00,-3.00,-26.47,86.12,-46.67,84.02,-71.99,96.03
