,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,21158000,19960000,21508000,24125000,24693000,21951000,21715000,19892000,24632000,19768000,23908000,23734000,21310000,21412000,22999000,24636000,43820000,39690000,34731000,37866000,33745000,35399000,37441000,44567000,40487000,42365000,50112000,57181000,55747000,57141000,48635000,48023000,40079000,47288000,45413000,52428000,56203000,44249000,51850000,54360000,70694000,76160000,58363000,51184000,46911000,45629000,38762000,43474000,46636000,43379000,44210000,49062000,52851000,54546000
IncomeRevenues_yy,,,,,16.71,9.97,0.96,-17.55,-0.25,-9.94,10.10,19.31,-13.49,8.32,-3.80,3.80,105.63,85.36,51.01,53.70,-22.99,-10.81,7.80,17.70,19.98,19.68,33.84,28.30,37.69,34.88,-2.95,-16.02,-28.11,-17.24,-6.62,9.17,40.23,-6.43,14.17,3.69,25.78,72.12,12.56,-5.84,-33.64,-40.09,-33.58,-15.06,-0.59,-4.93,14.06,12.85,13.33,25.74
IncomeRevenues_sy,,,,,35.28,48.79,17.95,26.68,22.89,19.42,12.64,12.68,9.37,9.93,0.66,3.49,-19.80,-14.82,-19.75,1.85,-6.72,12.47,15.62,22.68,31.04,22.93,19.94,22.76,6.70,4.36,-5.84,-3.56,-3.67,-2.42,2.62,7.53,5.61,7.17,6.43,5.54,7.78,6.02,6.94,3.25,-5.02,-2.64,-2.84,7.26,13.96,12.29,20.89,16.83,13.98,12.35
IncomeRevenues_qq,,-5.66,7.76,12.17,2.35,-11.10,-1.08,-8.40,23.83,-19.75,20.94,-0.73,-10.21,0.48,7.41,7.12,77.87,-9.42,-12.49,9.03,-10.88,4.90,5.77,19.03,-9.15,4.64,18.29,14.11,-2.51,2.50,-14.89,-1.26,-16.54,17.99,-3.97,15.45,7.20,-21.27,17.18,4.84,30.05,7.73,-23.37,-12.30,-8.35,-2.73,-15.05,12.16,7.27,-6.98,1.92,10.97,7.72,3.21
IncomeRevenues_sq,,10.45,15.71,2.95,11.49,5.44,9.18,-6.28,13.35,3.62,2.81,-6.58,8.02,4.32,-0.18,-17.54,-3.52,0.14,5.68,3.18,0.81,12.30,5.77,2.13,12.24,3.94,2.70,0.76,5.54,0.23,-4.73,-3.61,4.13,2.10,4.86,-7.34,4.42,4.51,4.56,-5.52,8.09,4.04,1.75,-9.83,4.70,6.78,-2.70,-4.48,16.06,0.62,1.69,0.37,11.72,0.52
IncomeCostOfSales,15087000,15635000,14232000,17846000,18582000,15074000,15334000,13856000,18158000,13297000,15419000,18447000,13660000,14211000,13613000,16277000,32099000,31039000,26705000,18210000,24763000,21656000,26121000,31107000,26615000,29429000,34509000,41847000,37385000,41769000,34908000,34028000,27596000,31167000,31970000,32488000,36671000,31350000,34819000,39132000,53234000,56729000,44426000,34713000,34747000,30040000,23726000,30459000,31404000,29348000,30098000,28942000,29305000,31275000
IncomeCostOfSales_yy,,,,,23.17,-3.59,7.74,-22.36,-2.28,-11.79,0.55,33.13,-24.77,6.87,-11.71,-11.76,134.99,118.42,96.17,11.88,-22.85,-30.23,-2.19,70.82,7.48,35.89,32.11,34.53,40.47,41.93,1.16,-18.68,-26.18,-25.38,-8.42,-4.53,32.89,0.59,8.91,20.45,45.17,80.95,27.59,-11.29,-34.73,-47.05,-46.59,-12.25,-9.62,-2.30,26.86,-4.98,-6.68,6.57
IncomeCostOfSales_sy,,,,,21.36,14.80,12.31,25.76,20.66,16.67,13.74,13.24,12.79,15.89,4.96,0.20,-17.44,-17.84,-20.42,-4.28,-1.58,13.06,28.41,27.44,34.70,26.88,26.06,14.72,14.73,9.38,0.67,-1.58,-10.53,-1.52,0.30,2.70,-0.67,5.65,4.78,1.83,8.85,6.92,5.14,2.06,-11.08,-7.58,-5.72,5.02,19.74,16.66,21.85,17.04,13.00,9.94
IncomeCostOfSales_qq,,3.63,-8.97,25.39,4.12,-18.88,1.72,-9.64,31.05,-26.77,15.96,19.64,-25.95,4.03,-4.21,19.57,97.20,-3.30,-13.96,-31.81,35.99,-12.55,20.62,19.09,-14.44,10.57,17.26,21.26,-10.66,11.73,-16.43,-2.52,-18.90,12.94,2.58,1.62,12.88,-14.51,11.07,12.39,36.04,6.57,-21.69,-21.86,0.10,-13.55,-21.02,28.38,3.10,-6.55,2.56,-3.84,1.25,6.72
IncomeCostOfSales_sq,,10.70,8.98,-0.06,12.33,2.74,11.50,-8.14,8.44,2.72,4.77,3.69,-0.34,6.49,1.51,-19.82,-8.75,0.64,3.58,1.75,9.64,6.32,8.59,3.55,10.69,2.71,3.12,6.31,9.92,-0.93,1.40,-2.52,2.43,-4.37,3.10,-2.99,6.01,3.49,1.19,-6.38,11.82,4.88,-2.34,-7.60,-0.16,2.49,-3.13,-2.58,15.87,0.56,-0.55,2.60,8.89,0.26
IncomeDistributionExpenses,238000,537000,640000,436000,434000,611000,649000,805000,461000,700000,846000,835000,476000,668000,639000,645000,1432000,1802000,1495000,-456000,862000,1127000,1259000,2230000,1045000,1239000,1607000,2232000,1576000,1310000,1377000,1794000,1391000,1085000,1162000,2147000,1111000,1656000,1800000,3733000,1740000,3984000,833000,7057000,884000,2443000,2146000,3129000,1675000,1951000,2512000,3648000,3076000,3933000
IncomeDistributionExpenses_yy,,,,,82.35,13.78,1.41,84.63,6.22,14.57,30.35,3.73,3.25,-4.57,-24.47,-22.75,200.84,169.76,133.96,-170.70,-39.80,-37.46,-15.79,589.04,21.23,9.94,27.64,0.09,50.81,5.73,-14.31,-19.60,-11.74,-17.18,-15.61,19.65,-20.13,52.63,54.91,73.87,56.62,140.58,-53.72,89.04,-49.20,-38.68,157.62,-55.66,89.48,-20.14,17.05,16.59,83.64,101.59
IncomeDistributionExpenses_sy,,,,,82.35,43.31,14.13,28.85,10.79,14.57,41.04,28.69,14.06,24.24,3.98,5.66,-2.42,-8.09,-2.63,-6.05,9.38,-4.93,19.51,5.47,21.44,9.30,18.88,10.23,31.44,18.42,2.79,5.56,-7.92,-3.95,5.98,5.46,7.13,8.62,5.08,8.22,-1.01,4.11,2.64,5.01,6.76,-2.70,-1.09,10.09,2.58,8.16,11.96,8.94,3.42,0.44
IncomeDistributionExpenses_qq,,125.63,19.18,-31.88,-0.46,40.78,6.22,24.04,-42.73,51.84,20.86,-1.30,-42.99,40.34,-4.34,0.94,122.02,25.84,-17.04,-130.50,289.04,30.74,11.71,77.12,-53.14,18.56,29.70,38.89,-29.39,-16.88,5.11,30.31,-22.48,-22.00,7.10,84.77,-48.25,49.05,8.70,107.39,-53.39,128.97,-79.09,747.17,-87.47,176.36,-12.16,45.81,-46.47,16.48,28.75,45.22,-15.68,27.86
IncomeDistributionExpenses_sq,,49.84,17.58,4.52,-0.23,17.54,-0.83,4.84,-4.58,5.90,13.98,-5.60,-11.78,17.62,-0.96,1.56,-15.51,14.76,-6.56,13.35,-8.48,12.74,8.46,6.36,-7.39,3.87,12.57,6.26,1.31,3.25,-8.35,7.39,-12.64,6.08,-2.07,11.60,-8.28,11.40,-4.17,10.91,-12.24,11.78,-1.84,8.60,-11.66,9.22,-6.68,9.50,-6.94,9.29,0.53,7.78,-15.38,11.94
IncomeAdministrativExpenses,5798000,3778000,5098000,5309000,5138000,4935000,4579000,4959000,4279000,5463000,4960000,4619000,5098000,4785000,4960000,6680000,6645000,9300000,6557000,12570000,7595000,8361000,8326000,10052000,6775000,7426000,8493000,8361000,8775000,7837000,6911000,10714000,8569000,8850000,10210000,9038000,9068000,9007000,8203000,10179000,8812000,8765000,8297000,10189000,8735000,10188000,9463000,9747000,9273000,8915000,8763000,14088000,9349000,10330000
IncomeAdministrativExpenses_yy,,,,,-11.38,30.62,-10.18,-6.59,-16.72,10.70,8.32,-6.86,19.14,-12.41,,44.62,30.35,94.36,32.20,88.17,14.30,-10.10,26.98,-20.03,-10.80,-11.18,2.01,-16.82,29.52,5.53,-18.63,28.14,-2.35,12.93,47.74,-15.64,5.82,1.77,-19.66,12.62,-2.82,-2.69,1.15,0.10,-0.87,16.24,14.05,-4.34,6.16,-12.50,-7.40,44.54,0.82,15.87
IncomeAdministrativExpenses_sy,,,,,19.30,16.62,12.82,7.23,8.60,10.42,8.15,8.77,16.24,17.38,,19.19,5.73,-5.33,-4.82,-0.51,-6.14,-3.12,7.80,4.32,10.62,5.58,8.25,15.09,3.37,5.53,3.46,-1.35,-1.59,7.91,2.07,-5.34,-0.11,-4.12,0.39,11.22,2.10,2.64,0.94,4.07,0.15,-2.48,4.88,-2.48,4.69,2.25,-1.40,2.53,9.42,9.05
IncomeAdministrativExpenses_qq,,-34.84,34.94,4.14,-3.22,-3.95,-7.21,8.30,-13.71,27.67,-9.21,-6.88,10.37,-6.14,3.66,34.68,-0.52,39.95,-29.49,91.70,-39.58,10.09,-0.42,20.73,-32.60,9.61,14.37,-1.55,4.95,-10.69,-11.82,55.03,-20.02,3.28,15.37,-11.48,0.33,-0.67,-8.93,24.09,-13.43,-0.53,-5.34,22.80,-14.27,16.63,-7.12,3.00,-4.86,-3.86,-1.70,60.77,-33.64,10.49
IncomeAdministrativExpenses_sq,,13.57,10.36,19.52,-8.20,7.30,-6.76,9.13,-10.01,10.35,1.30,14.02,-1.40,0.64,3.66,1.62,-9.38,-3.59,-3.53,6.41,-6.90,5.60,-2.19,14.32,-2.39,8.34,-0.99,16.10,-10.84,0.66,-0.10,6.77,-6.21,3.28,-9.26,2.22,-1.68,2.94,-4.46,22.64,-12.21,0.90,-4.64,19.62,-4.66,3.76,-7.14,12.09,-7.46,3.84,-5.42,12.70,-5.21,4.65
