,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,57179000,55048000,86794000,58918000,90919000,93443000,76135000,72752000,65393000,121428000,91876000,95028000,89659000,87345000,96061000,165124000,134381000,96017000,98172000,102856000,114132000,117734000,94616000,99914000,86045000,96218000,109446000,115226000,153837000,122909000,158710000,147309000,137885000,122754000,138064000,118668000,111843000,111543000,149124000,204854000,142655000,131097000,135826000,176477000,143207000,137325000,131838000,67705000,73278000,101178000,132084000,315322000,64386000,126378000
IncomeRevenues_yy,,,,,59.01,69.75,-12.28,23.48,-28.08,29.95,20.68,30.62,37.11,-28.07,4.56,73.76,49.88,9.93,2.20,-37.71,-15.07,22.62,-3.62,-2.86,-24.61,-18.28,15.67,15.33,78.79,27.74,45.01,27.84,-10.37,-0.13,-13.01,-19.44,-18.89,-9.13,8.01,72.63,27.55,17.53,-8.92,-13.85,0.39,4.75,-2.94,-61.64,-48.83,-26.32,0.19,365.73,-12.13,24.91
IncomeRevenues_sy,,,,,-60.51,48.35,9.33,3.86,42.39,0.76,56.82,42.56,40.86,67.60,14.45,8.56,22.27,19.68,-3.26,5.96,-1.26,-3.94,-8.13,0.86,-6.66,-24.65,11.91,11.54,1.90,7.60,-21.76,-6.12,-5.13,-5.06,2.10,1.05,1.47,-7.94,12.74,-14.98,-14.67,8.34,1.20,6.90,4.60,6.28,1.90,12.72,0.25,-2.12,-1.18,5.95,18.84,11.87
IncomeRevenues_qq,,-3.73,57.67,-32.12,54.31,2.78,-18.52,-4.44,-10.12,85.69,-24.34,3.43,-5.65,-2.58,9.98,71.89,-18.62,-28.55,2.24,4.77,10.96,3.16,-19.64,5.60,-13.88,11.82,13.75,5.28,33.51,-20.10,29.13,-7.18,-6.40,-10.97,12.47,-14.05,-5.75,-0.27,33.69,37.37,-30.36,-8.10,3.61,29.93,-18.85,-4.11,-4.00,-48.65,8.23,38.07,30.55,138.73,-79.58,96.28
IncomeRevenues_sq,,-3.73,0.28,18.94,-16.79,2.78,9.50,11.99,-18.78,11.90,26.42,3.43,-3.32,12.88,2.16,14.16,-10.28,14.41,-17.73,16.92,-16.67,1.01,-17.30,15.97,-22.90,-2.20,13.84,5.28,-27.15,3.36,-8.77,3.17,-24.18,-0.94,-2.02,12.70,-7.66,-15.57,3.32,1.10,-12.06,0.74,8.32,6.73,-19.38,2.34,-1.57,29.39,-31.70,1.50,0.20,14.10,-3.86,6.83
IncomeCostOfSales,18041000,20154000,40911000,28992000,39703000,43553000,33149000,27758000,25249000,68614000,53320000,38707000,40315000,38815000,36579000,62080000,55204000,32625000,35454000,44434000,52209000,49226000,32656000,33850000,23758000,38639000,45087000,53598000,64766000,64269000,76726000,71536000,63390000,52305000,57162000,60092000,45882000,53345000,59319000,108991000,76660000,62012000,,300319000,70850000,67455000,92930000,32073000,62955000,77722000,98783000,232975000,49226000,106020000
IncomeCostOfSales_yy,,,,,120.07,116.10,-18.97,-4.26,-36.41,57.54,60.85,39.44,59.67,-43.43,-31.40,60.38,36.93,-15.95,-3.08,-28.42,-5.43,50.88,-7.89,-23.82,-54.49,-21.51,38.07,58.34,172.61,66.33,70.17,33.47,-2.12,-18.62,-25.50,-16.00,-27.62,1.99,3.77,81.37,67.08,16.25,-100.00,175.54,-7.58,8.78,,-89.32,-11.14,15.22,6.30,626.39,-21.81,36.41
IncomeCostOfSales_sy,,,,,-29.04,69.04,-18.97,-4.26,2.50,-6.44,69.04,16.52,48.83,85.32,16.14,-7.97,36.93,14.25,-3.08,33.35,22.24,5.56,-7.89,-23.82,-4.43,-21.51,0.64,-6.70,-15.57,21.34,-4.75,4.57,-2.12,-17.87,3.38,-13.54,15.63,-2.34,12.97,-22.65,-8.07,7.33,6.59,3.15,12.88,20.66,,16.37,-4.22,-6.61,-2.11,22.79,29.61,25.67
IncomeCostOfSales_qq,,11.71,102.99,-29.13,36.94,9.70,-23.89,-16.26,-9.04,171.75,-22.29,-27.41,4.15,-3.72,-5.76,69.71,-11.08,-40.90,8.67,25.33,17.50,-5.71,-33.66,3.66,-29.81,62.64,16.69,18.88,20.84,-0.77,19.38,-6.76,-11.39,-17.49,9.29,5.13,-23.65,16.27,11.20,83.74,-29.66,-19.11,-100.00,,-76.41,-4.79,37.77,-65.49,96.29,23.46,27.10,135.85,-78.87,115.37
IncomeCostOfSales_sq,,-30.21,25.12,-9.58,-22.20,6.44,-22.03,37.18,-22.24,11.56,4.73,24.11,4.15,8.91,-5.76,39.07,-9.53,0.66,-7.81,40.16,-22.47,-1.92,-20.33,32.86,-44.58,-19.76,7.02,30.14,-27.17,2.52,-15.63,48.28,-21.14,4.66,3.00,35.09,-15.42,-6.14,-11.12,21.75,-28.33,3.06,12.56,,-33.71,2.90,-3.06,50.30,-34.28,-9.47,2.82,33.69,-21.70,1.04
IncomeDistributionExpenses,2001000,2072000,2332000,2054000,2282000,2151000,2201000,3102000,3746000,3875000,8117000,5753000,5409000,5058000,5518000,5360000,4445000,4123000,3327000,6114000,4470000,4673000,5016000,7929000,5489000,5879000,6035000,8955000,6249000,6327000,5913000,10244000,5395000,6285000,5780000,9999000,7287000,8244000,7079000,9445000,6260000,11371000,9475000,8388000,3095000,14681000,-78000,13913000,5428000,6685000,2321000,13539000,5114000,6584000
IncomeDistributionExpenses_yy,,,,,14.04,3.81,-5.62,51.02,64.15,80.15,268.79,85.46,44.39,30.53,-32.02,-6.83,-17.82,-18.49,-39.71,14.07,0.56,13.34,50.77,29.69,22.80,25.81,20.31,12.94,13.85,7.62,-2.02,14.39,-13.67,-0.66,-2.25,-2.39,35.07,31.17,22.47,-5.54,-14.09,37.93,33.85,-11.19,-50.56,29.11,-100.82,65.87,75.38,-54.46,3075.64,-2.69,-5.78,-1.51
IncomeDistributionExpenses_sy,,,,,22.82,-46.22,-5.62,1.64,45.29,54.61,14.26,3.94,17.94,25.27,13.99,8.67,-17.73,-33.43,-26.45,12.12,16.67,21.80,36.14,17.20,19.46,16.38,17.34,12.94,15.52,-12.77,-16.64,-1.02,-14.50,-14.12,-5.34,-11.86,7.74,1.44,7.69,-7.24,3.22,5.13,-1.53,5.54,12.98,28.32,6.22,0.65,18.53,-3.42,19.50,11.68,9.45,-5.26
IncomeDistributionExpenses_qq,,3.55,12.55,-11.92,11.10,-5.74,2.32,40.94,20.76,3.44,109.47,-29.12,-5.98,-6.49,9.09,-2.86,-17.07,-7.24,-19.31,83.77,-26.89,4.54,7.34,58.07,-30.77,7.11,2.65,48.38,-30.22,1.25,-6.54,73.25,-47.34,16.50,-8.04,72.99,-27.12,13.13,-14.13,33.42,-33.72,81.65,-16.67,-11.47,-63.10,374.35,-100.53,17937.18,-60.99,23.16,-65.28,483.33,-62.23,28.74
IncomeDistributionExpenses_sq,,24.93,-6.43,-3.71,-6.77,-27.65,12.92,31.74,13.37,-2.50,-9.70,28.88,-5.98,38.66,-15.84,-14.10,-16.23,8.36,-9.09,19.80,-26.89,30.41,-0.24,21.70,-21.22,21.57,-5.58,12.04,-22.52,7.95,-5.02,24.72,-32.79,5.90,12.81,15.87,-25.48,6.59,3.06,19.80,-28.26,7.80,-10.70,12.06,-18.56,23.49,-4.66,26.06,-13.48,23.16,-3.36,22.15,-18.91,12.12
IncomeAdministrativExpenses,6426000,7977000,4617000,9827000,7920000,17384000,8648000,9742000,6209000,11968000,8988000,21791000,9413000,13189000,13540000,12149000,6908000,6842000,9102000,14373000,8609000,8666000,9900000,13158000,9511000,8896000,15173000,18800000,12320000,13670000,11064000,17701000,14598000,12062000,14929000,13003000,14518000,15412000,18050000,17840000,17569000,32091000,14966000,23787000,14678000,27339000,17374000,30765000,17091000,25817000,22749000,20223000,22551000,27023000
IncomeAdministrativExpenses_yy,,,,,23.25,117.93,87.31,-0.86,-21.60,-31.16,3.93,123.68,51.60,10.20,50.65,-44.25,-26.61,-48.12,-32.78,18.31,24.62,26.66,8.77,-8.45,10.48,2.65,53.26,42.88,29.53,53.66,-27.08,-5.85,18.49,-11.76,34.93,-26.54,-0.55,27.77,20.91,37.20,21.02,108.22,-17.09,33.34,-16.46,-14.81,16.09,29.34,16.44,-5.57,30.94,-34.27,31.95,4.67
IncomeAdministrativExpenses_sy,,,,,18.19,60.64,61.43,-29.50,3.58,36.37,3.93,33.84,21.04,13.89,34.52,-18.71,-4.90,-3.21,-20.34,15.12,-5.32,-0.29,15.04,-2.77,12.54,4.98,12.64,1.46,-4.86,-1.48,-20.30,-1.89,-7.14,-6.91,1.58,-3.62,3.66,0.68,3.55,9.94,0.61,3.95,-0.07,10.66,2.95,-4.05,2.17,2.84,5.68,8.12,11.50,12.50,14.73,2.54
IncomeAdministrativExpenses_qq,,24.14,-42.12,112.84,-19.41,119.49,-50.25,12.65,-36.27,92.75,-24.90,142.45,-56.80,40.11,2.66,-10.27,-43.14,-0.96,33.03,57.91,-40.10,0.66,14.24,32.91,-27.72,-6.47,70.56,23.90,-34.47,10.96,-19.06,59.99,-17.53,-17.37,23.77,-12.90,11.65,6.16,17.12,-1.16,-1.52,82.66,-53.36,58.94,-38.29,86.26,-36.45,77.07,-44.45,51.06,-11.88,-11.10,11.51,19.83
IncomeAdministrativExpenses_sq,,-12.10,-3.98,85.10,-33.39,-0.09,19.32,66.54,-15.36,18.79,2.72,34.74,-28.16,11.57,-1.94,-8.54,-8.10,-0.96,-21.14,33.39,-15.97,12.64,-3.34,32.74,-10.42,1.53,4.01,9.93,-19.06,3.00,-14.46,36.06,-23.75,1.45,-2.55,13.08,-15.81,-1.30,-3.19,10.47,-9.95,6.66,-4.74,22.84,-19.49,1.01,-1.25,18.38,-17.89,6.70,-0.85,16.79,-15.28,4.55
IncomeGrossProfit,30711000,24845000,38934000,18045000,41014000,30355000,32137000,32150000,30189000,36971000,21451000,28777000,34522000,30283000,40424000,85535000,67824000,52427000,50289000,37935000,48844000,55169000,47044000,44977000,47287000,42804000,43151000,33873000,70502000,38643000,65007000,47828000,54502000,52102000,60193000,35574000,44156000,34542000,64676000,68578000,42166000,25623000,250057000,-156017000,54584000,27850000,21612000,-9046000,-12196000,-9046000,8231000,48585000,-12505000,-13249000
IncomeGrossProfit_yy,,,,,33.55,22.18,-17.46,78.17,-26.39,21.80,-33.25,-10.49,14.35,-18.09,88.45,197.23,96.47,73.12,24.40,-55.65,-27.98,5.23,-6.45,18.56,-3.19,-22.41,-8.28,-24.69,49.09,-9.72,50.65,41.20,-22.69,34.83,-7.41,-25.62,-18.98,-33.70,7.45,92.78,-4.51,-25.82,286.63,-327.50,29.45,8.69,-91.36,94.20,-122.34,-132.48,-61.91,637.09,-2.53,-46.46
IncomeGrossProfit_sy,,,,,-30.61,-25.63,39.64,78.17,2.96,-42.89,79.71,-1.82,27.28,28.94,13.80,10.00,3.50,-1.64,8.53,7.00,4.14,5.23,-14.48,18.56,-16.57,-20.97,26.06,54.98,12.36,-9.72,-11.25,-76.32,7.91,27.59,1.08,30.43,-9.34,-18.41,6.56,15.32,20.08,15.36,-1.64,0.12,10.04,25.95,16.95,59.25,21.26,12.22,2.61,-2.83,23.07,25.24
IncomeGrossProfit_qq,,-19.10,56.71,-53.65,127.29,-25.99,5.87,0.04,-6.10,22.47,-41.98,34.15,19.96,-12.28,33.49,111.59,-20.71,-22.70,-4.08,-24.57,28.76,12.95,-14.73,-4.39,5.14,-9.48,0.81,-21.50,108.14,-45.19,68.22,-26.43,13.95,-4.40,15.53,-40.90,24.12,-21.77,87.24,6.03,-38.51,-39.23,875.91,-162.39,134.99,-48.98,-22.40,-141.86,-34.82,25.83,190.99,490.27,-125.74,-5.95
IncomeGrossProfit_sq,,-2.44,-27.87,39.23,-38.09,7.69,-9.20,-2.14,-15.81,-30.52,62.48,-48.40,22.28,-9.11,25.52,14.48,6.65,-5.12,0.22,5.29,4.18,-8.10,-33.70,26.49,-11.28,4.07,42.60,7.00,-59.83,9.73,4.27,-5.52,-4.24,5.88,-8.52,-15.94,10.01,0.62,8.56,0.18,-11.96,-3.03,13.61,0.30,-3.51,3.36,3.18,106.69,-25.26,5.62,-8.98,47.44,2.46,6.72
