,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,1222637000,1151294000,1131802000,1108926000,1267844000,1633317000,1573312000,1465274000,1487702000,1631474000,1884687000,1707239000,1647512000,1914071000,2021380000,1896447000,1909925000,2009123000,2472230000,2273446000,2422274000,2540562000,2645780000,2376018000,2405292000,2664260000,2380334000,2215291000,2191618000,2363277000,2373743000,2466452000,2386977000,2628223000,2446414000,2165833000,2538066000,2698079000,2936751000,2662681000,2704512000,2951734000,2709690000,2858534000,2829938000,3007527000,2988553000,3051002000
IncomeRevenues_yy,,,,,,,,,17.34,-0.11,19.79,16.51,10.74,17.32,7.25,11.08,15.93,4.97,22.30,19.88,26.83,26.45,7.02,4.51,-0.70,4.87,-10.03,-6.76,-8.88,-11.30,-0.28,11.34,8.91,11.21,3.06,-12.19,6.33,2.66,20.04,22.94,6.56,9.40,-7.73,7.36,4.64,1.89,10.29,6.73
IncomeRevenues_sy,,,,,,,,,4.66,17.94,31.55,18.30,16.46,17.32,3.60,9.20,9.00,9.30,22.30,19.88,13.64,24.80,8.80,13.29,5.67,8.80,-10.93,0.19,-6.08,-11.85,-9.01,-3.42,-10.12,-2.21,4.54,2.54,13.30,1.54,-3.10,-3.32,-3.79,5.74,0.64,-2.08,3.27,-5.03,5.11,0.61
IncomeRevenues_qq,,-5.84,-1.69,-2.02,,28.83,-3.67,-6.87,1.53,9.66,15.52,-9.42,-3.50,16.18,5.61,-6.18,0.71,5.19,23.05,-8.04,6.55,4.88,4.14,-10.20,1.23,10.77,-10.66,-6.93,-1.07,7.83,0.44,3.91,-3.22,10.11,-6.92,-11.47,17.19,6.30,8.85,-9.33,1.57,9.14,-8.20,5.49,-1.00,6.28,-0.63,2.09
IncomeRevenues_sq,,-23.71,-12.49,33.94,,68.68,3.00,-21.96,-0.51,43.12,22.47,-14.62,-2.50,21.32,5.70,-9.58,0.71,21.34,18.34,-17.35,-3.90,17.94,5.80,-13.10,-0.16,10.80,-9.90,-10.40,-2.42,8.08,-2.00,-10.10,-6.96,13.85,2.48,-12.62,-0.38,8.04,-2.12,-10.87,0.68,13.71,-8.06,-10.90,0.98,10.49,2.78,-9.38
IncomeCostOfSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
