,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,162130000,164451000,171069000,181416000,182349000,192624000,200911000,222757000,225161000,231681000,237577000,243464000,246494000,257076000,261925000,262473000,259892000,263408000,270938000,274666000,275348000,276162000,285482000,311360000,299401000,315682000,326508000,336739000,341014000,364212000,366985000,379497000,361860000,403570000,414950000,420200000,404119000,424660000,440414000,450922000,433708000,459563000,476583000,481463000,481066000,515507000,538203000,531853000,555749000,568114000,574408000,557659000,523153000,540675000
IncomeRevenues_yy,,,,,12.47,17.13,17.44,22.79,23.48,20.28,18.25,9.30,9.47,10.96,10.25,7.81,5.44,2.46,3.44,4.65,5.95,4.84,5.37,13.36,8.74,14.31,14.37,8.15,13.90,15.37,12.40,12.70,6.11,10.81,13.07,10.73,11.68,5.23,6.14,7.31,7.32,8.22,8.21,6.77,10.92,12.17,12.93,10.47,15.52,10.20,6.73,4.85,-5.87,-4.83
IncomeRevenues_sy,,,,,18.62,27.42,53.97,41.07,31.83,36.52,23.70,23.80,25.98,10.96,21.63,7.02,1.02,2.46,-0.43,6.06,12.72,25.43,8.86,19.42,6.14,13.96,14.37,9.16,13.89,10.85,3.12,9.90,4.68,9.87,8.11,14.70,10.97,14.47,16.92,7.31,8.46,7.60,8.43,8.35,12.46,10.94,9.72,7.20,12.39,11.06,12.57,13.14,7.74,14.42
IncomeRevenues_qq,,1.43,4.02,6.05,0.51,5.63,4.30,10.87,1.08,2.90,2.54,2.48,1.24,4.29,1.89,0.21,-0.98,1.35,2.86,1.38,0.25,0.30,3.37,9.06,-3.84,5.44,3.43,3.13,1.27,6.80,0.76,3.41,-4.65,11.53,2.82,1.27,-3.83,5.08,3.71,2.39,-3.82,5.96,3.70,1.02,-0.08,7.16,4.40,-1.18,4.49,2.22,1.11,-2.92,-6.19,3.35
IncomeRevenues_sq,,13.60,-6.72,11.62,10.40,6.18,1.26,17.81,-0.06,9.46,2.44,19.62,-6.52,1.27,4.59,5.45,-4.13,2.05,4.28,1.59,-2.03,7.83,0.15,5.94,-13.58,7.40,4.58,5.29,-7.22,5.74,-0.74,3.95,-14.07,12.16,2.66,10.72,-5.10,9.18,3.00,5.59,-7.96,12.18,-0.32,7.94,-6.38,7.48,0.24,5.31,-1.71,4.43,2.23,6.21,-1.39,4.50
IncomeCostOfSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,6080000,6896000,8715000,2847000,3471000,4067000,4619000,-4167000,89000,4720000,5551000,324000,5773000,8070000,8191000,4035000,9937000,15712000,19284000,6515000,10246000,13651000,21397000,15205000,8413000,15575000,17954000,9822000,7661000,13355000,19241000,3384000,7694000,14805000,19558000,6769000,7795000,9430000,20758000,9792000,9630000,14014000,19404000,6498000,3554000,11850000,16880000,7680000,8781000,11778000,15276000,838000,4743000,12949000
IncomeGrossProfit_yy,,,,,-42.91,-41.02,-47.00,-246.36,-97.44,16.06,20.18,107.78,6386.52,70.97,47.56,1145.37,72.13,94.70,135.43,61.46,3.11,-13.12,10.96,133.38,-17.89,14.09,-16.09,-35.40,-8.94,-14.25,7.17,-65.55,0.43,10.86,1.65,100.03,1.31,-36.31,6.14,44.66,23.54,48.61,-6.52,-33.64,-63.09,-15.44,-13.01,18.19,147.07,-0.61,-9.50,-89.09,-45.99,9.94
IncomeGrossProfit_sy,,,,,-79.90,-14.60,71.70,123.77,-3.96,61.24,33.03,36.20,19.37,-36.09,60.90,28.60,34.62,15.20,-15.13,41.27,5.53,-13.12,-4.40,7.22,-21.40,31.43,10.63,52.20,21.25,-14.25,-15.59,-35.32,-4.25,13.30,15.00,45.52,56.85,6.06,29.68,42.25,36.97,46.18,9.65,-15.76,-29.56,-13.08,-9.79,5.09,3.05,-5.43,5.66,-11.86,-8.32,19.41
IncomeGrossProfit_qq,,13.42,26.38,-67.33,21.92,17.17,13.57,-190.21,102.14,5203.37,17.61,-94.16,1681.79,39.79,1.50,-50.74,146.27,58.12,22.73,-66.22,57.27,33.23,56.74,-28.94,-44.67,85.13,15.27,-45.29,-22.00,74.32,44.07,-82.41,127.36,92.42,32.10,-65.39,15.16,20.97,120.13,-52.83,-1.65,45.52,38.46,-66.51,-45.31,233.43,42.45,-54.50,14.34,34.13,29.70,-94.51,465.99,173.01
