,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,5370000,28879000,-6894000,-3527000,20042000,27546000,8574000,81349000,31829000,34754000,21211000,92960000,48481000,67628000,55295000,145832000,52701000,54445000,51435000,82150000,41010000,60221000,48157000,110529000,53827000,115337000,91079000,168775000,86499000,91666000,84190000,128427000,145510000,117514000,105024000,155288000,126193000,150972000,135276000,187311000,142468000,165518000,143648000,262913000,92118000,126809000,100817000,223001000,136013000,115346000,125731000,163963000,119846000,158411000
IncomeCostOfSales,7679000,-593000,28516000,17428000,11799000,1313000,35488000,31495000,19192000,19670000,12195000,65159000,33479000,55491000,40811000,82514000,34627000,31912000,26986000,44307000,27719000,40168000,34169000,66848000,34197000,71900000,53586000,123865000,55649000,65519000,60647000,89046000,92294000,83232000,68756000,117507000,86003000,101375000,95084000,129953000,95101000,124101000,108962000,211659000,64742000,95515000,73970000,171347000,98376000,79566000,94847000,114921000,85020000,102805000
IncomeDistributionExpenses,3104000,3909000,1023000,3134000,2983000,5240000,3635000,4721000,4771000,5508000,2812000,4080000,7626000,3608000,5719000,33089000,8451000,9487000,10399000,12031000,5936000,6466000,4840000,7565000,6036000,12302000,13260000,10864000,10185000,12376000,11015000,10865000,13658000,12944000,12820000,9786000,11456000,17892000,16554000,16305000,14183000,13543000,14132000,19565000,12091000,13584000,11341000,16842000,13677000,11113000,13390000,15558000,14802000,17153000
IncomeAdministrativExpenses,3168000,3506000,3399000,4343000,4419000,6565000,5203000,6359000,3926000,5950000,2921000,8279000,8903000,6231000,8890000,12154000,8946000,10838000,10917000,9392000,8745000,11153000,9703000,11993000,9687000,17864000,17262000,22235000,15409000,20220000,16543000,15985000,15097000,16259000,17062000,18321000,15109000,17988000,15432000,27431000,15527000,18845000,17914000,20866000,16070000,18118000,15616000,17612000,18687000,17091000,20581000,17234000,14899000,17129000
IncomeGrossProfit,2421000,2022000,307000,4536000,841000,611000,6049000,10790000,3940000,3626000,3283000,15442000,-1527000,2298000,-125000,18075000,677000,2208000,3133000,16420000,-1390000,2434000,-555000,24123000,3907000,13271000,6971000,11811000,5256000,-6449000,-4015000,12531000,24461000,5079000,6386000,9674000,13625000,13717000,8206000,13622000,17657000,9029000,2640000,10823000,-785000,-408000,-110000,17200000,5273000,7576000,-3087000,16250000,5125000,21324000
IncomeOtherOperatingIncome,342000,1024000,2054000,-392000,286000,1618000,538000,581000,322000,473000,442000,328000,395000,387000,370000,157000,152000,1048000,1492000,306000,265000,616000,192000,630000,782000,716000,1044000,1514000,1181000,1481000,4019000,4186000,2368000,1904000,1571000,4926000,1634000,2051000,1616000,3696000,1451000,1676000,2714000,3649000,4140000,9683000,1264000,4368000,2435000,5627000,1917000,2575000,1413000,1484000
IncomeOtherOperatingCosts,210000,1073000,232000,-229000,99000,495000,315000,1946000,56000,449000,37000,119000,274000,242000,164000,1467000,202000,1220000,1104000,722000,144000,257000,352000,2027000,95000,2535000,1925000,935000,248000,1051000,13726000,2801000,1803000,1697000,1449000,1985000,1051000,2214000,1684000,7567000,2441000,1778000,1126000,3115000,2549000,1705000,1124000,4822000,1540000,2472000,1793000,9911000,1052000,1434000
IncomeEBIT,2553000,1973000,2129000,4373000,1028000,1734000,6272000,9425000,4206000,3650000,3688000,15651000,-1406000,2443000,81000,16765000,627000,2036000,3521000,16004000,-1269000,2793000,-715000,22726000,4594000,11452000,6090000,12390000,6189000,-6019000,-13722000,13916000,25026000,5286000,6508000,12615000,14208000,13554000,8138000,9751000,16667000,8927000,4228000,11357000,806000,7570000,30000,16746000,6168000,10731000,-2963000,8914000,5486000,21374000
IncomeFinanceIncome,257000,1283000,413000,558000,133000,248000,455000,-218000,204000,499000,266000,3150000,313000,351000,233000,899000,826000,4000,287000,-124000,242000,374000,188000,3437000,130000,7585000,454000,3094000,272000,242000,280000,1106000,798000,956000,108000,291000,690000,253000,281000,211000,363000,514000,428000,284000,1464000,-603000,205000,471000,550000,539000,1553000,-565000,1817000,521000
IncomeFinanceCosts,297000,405000,-23000,762000,345000,654000,662000,588000,769000,1035000,427000,785000,638000,898000,564000,942000,258000,392000,2197000,331000,495000,-3000,941000,4558000,759000,2011000,1681000,3963000,2311000,1131000,2013000,2531000,1411000,1063000,1153000,1431000,2292000,1955000,2178000,4553000,3275000,2028000,1351000,2282000,3647000,2166000,2830000,9050000,4517000,5394000,2871000,4582000,4858000,2911000
IncomeOtherIncome,60000,-791000,84000,-1000,22000,35000,1031000,785000,2892000,1144000,972000,1360000,1085000,832000,1547000,3589000,-69000,-112000,389000,-62000,163000,78000,0,,,,,,,,,,,,,,,,,,,,2573000,2060000,2649000,4816000,815000,1329000,6087000,8597000,3676000,3079000,4558000,16985000
IncomeNetGrossProfit,-946000,1111000,2642000,13830000,2339000,2620000,2971000,12073000,-437000,4002000,79000,18141000,7554000,16957000,4751000,11910000,4088000,-6745000,-15377000,12491000,24413000,5179000,5463000,11475000,12606000,11852000,6241000,5409000,13755000,7413000,3305000,9359000,-1377000,4801000,-2595000,8167000,2201000,5876000,-4281000,3767000,2445000,18984000,,,,-593000,25000,221000,-32000,2037000,1895000,3818000,,4429000
