,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,38494000,84788000,116243000,169014000,76664000,139865000,205430000,252378000,135602000,318699000,360242000,592433000,316709000,510111000,543223000,721382000,349138000,599446000,702471000,921454000,469024000,711114000,724916000,834112000,477635000,979220000,923643000,1290241000,715843000,322729000,414180000,384141000,329488000,375801000,248733000,273578000,253219000,369294000,365460000,542275000,323355000,448602000,367085000,659773000,368047000,420613000,526646000,671708000,456181000,457819000,482316000,472777000,310462000,327541000
IncomeCostOfSales,31173000,71480000,95890000,138819000,61018000,118325000,167575000,211291000,114565000,263025000,316312000,498103000,266649000,433550000,459062000,597544000,288829000,512712000,611547000,769478000,420364000,617249000,636535000,724534000,422366000,868757000,833231000,1197191000,729493000,1015978000,564464000,433755000,295930000,365595000,288126000,304901000,237620000,333260000,339129000,525745000,300897000,439927000,331324000,609015000,341574000,400872000,480413000,642999000,406252000,414827000,420468000,454712000,269893000,302655000
IncomeDistributionExpenses,503000,653000,721000,919000,420000,414000,542000,5000,281000,277000,165000,-324000,183000,0,0,0,0,49000,17000,7000,1198000,722000,1746000,5540000,15862000,11795000,8413000,23623000,15042000,16616000,13709000,13657000,13771000,9460000,5700000,-1842000,6335000,4625000,7578000,3397000,7213000,2041000,10384000,1438000,7869000,3702000,8232000,7680000,2691000,5566000,4923000,5999000,7035000,13090000
IncomeAdministrativExpenses,9070000,13211000,13652000,16866000,13690000,18391000,21301000,27761000,21848000,23471000,27640000,37076000,27527000,31882000,23010000,27345000,24811000,32170000,21630000,30485000,25653000,28066000,29051000,45507000,40128000,117640000,76020000,43928000,23978000,27711000,18902000,10448000,17334000,21371000,19098000,26554000,17565000,24530000,18214000,29646000,17200000,29992000,18099000,27085000,20572000,27753000,20396000,22691000,21645000,20166000,1895000,6656000,12597000,16186000
IncomeGrossProfit,6156000,7915000,23661000,24216000,7066000,37006000,22464000,66893000,28029000,53273000,56521000,86762000,32782000,54852000,67914000,124631000,23849000,61646000,66734000,79086000,28418000,81675000,59615000,42003000,-69640000,-822684000,-234717000,-117165000,-5462000,-34121000,-72004000,-55428000,-15506000,5203000,1533000,-8182000,-1442000,-20480000,9969000,17715000,2060000,-12292000,17750000,186000,21488000,11537000,33220000,-12306000,16233000,-846000,811000,966000,1977000,5739000
IncomeOtherOperatingIncome,910000,8495000,6917000,6822000,2237000,3770000,12472000,206000,5302000,4901000,-635000,9061000,10398000,15031000,2619000,3095000,19796000,2656000,8057000,84997000,19896000,34344000,57281000,9725000,54890000,24124000,142826000,283524000,26807000,339397000,24989000,323664000,29562000,26886000,4349000,101364000,4896000,12832000,2471000,11755000,9114000,953416000,5260000,14031000,7182000,1454000,-2776000,13784000,2863000,1769000,657000,1025000,1000000,2160000
IncomeOtherOperatingCosts,393000,5388000,823000,6531000,2440000,4822000,1942000,3575000,3370000,3245000,-1864000,14890000,8389000,2145000,4394000,12078000,19721000,10030000,9445000,22245000,2601000,2839000,9719000,48486000,26746000,785696000,298628000,1694077000,20737000,69930000,38990000,84968000,51489000,154370000,5957000,-20353000,5656000,98198000,17400000,107100000,3611000,119986000,1590000,43947000,3625000,18320000,2162000,92382000,4707000,50175000,2049000,6597000,13574000,19765000
IncomeEBIT,6673000,11022000,29755000,24507000,6863000,35954000,32994000,63524000,29961000,54929000,57750000,80933000,34791000,67738000,66139000,115648000,23924000,54272000,65346000,141838000,45713000,113180000,107177000,3242000,-41496000,-1584256000,-390519000,-1527718000,608000,235346000,-86005000,183268000,-37433000,-122281000,-75000,113535000,-2202000,-105846000,-4960000,-77630000,7563000,821138000,21420000,-29730000,25045000,-5329000,28282000,-90904000,14389000,-49252000,21000,380000,8231000,-1100000
IncomeFinanceIncome,0,8365000,10599000,-643000,4242000,5645000,344000,4290000,7109000,8957000,8479000,25631000,5977000,11839000,1257000,11644000,16030000,23995000,6143000,,,,,,,,,,,,,,,,,,,,,625000,,,6813000,,717000,453000,-1079000,3435000,3511000,6829000,10435000,-1734000,8727000,3988000
IncomeFinanceCosts,16186000,6760000,15109000,17041000,12149000,17841000,15491000,10281000,17321000,15757000,17129000,25930000,7099000,-912000,15712000,17329000,19695000,5151000,31112000,273331000,-51633000,-94274000,6052000,101801000,5529000,12298000,780000,2603000,2809000,6207000,-407000,453000,1599000,2813000,1535000,2168000,2278000,4021000,3160000,2645000,1739000,7715000,2190000,-854000,,-385000,-269000,0,,-2550000,1232000,13543000,2607000,12032000
