,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,28997000,39877000,37889000,27892000,23124000,34635000,43208000,44165000,44018000,67101000,59370000,54482000,36612000,37189000,49911000,47294000,67480000,70883000,67736000,52213000,38926000,33256000,26778000,26645000,34035000,51884000,63901000,82622000,95255000,108967000,118021000,86418000,66199000,64555000,92855000,39358000,19067000,20995000,23290000,21573000,22901000,25090000,29287000,44731000,27977000,33988000,39465000,42836000,40228000,47180000,42991000,39728000,43897000,41588000
IncomeCostOfSales,25949000,37388000,36820000,25695000,20658000,32478000,40492000,43855000,41577000,66416000,55726000,52751000,35140000,36563000,44797000,42212000,61849000,62334000,62143000,44104000,32914000,30005000,22784000,23836000,30249000,46526000,58851000,77898000,93362000,106081000,128147000,86368000,67079000,69470000,93348000,56130000,19307000,15874000,20431000,17975000,19246000,21332000,24583000,37303000,23654000,29655000,35103000,32396000,35645000,38646000,38335000,33506000,39054000,32075000
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,1999000,2003000,1826000,1860000,1974000,2047000,1901000,2049000,2254000,2154000,2088000,2295000,2282000,2462000,2294000,3225000,3242000,2780000,2757000,5250000,2771000,2653000,2470000,3881000,2949000,2998000,2802000,3618000,3322000,3197000,3086000,2917000,2843000,2772000,2493000,2389000,2342000,2412000,2109000,2256000,2515000,2610000,2843000,3327000,2632000,2680000,2450000,3694000,2783000,2888000,2830000,3587000,2753000,2405000
IncomeGrossProfit,1049000,486000,-757000,337000,492000,110000,815000,-1739000,187000,-1469000,1556000,-564000,-810000,-1836000,2820000,1857000,2389000,5769000,2836000,2859000,3241000,598000,1524000,-1072000,837000,2360000,2248000,1106000,-1429000,-311000,-13212000,-2867000,-3723000,-7687000,-2986000,-19161000,-2582000,2709000,750000,1342000,1140000,1148000,1861000,4101000,1691000,1653000,1912000,6746000,1800000,5646000,1826000,2635000,2090000,7108000
IncomeOtherOperatingIncome,55000,1431000,214000,189000,94000,381000,217000,176000,328000,260000,32000,313000,60000,328000,40000,626000,108000,588000,856000,1100000,485000,1080000,157000,-110000,465000,497000,859000,-36000,1915000,312000,-409000,433000,58000,518000,113000,1330000,91000,300000,63000,38000,106000,117000,34000,165000,91000,638000,80000,-3971000,68000,-2274000,2491000,167000,84000,407000
IncomeOtherOperatingCosts,39000,151000,-2000,1384000,13000,486000,17000,606000,14000,428000,68000,327000,19000,160000,11000,590000,67000,1320000,69000,606000,77000,1220000,28000,-867000,56000,895000,1978000,-29000,296000,423000,-6000,659000,6000,107000,1000,28000,51000,37000,1152000,202000,4000,126000,11000,562000,37000,17000,-1000,35000,23000,638000,1150000,-294000,36000,2317000
IncomeEBIT,1065000,1766000,-541000,-858000,573000,5000,1015000,-2169000,501000,-1637000,1520000,-578000,-769000,-1668000,2849000,1893000,2430000,5037000,3623000,3353000,3649000,458000,1653000,-315000,1246000,1962000,1129000,1099000,190000,-422000,-13615000,-3093000,-3671000,-7276000,-2874000,-17859000,-2542000,2972000,-339000,1178000,1242000,1139000,1884000,3704000,1745000,2274000,1993000,2740000,1845000,2734000,3167000,3096000,2138000,5198000
IncomeFinanceIncome,56000,49000,40000,473000,230000,325000,-195000,-266000,150000,-114000,7000,41000,12000,170000,10000,3984000,3237000,-1054000,-242000,-338000,50000,1092000,-873000,138000,345000,-172000,1394000,516000,5000,33000,2000,3000,885000,-878000,1328000,-233000,1000,980000,157000,133000,0,392000,49000,105000,40000,95000,46000,22000,136000,167000,-63000,78000,6000,2000
IncomeFinanceCosts,15000,859000,593000,848000,211000,142000,226000,721000,163000,648000,83000,1805000,464000,684000,-293000,-159000,28000,17000,43000,55000,1454000,-1253000,62000,222000,82000,61000,18000,36000,1984000,-631000,1675000,801000,256000,144000,209000,238000,190000,372000,299000,289000,534000,341000,225000,160000,348000,325000,196000,99000,148000,450000,56000,271000,139000,177000
IncomeOtherIncome,,,,,,,,,,,262000,0,,,,,,,-19000,,,,,,,,,,,,1493000,-1493000,,3446000,0,0,,,,,,,,,-28000,-1000,1000,1106000,956000,-1094000,-1233000,592000,188000,594000
IncomeNetGrossProfit,-3156000,488000,-2399000,1706000,-2342000,-1221000,-2182000,3152000,6036000,5639000,3966000,3338000,2941000,2245000,2803000,718000,-399000,1509000,1729000,2505000,1579000,-1789000,242000,-15288000,-3891000,-3042000,-6805000,-3248000,-18330000,-2731000,7026000,-481000,1022000,708000,1190000,1708000,3649000,1437000,2044000,1843000,2663000,1833000,2423000,3047000,2904000,2005000,5023000,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106000,956000,-1094000,-1233000,592000,188000,594000
IncomeBeforeTaxProfit,-3156000,488000,-2399000,1706000,-2342000,-1221000,-2182000,3152000,6036000,5639000,3966000,3338000,2941000,2245000,2803000,718000,-399000,1509000,1729000,2505000,1579000,-1789000,242000,-15288000,-3891000,-3042000,-6805000,-3248000,-18330000,-2731000,7026000,-481000,1022000,708000,1190000,1708000,3649000,1437000,2044000,1843000,2663000,1833000,2423000,3047000,2904000,2005000,5023000,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697000,666000,-1228000,-691000,458000,356000,467000
IncomeNetProfit,-2955000,452000,-2690000,1449000,-2045000,-1247000,-1822000,2722000,5058000,4642000,2856000,2157000,2251000,1584000,2573000,520000,-585000,1207000,1979000,2263000,655000,-1943000,10000,-14590000,-3663000,-2887000,-4173000,-3504000,-17662000,-2444000,5457000,-531000,592000,555000,724000,1313000,2109000,1098000,1519000,1444000,2050000,1404000,1732000,2230000,2328000,1604000,3611000,697000,666000,-1228000,-691000,458000,356000,467000
IncomeShareholderNetProfit,-2955000,452000,-2690000,1449000,-2045000,-1247000,-1822000,2722000,5058000,4642000,2856000,2157000,2251000,1584000,2573000,520000,-585000,1207000,1979000,2263000,655000,-1943000,10000,-14590000,-3663000,-2887000,-4173000,-3504000,-17662000,-2444000,5457000,-531000,592000,555000,724000,1313000,2109000,1098000,1519000,1444000,2050000,1404000,1732000,2230000,2328000,1604000,3611000,,,,,,,
BalanceNoncurrentAssets,20025000,19713000,20333000,19569000,18320000,19559000,20228000,17943000,17621000,18006000,17937000,17509000,17858000,19095000,19098000,18803000,20291000,20052000,22272000,21816000,20780000,19799000,19191000,20520000,21392000,23904000,25511000,28040000,29621000,28897000,31146000,28143000,28989000,30257000,29588000,28015000,27558000,24750000,24891000,24063000,22952000,21761000,21819000,21644000,21353000,21675000,24524000,24827000,25518000,26411000,24832000,25012000,26595000,25354000
