,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,105258000,151711000,127365000,118657000,120305000,172953000,195432000,288524000,178752000,337320000,294928000,159955000,260440000,286313000,272817000,306165000,211468000,271284000,217713000,259880000,239709000,310672000,284294000,308406000,199852000,268389000,313041000,337217000,321271000,425976000,281065000,263079000,183769000,197636000,181002000,185696000,183808000,274908000,295953000,428803000,280092000,415180000,321784000,533034000,334262000,406302000,495548000,639200000,439703000,432166000,456798000,453927000,297930000,326201000
IncomeCostOfSales,93508000,139591000,112322000,104885000,106878000,158038000,175637000,264532000,159624000,318087000,278095000,155692000,242150000,255239000,262320000,250333000,175216000,247949000,181683000,237348000,210515000,281391000,240281000,269325000,186217000,231273000,261065000,292291000,284189000,369191000,265845000,257582000,164383000,177525000,203193000,160033000,165812000,228339000,272459000,396753000,256865000,386217000,290394000,489539000,307871000,377907000,454888000,610333000,390745000,401616000,402580000,437667000,258411000,303311000
IncomeDistributionExpenses,3611000,3068000,3368000,5412000,5321000,3661000,4390000,4358000,4455000,4968000,4273000,-92000,3712000,3359000,4609000,20707000,6334000,5724000,8167000,5334000,4567000,8162000,22195000,13691000,-5059000,12532000,12377000,33143000,8873000,3077000,8971000,6530000,8447000,6667000,5369000,18531000,8114000,14850000,4199000,4320000,6808000,6909000,7360000,8339000,7087000,7794000,7888000,9193000,7831000,8911000,11337000,10604000,6950000,5901000
IncomeAdministrativExpenses,4662000,6182000,5541000,7169000,4836000,5746000,5425000,6381000,5601000,5191000,5318000,99000,4712000,5803000,6161000,7906000,7194000,8487000,7683000,8673000,7606000,7769000,8069000,7573000,8959000,7747000,8449000,10133000,15592000,13953000,8692000,15691000,8078000,11619000,8834000,6377000,8795000,13105000,11105000,12184000,9706000,14620000,12855000,15873000,12481000,15631000,12457000,17181000,14892000,14962000,15211000,16070000,13570000,12987000
IncomeGrossProfit,3477000,2870000,6134000,1191000,3270000,5508000,9980000,13253000,9072000,9074000,7242000,4256000,9866000,21912000,-273000,27219000,22724000,9124000,20180000,8525000,17021000,13350000,13749000,17817000,9735000,16837000,31150000,1650000,12617000,39755000,-2443000,-16724000,2861000,1825000,-36394000,755000,1087000,18614000,8190000,15546000,6713000,7434000,11175000,19283000,6823000,4970000,20315000,2493000,26235000,6677000,27670000,-10414000,18999000,4002000
IncomeOtherOperatingIncome,5242000,1728000,1604000,4401000,925000,1084000,775000,9919000,6021000,3853000,6822000,-2557000,1836000,956000,10456000,-4651000,1905000,589000,1303000,425000,631000,1887000,899000,2599000,1397000,3984000,1024000,6117000,5472000,3220000,10560000,-405000,2024000,765000,4374000,-2460000,1703000,983000,1691000,965000,1340000,679000,489000,1696000,457000,594000,979000,1583000,934000,651000,660000,8094000,1469000,6676000
IncomeOtherOperatingCosts,3686000,3019000,2673000,2851000,4101000,3341000,4113000,12212000,10092000,12639000,9168000,-6558000,2636000,10275000,3274000,-4722000,2234000,466000,13445000,-4795000,430000,299000,1021000,603000,290000,287000,599000,6407000,980000,34419000,1017000,590000,1184000,436000,1048000,802000,281000,6579000,1013000,3187000,305000,700000,912000,6173000,565000,1627000,2017000,9308000,1477000,4763000,-2076000,9931000,3283000,2246000
IncomeEBIT,5033000,1579000,5065000,2741000,94000,3251000,6642000,10960000,5001000,288000,4896000,8257000,9066000,12593000,6909000,27290000,22395000,9247000,8038000,13745000,17222000,14938000,13627000,19813000,10842000,20534000,31575000,1360000,17109000,8556000,7100000,-17719000,3701000,2154000,-33068000,-2507000,2509000,13018000,8868000,13324000,7748000,7413000,10752000,14806000,6715000,3937000,19277000,-5232000,25692000,2565000,30406000,-12251000,17185000,8432000
IncomeFinanceIncome,1159000,688000,257000,1333000,2342000,3676000,-741000,-581000,2347000,10877000,3431000,891000,2627000,1902000,3257000,11278000,11927000,-301000,-5198000,4722000,3193000,1629000,1484000,1757000,3594000,803000,9028000,4968000,6626000,2416000,2087000,7588000,5681000,4993000,3536000,1270000,4230000,-1467000,-207000,4042000,937000,6929000,1960000,8146000,841000,1756000,632000,1787000,618000,545000,391000,546000,1098000,4527000
IncomeFinanceCosts,2204000,2322000,3595000,2324000,1659000,2267000,1275000,3253000,2831000,9776000,3865000,4710000,5327000,8539000,2392000,8812000,21350000,1290000,-9535000,-727000,7121000,-641000,1422000,3749000,1788000,1278000,967000,-434000,6539000,5763000,4509000,17872000,4291000,3822000,113927000,-90131000,2442000,2109000,3582000,1767000,2346000,744000,2706000,6816000,1858000,1455000,1370000,2537000,5412000,2881000,-29000,3310000,1536000,978000
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94205000,,,,,,,,,,,,,,,,,3988000,-55000
IncomeNetGrossProfit,1727000,1750000,777000,4660000,4626000,7126000,4517000,1389000,4462000,4438000,6366000,5956000,7774000,29756000,12972000,7656000,12375000,19194000,13294000,17208000,13689000,17821000,12648000,20059000,39636000,6762000,17196000,5209000,4678000,-28003000,5091000,3325000,-143459000,-5311000,4297000,9442000,5079000,15599000,6339000,13598000,10006000,16136000,5698000,4238000,18539000,-5982000,20898000,229000,30826000,-15015000,16747000,11981000,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3988000,-55000
IncomeBeforeTaxProfit,1727000,1750000,777000,4660000,4626000,7126000,4517000,1389000,4462000,4438000,6366000,5956000,7774000,29756000,12972000,7656000,12375000,19194000,13294000,17208000,13689000,17821000,12648000,20059000,39636000,6762000,17196000,5209000,4678000,-28003000,5091000,3325000,-143459000,-5311000,4297000,9442000,5079000,15599000,6339000,13598000,10006000,16136000,5698000,4238000,18539000,-5982000,20898000,229000,30826000,-15015000,16747000,11981000,,
IncomeDiscontinuedProfit,,,,,,,,,,2539000,-2654000,-320000,-1074000,-46296000,,,,,,,,,,,,,,,,3735000,154000,2144000,1786000,-8898000,-55000,0,0,0,,,,,,,,,,2711000,365000,1218000,1426000,476000,3438000,3335000
IncomeNetProfit,6090000,3368000,668000,3809000,4707000,2320000,4539000,4981000,-23950000,9432000,4253000,8661000,16484000,10050000,13399000,11016000,14228000,9919000,16453000,31921000,868000,13549000,-19642000,3491000,-24697000,4024000,3440000,-139886000,-2226000,3476000,10342000,5613000,4353000,2232000,11794000,7652000,12272000,4201000,2958000,15470000,-11689000,10650000,-2190000,17937000,-23200000,8239000,6246000,2580000,233000,1144000,1261000,450000,3212000,3100000
IncomeShareholderNetProfit,6020000,3331000,660000,3655000,4545000,2218000,4126000,4637000,-21977000,8801000,3826000,8349000,16773000,10047000,13179000,10724000,14080000,9859000,16225000,31269000,1086000,13349000,18082000,3088000,-24684000,3384000,3273000,-139877000,-2129000,3368000,9920000,5268000,4027000,2195000,11730000,7595000,12550000,4354000,3174000,14599000,-11614000,10694000,-2339000,17655000,-23790000,8446000,6197000,,,,,,,
BalanceNoncurrentAssets,149407000,148809000,148897000,151219000,154367000,185210000,197911000,201126000,197364000,233682000,245830000,220609000,236137000,225270000,211078000,213432000,208314000,223818000,222604000,268869000,528247000,527072000,343826000,353095000,369258000,370524000,380838000,295224000,291968000,292453000,291311000,321339000,294521000,309453000,310421000,323022000,312223000,326791000,326055000,316882000,307672000,307184000,314266000,298291000,287963000,286823000,280245000,3801000,3640000,3543000,3705000,3604000,3812000,3737000
BalanceIntangibleAssets,4448000,4695000,9195000,8993000,11542000,11254000,11460000,11236000,12813000,12731000,12575000,12719000,12196000,127447000,127187000,13727000,13746000,13373000,12947000,12585000,12186000,11831000,11631000,11615000,10871000,9310000,8910000,8718000,12268000,15211000,15376000,19447000,18947000,18782000,18549000,18400000,18337000,18071000,17755000,17595000,134908000,133966000,130465000,130731000,130032000,128660000,128628000,138042000,144695000,177490000,183000000,163785000,164469000,165168000
BalanceProperty,164250000,161221000,161743000,162973000,162369000,163245000,320319000,320294000,187185000,194929000,201859000,200651000,198624000,197027000,197927000,196800000,195878000,195460000,172199000,171776000,173979000,178806000,183439000,181554000,180853000,180133000,178585000,177772000,175834000,172923000,170934000,168570000,166892000,1555000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,0,,,,10848000,174000,1139000,1146000,855000,918000,2348000,4883000,4624000,4741000,8473000,31980000,29744000,37419000,36029000,39116000,35648000,38030000,35968000,35366000,34007000,34427000,45196000,45229000,41163000,43606000,42536000,3799000,3334000,1703000,1701000,1581000,18947000,19116000,20253000,14848000,11820000,4190000,4548000,6040000,5839000,4179000,5471000,5519000,5030000,3354000,30952000,3711000,17823000,105795000
BalanceNoncurrInvestments,108058000,120093000,123330000,126115000,34734000,32650000,33623000,31924000,31948000,33732000,35366000,31674000,31820000,30129000,30408000,30583000,27371000,24911000,29091000,25550000,25893000,25011000,21743000,18167000,5344000,7869000,13186000,15082000,19150000,33791000,46430000,38383000,33126000,35177000,49647000,40734000,54374000,42803000,31413000,33927000,28321000,43240000,44162000,62476000,65922000,61594000,35980000,35216000,33078000,32678000,41166000,46394000,44936000,45658000
BalanceOtherNoncurrentAssets,43421000,51080000,49536000,55982000,60021000,61012000,47796000,61423000,59204000,55065000,51387000,47345000,49286000,35909000,32784000,35149000,35055000,284054000,340894000,307344000,317441000,380813000,502030000,558738000,675703000,588626000,568545000,599348000,596702000,614025000,544137000,581133000,583881000,631105000,723961000,715963000,862403000,857393000,1046277000,878276000,888640000,936237000,889340000,844098000,831020000,772412000,632395000,783971000,792165000,777903000,800012000,849663000,913131000,937932000
BalanceCurrentAssets,954333000,831600000,944547000,1118462000,1033420000,712325000,855176000,991786000,960353000,957071000,18870000,15378000,17585000,19359000,31681000,20275000,18148000,27333000,29746000,46552000,47310000,61355000,74216000,31582000,28298000,29076000,28179000,31707000,34246000,32642000,112583000,104627000,29455000,27891000,29115000,29228000,26701000,26264000,26884000,31085000,29038000,27096000,21730000,21015000,20452000,19307000,18817000,18654000,15117000,11304000,13983000,13888000,14191000,15364000
