,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,16046000,22839000,29097000,38356000,17355000,32549000,34472000,42044000,25245000,9371000,19825000,24747000,19349000,24979000,25713000,27133000,14978000,17771000,20213000,25761000,15772000,20021000,24869000,27645000,17331000,20809000,21774000,28420000,15444000,18686000,23235000,23331000,15548000,14399000,17706000,21622000,15266000,12800000,-4176000,1494000,1466000,1723000,1234000,2407000,1121000,1042000,1418000,1416000,831000,1182000,955000,1587000,1064000,983000
IncomeRevenues_yy,,,,,8.16,42.51,18.47,9.62,45.46,-71.21,-42.49,-41.14,-23.36,166.56,29.70,9.64,-22.59,-28.86,-21.39,-5.06,5.30,12.66,23.03,7.31,9.88,3.94,-12.45,2.80,-10.89,-10.20,6.71,-17.91,0.67,-22.94,-23.80,-7.33,-1.81,-11.10,-123.59,-93.09,-90.40,-86.54,129.55,61.11,-23.53,-39.52,14.91,-41.17,-25.87,13.44,-32.65,12.08,28.04,-16.84
IncomeRevenues_sy,,,,,11.57,26.41,27.58,28.82,35.04,17.75,17.48,7.86,5.41,22.13,9.78,-3.85,-3.56,-4.86,-16.39,-0.75,12.84,13.89,22.40,22.36,22.16,17.24,11.98,14.00,9.18,0.09,-8.34,-5.27,-4.38,6.22,8.31,3.77,5.62,8.90,6.14,0.94,11.28,1.79,2.12,-1.20,-5.84,8.04,12.38,8.14,11.60,8.36,12.03,12.08,7.52,16.57
IncomeRevenues_qq,,42.33,27.40,31.82,-54.75,87.55,5.91,21.97,-39.96,-62.88,111.56,24.83,-21.81,29.10,2.94,5.52,-44.80,18.65,13.74,27.45,-38.78,26.94,24.21,11.16,-37.31,20.07,4.64,30.52,-45.66,20.99,24.34,0.41,-33.36,-7.39,22.97,22.12,-29.40,-16.15,-132.62,135.78,-1.87,17.53,-28.38,95.06,-53.43,-7.05,36.08,-0.14,-41.31,42.24,-19.20,66.18,-32.96,-7.61
IncomeRevenues_sq,,10.78,0.12,14.42,-10.10,28.11,8.84,11.29,-8.89,5.38,5.90,7.72,4.46,9.12,-1.54,-6.06,-12.67,12.38,1.24,-1.90,-4.70,19.34,10.57,-2.23,1.00,10.57,4.87,-1.28,-6.65,4.06,5.76,-3.59,-9.28,12.36,1.39,-6.83,-2.51,13.88,2.34,-7.27,3.76,6.32,-0.38,-3.70,-4.04,15.77,-0.34,-0.14,-4.55,4.54,4.73,1.58,1.11,2.19
IncomeCostOfSales,13920000,19981000,25410000,33713000,15207000,28223000,30448000,37237000,22031000,8138000,17971000,22008000,17114000,22285000,23333000,24126000,13225000,15642000,17842000,22920000,13923000,17894000,22310000,24572000,15446000,18754000,19558000,25217000,13680000,16757000,20584000,20638000,14092000,12497000,15730000,19077000,13576000,11859000,-3255000,1202000,1098000,1510000,1052000,1814000,811000,744000,935000,952000,583000,820000,660000,1011000,641000,655000
IncomeCostOfSales_yy,,,,,9.25,41.25,19.83,10.45,44.87,-71.17,-40.98,-40.90,-22.32,173.84,29.84,9.62,-22.72,-29.81,-23.53,-5.00,5.28,14.40,25.04,7.21,10.94,4.81,-12.34,2.62,-11.43,-10.65,5.25,-18.16,3.01,-25.42,-23.58,-7.56,-3.66,-5.11,-120.69,-93.70,-91.91,-87.27,132.32,50.92,-26.14,-50.73,-11.12,-47.52,-28.11,10.22,-29.41,6.20,9.95,-20.12
IncomeCostOfSales_sy,,,,,9.35,14.69,24.14,27.08,44.87,21.49,26.48,9.28,4.48,22.10,11.48,-4.22,-16.19,-2.25,-20.50,-5.00,10.74,16.54,28.80,24.18,24.08,18.13,10.44,14.31,10.64,7.20,0.63,0.11,2.26,7.05,6.71,4.68,4.51,2.38,4.28,-0.79,7.99,-2.17,1.30,-6.12,-8.28,3.21,6.26,7.27,12.24,8.23,13.10,9.74,5.60,12.01
IncomeCostOfSales_qq,,43.54,27.17,32.68,-54.89,85.59,7.88,22.30,-40.84,-63.06,120.83,22.46,-22.24,30.22,4.70,3.40,-45.18,18.28,14.06,28.46,-39.25,28.52,24.68,10.14,-37.14,21.42,4.29,28.93,-45.75,22.49,22.84,0.26,-31.72,-11.32,25.87,21.28,-28.84,-12.65,-127.45,136.93,-8.65,37.52,-30.33,72.43,-55.29,-8.26,25.67,1.82,-38.76,40.65,-19.51,53.18,-36.60,2.18
IncomeCostOfSales_sq,,11.21,2.77,12.06,-12.54,24.35,7.88,14.74,-3.48,7.52,6.56,6.56,1.12,4.51,0.28,-4.14,-20.92,9.62,1.80,-3.17,-2.20,19.51,11.69,-4.29,9.51,11.78,4.29,3.66,-10.64,5.26,0.32,-3.28,-9.54,12.90,1.64,-6.02,-6.07,9.36,-1.31,-7.99,-4.06,13.07,-0.62,-2.09,-4.52,16.79,-2.36,1.22,-2.07,8.59,4.03,1.08,-3.30,1.98
