,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,173078000,125758000,162980000,199898000,192791000,163327000,195042000,239377000,434321000,417530000,475860000,518656000,542527000,470739000,557907000,560206000,553397000,439049000,524008000,513535000,498535000,397461000,464301000,545164000,529097000,509460000,578778000,714583000,698476000,567557000,609172000,833519000,683352000,582819000,678309000,718633000,625830000,595577000,594880000,670783000,604295000,541818000,567840000,634969000,550962000,530796000,580202000,724549000,665026000,565782000,589169000,727528000,666395000,586571000
IncomeRevenues_yy,,,,,11.39,29.87,19.67,19.75,125.28,155.64,143.98,116.67,24.91,12.74,17.24,8.01,2.00,-6.73,-6.08,-8.33,-9.91,-9.47,-11.39,6.16,6.13,28.18,24.66,31.08,32.01,11.40,5.25,16.64,-2.17,2.69,11.35,-13.78,-8.42,2.19,-12.30,-6.66,-3.44,-9.03,-4.55,-5.34,-8.83,-2.03,2.18,14.11,20.70,6.59,1.55,0.41,0.21,3.67
IncomeRevenues_sy,,,,,7.51,10.32,11.53,17.58,23.22,15.63,30.44,6.85,10.22,12.74,4.06,7.27,1.75,6.26,-1.24,-0.18,3.90,2.05,12.91,15.60,17.52,15.57,18.34,27.05,31.46,11.40,8.60,12.64,1.52,0.01,3.74,-8.14,-3.44,-1.94,-11.16,4.57,0.03,2.17,13.89,2.99,3.80,2.48,6.10,6.96,17.14,6.59,11.92,2.73,0.21,2.61
IncomeRevenues_qq,,-27.34,29.60,22.65,-3.56,-15.28,19.42,22.73,81.44,-3.87,13.97,8.99,4.60,-13.23,18.52,0.41,-1.22,-20.66,19.35,-2.00,-2.92,-20.27,16.82,17.42,-2.95,-3.71,13.61,23.46,-2.25,-18.74,7.33,36.83,-18.02,-14.71,16.38,5.94,-12.91,-4.83,-0.12,12.76,-9.91,-10.34,4.80,11.82,-13.23,-3.66,9.31,24.88,-8.22,-14.92,4.13,23.48,-8.40,-11.98
IncomeRevenues_sq,,-0.16,11.90,9.52,-9.48,5.14,7.96,18.23,-9.75,3.00,20.15,8.13,-10.70,3.59,5.73,9.80,-2.76,8.88,-0.12,1.04,-2.92,6.30,11.12,1.02,-2.95,3.01,-2.36,21.28,-7.41,-1.88,5.28,13.40,-14.21,3.87,10.47,5.94,-13.95,2.50,1.39,22.43,-13.78,5.45,6.29,0.83,-12.54,6.41,3.54,5.11,-2.66,1.88,0.31,14.77,-9.14,-1.27
IncomeCostOfSales,135853000,111425000,144253000,150482000,154692000,127167000,158747000,200600000,366156000,370377000,419788000,423736000,430006000,371867000,440576000,441644000,441482000,390754000,435435000,420055000,416051000,350856000,415210000,462317000,440574000,475683000,533887000,619539000,654865000,532121000,564066000,724419000,609063000,527542000,571710000,594513000,553551000,525358000,487051000,538685000,515533000,481803000,496881000,533704000,505348000,483757000,514740000,617080000,608486000,558949000,516977000,630591000,627230000,524030000
IncomeCostOfSales_yy,,,,,13.87,14.13,10.05,33.30,136.70,191.25,164.44,111.23,17.44,0.40,4.95,4.23,2.67,5.08,-1.17,-4.89,-5.76,-10.21,-4.64,10.06,5.89,35.58,28.58,34.01,48.64,11.86,5.65,16.93,-6.99,-0.86,1.36,-17.93,-9.11,-0.41,-14.81,-9.39,-6.87,-8.29,2.02,-0.92,-1.98,0.41,3.59,15.62,20.41,15.54,0.43,2.19,3.08,-6.25
IncomeCostOfSales_sy,,,,,12.07,8.78,4.92,12.82,17.72,15.58,26.32,7.52,17.44,4.08,4.13,4.20,5.76,23.30,-1.17,0.72,2.92,-0.03,15.76,17.36,8.88,22.81,10.50,37.12,48.64,26.71,22.51,8.70,-4.06,-2.91,-2.02,-10.42,-4.24,-2.73,-13.66,-0.25,-1.55,-2.96,10.39,-3.71,5.16,5.38,9.39,7.22,19.10,14.30,8.14,7.78,0.46,4.22
IncomeCostOfSales_qq,,-17.98,29.46,4.32,2.80,-17.79,24.83,26.36,82.53,1.15,13.34,0.94,1.48,-13.52,18.48,0.24,-0.04,-11.49,11.43,-3.53,-0.95,-15.67,18.34,11.35,-4.70,7.97,12.24,16.04,5.70,-18.74,6.00,28.43,-15.92,-13.38,8.37,3.99,-6.89,-5.09,-7.29,10.60,-4.30,-6.54,3.13,7.41,-5.31,-4.27,6.40,19.88,-1.39,-8.14,-7.51,21.98,-0.53,-16.45
IncomeCostOfSales_sq,,-13.80,28.18,4.32,-6.64,2.28,10.52,18.62,-9.92,7.91,13.34,6.09,-8.12,3.63,11.91,4.50,-0.04,3.15,-0.72,0.33,-1.87,-1.38,11.98,3.96,-10.74,7.97,10.85,35.96,-12.92,-2.25,8.51,16.74,-15.92,-4.89,8.50,3.99,-17.80,-4.51,4.31,9.94,-15.70,3.86,8.79,0.71,-12.06,4.60,10.56,6.64,-3.05,-8.14,1.00,18.93,-5.24,-0.26
