,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,5082000,4400000,5211000,12358000,5352000,12035000,6716000,11493000,6472000,15669000,29299000,41206000,38738000,38476000,47269000,32368000,44199000,41363000,40674000,48528000,41960000,38945000,36909000,43319000,38086000,17575000,27735000,31253000,27746000,24178000,26246000,21451000,25264000,27359000,28734000,23702000,26576000,25350000,27007000,22001000,25984000,27847000,24740000,24243000,26339000,28304000,29115000,23795000,28210000,27364000,29905000,26595000,27322000,28214000
IncomeCostOfSales,4364000,3972000,4678000,9766000,4842000,8342000,5690000,9035000,5148000,7371000,20767000,35281000,27879000,28002000,36477000,23984000,33143000,32541000,31688000,37683000,29378000,27350000,21063000,37340000,26146000,6973000,15773000,22120000,17521000,14053000,17180000,12536000,15713000,17277000,17725000,14581000,16304000,15419000,16638000,14162000,15393000,16894000,15107000,15003000,15866000,17986000,20177000,16385000,18381000,17819000,19746000,18454000,17996000,17315000
IncomeDistributionExpenses,78000,146000,163000,209000,175000,186000,176000,186000,147000,2858000,3816000,1110000,5434000,1320000,4224000,3625000,4249000,5775000,4385000,4783000,2910000,3233000,2862000,4220000,2757000,1614000,2634000,4436000,2517000,2615000,2590000,2602000,2391000,2435000,2804000,2587000,2195000,2382000,2452000,2256000,1982000,2614000,2743000,2420000,2101000,2241000,2710000,2360000,2282000,2342000,2948000,2946000,2037000,2109000
IncomeAdministrativExpenses,900000,1009000,714000,788000,1050000,717000,850000,867000,889000,1594000,1477000,3490000,2236000,2228000,2221000,2770000,2519000,1809000,2310000,5950000,6564000,6346000,8856000,1241000,5571000,4320000,5694000,4184000,5066000,5622000,4765000,5104000,4761000,5203000,4952000,3896000,4896000,5213000,4727000,4240000,4620000,5236000,4681000,5002000,4759000,5701000,5585000,4668000,4731000,5604000,5551000,4559000,5356000,6882000
IncomeGrossProfit,-260000,-727000,-344000,1595000,-715000,2790000,0,1405000,288000,3846000,3239000,1325000,3189000,6926000,4347000,1989000,4288000,1238000,2291000,112000,3108000,2016000,4128000,518000,3612000,4668000,3634000,513000,2642000,1888000,1711000,1209000,2399000,2444000,3253000,2638000,3181000,2336000,3190000,1343000,3989000,3103000,2209000,1818000,3613000,2376000,643000,382000,2816000,1599000,1660000,636000,1933000,1908000
IncomeOtherOperatingIncome,116000,117000,505000,344000,358000,113000,191000,149000,95000,2352000,307000,6273000,374000,156000,616000,211000,654000,583000,718000,2152000,407000,921000,4583000,12472000,812000,1424000,596000,1410000,435000,683000,181000,646000,269000,621000,729000,-210000,209000,412000,411000,414000,378000,286000,366000,372000,374000,437000,129000,678000,194000,411000,376000,895000,940000,-293000
IncomeOtherOperatingCosts,121000,368000,98000,118000,352000,61000,59000,206000,334000,1881000,672000,1728000,1152000,1023000,1828000,959000,2532000,1056000,828000,-913000,-337000,1369000,5328000,6253000,593000,1301000,520000,789000,190000,246000,236000,1351000,139000,259000,361000,1643000,190000,47000,248000,382000,112000,228000,293000,331000,298000,282000,149000,745000,105000,139000,91000,857000,495000,559000
IncomeEBIT,-265000,-978000,63000,1821000,-709000,2842000,132000,1348000,49000,4317000,2874000,5870000,2411000,6059000,3135000,1241000,2410000,765000,2181000,3177000,3852000,1568000,3383000,6737000,3831000,4791000,3710000,1134000,2887000,2325000,1656000,504000,2529000,2806000,3621000,785000,3200000,2701000,3353000,1375000,4255000,3161000,2282000,1859000,3689000,2531000,623000,315000,2905000,1871000,1945000,674000,2378000,1056000
IncomeFinanceIncome,58000,69000,33000,51000,38000,-67000,38000,182000,182000,146000,64000,461000,0,554000,410000,870000,979000,130000,323000,506000,370000,112000,228000,305000,294000,-50000,97000,128000,64000,116000,5237000,-5141000,342000,77000,53000,-373000,57000,76000,260000,-17000,1000,13000,-8000,326000,54000,260000,-140000,1951000,472000,704000,-69000,-2000,550000,-547000
IncomeFinanceCosts,28000,36000,68000,105000,88000,179000,118000,122000,344000,519000,1391000,795000,791000,729000,559000,748000,619000,613000,307000,454000,359000,358000,-199000,47000,277000,329000,214000,5515000,-5121000,122000,376000,529000,-162000,135000,68000,101000,-150000,8000,20000,1000,235000,356000,-435000,526000,170000,-135000,397000,459000,701000,-420000,,,,
