,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,27106000,28980000,35020000,36603000,32541000,41357000,51308000,57702000,60236000,57989000,62290000,63981000,50317000,37893000,44275000,48485000,51611000,62582000,72213000,90996000,67061000,65246000,77487000,97576000,79061000,65249000,72318000,71040000,68652000,-25109000,166127000,83495000,68546000,65328000,61737000,68254000,56341000,64718000,65872000,61701000,66182000,89461000,91361000,97161000,83181000,94268000,97607000,124698000,116666000,132132000,144317000,172523000,138870000,139123000
IncomeCostOfSales,19920000,21370000,27406000,27245000,23954000,33665000,42560000,47233000,48948000,44393000,48975000,47845000,36486000,25235000,28102000,30261000,33673000,42352000,50779000,76443000,50549000,49824000,60831000,73247000,60193000,47881000,55384000,58065000,53463000,-28187000,138194000,66113000,54408000,50421000,47813000,49939000,51408000,57703000,60746000,54288000,58536000,76966000,77707000,81171000,71043000,79527000,81637000,103519000,99172000,108909000,119139000,147428000,117568000,115399000
IncomeDistributionExpenses,5460000,5427000,5565000,6276000,5910000,5906000,5773000,6914000,7835000,8705000,9772000,11217000,9500000,9510000,11514000,13328000,13415000,14848000,15135000,3564000,11004000,10936000,10516000,13427000,12451000,11565000,11058000,6215000,10359000,2390000,17259000,10169000,9876000,9495000,9790000,9990000,1285000,1612000,1227000,1626000,1855000,3205000,2609000,3974000,3594000,3634000,3782000,4761000,5479000,6152000,6868000,8302000,7900000,8068000
IncomeAdministrativExpenses,828000,958000,969000,1321000,994000,1002000,1188000,1424000,1393000,1593000,1502000,2118000,1980000,1962000,2403000,2249000,2082000,2998000,4118000,5236000,2997000,2667000,2935000,3838000,3080000,2898000,2675000,3068000,2359000,545000,3993000,2448000,2267000,2398000,1861000,2187000,1983000,2250000,1954000,2256000,3124000,6080000,6066000,4872000,5785000,6482000,5895000,7707000,7778000,10060000,9507000,6785000,8871000,9474000
IncomeGrossProfit,898000,1225000,1080000,1761000,1683000,784000,1787000,2131000,2060000,3298000,2041000,2801000,2351000,1186000,2256000,2647000,2441000,2384000,2181000,5753000,2511000,1819000,3205000,7064000,3337000,2905000,3201000,3692000,2471000,143000,6681000,4765000,1995000,3014000,2273000,6138000,1665000,3153000,1945000,3531000,2667000,3210000,4979000,7144000,2759000,4625000,6293000,8711000,4237000,7011000,8803000,10008000,4531000,6182000
IncomeOtherOperatingIncome,8000,78000,71000,52000,58000,63000,128000,139000,27000,128000,179000,155000,40000,2075000,326000,165000,559000,-202000,192000,298000,141000,39000,185000,401000,107000,102000,327000,519000,82000,10000,297000,121000,256000,151000,375000,-141000,109000,182000,284000,853000,280000,441000,407000,224000,428000,567000,267000,33000,506000,502000,452000,977000,322000,1051000
IncomeOtherOperatingCosts,1000,8000,3000,210000,11000,6000,123000,20000,0,317000,19000,218000,170000,2573000,719000,-66000,129000,318000,273000,1273000,61000,316000,247000,2404000,59000,189000,364000,942000,188000,327000,347000,1167000,145000,520000,67000,1814000,59000,474000,117000,281000,129000,414000,270000,812000,293000,431000,453000,1551000,463000,477000,400000,2150000,542000,1115000
IncomeEBIT,905000,1295000,1148000,1603000,1730000,841000,1792000,2250000,2087000,3109000,2201000,2738000,2221000,688000,1863000,2878000,2871000,1864000,2100000,4778000,2591000,1542000,3143000,5061000,3385000,2818000,3164000,3269000,2365000,-174000,6631000,3719000,2106000,2645000,2581000,4183000,1715000,2861000,2112000,4103000,2818000,3237000,5116000,6556000,2894000,4761000,6107000,7193000,4280000,7036000,8855000,8835000,4311000,6118000
IncomeFinanceIncome,2000,6000,4000,160000,116000,163000,103000,83000,41000,-15000,38000,12000,37000,131000,15000,118000,119000,99000,14000,244000,64000,77000,43000,40000,52000,31000,76000,79000,80000,3709000,-3403000,104000,85000,25000,14000,23000,19000,17000,26000,15000,40000,166000,5000,7000,2000,3000,60000,-15000,82000,19000,12000,16000,35000,141000
IncomeFinanceCosts,211000,268000,176000,171000,127000,116000,159000,210000,137000,122000,145000,273000,93000,177000,111000,219000,148000,308000,215000,2063000,1391000,599000,443000,444000,188000,217000,246000,305000,190000,86000,370000,263000,172000,230000,156000,203000,145000,490000,487000,1749000,381000,615000,726000,793000,723000,1028000,1562000,1707000,1900000,2126000,1795000,2699000,2233000,1717000
