,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,1483700000,1981100000,2021500000,1802600000,2267200000,2393000000,2500600000,2216000000,2356500000,2278500000,2284700000,1901300000,2179100000,1932900000,1678700000,1841500000,1663700000,1465000000,1652600000,2033600000,1810100000,1691600000,1695100000,1738100000,1402200000,1491400000,1670000000,2167700000,2376000000,2317500000,1990900000,2192800000,2510600000,2422900000
IncomeCostOfSales,1123800000,1304800000,1121000000,1177300000,1314000000,1598100000,1575500000,1479500000,1572500000,1530400000,1689100000,1593800000,1699900000,1650100000,1545600000,1583900000,1545000000,1660800000,1655800000,1958000000,1789000000,1766100000,1673800000,1756200000,1332100000,1372600000,1437500000,1359400000,1244100000,1407600000,1374700000,1611900000,1424000000,1712000000
IncomeDistributionExpenses,49200000,49600000,42800000,49500000,61700000,67300000,71700000,71500000,62600000,115100000,97400000,86800000,111100000,101500000,84200000,101800000,85300000,90300000,81700000,105100000,86800000,81500000,88700000,93100000,77800000,89200000,91700000,83700000,65700000,77300000,68400000,71000000,71000000,77100000
IncomeAdministrativExpenses,103500000,101100000,100000000,120800000,106200000,132600000,125800000,144300000,101800000,235400000,148700000,176600000,183100000,121800000,130200000,163000000,141100000,91200000,194900000,183600000,154800000,130500000,132200000,118000000,127500000,121600000,115000000,116500000,107700000,123300000,105000000,144800000,139500000,187400000
IncomeGrossProfit,207200000,525600000,757700000,455000000,785300000,595000000,727600000,520700000,619600000,397600000,349500000,44100000,185000000,59500000,-81300000,-7200000,-107700000,-377300000,-279800000,-213100000,-220500000,-286500000,-199600000,-229200000,-135200000,-92000000,25800000,608100000,958500000,709300000,442800000,365100000,876100000,446400000
IncomeOtherOperatingIncome,14500000,8700000,1400000,7000000,5500000,7100000,28400000,380700000,23600000,14400000,14100000,5300000,36200000,29800000,36000000,44600000,31200000,73800000,308900000,52600000,32000000,24900000,251200000,2075000000,32800000,49100000,28200000,116600000,141500000,53000000,39300000,1335600000,75400000,18500000
IncomeOtherOperatingCosts,4300000,13000000,7900000,5000000,2100000,550100000,12400000,-222800000,12600000,15400000,46100000,85900000,17000000,34900000,40800000,8000000,13700000,-10800000,11600000,248900000,16900000,214000000,22400000,5090000000,12400000,-19000000,196700000,216700000,53400000,66000000,18300000,790900000,-400000,18900000
IncomeEBIT,217400000,521300000,751200000,457000000,788700000,52000000,743600000,1124200000,630600000,396600000,317500000,-36500000,204200000,54400000,-86100000,29400000,-90200000,-292700000,17500000,-409400000,-205400000,-475600000,29200000,-3244200000,-114800000,-23900000,-142700000,508000000,1046600000,696300000,463800000,909800000,951900000,446000000
IncomeFinanceIncome,8000000,7900000,12800000,27800000,20200000,26600000,34900000,36400000,33900000,33600000,34700000,17600000,17100000,11000000,5700000,7700000,12100000,5400000,14000000,17700000,5200000,22100000,3000000,4000000,23300000,-20900000,8300000,-3800000,46100000,40500000,15900000,30400000,9300000,16400000
IncomeFinanceCosts,39800000,27300000,34800000,35500000,34600000,33900000,43100000,41100000,41700000,39000000,40900000,31500000,37000000,34600000,34100000,30700000,36500000,27000000,45200000,48300000,40800000,64000000,32000000,46900000,40100000,52700000,25000000,96000000,29700000,31000000,24800000,40400000,20800000,51000000
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,400000,200000,-100000,0,0,-100000,-100000,-100000,100000,0,,185600000,501900000,729200000,449300000
IncomeNetGrossProfit,774300000,44700000,735400000,1119500000,622800000,391200000,311300000,-50400000,184300000,30800000,-114500000,6400000,-114600000,-314300000,-13700000,-439600000,-240800000,-517600000,200000,-3287100000,-131600000,-97600000,-159300000,408100000,1062900000,705900000,455000000,899800000,940400000,411400000,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185600000,501900000,729200000,449300000
IncomeBeforeTaxProfit,774300000,44700000,735400000,1119500000,622800000,391200000,311300000,-50400000,184300000,30800000,-114500000,6400000,-114600000,-314300000,-13700000,-439600000,-240800000,-517600000,200000,-3287100000,-131600000,-97600000,-159300000,408100000,1062900000,705900000,455000000,899800000,940400000,411400000,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149300000,398000000,586300000,368300000
IncomeNetProfit,619400000,-102100000,590100000,978600000,497200000,285900000,244700000,-39700000,145400000,27500000,-97500000,6800000,-88500000,-252900000,38800000,-354500000,-196700000,-426800000,600000,-2662300000,-59500000,-88900000,-138000000,290800000,863000000,566100000,362000000,752200000,757900000,328500000,146200000,372800000,569100000,366100000
IncomeShareholderNetProfit,608000000,-105900000,583700000,981300000,494800000,283400000,247100000,-40200000,141800000,25000000,-95100000,5600000,-90200000,-253000000,38200000,-354100000,-198100000,-426200000,900000,-2642100000,-59800000,-89300000,-139000000,294800000,864500000,566200000,360400000,747800000,753900000,324100000,,,,
BalanceNoncurrentAssets,,,,7210300000,7206300000,7880500000,8128100000,8873600000,9056900000,9179900000,9418900000,9792000000,9933100000,10047700000,10149800000,10300000000,10415000000,10593900000,12909000000,13085900000,13088600000,12878100000,12734300000,10324700000,10289900000,10209300000,9285100000,9097300000,8838100000,8849500000,8790800000,8118200000,9649400000,9799700000
