,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,23119000,27338000,27640000,25114000,28165000,28373000,28581000,28440000,33819000,33883000,36421000,32958000,36371000,37694000,37872000,29075000,23449000,11550000,13001000,15279000,18928000,19876000,19688000,20233000,26770000,29989000,27275000,-52737000,28145000,26461000,22429000,21137000,26231000,27766000,30057000,26444000,32745000,32553000,33957000,32757000,34658000,35382000,35064000,31615000,35354000,34584000,34244000,33978000,39922000,42800000,42691000,42887000,50729000,48396000
IncomeRevenues_yy,,,,,21.83,3.79,3.40,13.24,20.07,19.42,27.43,15.89,7.55,11.25,3.98,-11.78,-35.53,-69.36,-65.67,-47.45,-19.28,72.09,51.43,32.42,41.43,50.88,38.54,-360.65,5.14,-11.76,-17.77,140.08,-6.80,4.93,34.01,25.11,24.83,17.24,12.98,23.87,5.84,8.69,3.26,-3.49,2.01,-2.26,-2.34,7.47,12.92,23.76,24.67,26.22,27.07,13.07
IncomeRevenues_sy,,,,,35.28,48.79,17.95,26.68,22.89,19.42,12.64,12.68,9.37,9.93,0.66,3.49,-19.80,-14.82,-19.75,1.85,-6.72,12.47,15.62,22.68,31.04,22.93,19.94,22.76,6.70,4.36,-5.84,-3.56,-3.67,-2.42,2.62,7.53,5.61,7.17,6.43,5.54,7.78,6.02,6.94,3.25,-5.02,-2.64,-2.84,7.26,13.96,12.29,20.89,16.83,13.98,12.35
IncomeRevenues_qq,,18.25,1.10,-9.14,12.15,0.74,0.73,-0.49,18.91,0.19,7.49,-9.51,10.36,3.64,0.47,-23.23,-19.35,-50.74,12.56,17.52,23.88,5.01,-0.95,2.77,32.31,12.02,-9.05,-293.35,153.37,-5.98,-15.24,-5.76,24.10,5.85,8.25,-12.02,23.83,-0.59,4.31,-3.53,5.80,2.09,-0.90,-9.84,11.83,-2.18,-0.98,-0.78,17.49,7.21,-0.25,0.46,18.29,-4.60
IncomeRevenues_sq,,10.45,15.71,2.95,11.49,5.44,9.18,-6.28,13.35,3.62,2.81,-6.58,8.02,4.32,-0.18,-17.54,-3.52,0.14,5.68,3.18,0.81,12.30,5.77,2.13,12.24,3.94,2.70,0.76,5.54,0.23,-4.73,-3.61,4.13,2.10,4.86,-7.34,4.42,4.51,4.56,-5.52,8.09,4.04,1.75,-9.83,4.70,6.78,-2.70,-4.48,16.06,0.62,1.69,0.37,11.72,0.52
IncomeCostOfSales,20595000,23861000,24096000,21742000,24621000,25123000,24972000,25427000,30635000,29681000,32948000,30301000,32302000,34397000,35223000,27310000,21193000,9016000,11869000,14574000,17202000,17264000,17121000,17096000,23554000,26182000,22959000,19653000,24357000,22673000,18830000,17760000,22501000,23528000,25129000,22816000,27845000,27816000,30093000,28059000,28605000,30084000,28947000,25263000,27766000,27003000,27050000,27362000,33462000,35142000,36441000,36760000,42740000,39466000
IncomeCostOfSales_yy,,,,,19.55,5.29,3.64,16.95,24.43,18.14,31.94,19.17,5.44,15.89,6.90,-9.87,-34.39,-73.79,-66.30,-46.63,-18.83,91.48,44.25,17.30,36.93,51.66,34.10,14.96,3.41,-13.40,-17.98,-9.63,-7.62,3.77,33.45,28.47,23.75,18.23,19.75,22.98,2.73,8.15,-3.81,-9.96,-2.93,-10.24,-6.55,8.31,20.51,30.14,34.72,34.35,27.73,12.30
IncomeCostOfSales_sy,,,,,21.36,14.80,12.31,25.76,20.66,16.67,13.74,13.24,12.79,15.89,4.96,0.20,-17.44,-17.84,-20.42,-4.28,-1.58,13.06,28.41,27.44,34.70,26.88,26.06,14.72,14.73,9.38,0.67,-1.58,-10.53,-1.52,0.30,2.70,-0.67,5.65,4.78,1.83,8.85,6.92,5.14,2.06,-11.08,-7.58,-5.72,5.02,19.74,16.66,21.85,17.04,13.00,9.94
IncomeCostOfSales_qq,,15.86,0.98,-9.77,13.24,2.04,-0.60,1.82,20.48,-3.11,11.01,-8.03,6.60,6.49,2.40,-22.47,-22.40,-57.46,31.64,22.79,18.03,0.36,-0.83,-0.15,37.77,11.16,-12.31,-14.40,23.94,-6.91,-16.95,-5.68,26.69,4.56,6.80,-9.20,22.04,-0.10,8.19,-6.76,1.95,5.17,-3.78,-12.73,9.91,-2.75,0.17,1.15,22.29,5.02,3.70,0.88,16.27,-7.66
IncomeCostOfSales_sq,,10.70,8.98,-0.06,12.33,2.74,11.50,-8.14,8.44,2.72,4.77,3.69,-0.34,6.49,1.51,-19.82,-8.75,0.64,3.58,1.75,9.64,6.32,8.59,3.55,10.69,2.71,3.12,6.31,9.92,-0.93,1.40,-2.52,2.43,-4.37,3.10,-2.99,6.01,3.49,1.19,-6.38,11.82,4.88,-2.34,-7.60,-0.16,2.49,-3.13,-2.58,15.87,0.56,-0.55,2.60,8.89,0.26
IncomeDistributionExpenses,319000,314000,564000,387000,482000,443000,462000,481000,534000,568000,701000,619000,619000,828000,760000,615000,367000,320000,299000,301000,410000,383000,482000,545000,553000,670000,593000,521000,737000,647000,557000,551000,616000,632000,673000,643000,739000,751000,830000,1370000,1004000,1286000,1268000,1344000,1111000,1178000,1201000,1563000,1139000,1499000,1358000,1774000,1441000,1613000
IncomeDistributionExpenses_yy,,,,,51.10,41.08,-18.09,24.29,10.79,28.22,51.73,28.69,15.92,45.77,8.42,-0.65,-40.71,-61.35,-60.66,-51.06,11.72,19.69,61.20,81.06,34.88,74.93,23.03,-4.40,33.27,-3.43,-6.07,5.76,-16.42,-2.32,20.83,16.70,19.97,18.83,23.33,113.06,35.86,71.24,52.77,-1.90,10.66,-8.40,-5.28,16.29,2.52,27.25,13.07,13.50,26.51,7.61
IncomeDistributionExpenses_sy,,,,,82.35,43.31,14.13,28.85,10.79,14.57,41.04,28.69,14.06,24.24,3.98,5.66,-2.42,-8.09,-2.63,-6.05,9.38,-4.93,19.51,5.47,21.44,9.30,18.88,10.23,31.44,18.42,2.79,5.56,-7.92,-3.95,5.98,5.46,7.13,8.62,5.08,8.22,-1.01,4.11,2.64,5.01,6.76,-2.70,-1.09,10.09,2.58,8.16,11.96,8.94,3.42,0.44
IncomeDistributionExpenses_qq,,-1.57,79.62,-31.38,24.55,-8.09,4.29,4.11,11.02,6.37,23.42,-11.70,,33.76,-8.21,-19.08,-40.33,-12.81,-6.56,0.67,36.21,-6.59,25.85,13.07,1.47,21.16,-11.49,-12.14,41.46,-12.21,-13.91,-1.08,11.80,2.60,6.49,-4.46,14.93,1.62,10.52,65.06,-26.72,28.09,-1.40,5.99,-17.34,6.03,1.95,30.14,-27.13,31.61,-9.41,30.63,-18.77,11.94
IncomeDistributionExpenses_sq,,49.84,17.58,4.52,-0.23,17.54,-0.83,4.84,-4.58,5.90,13.98,-5.60,,17.62,-0.96,1.56,-15.51,14.76,-6.56,13.35,-8.48,12.74,8.46,6.36,-7.39,3.87,12.57,6.26,1.31,3.25,-8.35,7.39,-12.64,6.08,-2.07,11.60,-8.28,11.40,-4.17,10.91,-12.24,11.78,-1.84,8.60,-11.66,9.22,-6.68,9.50,-6.94,9.29,0.53,7.78,-15.38,11.94
IncomeAdministrativExpenses,1156000,1489000,1357000,1622000,1426000,1696000,1409000,1861000,1576000,1868000,1646000,1992000,1832000,2281000,1803000,1788000,1734000,1573000,1180000,1488000,1541000,1599000,1501000,1716000,1724000,1958000,1647000,1975000,1761000,2089000,1830000,2142000,2407000,2692000,2414000,2003000,2264000,2581000,2229000,2865000,2051000,2048000,1943000,2575000,2727000,2847000,2552000,2604000,2288000,3002000,2264000,2408000,2563000,5390000
IncomeAdministrativExpenses_yy,,,,,23.36,13.90,3.83,14.73,10.52,10.14,16.82,7.04,16.24,22.11,9.54,-10.24,-5.35,-31.04,-34.55,-16.78,-11.13,1.65,27.20,15.32,11.88,22.45,9.73,15.09,2.15,6.69,11.11,8.46,36.68,28.87,31.91,-6.49,-5.94,-4.12,-7.66,43.04,-9.41,-20.65,-12.83,-10.12,32.96,39.01,31.34,1.13,-16.10,5.44,-11.29,-7.53,12.02,79.55
IncomeAdministrativExpenses_sy,,,,,19.30,16.62,12.82,7.23,8.60,10.42,8.15,8.77,16.24,17.38,30.09,19.19,5.73,-5.33,-4.82,-0.51,-6.14,-3.12,7.80,4.32,10.62,5.58,8.25,15.09,3.37,5.53,3.46,-1.35,-1.59,7.91,2.07,-5.34,-0.11,-4.12,0.39,11.22,2.10,2.64,0.94,4.07,0.15,-2.48,4.88,-2.48,4.69,2.25,-1.40,2.53,9.42,9.05
IncomeAdministrativExpenses_qq,,28.81,-8.87,19.53,-12.08,18.93,-16.92,32.08,-15.31,18.53,-11.88,21.02,-8.03,24.51,-20.96,-0.83,-3.02,-9.28,-24.98,26.10,3.56,3.76,-6.13,14.32,0.47,13.57,-15.88,19.91,-10.84,18.63,-12.40,17.05,12.37,11.84,-10.33,-17.03,13.03,14.00,-13.64,28.53,-28.41,-0.15,-5.13,32.53,5.90,4.40,-10.36,2.04,-12.14,31.21,-24.58,6.36,6.44,110.30
IncomeAdministrativExpenses_sq,,13.57,10.36,19.52,-8.20,7.30,-6.76,9.13,-10.01,10.35,1.30,14.02,-1.40,0.64,3.66,1.62,-9.38,-3.59,-3.53,6.41,-6.90,5.60,-2.19,14.32,-2.39,8.34,-0.99,16.10,-10.84,0.66,-0.10,6.77,-6.21,3.28,-9.26,2.22,-1.68,2.94,-4.46,22.64,-12.21,0.90,-4.64,19.62,-4.66,3.76,-7.14,12.09,-7.46,3.84,-5.42,12.70,-5.21,4.65
IncomeGrossProfit,1049000,1674000,1623000,1363000,1636000,1111000,1738000,671000,1074000,1766000,1126000,46000,1618000,188000,86000,-638000,155000,641000,-347000,-1084000,-225000,630000,584000,876000,939000,1179000,2076000,-74886000,1290000,1052000,1212000,684000,707000,914000,1841000,982000,1897000,1405000,805000,463000,2998000,1964000,2906000,2433000,3750000,3556000,3441000,2449000,3033000,3157000,2628000,1945000,3985000,1927000
IncomeGrossProfit_yy,,,,,55.96,-33.63,7.09,-50.77,-34.35,58.96,-35.21,-93.14,50.65,-89.35,-92.36,-1486.96,-90.42,240.96,-503.49,-69.91,-245.16,-1.72,268.30,180.81,517.33,87.14,255.48,-8648.63,37.38,-10.77,-41.62,100.91,-45.19,-13.12,51.90,43.57,168.32,53.72,-56.27,-52.85,58.04,39.79,260.99,425.49,25.08,81.06,18.41,0.66,-19.12,-11.22,-23.63,-20.58,31.39,-38.96
IncomeGrossProfit_sy,,,,,160.53,106.30,33.23,-16.18,62.10,20.40,0.82,-93.14,5.80,-10.92,-28.68,16.04,-42.39,-24.26,-38.53,-16.64,-49.28,25.75,163.06,29.56,196.87,24.58,15.32,107.74,12.27,2.82,-41.63,-75.82,-48.70,-54.90,5.82,44.10,110.37,66.20,49.77,15.06,-13.42,16.11,16.46,66.83,29.74,63.55,0.42,13.70,-0.53,-22.16,10.60,14.25,22.62,35.00
IncomeGrossProfit_qq,,59.58,-3.05,-16.02,20.03,-32.09,56.44,-61.39,60.06,64.43,-36.24,-95.91,3417.39,-88.38,-54.26,-841.86,124.29,313.55,-154.13,-212.39,79.24,380.00,-7.30,50.00,7.19,25.56,76.08,-3707.23,101.72,-18.45,15.21,-43.56,3.36,29.28,101.42,-46.66,93.18,-25.94,-42.70,-42.48,547.52,-34.49,47.96,-16.28,54.13,-5.17,-3.23,-28.83,23.85,4.09,-16.76,-25.99,104.88,-51.64
IncomeGrossProfit_sq,,17.76,67.20,-24.55,20.03,32.19,17.76,-50.10,72.08,9.40,-6.56,-81.00,113.29,-9.92,17.08,-61.73,108.24,-17.96,-1.61,-49.93,-13.25,96.68,29.42,-32.10,73.34,22.12,2.00,-19.54,4.61,-5.36,-46.08,-51.68,73.18,19.48,61.56,-44.38,56.80,4.30,53.62,-45.66,58.23,5.88,35.48,-16.02,41.17,18.70,-15.26,-27.56,61.82,-8.26,12.15,-28.21,70.37,11.85
IncomeOtherOperatingIncome,152000,688000,366000,501000,265000,629000,394000,615000,1025000,562000,331000,440000,2039000,272000,312000,290000,392000,843000,555000,259000,1546000,419000,625000,573000,538000,716000,270000,283000,693000,806000,532000,1441000,607000,914000,516000,923000,59000,306000,1099000,583000,371000,553000,310000,2369000,-24000,874000,264000,1152000,637000,706000,737000,967000,508000,471000
IncomeOtherOperatingIncome_yy,,,,,74.34,-8.58,7.65,22.75,286.79,-10.65,-15.99,-28.46,98.93,-51.60,-5.74,-34.09,-80.77,209.93,77.88,-10.69,294.39,-50.30,12.61,121.24,-65.20,70.88,-56.80,-50.61,28.81,12.57,97.04,409.19,-12.41,13.40,-3.01,-35.95,-90.28,-66.52,112.98,-36.84,528.81,80.72,-71.79,306.35,-106.47,58.05,-14.84,-51.37,2754.17,-19.22,179.17,-16.06,-20.25,-33.29
IncomeOtherOperatingIncome_sy,,,,,-2.00,6.67,7.65,-37.93,286.79,10.89,-8.76,-44.30,-50.20,-16.46,45.10,14.52,0.72,98.10,57.84,-10.69,25.80,-5.58,-17.18,21.30,-38.54,56.50,-11.65,8.52,24.82,22.98,9.88,-50.80,37.84,-10.28,-13.06,71.29,-22.58,38.98,-3.16,15.02,-14.20,-27.50,27.35,71.74,-4.68,-11.94,-15.04,-48.08,2.20,39.56,-5.74,43.88,-5.46,-8.94
IncomeOtherOperatingIncome_qq,,352.63,-46.80,36.89,-47.11,137.36,-37.36,56.09,66.67,-45.17,-41.10,32.93,363.41,-86.66,14.71,-7.05,35.17,115.05,-34.16,-53.33,496.91,-72.90,49.16,-8.32,-6.11,33.09,-62.29,4.81,144.88,16.31,-34.00,170.86,-57.88,50.58,-43.54,78.88,-93.61,418.64,259.15,-46.95,-36.36,49.06,-43.94,664.19,-101.01,3741.67,-69.79,336.36,-44.70,10.83,4.39,31.21,-47.47,-7.28
IncomeOtherOperatingIncome_sq,,54.75,-36.37,428.72,-83.23,137.36,-37.36,339.36,-39.09,-44.34,-25.92,82.32,-40.72,5.88,33.10,77.51,-64.31,19.20,18.22,-30.16,-43.47,-18.74,-3.19,105.37,-54.97,34.40,-26.22,115.98,-32.80,10.54,-19.39,8.16,28.54,-25.26,-1.00,200.88,-55.58,57.80,-24.47,34.12,-46.37,36.42,3.10,143.70,-59.17,-5.49,-12.40,10.88,1.62,44.76,-8.38,16.42,-23.36,50.02
IncomeOtherOperatingCosts,143000,353000,410000,11000,243000,258000,85000,107000,219000,232000,-42000,185000,2094000,332000,-3000,2291000,483000,468000,-97000,991000,1206000,748000,150000,424000,251000,180000,1278000,-525000,216000,405000,223000,222000,119000,224000,459000,244000,153000,131000,74000,120000,156000,337000,97000,-40000,72000,71000,66000,77000,97000,144000,55000,229000,54000,289000
IncomeOtherOperatingCosts_yy,,,,,69.93,-26.91,-79.27,872.73,-9.88,-10.08,-149.41,72.90,856.16,43.10,92.86,1138.38,-76.93,40.96,-3133.33,-56.74,149.69,59.83,254.64,-57.21,-79.19,-75.94,752.00,-223.82,-13.94,125.00,-82.55,142.29,-44.91,-44.69,105.83,9.91,28.57,-41.52,-83.88,-50.82,1.96,157.25,31.08,-133.33,-53.85,-78.93,-31.96,292.50,34.72,102.82,-16.67,197.40,-44.33,100.69
