,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,379256000,468231000,477610000,524806000,416332000,522005000,661245000,883823000,665728000,847741000,934776000,1279377000,918985000,1078173000,1085498000,1218480000,831629000,1093590000,1158031000,1313528000,771820000,1034332000,1172498000,1182251000,879709000,1226141000,1361994000,1109894000,903015000,1219557000,1032267000,955578000,532566000,606622000,583765000,639799000,327149000,641604000,463000000,670444000,511049000,607141000,730646000,699739000,641952000,629974000,769134000,627161000,544619000,589351000,537715000,749393000,348269000,462082000
IncomeRevenues_yy,,,,,9.78,11.48,38.45,68.41,59.90,62.40,41.37,44.75,38.04,27.18,16.12,-4.76,-9.51,1.43,6.68,7.80,-7.19,-5.42,1.25,-9.99,13.98,18.54,16.16,-6.12,2.65,-0.54,-24.21,-13.90,-41.02,-50.26,-43.45,-33.05,-38.57,5.77,-20.69,4.79,56.21,-5.37,57.81,4.37,25.61,3.76,5.27,-10.37,-15.16,-6.45,-30.09,19.49,-36.05,-21.59
IncomeRevenues_sy,,,,,-12.56,12.49,26.27,39.29,99.18,59.27,24.08,21.85,31.14,28.64,38.89,24.09,-2.54,-2.44,-10.22,-2.49,-4.94,9.33,8.06,22.88,27.45,27.06,26.64,15.12,16.99,-10.02,-14.81,-21.21,-21.66,-21.97,-13.92,-3.16,10.76,7.65,1.74,8.59,17.20,-0.54,-1.86,-2.84,-5.98,-3.72,-3.44,-1.66,-0.16,2.50,4.28,9.21,3.50,8.48
IncomeRevenues_qq,,23.46,2.00,9.88,-20.67,25.38,26.67,33.66,-24.68,27.34,10.27,36.86,-28.17,17.32,0.68,12.25,-31.75,31.50,5.89,13.43,-41.24,34.01,13.36,0.83,-25.59,39.38,11.08,-18.51,-18.64,35.05,-15.36,-7.43,-44.27,13.91,-3.77,9.60,-48.87,96.12,-27.84,44.80,-23.77,18.80,20.34,-4.23,-8.26,-1.87,22.09,-18.46,-13.16,8.21,-8.76,39.37,-53.53,32.68
IncomeRevenues_sq,,29.37,5.73,9.88,-38.46,43.69,26.67,21.56,-11.49,15.13,5.80,6.66,-10.26,24.40,6.16,2.08,-36.94,25.84,2.04,8.11,-38.04,46.49,15.96,17.46,-32.04,42.04,8.80,5.34,-43.67,23.02,-3.32,-5.52,-40.86,14.18,15.76,7.45,-26.57,33.37,3.46,12.08,-28.29,24.90,5.36,5.67,-32.50,15.91,10.40,8.95,-27.56,21.49,9.09,8.03,-30.65,18.03
IncomeCostOfSales,336969000,402646000,424322000,486343000,364046000,456020000,602906000,816172000,589089000,771011000,860086000,1182495000,816814000,971049000,970887000,1112547000,720176000,961600000,1034087000,1171090000,686644000,922613000,1067665000,1046429000,793704000,1141456000,1298690000,1290521000,1023426000,1170464000,1235180000,1316661000,478006000,657335000,587184000,615554000,345070000,653369000,545906000,759475000,470219000,570477000,656424000,698587000,586164000,698428000,731831000,619248000,495781000,534637000,519050000,710676000,319353000,458154000
IncomeCostOfSales_yy,,,,,8.04,13.26,42.09,67.82,61.82,69.07,42.66,44.88,38.66,25.94,12.88,-5.92,-11.83,-0.97,6.51,5.26,-4.66,-4.05,3.25,-10.64,15.59,23.72,21.64,23.33,28.94,2.54,-4.89,2.03,-53.29,-43.84,-52.46,-53.25,-27.81,-0.60,-7.03,23.38,36.27,-12.69,20.24,-8.02,24.66,22.43,11.49,-11.36,-15.42,-23.45,-29.08,14.76,-35.59,-14.31
IncomeCostOfSales_sy,,,,,-11.02,14.98,26.77,38.28,94.54,63.64,27.52,31.43,38.17,29.56,34.69,11.58,-8.50,-12.49,-15.87,-5.51,2.24,17.01,10.37,22.08,43.05,35.68,28.16,23.33,24.38,-0.85,-9.95,-14.47,-21.23,-31.38,-13.25,-11.25,3.78,2.41,3.31,12.99,13.00,2.09,-5.86,-9.81,-7.94,-5.02,-5.54,2.68,2.38,4.93,4.75,2.61,6.89,15.93
IncomeCostOfSales_qq,,19.49,5.38,14.62,-25.15,25.26,32.21,35.37,-27.82,30.88,11.55,37.49,-30.92,18.88,-0.02,14.59,-35.27,33.52,7.54,13.25,-41.37,34.37,15.72,-1.99,-24.15,43.81,13.77,-0.63,-20.70,14.37,5.53,6.60,-63.70,37.52,-10.67,4.83,-43.94,89.34,-16.45,39.12,-38.09,21.32,15.07,6.42,-16.09,19.15,4.78,-15.38,-19.94,7.84,-2.92,36.92,-55.06,43.46
IncomeCostOfSales_sq,,23.45,11.71,12.22,-41.23,38.82,19.76,26.14,-12.59,16.35,4.74,10.29,-16.96,23.95,6.49,-2.84,-35.78,29.55,7.54,7.17,-40.09,44.61,14.00,13.82,-34.84,37.45,7.92,9.77,-39.07,25.49,-3.56,0.69,-49.55,22.30,12.95,6.81,-27.36,25.34,6.15,11.20,-31.32,29.40,9.58,6.04,-37.65,21.10,11.14,22.70,-30.51,14.81,8.23,15.22,-33.23,25.66
