,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,20506000,23963000,21924000,25220000,23306000,25518000,22645000,23424000,23280000,23087000,22869000,20623000,21270000,20622000,22093000,18764000,16961000,15020000,15883000,17340000,19480000,22324000,21263000,26131000,27460000,28444000,26674000,30539000,28488000,31651000,28681000,26531000,27294000,25310000,24942000,27816000,26138000,27591000,28033000,27583000,28371000,29494000,29795000,27566000,30733000,30503000,27092000,26102000,30571000,32188000,30986000,29684000,34365000,33459000
IncomeRevenues_yy,,,,,13.65,6.49,3.29,-7.12,-0.11,-9.53,0.99,-11.96,-8.63,-10.68,-3.39,-9.01,-20.26,-27.17,-28.11,-7.59,14.85,48.63,33.87,50.70,40.97,27.41,25.45,16.87,3.74,11.27,7.52,-13.12,-4.19,-20.03,-13.04,4.84,-4.24,9.01,12.39,-0.84,8.54,6.90,6.29,-0.06,8.33,3.42,-9.07,-5.31,-0.53,5.52,14.37,13.72,12.41,3.95
IncomeRevenues_sy,,,,,14.30,14.00,44.71,19.53,45.93,23.82,20.41,10.16,3.92,7.02,6.25,3.38,-0.42,-6.39,-10.59,-12.22,-8.16,7.49,16.81,29.52,16.62,26.95,22.91,23.48,31.54,22.24,6.57,0.37,-6.23,-6.71,-2.46,4.46,3.44,11.59,12.37,8.89,10.12,11.58,5.34,1.82,4.48,-1.98,-9.07,2.93,7.10,1.58,8.93,10.04,11.82,14.40
IncomeRevenues_qq,,16.86,-8.51,15.03,-7.59,9.49,-11.26,3.44,-0.61,-0.83,-0.94,-9.82,3.14,-3.05,7.13,-15.07,-9.61,-11.44,5.75,9.17,12.34,14.60,-4.75,22.89,5.09,3.58,-6.22,14.49,-6.72,11.10,-9.38,-7.50,2.88,-7.27,-1.45,11.52,-6.03,5.56,1.60,-1.61,2.86,3.96,1.02,-7.48,11.49,-0.75,-11.18,-3.65,17.12,5.29,-3.73,-4.20,15.77,-2.64
IncomeRevenues_sq,,25.77,18.30,8.95,-19.46,15.56,12.64,12.57,-14.78,10.13,11.02,2.37,-16.20,5.37,11.62,8.88,-11.78,-1.18,3.91,6.60,-9.89,14.80,6.83,17.03,-21.77,21.40,8.24,14.08,-12.94,11.10,1.84,2.25,-17.30,7.55,2.57,4.41,-9.38,10.20,3.68,7.55,-10.60,13.52,2.24,5.28,-18.10,12.98,-3.94,7.61,-12.66,7.11,11.91,1.30,-5.80,8.21
IncomeCostOfSales,15465000,18235000,16709000,18358000,17735000,19283000,16812000,18380000,18301000,17648000,17503000,17705000,17523000,17047000,17465000,15997000,13231000,13840000,13356000,12235000,16479000,19342000,17285000,21182000,21365000,22270000,20150000,21771000,20007000,22711000,20721000,22575000,21183000,19223000,20040000,22631000,19206000,21977000,22140000,21067000,21658000,22488000,22499000,20691000,22832000,23080000,21401000,19884000,23570000,25287000,25098000,22896000,25816000,26187000
IncomeCostOfSales_yy,,,,,14.68,5.75,0.62,0.12,3.19,-8.48,4.11,-3.67,-4.25,-3.41,-0.22,-9.65,-24.49,-18.81,-23.53,-23.52,24.55,39.75,29.42,73.13,29.65,15.14,16.58,2.78,-6.36,1.98,2.83,3.69,5.88,-15.36,-3.29,0.25,-9.33,14.33,10.48,-6.91,12.77,2.33,1.62,-1.78,5.42,2.63,-4.88,-3.90,3.23,9.56,17.27,15.15,9.53,3.56
IncomeCostOfSales_sy,,,,,14.68,15.47,13.35,19.38,30.04,28.05,21.04,7.06,1.63,-2.69,6.98,-8.39,-0.36,-9.62,-7.60,-7.92,-2.46,6.94,20.95,27.89,17.20,26.91,25.64,26.33,41.69,20.93,8.26,3.60,-4.22,-4.78,0.11,0.83,0.87,13.99,10.85,15.34,13.68,9.48,6.50,0.42,-0.23,-1.30,-2.28,4.10,2.72,5.68,9.21,3.43,9.56,7.52
IncomeCostOfSales_qq,,17.91,-8.37,9.87,-3.39,8.73,-12.81,9.33,-0.43,-3.57,-0.82,1.15,-1.03,-2.72,2.45,-8.41,-17.29,4.60,-3.50,-8.39,34.69,17.37,-10.63,22.55,0.86,4.24,-9.52,8.04,-8.10,13.52,-8.76,8.95,-6.17,-9.25,4.25,12.93,-15.13,14.43,0.74,-4.85,2.81,3.83,0.05,-8.04,10.35,1.09,-7.27,-7.09,18.54,7.28,-0.75,-8.77,12.75,1.44
IncomeCostOfSales_sq,,22.87,16.46,7.16,-19.60,11.68,19.03,11.69,-17.73,0.69,10.67,3.32,-21.05,6.53,10.45,6.69,-12.48,2.69,1.85,3.34,-11.30,18.52,14.62,15.45,-19.38,22.25,7.12,19.15,-8.10,8.96,-1.86,9.32,-13.58,4.32,5.76,11.63,-13.97,9.82,4.43,11.15,-11.14,14.66,4.82,9.64,-19.82,9.56,0.96,7.40,-13.29,8.42,4.26,4.23,-13.61,11.13
IncomeDistributionExpenses,226000,186000,282000,346000,280000,337000,224000,387000,182000,242000,204000,268000,228000,,807000,353000,341000,179000,295000,254000,216000,222000,178000,280000,218000,315000,356000,272000,209000,270000,209000,132000,90000,322000,215000,294000,191000,265000,239000,248000,204000,260000,237000,265000,209000,287000,197000,272000,229000,237000,213000,270000,252000,341000
IncomeDistributionExpenses_yy,,,,,23.89,81.18,-20.57,11.85,-35.00,-28.19,-8.93,-30.75,25.27,-100.00,295.59,31.72,49.56,,-63.44,-28.05,-36.66,24.02,-39.66,10.24,0.93,41.89,100.00,-2.86,-4.13,-14.29,-41.29,-51.47,-56.94,19.26,2.87,122.73,112.22,-17.70,11.16,-15.65,6.81,-1.89,-0.84,6.85,2.45,10.38,-16.88,2.64,9.57,-17.42,8.12,-0.74,10.04,43.88
IncomeDistributionExpenses_sy,,,,,37.15,28.12,30.34,35.61,7.56,27.96,17.02,5.74,10.02,16.51,13.69,3.26,2.16,,-9.86,-11.78,-16.77,16.64,8.27,16.22,16.28,19.40,22.34,5.86,15.78,-0.35,-0.12,-7.46,-6.56,13.01,3.77,10.07,6.53,4.85,9.72,-6.77,6.80,3.87,1.68,14.01,9.27,7.79,4.00,6.12,5.62,5.11,9.20,9.83,-1.76,7.77
IncomeDistributionExpenses_qq,,-17.70,51.61,22.70,-19.08,20.36,-33.53,72.77,-52.97,32.97,-15.70,31.37,-14.93,-100.00,,-56.26,-3.40,-47.51,64.80,-13.90,-14.96,2.78,-19.82,57.30,-22.14,44.50,13.02,-23.60,-23.16,29.19,-22.59,-36.84,-31.82,257.78,-33.23,36.74,-35.03,38.74,-9.81,3.77,-17.74,27.45,-8.85,11.81,-21.13,37.32,-31.36,38.07,-15.81,3.49,-10.13,26.76,-6.67,35.32
IncomeDistributionExpenses_sq,,23.22,20.55,22.66,-23.88,6.73,19.30,30.83,-20.47,11.52,-3.61,16.04,-15.51,3.62,,6.38,-15.78,-9.63,7.62,12.40,-14.38,8.86,-1.74,21.97,-22.14,12.26,-1.00,13.29,-17.84,5.35,-4.07,20.12,-22.53,4.84,2.78,15.00,-18.02,14.53,-0.38,7.04,-9.66,8.70,-0.86,13.30,-16.42,14.34,-3.04,14.18,-5.51,8.28,2.12,11.22,-15.93,10.61
