,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,596258000,658538000,660741000,697500000,806607000,979836000,1089034000,969617000,991221000,1022748000,550447000,664823000,721240000,675971000,585366000,471586000,414034000,421481000,456927000,492559000,565240000,594554000,622273000,635516000,719445000,740699000,698718000,647255000,694911000,634595000,647777000,619010000,685876000,694136000,735865000,612804000,644160000,716804000,751257000,707267000,871412000,885650000,734551000,662447000,739886000,743970000,724359000,685003000,850763000,854697000,839589000,808338000,880507000,855982000
IncomeRevenues_yy,,,,,35.28,48.79,64.82,39.01,22.89,4.38,-49.46,-31.43,-27.24,-33.91,6.34,-29.07,-42.59,-37.65,-21.94,4.45,36.52,41.06,36.19,29.02,27.28,24.58,12.28,1.85,-3.41,-14.32,-7.29,-4.36,-1.30,9.38,13.60,-1.00,-6.08,3.27,2.09,15.41,35.28,23.56,-2.22,-6.34,-15.09,-16.00,-1.39,3.40,14.99,14.88,15.91,18.01,3.50,0.15
IncomeRevenues_sy,,,,,35.28,48.79,17.95,26.68,22.89,19.42,12.64,12.68,9.37,9.93,0.66,3.49,-19.80,-14.82,-19.75,1.85,-6.72,12.47,15.62,22.68,31.04,22.93,19.94,22.76,6.70,4.36,-5.84,-3.56,-3.67,-2.42,2.62,7.53,5.61,7.17,6.43,5.54,7.78,6.02,6.94,3.25,-5.02,-2.64,-2.84,7.26,13.96,12.29,20.89,16.83,13.98,12.35
IncomeRevenues_qq,,10.45,0.33,5.56,15.64,21.48,11.14,-10.97,2.23,3.18,-46.18,20.78,8.49,-6.28,-13.40,-19.44,-12.20,1.80,8.41,7.80,14.76,5.19,4.66,2.13,13.21,2.95,-5.67,-7.37,7.36,-8.68,2.08,-4.44,10.80,1.20,6.01,-16.72,5.12,11.28,4.81,-5.86,23.21,1.63,-17.06,-9.82,11.69,0.55,-2.64,-5.43,24.20,0.46,-1.77,-3.72,8.93,-2.79
IncomeRevenues_sq,,10.45,15.71,2.95,11.49,5.44,9.18,-6.28,13.35,3.62,2.81,-6.58,8.02,4.32,-0.18,-17.54,-3.52,0.14,5.68,3.18,0.81,12.30,5.77,2.13,12.24,3.94,2.70,0.76,5.54,0.23,-4.73,-3.61,4.13,2.10,4.86,-7.34,4.42,4.51,4.56,-5.52,8.09,4.04,1.75,-9.83,4.70,6.78,-2.70,-4.48,16.06,0.62,1.69,0.37,11.72,0.52
IncomeCostOfSales,545555000,592879000,606385000,633833000,729779000,851232000,983495000,892050000,892053000,921804000,461303000,671264000,669006000,628605000,527486000,451158000,382055000,389974000,424677000,439758000,518366000,539387000,564698000,577506000,655152000,666240000,634790000,592049000,647323000,578442000,605536000,582720000,641276000,642397000,682597000,568610000,601818000,662378000,682966000,658498000,813299000,828510000,675296000,602339000,662328000,657212000,642330000,609873000,776276000,764524000,748382000,736340000,795586000,762823000
IncomeCostOfSales_yy,,,,,33.77,43.58,62.19,40.74,22.24,8.29,-53.10,-24.75,-25.00,-31.81,14.35,-32.79,-42.89,-37.96,-19.49,-2.53,35.68,38.31,32.97,31.32,26.39,23.52,12.41,2.52,-1.19,-13.18,-4.61,-1.58,-0.93,11.06,12.73,-2.42,-6.15,3.11,0.05,15.81,35.14,25.08,-1.12,-8.53,-18.56,-20.68,-4.88,1.25,17.20,16.33,16.51,20.74,2.49,-0.22
IncomeCostOfSales_sy,,,,,21.36,14.80,12.31,25.76,20.66,16.67,13.74,13.24,12.79,15.89,4.96,0.20,-17.44,-17.84,-20.42,-4.28,-1.58,13.06,28.41,27.44,34.70,26.88,26.06,14.72,14.73,9.38,0.67,-1.58,-10.53,-1.52,0.30,2.70,-0.67,5.65,4.78,1.83,8.85,6.92,5.14,2.06,-11.08,-7.58,-5.72,5.02,19.74,16.66,21.85,17.04,13.00,9.94
IncomeCostOfSales_qq,,8.67,2.28,4.53,15.14,16.64,15.54,-9.30,,3.34,-49.96,45.51,-0.34,-6.04,-16.09,-14.47,-15.32,2.07,8.90,3.55,17.88,4.06,4.69,2.27,13.45,1.69,-4.72,-6.73,9.34,-10.64,4.68,-3.77,10.05,0.17,6.26,-16.70,5.84,10.06,3.11,-3.58,23.51,1.87,-18.49,-10.80,9.96,-0.77,-2.26,-5.05,27.28,-1.51,-2.11,-1.61,8.05,-4.12
IncomeCostOfSales_sq,,10.70,8.98,-0.06,12.33,2.74,11.50,-8.14,,2.72,4.77,3.69,-0.34,6.49,1.51,-19.82,-8.75,0.64,3.58,1.75,9.64,6.32,8.59,3.55,10.69,2.71,3.12,6.31,9.92,-0.93,1.40,-2.52,2.43,-4.37,3.10,-2.99,6.01,3.49,1.19,-6.38,11.82,4.88,-2.34,-7.60,-0.16,2.49,-3.13,-2.58,15.87,0.56,-0.55,2.60,8.89,0.26
IncomeDistributionExpenses,12322000,14378000,12262000,12816000,10837000,14307000,13837000,13377000,11327000,13328000,11161000,12035000,10127000,9773000,5847000,12630000,6719000,8196000,7504000,14207000,6920000,9917000,9747000,11424000,9068000,8720000,12702000,12029000,10968000,11590000,10622000,11873000,11264000,13337000,12596000,11671000,11007000,12616000,13369000,14330000,13688000,15620000,15452000,15123000,18449000,16087000,18476000,19080000,18104000,21213000,19092000,19874000,17629000,19984000
IncomeDistributionExpenses_yy,,,,,-12.05,-0.49,12.84,4.38,4.52,-6.84,-19.34,-10.03,-10.59,-26.67,-47.61,4.94,-33.65,-16.14,28.34,12.49,2.99,21.00,29.89,-19.59,31.04,-12.07,30.32,5.30,20.95,32.91,-16.38,-1.30,2.70,15.07,18.58,-1.70,-2.28,-5.41,6.14,22.78,24.36,23.81,15.58,5.53,34.78,2.99,19.57,26.17,-1.87,31.86,3.33,4.16,-2.62,-5.79
IncomeDistributionExpenses_sy,,,,,82.35,43.31,14.13,28.85,10.79,14.57,41.04,28.69,14.06,24.24,3.98,5.66,-2.42,-8.09,-2.63,-6.05,9.38,-4.93,19.51,5.47,21.44,9.30,18.88,10.23,31.44,18.42,2.79,5.56,-7.92,-3.95,5.98,5.46,7.13,8.62,5.08,8.22,-1.01,4.11,2.64,5.01,6.76,-2.70,-1.09,10.09,2.58,8.16,11.96,8.94,3.42,0.44
IncomeDistributionExpenses_qq,,16.69,-14.72,4.52,-15.44,32.02,-3.29,-3.32,-15.32,17.67,-16.26,7.83,-15.85,-3.50,-40.17,116.01,-46.80,21.98,-8.44,89.33,-51.29,43.31,-1.71,17.21,-20.62,-3.84,45.67,-5.30,-8.82,5.67,-8.35,11.78,-5.13,18.40,-5.56,-7.34,-5.69,14.62,5.97,7.19,-4.48,14.11,-1.08,-2.13,21.99,-12.80,14.85,3.27,-5.12,17.17,-10.00,4.10,-11.30,13.36
IncomeDistributionExpenses_sq,,49.84,17.58,4.52,-0.23,17.54,-0.83,4.84,-4.58,5.90,13.98,-5.60,-11.78,17.62,-0.96,1.56,-15.51,14.76,-6.56,13.35,-8.48,12.74,8.46,6.36,-7.39,3.87,12.57,6.26,1.31,3.25,-8.35,7.39,-12.64,6.08,-2.07,11.60,-8.28,11.40,-4.17,10.91,-12.24,11.78,-1.84,8.60,-11.66,9.22,-6.68,9.50,-6.94,9.29,0.53,7.78,-15.38,11.94
IncomeAdministrativExpenses,23403000,26141000,25707000,32084000,26969000,27783000,24862000,27433000,24588000,27964000,19019000,20148000,22229000,21413000,25231000,17958000,19974000,19391000,18707000,17339000,18747000,17023000,16032000,18206000,16664000,17243000,15974000,18694000,16409000,16110000,16278000,18399000,15550000,15754000,15650000,18036000,15144000,14931000,13640000,16529000,14835000,14468000,16046000,18686000,17780000,19377000,16807000,21598000,17829000,16797000,21770000,23732000,18635000,17476000
