,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,73805000,93389000,103970000,91954000,86421000,105563000,108541000,105754000,102470000,106208000,119532000,106254000,100035000,107003000,107208000,87052000,81629000,93395000,118436000,96781000,97670000,116641000,142214000,114336000,116510000,143300000,163319000,143783000,144747000,165367000,180152000,157765000,159633000,188866000,202153000,169485000,170778000,191131000,195173000,211528000,215961000,239587000,236560000,211419000,219334000,243658000,237195000,231302000,241482000,262071000,249976000,244276000,245095000,262464000
IncomeCostOfSales,55187000,71946000,78468000,70758000,65284000,77409000,81359000,82516000,79305000,81855000,90507000,82511000,79282000,88303000,86010000,65543000,62950000,76310000,89843000,76923000,81072000,90973000,108314000,93679000,94625000,111738000,125877000,113870000,119889000,132228000,143773000,126980000,129740000,148786000,151659000,133070000,132002000,144039000,140967000,163349000,167899000,179475000,174799000,157060000,166070000,168959000,172424000,174882000,182628000,197214000,186284000,191367000,190452000,204420000
IncomeDistributionExpenses,3834000,4628000,4823000,5470000,3967000,5363000,6032000,6466000,4604000,5135000,4037000,6292000,4935000,5363000,5295000,6564000,5383000,6696000,6659000,6742000,7077000,7352000,7568000,7602000,6789000,7697000,8334000,9094000,6341000,7568000,7627000,9313000,7340000,8193000,7828000,8828000,7140000,7714000,8147000,11392000,5980000,6020000,7452000,4635000,6194000,7308000,7337000,8684000,7083000,7950000,9389000,10602000,8011000,8210000
IncomeAdministrativExpenses,6622000,5802000,5692000,6284000,8992000,7719000,4659000,8485000,7400000,6639000,6078000,8539000,6240000,6989000,6576000,6709000,6396000,7270000,6798000,6795000,6486000,7794000,5772000,7147000,7375000,6851000,7073000,8493000,7501000,7710000,8162000,12032000,9743000,7856000,7740000,9859000,8915000,8950000,9838000,18076000,21936000,23350000,18923000,23514000,21688000,24380000,20751000,25238000,23033000,23325000,23656000,26401000,24633000,28374000
IncomeGrossProfit,8162000,11013000,14987000,9442000,8178000,15072000,16491000,8287000,11161000,12579000,18910000,8912000,9578000,6348000,9327000,8236000,6900000,3119000,15136000,6321000,3035000,10522000,20560000,5908000,7721000,17014000,22035000,12326000,11016000,17861000,20590000,9440000,12810000,24031000,34926000,17728000,22721000,30428000,36221000,18711000,20146000,30742000,35386000,26210000,25382000,43011000,36683000,22498000,28738000,33582000,30647000,15906000,21999000,21460000
IncomeOtherOperatingIncome,112000,3032000,613000,-145000,127000,372000,147000,185000,201000,162000,215000,437000,398000,426000,264000,108000,465000,3185000,1662000,852000,448000,695000,483000,531000,317000,2535000,360000,320000,672000,665000,821000,6146000,865000,1020000,604000,1820000,1024000,592000,513000,2162000,1074000,3159000,907000,20831000,2300000,9671000,2781000,3417000,1366000,3173000,1105000,2198000,2355000,1144000
IncomeOtherOperatingCosts,1811000,1832000,1913000,1706000,75000,106000,41000,268000,470000,415000,668000,901000,774000,663000,962000,1708000,82000,1463000,449000,460000,621000,959000,451000,506000,483000,507000,355000,1113000,406000,450000,747000,3831000,245000,631000,537000,2221000,906000,1527000,302000,1690000,918000,-131000,1179000,20403000,523000,5606000,3838000,6235000,217000,497000,-46000,7752000,549000,359000
IncomeEBIT,6463000,12213000,13687000,7591000,8230000,15338000,16597000,8204000,10892000,12326000,18457000,8448000,9202000,6111000,8629000,6636000,7283000,4841000,16349000,6713000,2862000,10258000,20592000,5933000,7555000,19042000,22040000,11533000,11282000,18076000,20664000,11755000,13430000,24420000,34993000,17327000,22839000,29493000,36432000,19183000,20302000,34032000,35114000,26638000,27159000,47076000,35626000,19680000,29887000,36258000,31798000,10352000,23805000,22245000
IncomeFinanceIncome,595000,311000,-29000,683000,1030000,135000,171000,219000,7937000,439000,906000,1618000,2204000,1617000,449000,-1390000,201000,-151000,-521000,808000,155000,4482000,-4313000,122000,45000,120000,68000,-5000,91000,54000,89000,99000,984000,453000,-407000,847000,2301000,-26000,706000,1884000,3522000,1267000,1070000,-203000,1079000,641000,5335000,-65000,4179000,1014000,130000,2167000,993000,3126000
IncomeFinanceCosts,609000,818000,605000,754000,2085000,1899000,-1368000,1761000,806000,185000,452000,852000,453000,988000,1285000,12583000,5731000,-1141000,2066000,1114000,876000,508000,819000,434000,2390000,9428000,220000,-2317000,1472000,413000,2497000,884000,413000,1527000,378000,2263000,2887000,-503000,910000,1589000,2000,2044000,2040000,-759000,2307000,-210000,1250000,-1337000,1785000,1746000,1152000,2104000,1015000,2248000
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,0,0,0,,5149000,194000,-2952000,0,1443000,282000,231000,84000,374000,155000,328000,183000,,,,,,,,,,,6449000,11706000,13053000,7520000,7175000,13574000,18136000
IncomeNetGrossProfit,6662000,18023000,12580000,18911000,9214000,10953000,6740000,7793000,-7337000,1753000,5831000,13762000,6407000,2141000,14232000,15460000,5621000,5210000,14883000,22082000,10893000,9901000,17717000,19699000,11252000,14001000,23577000,34292000,16285000,22253000,30125000,36556000,19661000,23822000,33255000,34144000,27194000,25931000,47927000,39711000,20952000,32281000,35526000,30776000,10415000,23783000,23123000,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6449000,11706000,13053000,7520000,7175000,13574000,18136000
IncomeBeforeTaxProfit,6662000,18023000,12580000,18911000,9214000,10953000,6740000,7793000,-7337000,1753000,5831000,13762000,6407000,2141000,14232000,15460000,5621000,5210000,14883000,22082000,10893000,9901000,17717000,19699000,11252000,14001000,23577000,34292000,16285000,22253000,30125000,36556000,19661000,23822000,33255000,34144000,27194000,25931000,47927000,39711000,20952000,32281000,35526000,30776000,10415000,23783000,23123000,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4590000,9571000,10126000,5428000,5605000,10452000,14360000
