,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,62476000,93006000,76283000,99161000,68093000,119014000,92343000,121407000,104307000,145981000,129433000,164772000,138866000,193463000,200429000,221523000,162561000,259577000,229889000,270381000,195708000,244546000,267927000,320378000,184925000,299332000,242588000,364415000,256605000,326411000,298621000,435820000,221223000,422337000,416175000,583404000,359691000,496199000,473968000,679242000,431900000,608000000,512400000,754700000,534600000,860000000,664600000,1126100000,720400000,1125800000,987300000,1360500000,694100000,1332300000
IncomeRevenues_yy,,,,,8.99,27.96,21.05,22.43,53.18,22.66,40.17,35.72,33.13,32.53,54.85,34.44,17.06,34.17,14.70,22.06,20.39,-5.79,16.55,18.49,-5.51,22.40,-9.46,13.75,38.76,9.05,23.10,19.59,-13.79,29.39,39.37,33.86,62.59,17.49,13.89,16.43,20.08,22.53,8.11,11.11,23.78,41.45,29.70,49.21,34.75,30.91,48.56,20.82,-3.65,18.34
IncomeRevenues_sy,,,,,11.37,25.06,20.88,54.37,72.74,40.22,49.59,35.60,22.38,20.50,24.13,9.96,4.73,10.39,2.92,0.90,3.89,-1.89,13.13,9.07,13.69,12.16,3.42,13.32,12.09,12.84,18.92,16.33,1.74,7.05,6.00,8.05,13.82,11.45,11.00,10.13,17.47,16.22,7.92,13.50,15.27,11.03,12.22,10.94,3.71,2.71,13.28,3.30,0.28,5.47
IncomeRevenues_qq,,48.87,-17.98,29.99,-31.33,74.78,-22.41,31.47,-14.08,39.95,-11.34,27.30,-15.72,39.32,3.60,10.52,-26.62,59.68,-11.44,17.61,-27.62,24.95,9.56,19.58,-42.28,61.87,-18.96,50.22,-29.58,27.20,-8.51,45.94,-49.24,90.91,-1.46,40.18,-38.35,37.95,-4.48,43.31,-36.41,40.77,-15.72,47.29,-29.16,60.87,-22.72,69.44,-36.03,56.27,-12.30,37.80,-48.98,91.95
IncomeRevenues_sq,,10.90,9.81,14.16,-27.92,12.75,16.65,41.24,-2.34,12.24,8.54,24.60,-19.51,5.44,10.45,16.36,-19.17,5.72,-6.50,20.86,-18.63,12.26,8.48,9.67,-18.97,22.45,2.72,23.39,-14.84,11.77,3.64,8.09,-20.17,18.91,-1.46,15.10,-16.70,18.19,4.60,10.24,-12.68,18.01,-2.16,16.32,-13.90,16.79,-2.37,7.05,-14.88,17.54,-0.20,14.40,-22.04,19.66
IncomeCostOfSales,35626000,51399000,44596000,53670000,39895000,61514000,52683000,65107000,53868000,68422000,67651000,75874000,67946000,82151000,98217000,100628000,85429000,121943000,113925000,119909000,94992000,103915000,125672000,147548000,89086000,125273000,107562000,156526000,131732000,154837000,143272000,209218000,119783000,189307000,217250000,280094000,171625000,209773000,213573000,307929000,198700000,276100000,241700000,324700000,265200000,395600000,325300000,519100000,369700000,538100000,484200000,652100000,362100000,615800000
IncomeCostOfSales_yy,,,,,11.98,19.68,18.13,21.31,35.02,11.23,28.41,16.54,26.13,20.07,45.18,32.63,25.73,48.44,15.99,19.16,11.19,-14.78,10.31,23.05,-6.22,20.55,-14.41,6.08,47.87,23.60,33.20,33.66,-9.07,22.26,51.63,33.88,43.28,10.81,-1.69,9.94,15.78,31.62,13.17,5.45,33.47,43.28,34.59,59.87,39.40,36.02,48.85,25.62,-2.06,14.44
IncomeCostOfSales_sy,,,,,11.20,17.76,22.72,46.94,56.58,31.87,55.53,24.74,21.93,39.58,22.12,23.29,16.84,12.88,7.38,-4.50,5.12,-4.76,11.60,0.45,9.09,7.75,-6.46,16.39,8.54,17.02,26.60,19.62,-1.86,9.30,-2.98,1.74,9.33,11.04,16.00,15.20,15.97,31.62,14.76,14.30,16.56,9.72,8.42,11.96,16.41,9.28,18.67,6.86,5.61,6.16
IncomeCostOfSales_qq,,44.27,-13.24,20.35,-25.67,54.19,-14.36,23.58,-17.26,27.02,-1.13,12.16,-10.45,20.91,19.56,2.45,-15.10,42.74,-6.58,5.25,-20.78,9.39,20.94,17.41,-39.62,40.62,-14.14,45.52,-15.84,17.54,-7.47,46.03,-42.75,58.04,14.76,28.93,-38.73,22.23,1.81,44.18,-35.47,38.95,-12.46,34.34,-18.32,49.17,-17.77,59.58,-28.78,45.55,-10.02,34.68,-44.47,70.06
IncomeCostOfSales_sq,,-0.38,20.47,9.88,-15.07,-4.80,22.71,29.06,3.63,-11.64,18.64,11.08,-11.42,-8.06,11.12,3.32,-6.07,-3.22,1.75,21.02,-4.50,5.79,14.58,-7.14,-5.22,-5.69,7.60,14.72,-4.62,2.07,17.66,3.70,-15.50,14.89,1.36,5.63,-11.32,10.44,6.04,8.38,-11.00,11.40,-0.24,12.08,-11.80,11.94,2.11,14.73,-12.21,11.66,5.21,18.86,-15.59,6.69
