,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,24307000,44238000,34312000,48729000,42716000,53318000,56272000,63173000,59327000,53337000,89384000,68894000,90729000,75022000,67363000,60403000,55970000,96680000,16881000,47315000,54203000,70789000,62676000,190429000,54371000,80335000,81703000,72575000,161484000,69025000,87026000,88768000,86654000,79709000,81403000,92592000,76572000,79933000,106828000,113970000,92631000,97718000,112690000,101369000,84448000,97727000,89134000,6304000,69622000,85792000,115281000,90954000,69031000,84326000
IncomeRevenues_yy,,,,,75.74,20.53,64.00,29.64,38.89,0.04,58.84,9.06,52.93,40.66,-24.64,-12.32,-38.31,28.87,-74.94,-21.67,-3.16,-26.78,271.28,302.47,0.31,13.49,30.36,-61.89,197.00,-14.08,6.52,22.31,-46.34,15.48,-6.46,4.31,-11.63,0.28,31.23,23.09,20.97,22.25,5.49,-11.06,-8.83,0.01,-20.90,-93.78,-17.56,-12.21,29.33,1342.80,-0.85,-1.71
IncomeRevenues_sy,,,,,75.74,20.53,64.00,29.64,27.79,3.88,38.59,7.38,35.10,25.86,-24.64,-12.32,-38.31,22.09,-74.94,-21.67,-3.16,15.67,138.06,238.01,86.99,20.62,30.50,10.60,18.46,4.01,29.94,5.53,8.04,5.39,-5.64,7.96,-5.28,6.98,2.13,25.62,-1.58,13.69,26.72,-10.38,17.27,1.96,4.59,-8.65,1.91,-7.34,12.97,6.02,-0.82,5.69
IncomeRevenues_qq,,82.00,-22.44,42.02,-12.34,24.82,5.54,12.26,-6.09,-10.10,67.58,-22.92,31.69,-17.31,-10.21,-10.33,-7.34,72.74,-82.54,180.29,14.56,30.60,-11.46,203.83,-71.45,47.75,1.70,-11.17,122.51,-57.26,26.08,2.00,-2.38,-8.01,2.13,13.75,-17.30,4.39,33.65,6.69,-18.72,5.49,15.32,-10.05,-16.69,15.72,-8.79,-92.93,1004.41,23.23,34.37,-21.10,-24.10,22.16
IncomeRevenues_sq,,82.00,-22.44,42.02,-12.34,27.80,-5.48,15.30,-7.90,5.30,29.67,5.70,0.16,14.33,-10.21,-10.33,-16.38,1.96,-64.59,36.57,21.56,88.74,-11.08,12.94,-11.75,5.88,22.48,-9.38,5.22,-0.88,11.13,3.22,-2.48,-7.32,6.69,13.75,-3.96,2.63,-4.16,18.52,-21.54,5.26,8.12,9.50,-15.41,0.26,-9.84,8.80,0.72,0.79,14.93,-9.51,-3.32,3.79
IncomeCostOfSales,12596000,21084000,14002000,22715000,16101000,24736000,22230000,30714000,21958000,25202000,46218000,29556000,25276000,56188000,43744000,39162000,35499000,57764000,8675000,38920000,38004000,40948000,45205000,41726000,35977000,54010000,55763000,40648000,46185000,44111000,52806000,49735000,50417000,45862000,46204000,52058000,45489000,41239000,67621000,64656000,59441000,56549000,61253000,60081000,43784000,55430000,54326000,-13950000,36606000,41069000,65229000,32474000,24712000,43844000
IncomeCostOfSales_yy,,,,,27.83,17.32,58.76,35.21,36.38,1.88,107.91,-3.77,15.11,122.95,-5.35,32.50,40.45,2.80,-80.17,-0.62,7.06,-29.11,421.10,7.21,-5.33,31.90,23.36,-2.58,28.37,-18.33,-5.30,22.36,9.16,3.97,-12.50,4.67,-9.77,-10.08,46.35,24.20,30.67,37.13,-9.42,-7.08,-26.34,-1.98,-11.31,-123.22,-16.39,-25.91,20.07,332.79,-32.49,6.76
IncomeCostOfSales_sy,,,,,27.83,17.32,58.76,35.21,19.78,15.88,68.46,-1.98,5.89,56.12,-5.35,8.78,28.37,2.80,-50.13,-0.62,7.06,-9.35,85.16,7.21,10.52,21.62,28.24,-6.10,28.37,-0.62,0.38,18.90,9.08,-5.39,-22.08,4.67,2.94,4.96,2.54,-13.97,12.41,11.81,16.82,-5.44,12.21,8.00,-11.31,11.25,-1.21,-25.91,-28.56,7.05,-19.78,-13.33
IncomeCostOfSales_qq,,67.39,-33.59,62.23,-29.12,53.63,-10.13,38.16,-28.51,14.77,83.39,-36.05,-14.48,122.30,-22.15,-10.47,-9.35,62.72,-84.98,348.65,-2.35,7.75,10.40,-7.70,-13.78,50.12,3.25,-27.11,13.62,-4.49,19.71,-5.82,1.37,-9.03,0.75,12.67,-12.62,-9.34,63.97,-4.38,-8.07,-4.87,8.32,-1.91,-27.13,26.60,-1.99,-125.68,362.41,12.19,58.83,-50.22,-23.90,77.42
IncomeCostOfSales_sq,,67.39,-33.59,62.23,-29.12,31.34,-12.30,35.52,-22.63,26.02,34.17,2.80,-19.36,26.82,-22.15,46.86,-23.33,39.00,-45.00,56.76,3.25,25.68,-8.98,-15.20,-10.76,38.21,4.28,-23.50,10.08,16.52,-4.60,-2.52,-14.88,9.64,0.75,7.90,-20.07,7.00,-0.31,38.87,-18.54,7.39,-6.21,-1.91,3.40,7.41,-1.59,-7.29,2.55,-5.36,6.16,12.28,-5.56,-8.08
