,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,18256000,20576000,30325000,25923000,20354000,26298000,30928000,23931000,27316000,33786000,41015000,38911000,44528000,52006000,55662000,39787000,35646000,47203000,50707000,31951000,34634000,45524000,53875000,43125000,44487000,54889000,60719000,45679000,50615000,58078000,60985000,43978000,43391000,55681000,58660000,40719000,41688000,50270000,50508000,36399000,39501000,52559000,50221000,38368000,40067000,46030000,47820000,37065000,38642000,41540000,41583000,34844000,36987000,38259000
IncomeCostOfSales,13327000,13541000,19600000,15829000,13568000,17475000,19918000,17834000,19338000,23724000,25938000,24520000,29731000,34888000,38229000,25930000,24797000,35359000,36553000,28737000,27073000,32794000,40337000,34797000,36447000,40476000,45540000,34146000,39013000,43794000,44604000,34954000,36395000,41569000,43021000,32227000,30930000,38157000,36118000,30400000,29965000,39074000,39297000,30725000,29210000,36549000,33327000,28750000,29933000,27662000,29336000,29413000,28191000,30236000
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,4553000,6045000,5419000,6251000,5005000,4876000,4701000,4595000,4798000,5957000,6748000,7706000,7916000,9246000,8050000,9150000,7742000,7855000,7302000,8108000,7547000,9065000,8716000,9173000,8072000,10155000,8455000,10505000,9546000,10267000,9371000,9220000,8777000,11654000,10345000,10781000,9719000,10477000,10209000,9496000,10149000,10501000,9894000,9657000,10590000,10279000,10322000,10649000,9836000,10128000,10850000,9597000,11199000,11255000
IncomeGrossProfit,376000,990000,5306000,3843000,1781000,3947000,6309000,1502000,3180000,4105000,8329000,6685000,6881000,7872000,9383000,4707000,3107000,3989000,6852000,-4894000,14000,3665000,4822000,-845000,-32000,4258000,6724000,1028000,2056000,4017000,7010000,-196000,-1781000,2458000,5294000,-2289000,1039000,1636000,4181000,-3497000,-613000,2984000,1030000,-2014000,267000,-798000,4171000,-2334000,-1127000,3750000,1397000,-4166000,-2403000,-3232000
IncomeOtherOperatingIncome,51000,201000,42000,382000,529000,51000,76000,2059000,26000,375000,69000,362000,529000,426000,234000,215000,126000,677000,255000,-545000,51000,412000,5000,481000,171000,295000,206000,2866000,361000,136000,225000,407000,311000,494000,308000,653000,290000,359000,255000,405000,309000,288000,283000,647000,11000,-60000,11000,225000,113000,47000,14000,-19000,28000,-10000
IncomeOtherOperatingCosts,28000,697000,75000,845000,249000,339000,463000,138000,353000,1090000,423000,477000,260000,354000,672000,1281000,259000,640000,306000,1691000,203000,556000,423000,670000,343000,293000,483000,418000,170000,1080000,484000,863000,253000,992000,355000,2702000,428000,726000,224000,1225000,340000,799000,576000,304000,381000,75000,751000,7860000,40000,600000,448000,771000,247000,459000
IncomeEBIT,399000,494000,5273000,3380000,2061000,3659000,5922000,3423000,2853000,3390000,7975000,6570000,7150000,7944000,8945000,3641000,2974000,4026000,6801000,-7130000,-138000,3521000,4404000,-1034000,-204000,4260000,6447000,3476000,2247000,3073000,6751000,-652000,-1723000,1960000,5247000,-4338000,901000,1269000,4212000,-4317000,-644000,2473000,737000,-1671000,-103000,-933000,3431000,-9969000,-1054000,3197000,963000,-4956000,-2622000,-3701000
IncomeFinanceIncome,546000,295000,127000,59000,27000,-22000,4000,5000,29000,-11000,614000,85000,40000,58000,312000,1938000,1491000,-531000,-288000,1897000,403000,1318000,-19000,518000,16000,212000,178000,-109000,377000,-78000,181000,-442000,250000,36000,-264000,1000,62000,669000,355000,604000,-208000,-64000,-118000,15000,189000,-189000,8000,40000,-37000,0,1000,44000,126000,520000
IncomeFinanceCosts,964000,760000,702000,860000,673000,662000,914000,510000,632000,1287000,2633000,1941000,1598000,774000,1622000,1737000,896000,690000,1042000,1024000,1184000,1130000,1073000,1417000,1497000,1275000,691000,1708000,1200000,1571000,889000,1091000,1997000,1036000,1027000,726000,828000,571000,464000,434000,463000,281000,294000,602000,313000,365000,238000,603000,567000,477000,494000,544000,767000,
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000
IncomeNetGrossProfit,-175000,4640000,2737000,1228000,2964000,5264000,2514000,2372000,2747000,7302000,4022000,5249000,6404000,8483000,3957000,2728000,2599000,5823000,-6275000,-759000,3655000,3255000,-1589000,-1605000,2975000,5350000,2676000,916000,1795000,5361000,-1983000,-2564000,-1000,3947000,-5364000,175000,503000,4310000,-4426000,-474000,1802000,392000,-2083000,-690000,-1057000,2877000,-10199000,-1617000,2593000,486000,-5449000,-3122000,-4342000,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000
IncomeBeforeTaxProfit,-175000,4640000,2737000,1228000,2964000,5264000,2514000,2372000,2747000,7302000,4022000,5249000,6404000,8483000,3957000,2728000,2599000,5823000,-6275000,-759000,3655000,3255000,-1589000,-1605000,2975000,5350000,2676000,916000,1795000,5361000,-1983000,-2564000,-1000,3947000,-5364000,175000,503000,4310000,-4426000,-474000,1802000,392000,-2083000,-690000,-1057000,2877000,-10199000,-1617000,2593000,486000,-5449000,-3122000,-4342000,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000
IncomeNetProfit,-625000,3481000,1885000,845000,2325000,4235000,2305000,1744000,2753000,6531000,3542000,4386000,5453000,7196000,3722000,2414000,2444000,4977000,-4591000,-344000,3041000,2947000,-337000,-1322000,3522000,4537000,2237000,1134000,2056000,5050000,-1048000,-1835000,-80000,4018000,-3742000,939000,806000,3946000,-3449000,13000,1617000,266000,-1544000,-577000,-1237000,2327000,-9463000,-1451000,1784000,77000,-5907000,-3214000,-4530000,24000
IncomeShareholderNetProfit,-625000,3481000,1885000,845000,2325000,4235000,2305000,1744000,2753000,6531000,3542000,4386000,5453000,7196000,3722000,2414000,2444000,4977000,-4591000,-344000,3041000,2947000,-337000,-1322000,3522000,4537000,2237000,1134000,2056000,5050000,-1048000,-1835000,-80000,4018000,-3742000,939000,806000,3946000,-3449000,13000,1617000,266000,-1544000,-577000,-1237000,2327000,-9463000,-1451000,1784000,77000,-5907000,-3214000,-4530000,
BalanceNoncurrentAssets,114905000,113670000,109554000,107920000,106421000,106547000,104131000,102803000,192299000,189679000,196359000,191657000,193309000,190401000,183520000,179957000,176039000,168395000,169035000,168817000,164810000,162600000,161724000,158019000,162495000,160695000,157989000,156076000,157895000,156060000,154487000,151824000,150613000,148374000,145516000,143138000,141547000,139533000,137497000,128758000,127065000,133926000,132479000,128256000,126505000,123292000,166000,159000,967000,905000,970000,1009000,1201000,1122000
BalanceIntangibleAssets,30284000,17732000,21240000,28426000,27942000,28450000,27997000,27666000,27336000,26752000,26419000,26090000,25421000,25119000,24814000,24588000,24378000,24169000,23960000,23804000,23639000,23467000,23651000,23465000,23290000,23115000,22933000,22755000,22589000,22425000,22259000,22094000,21929000,21763000,21599000,21435000,21807000,21629000,112581000,111492000,107436000,105946000,104280000,103936000,101551000,99684000,157188000,166731000,169646000,157623000,159828000,156137000,149427000,145793000
BalanceProperty,142580000,134968000,135632000,135041000,132059000,130156000,129316000,125602000,129671000,127658000,124855000,122280000,123646000,121852000,120265000,117145000,115812000,113906000,111265000,109157000,107734000,105981000,104518000,95958000,94473000,102259000,101041000,98301000,96461000,93989000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,26000,26000,26000,33000,33000,33000,33000,147000,147000,147000,147000,147000,145000,145000,145000,145000,145000,145000,145000,145000,145000,146000,145000
BalanceNoncurrInvestments,145000,620000,608000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,2123000,1993000,1125000,1043000,1138000,1569000,1346000,1964000,4680000,5069000,5326000,5461000,5392000,5669000,5951000,6353000,5978000,6530000,6839000,7541000,7185000,7180000,7448000,7684000,8301000,8248000,8566000,9847000,10465000,10596000,10426000,11069000
BalanceOtherNoncurrentAssets,11366000,11208000,11173000,11081000,11079000,10982000,10575000,10561000,10518000,9759000,9694000,8375000,8092000,7529000,53326000,56052000,65391000,66740000,70781000,72132000,73144000,75813000,107982000,118858000,123972000,132892000,138112000,142724000,128829000,134746000,144694000,145736000,142463000,148038000,157775000,160456000,164288000,156947000,152727000,170816000,155282000,142986000,152655000,155614000,150622000,137224000,141593000,141302000,132270000,133176000,131285000,137598000,120137000,117611000
BalanceCurrentAssets,117307000,115825000,117014000,114349000,125573000,122297000,24048000,27323000,32637000,37789000,36513000,36029000,35857000,33620000,56377000,61674000,63177000,74527000,81443000,79293000,76913000,78219000,79684000,81985000,81697000,82981000,92351000,98140000,95466000,98516000,92296000,92329000,88092000,96302000,101522000,97132000,89686000,86457000,88774000,85368000,80909000,84351000,82510000,73560000,68857000,68919000,66434000,72073000,73929000,75776000,85578000,85164000,22391000,25703000
BalanceInventory,28731000,26391000,32631000,29387000,31637000,35438000,43924000,48048000,52432000,50010000,49969000,57169000,48121000,51451000,59896000,55943000,54247000,59960000,56469000,56878000,63238000,51641000,51747000,58554000,57136000,40931000,42397000,46171000,43879000,36965000,37136000,41631000,42169000,38533000,38444000,47269000,39052000,25675000,29237000,28827000,30513000,24508000,28185000,25518000,,,,,,,,,,
BalanceCurrentReceivables,,,,,,,,,,0,,140000,429000,439000,436000,483000,455000,466000,447000,457000,,,,,,,,,,,,,,,,,,,6058000,2366000,3706000,1974000,1056000,6335000,4709000,5094000,6987000,7942000,7330000,7619000,5575000,5293000,3321000,3678000
BalanceCurrentInvestments,3602000,6662000,4706000,3638000,7809000,3531000,3925000,5076000,5929000,18649000,9039000,5120000,7198000,11240000,16242000,13206000,14497000,13270000,8512000,9894000,9387000,15850000,11507000,22596000,20666000,13970000,11964000,13623000,10843000,10509000,829000,660000,317000,586000,581000,381000,941000,1661000,694000,1194000,1033000,736000,1125000,969000,474000,1398000,1372000,717000,1374000,1023000,663000,1452000,1193000,1267000
BalanceCash,2298000,1284000,1015000,633000,1538000,1071000,815000,596000,1186000,1033000,680000,398000,944000,919000,721000,421000,970000,955000,608000,442000,967000,1106000,,,,,,,,,,,,,,,,,,,,0,,,,2287000,2287000,2287000,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,168231000,169722000,174945000,174660000,177202000,178679000,177275000,178616000,300281000,308537000,320331000,324549000,331421000,333125000,312349000,314703000,320733000,316418000,313785000,319142000,322585000,323056000,326012000,314966000,315222000,331511000,313271000,299062000,310550000,311674000,305109000,289048000,292206000,289676000,277786000,276314000
BalanceAssetsForSale,272832000,277131000,257634000,246369000,244372000,249751000,249493000,242605000,252078000,245589000,103446000,103386000,109548000,110481000,110677000,118273000,120017000,122770000,191976000,197169000,195808000,198700000,201079000,202111000,198940000,198152000,200606000,200750000,199428000,202684000,203381000,203420000,201604000,204447000,202037000,201886000,205911000,202176000,203112000,200169000,204115000,200669000,200677000,197607000,197873000,196329000,195753000,189823000,192153000,182686000,181082000,178176000,178411000,172513000
BalanceTotalAssets,169130000,162242000,36944000,36944000,36944000,36944000,36944000,38025000,38025000,38025000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,57038000,56114000,56114000,56114000,56114000,56114000,56114000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,46894000,,,,,,
BalanceCapital,,,,,,0,,-5000,-8314000,-9244000,-10658000,-12994000,-13438000,-14025000,-16492000,-16492000,-16758000,-22830000,-23931000,-24361000,-25527000,-26097000,-24377000,-24377000,-24377000,-24377000,-24377000,-24377000,,,,,,,,,,,,57958000,73264000,73715000,73803000,70555000,70530000,70530000,79681000,119801000,119801000,128548000,129598000,130225000,152637000,149508000
BalanceShareCapital,149508000,153352000,153353000,153353000,159154000,159149000,159155000,165003000,165009000,165004000,159619000,159626000,159632000,159630000,166893000,166893000,140497000,140492000,133998000,133998000,133998000,133999000,144756000,144759000,144755000,144765000,130876000,130871000,130880000,130877000,125886000,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39753000,37388000,33434000,31702000,32769000,38090000,38367000,31172000,48926000,46888000,43154000,62415000,65716000,22787000,16070000,31881000,43618000,59741000,60762000,40281000,43440000,44045000,46705000
BalanceReserve,15535000,15219000,13719000,13011000,12616000,13032000,58890000,58490000,56072000,52761000,16423000,18571000,37622000,40203000,36271000,6613000,5781000,27032000,31611000,34653000,10857000,39053000,3035000,34629000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,32007000,27502000,25752000,26432000,31023000,31258000,23969000,39638000,39543000,34259000,53499000,56649000,13639000,7258000,23247000,34860000,51094000,52207000,31840000,34906000,35768000,38519000,7410000,7206000,5895000,5314000,5070000,5648000,51684000,51409000,49252000,46148000
BalanceNoncurrentLiabilities,9912000,12183000,31508000,34231000,30492000,1018000,848000,22385000,27227000,30481000,7165000,35681000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,5124000,5381000,5932000,5950000,6337000,7067000,7109000,7203000,9288000,7345000,8895000,8916000,9067000,9148000,8812000,8634000,8758000,8647000,8555000,8441000,8534000,8277000,8186000,8125000,8013000,7824000,7697000,7546000,7384000,7206000,7081000,6820000,6613000,6511000,6388000,6114000,5972000,5779000,5595000,4933000,4647000,4384000
BalanceNoncurrentObligations,4172000,3692000,3372000,3035000,25032000,28948000,31963000,32477000,33756000,22316000,18891000,24674000,59379000,64480000,81369000,63434000,64626000,108227000,97339000,84670000,76509000,55927000,53595000,76177000,75764000,75591000,77703000,94984000,97966000,115906000,94349000,84270000,94406000,52615000,42504000,32307000,38768000,75646000,61342000,42363000,36876000,51037000,58868000,57902000,36258000,39964000,36429000,59235000,43895000,80312000,23974000,11965000,14948000,15153000
BalanceNoncurrentLeasing,16012000,11530000,14139000,12458000,17224000,19201000,20290000,21944000,22603000,23996000,18439000,17390000,23351000,28416000,25321000,26526000,35419000,31340000,33658000,26208000,27184000,30793000,24372000,28993000,30880000,36749000,30839000,18714000,27235000,32219000,25995000,26360000,23197000,28660000,22672000,22651000,24372000,30204000,23315000,21731000,30429000,31236000,,15335000,14795000,15524000,16054000,8942000,3696000,9717000,36168000,40521000,50964000,34185000
BalanceNoncurrentOtherLiabilities,34531000,75652000,75741000,62566000,47789000,23914000,23778000,44262000,34514000,38543000,36814000,63562000,66293000,78686000,62223000,47045000,58938000,9121000,5432000,5546000,5931000,35972000,27240000,5554000,8279000,13951000,26478000,25453000,5423000,1764000,3099000,28053000,6505000,43343000,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050000,1648000,2220000,1800000,1690000,1844000,1056000,2499000,5987000,4758000,10115000,7305000,7492000,8579000,3159000,4714000,5369000,3597000,4496000,5389000
BalanceCurrentBorrowings,5831000,5708000,7231000,5214000,4489000,6427000,7754000,8232000,4588000,6745000,6233000,8047000,5602000,7455000,8107000,10449000,5400000,8426000,9718000,9798000,6463000,7996000,10015000,9451000,6961000,5733000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,168231000,169722000,0,174945000,174660000,177202000,0,178679000,177275000,178616000,0,300281000,308537000,320331000,0,324549000,331421000,333125000,0,312349000,314703000,320733000,0,316418000,313785000,319142000,0,322585000,323056000,326012000
BalanceCurrentLeasing,0,314966000,315222000,331511000,313271000,299062000,310550000,311674000,305109000,289048000,292206000,289676000,277786000,276314000,272832000,277131000,257634000,246369000,244372000,249751000,249493000,242605000,252078000,245589000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
