,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,32997000,28101000,26378000,559254000,28558000,276960000,151729000,139978000,143926000,141442000,134978000,125471000,120719000,109497000,83120000,76076000,75341000,80896000,79230000,79956000,76006000,77249000,43132000,66316000,58787000,67577000,33016000,64503000,63557000,62807000,63687000,55908000,64488000,69871000,67476000,69695000,65300000,61170000,58501000,61567000,60411000,63678000,59896000,71186000,68258000,68439000,67606000,76155000,72097000,66332000,61171000,76238000,68115000,64269000
IncomeRevenues_yy,,,,,-13.45,885.59,475.21,-74.97,403.98,-48.93,-11.04,-10.36,-16.12,-22.59,-38.42,-39.37,-37.59,-26.12,-4.68,5.10,0.88,-4.51,-45.56,-17.06,-22.65,-12.52,-23.45,-2.73,8.11,-7.06,92.90,-13.32,1.46,11.25,5.95,24.66,1.26,-12.45,-13.30,-11.66,-7.49,4.10,2.38,15.62,12.99,7.48,12.87,6.98,5.62,-3.08,-9.52,0.11,-5.52,-3.11
IncomeRevenues_sy,,,,,-4.70,71.80,22.26,12.38,25.40,4.46,17.38,7.89,2.60,18.49,-0.54,-11.43,-34.02,-25.65,-8.27,5.10,4.94,-4.51,9.88,10.22,-1.07,10.94,-8.67,10.97,7.20,-2.93,-5.37,-23.50,-3.74,12.20,7.15,10.76,12.55,-7.34,-2.88,-1.07,-4.76,0.21,-1.04,15.62,9.72,6.98,9.18,6.01,4.99,-3.32,2.42,0.11,-1.36,2.32
IncomeRevenues_qq,,-14.84,-6.13,2020.15,-94.89,869.82,-45.22,-7.74,2.82,-1.73,-4.57,-7.04,-3.79,-9.30,-24.09,-8.47,-0.97,7.37,-2.06,0.92,-4.94,1.64,-44.16,53.75,-11.35,14.95,-51.14,95.37,-1.47,-1.18,1.40,-12.21,15.35,8.35,-3.43,3.29,-6.31,-6.32,-4.36,5.24,-1.88,5.41,-5.94,18.85,-4.11,0.27,-1.22,12.65,-5.33,-8.00,-7.78,24.63,-10.65,-5.65
IncomeRevenues_sq,,-14.13,9.22,81.15,-34.33,20.48,8.45,40.06,-5.90,-1.56,10.85,3.67,-5.99,18.39,-0.57,-3.37,-26.98,7.37,-1.67,40.32,-13.08,-4.97,11.22,19.05,-12.08,13.58,2.62,32.49,-14.71,5.07,-1.01,-1.52,-2.54,16.91,2.57,3.29,-6.31,2.02,-8.47,5.24,-1.88,5.41,-5.94,18.85,-4.11,7.46,-1.22,12.65,-5.33,0.43,-7.78,21.77,-1.94,3.26
IncomeCostOfSales,28217000,23846000,22481000,433426000,23524000,219758000,124672000,115411000,111339000,112358000,107561000,109798000,98885000,95920000,70985000,61321000,66881000,67791000,65888000,66463000,61482000,64587000,33815000,60724000,56366000,36931000,56316000,51518000,47347000,45950000,48784000,40665000,48652000,51864000,48049000,48445000,47012000,43267000,42324000,42371000,44135000,47379000,44673000,52066000,47821000,47805000,47026000,52250000,50821000,45800000,44548000,53653000,49130000,47097000
IncomeCostOfSales_yy,,,,,-16.63,821.57,454.57,-73.37,373.30,-48.87,-13.72,-4.86,-11.19,-14.63,-34.00,-44.15,-32.36,-29.33,-7.18,8.39,-8.07,-4.73,-48.68,-8.63,-8.32,-42.82,66.54,-15.16,-16.00,24.42,-13.37,-21.07,2.76,12.87,-1.51,19.13,-3.37,-16.58,-11.91,-12.54,-6.12,9.50,5.55,22.88,8.35,0.90,5.27,0.35,6.27,-4.19,-5.27,2.69,-3.33,2.83
IncomeCostOfSales_sy,,,,,-2.44,66.42,20.16,-4.64,35.59,-5.34,15.87,8.51,13.79,25.72,4.96,-10.21,-28.42,-29.33,-13.13,3.11,22.89,2.36,4.45,19.94,2.72,10.08,2.49,4.04,10.02,19.98,2.51,-23.47,-3.78,16.38,0.83,11.52,15.40,-8.83,-6.22,-3.21,-6.16,9.54,1.09,10.30,3.07,1.44,0.22,1.14,4.12,-2.56,-3.44,2.69,4.23,0.84
IncomeCostOfSales_qq,,-15.49,-5.72,1827.97,-94.57,834.19,-43.27,-7.43,-3.53,0.92,-4.27,2.08,-9.94,-3.00,-26.00,-13.61,9.07,1.36,-2.81,0.87,-7.49,5.05,-47.64,79.58,-7.18,-34.48,52.49,-8.52,-8.10,-2.95,6.17,-16.64,19.64,6.60,-7.36,0.82,-2.96,-7.97,-2.18,0.11,4.16,7.35,-5.71,16.55,-8.15,-0.03,-1.63,11.11,-2.73,-9.88,-2.73,20.44,-8.43,-4.14
IncomeCostOfSales_sq,,-12.24,15.61,68.34,-50.42,35.55,10.64,30.79,-3.84,2.78,-1.02,18.44,-15.50,19.20,-3.98,-1.83,-36.78,1.36,-2.62,31.70,-14.28,-0.90,-6.52,54.23,-16.10,8.02,11.24,30.76,-14.44,5.38,7.27,-10.68,3.64,15.52,-4.51,6.74,-3.02,-5.78,-4.84,0.80,6.42,4.93,-8.14,7.93,-3.62,3.44,1.69,3.44,-12.06,6.49,-2.73,20.44,-2.48,-3.78
IncomeDistributionExpenses,670000,681000,540000,35789000,658000,17327000,7602000,10206000,9360000,7983000,7854000,9545000,8209000,7609000,5118000,6793000,6816000,5797000,6059000,6741000,7024000,6856000,3211000,6375000,5934000,6684000,3094000,6561000,6426000,6192000,6029000,6014000,6226000,6499000,6728000,7614000,6433000,5669000,5322000,6252000,6102000,6227000,6437000,7078000,8113000,6112000,6866000,7648000,7444000,6981000,6922000,8842000,7094000,7012000
IncomeDistributionExpenses_yy,,,,,-1.79,2444.35,1307.78,-71.48,1322.49,-53.93,3.31,-6.48,-12.30,-4.68,-34.84,-28.83,-16.97,-23.81,18.39,-0.77,3.05,18.27,-47.00,-5.43,-15.52,-2.51,-3.64,2.92,8.29,-7.36,94.86,-8.34,-3.11,4.96,11.59,26.60,3.32,-12.77,-20.90,-17.89,-5.15,9.84,20.95,13.21,32.96,-1.85,6.66,8.05,-8.25,14.22,0.82,15.61,-4.70,0.44
IncomeDistributionExpenses_sy,,,,,5.12,25.70,21.10,-1.82,123.34,199.12,154.67,158.92,27.04,-7.40,-8.34,10.66,-10.16,-11.47,-9.67,-19.69,-42.26,24.02,-4.44,6.16,10.88,8.10,2.48,13.36,8.20,16.42,9.72,-19.24,-5.07,-0.02,9.92,4.26,11.04,-6.36,3.95,-8.27,-4.65,9.79,8.44,15.29,6.26,0.16,6.48,6.49,4.88,8.54,2.28,7.60,1.15,0.44
IncomeDistributionExpenses_qq,,1.64,-20.70,6527.59,-98.16,2533.28,-56.13,34.25,-8.29,-14.71,-1.62,21.53,-14.00,-7.31,-32.74,32.73,0.34,-14.95,4.52,11.26,4.20,-2.39,-53.17,98.54,-6.92,12.64,-53.71,112.06,-2.06,-3.64,-2.63,-0.25,3.53,4.38,3.52,13.17,-15.51,-11.88,-6.12,17.47,-2.40,2.05,3.37,9.96,14.62,-24.66,12.34,11.39,-2.67,-6.22,-0.85,27.74,-19.77,-1.16
IncomeDistributionExpenses_sq,,15.18,11.18,21.80,-18.76,11.42,-5.38,34.25,-20.97,30.05,22.52,-0.18,-21.98,-2.39,-2.63,28.77,0.34,-8.78,4.66,9.08,-26.85,8.88,-3.64,36.64,-9.33,7.48,-2.74,45.63,-12.12,5.29,-6.54,4.11,-8.07,12.76,1.10,5.28,-4.47,2.18,-2.04,-0.80,-2.84,7.56,4.15,7.80,-13.67,7.46,1.62,1.24,-16.86,2.63,-6.92,2.42,-19.77,6.61
IncomeAdministrativExpenses,3383000,3285000,3081000,72474000,3100000,35269000,15635000,21024000,18667000,17700000,17975000,18659000,17928000,17113000,12621000,8699000,10882000,11178000,10408000,8764000,10590000,9725000,7508000,8845000,9826000,10692000,6294000,8375000,9549000,10969000,7634000,7630000,9082000,6896000,9508000,10132000,9120000,9177000,9049000,8665000,7754000,7342000,7261000,6720000,9357000,8446000,8307000,9066000,8971000,8804000,8608000,10168000,9470000,9616000
IncomeAdministrativExpenses_yy,,,,,-8.37,973.64,407.47,-70.99,502.16,-49.81,14.97,-11.25,-3.96,-3.32,-29.79,-53.38,-39.30,-34.68,-17.53,0.75,-2.68,-13.00,-27.86,0.92,-7.21,9.94,-16.17,-5.31,-2.82,2.59,21.29,-8.90,-4.89,-37.13,24.55,32.79,0.42,33.08,-4.83,-14.48,-14.98,-20.00,-19.76,-22.45,20.67,15.04,14.41,34.91,-4.13,4.24,3.62,12.16,5.56,9.22
IncomeAdministrativExpenses_sy,,,,,-4.83,-16.60,8.13,10.03,-8.22,-40.11,15.29,-11.25,-0.25,18.22,-6.88,10.77,6.01,-18.81,-7.91,-9.72,-19.54,5.53,21.74,6.46,-1.80,8.01,4.42,11.35,3.65,6.71,-2.59,-8.90,-6.02,-7.45,3.92,21.94,2.84,11.58,18.25,-4.41,-5.64,-20.00,-10.22,-22.45,3.01,8.88,4.77,18.15,-0.59,-1.70,2.97,-2.34,5.56,-2.00
IncomeAdministrativExpenses_qq,,-2.90,-6.21,2252.29,-95.72,1037.71,-55.67,34.47,-11.21,-5.18,1.55,3.81,-3.92,-4.55,-26.25,-31.08,25.09,2.72,-6.89,-15.80,20.84,-8.17,-22.80,17.81,11.09,8.81,-41.13,33.06,14.02,14.87,-30.40,-0.05,19.03,-24.07,37.88,6.56,-9.99,0.62,-1.39,-4.24,-10.51,-5.31,-1.10,-7.45,39.24,-9.74,-1.65,9.14,-1.05,-1.86,-2.23,18.12,-6.86,1.54
IncomeAdministrativExpenses_sq,,-0.14,-3.87,10.42,-8.68,-18.44,2.36,22.97,-26.19,-17.58,-2.90,12.47,-13.47,0.71,-12.21,17.38,3.75,-13.44,-6.89,14.84,13.17,-2.21,-6.05,17.81,-4.35,7.56,-4.34,-18.12,9.39,10.74,-15.24,-0.05,-5.81,2.98,-7.97,7.42,1.36,4.15,2.45,-4.24,-10.51,-0.36,-1.99,6.86,-3.72,0.13,-1.70,9.14,-1.05,-1.86,-1.37,-12.90,14.25,-6.18
