,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,601000,-576000,29000,0,0,0,209000,558000,398000,988000,846000,1157000,1515000,1288000,1311000,845000,535000,-297000,50000,450000,625000,86000,68000,130000,116000,90000,101000,71000,2681000,84000,70000,-2578000,65000,36000,4865000,-468000,327000,3108000,483000,336000,378000,310000,310000,817000,582000,524000,528000,552000,536000,532000,832000,544000,561000,517000
IncomeRevenues_yy,,,,,-100.00,100.00,620.69,,,,304.78,107.35,280.65,30.36,54.96,-26.97,-64.69,-123.06,-96.19,-46.75,16.82,128.96,36.00,-71.11,-81.44,4.65,48.53,-45.38,2211.21,-6.67,-30.69,-3730.99,-97.58,-57.14,6850.00,81.85,403.08,8533.33,-90.07,171.79,15.60,-90.03,-35.82,143.15,53.97,69.03,70.32,-32.44,-7.90,1.53,57.58,-1.45,4.66,-2.82
IncomeRevenues_sy,,,,,6.10,100.00,29.92,,,,39.22,50.11,18.90,13.07,-5.19,-9.98,13.49,1.98,-26.14,-25.70,-8.88,-15.47,36.00,28.32,0.53,53.64,28.58,17.55,49.73,11.46,9.48,-10.04,-12.56,-11.06,9.47,23.04,14.48,12.83,-8.66,2.50,-3.60,-7.40,-11.22,-5.23,7.40,5.40,18.56,-10.16,4.23,1.53,5.79,3.54,7.07,0.05
IncomeRevenues_qq,,-195.84,105.03,-100.00,,,,166.99,-28.67,148.24,-14.37,36.76,30.94,-14.98,1.79,-35.55,-36.69,-155.51,116.84,800.00,38.89,-86.24,-20.93,91.18,-10.77,-22.41,12.22,-29.70,3676.06,-96.87,-16.67,-3782.86,102.52,-44.62,13413.89,-109.62,169.87,850.46,-84.46,-30.43,12.50,-17.99,,163.55,-28.76,-9.97,0.76,4.55,-2.90,-0.75,56.39,-34.62,3.12,-7.84
IncomeRevenues_sq,,-3.30,41.83,-8.06,,,,97.14,-28.10,13.43,0.63,17.74,-8.06,13.25,-10.87,1.99,-9.10,-2.31,-18.73,3.65,9.24,3.08,8.52,-0.23,-5.62,4.22,2.46,21.40,-4.22,0.58,-2.52,1.31,-8.15,10.67,1.60,-1.20,3.98,12.21,-13.93,3.84,-2.50,2.13,,18.32,-16.66,5.82,5.51,-0.82,-3.61,0.09,-4.50,-1.02,3.26,-3.32
IncomeCostOfSales,853000,-829000,28000,0,0,0,149000,796000,693000,1136000,693000,1926000,1517000,1483000,1551000,600000,583000,-262000,39000,483000,456000,39000,60000,96000,98000,76000,120000,136000,2644000,173000,143000,-2476000,117000,96000,4572000,-919000,67000,317000,260000,204000,105000,83000,99000,67000,139000,75000,93000,82000,68000,66000,390000,70000,57000,60000
IncomeCostOfSales_yy,,,,,-100.00,100.00,432.14,,,,365.10,141.96,118.90,30.55,123.81,-68.85,-61.57,-117.67,-97.49,-19.50,-21.78,114.89,53.85,-80.12,-78.51,94.87,100.00,41.67,2597.96,127.63,19.17,-1920.59,-95.57,-44.51,3097.20,62.88,-42.74,230.21,-94.31,122.20,56.72,-73.82,-61.92,-67.16,32.38,-9.64,-6.06,22.39,-51.08,-12.00,319.35,-14.63,-16.18,-9.09
IncomeCostOfSales_sy,,,,,12.36,3.42,-50.31,,,,142.15,24.25,6.16,23.28,51.30,1.51,2.07,-23.66,-54.95,-25.23,-48.93,-28.30,-29.70,96.31,-13.90,58.10,10.80,-3.66,80.90,-13.22,-15.82,-65.40,-30.01,-42.80,17.34,34.98,6.77,-1.52,-27.04,-3.15,-10.96,-53.08,-14.08,6.82,10.34,3.85,8.94,-15.12,-20.33,-0.74,-11.98,-10.06,-15.38,-2.38
IncomeCostOfSales_qq,,-197.19,103.38,-100.00,,,,434.23,-12.94,63.92,-39.00,177.92,-21.24,-2.24,4.59,-61.32,-2.83,-144.94,114.89,1138.46,-5.59,-91.45,53.85,60.00,2.08,-22.45,57.89,13.33,1844.12,-93.46,-17.34,-1831.47,104.73,-17.95,4662.50,-120.10,107.29,373.13,-17.98,-21.54,-48.53,-20.95,19.28,-32.32,107.46,-46.04,24.00,-11.83,-17.07,-2.94,490.91,-82.05,-18.57,5.26
IncomeCostOfSales_sq,,7.44,88.50,-13.33,,,,213.79,-33.46,-5.07,-1.24,14.16,-11.76,5.82,-21.56,-6.76,-16.70,-20.00,3.67,-21.48,8.91,-10.09,12.29,29.59,-22.28,1.32,5.25,5.68,-13.79,0.86,-8.50,1.89,30.94,16.34,6.22,-3.86,3.97,5.74,-20.21,7.66,-8.66,-0.37,-1.56,17.50,-17.94,-2.86,-0.72,-9.64,-10.02,-3.41,-13.38,-1.34,-9.86,5.26
IncomeDistributionExpenses,159000,,,0,,0,4000,22000,,2000,0,0,0,,,11000,32000,,,,0,0,0,0,3000,5000,20000,0,431000,14000,-1000,-435000,1000,0,11000,73000,,3000,0,0,,,,,1000,2000,1000,2000,2000,3000,8000,3000,,
IncomeDistributionExpenses_yy,,,,,-100.00,,,,,,-100.00,-100.00,,-100.00,,,,,,-100.00,-100.00,,,,,,,,14266.67,180.00,-105.00,,-99.77,-100.00,1200.00,116.78,-100.00,,-100.00,-100.00,,-100.00,,,,,,,100.00,50.00,700.00,50.00,-100.00,-100.00
IncomeDistributionExpenses_sy,,,,,25.00,,,,,,-100.00,-20.82,,-45.61,,,,,,-94.14,-100.00,,,,,,,,-12.98,-95.84,-100.00,,-91.64,-82.34,-56.74,100.00,-100.00,,-100.00,-100.00,,-100.00,,,,,,,53.49,35.61,-31.60,3.26,13.39,-107.78
IncomeDistributionExpenses_qq,,-100.00,,,,,,450.00,-100.00,,-100.00,,,,,,190.91,-100.00,,,,,,,,66.67,300.00,-100.00,,-96.75,-107.14,-43400.00,100.23,-100.00,,563.64,-100.00,,-100.00,,,,,,,100.00,-50.00,100.00,,50.00,166.67,-62.50,-100.00,
IncomeDistributionExpenses_sq,,-32.50,,,,,,127.67,-32.20,,-2.55,,,,,,-8.29,5.01,,,,,,,,49.90,2.22,2.26,,-48.82,,-178.47,-33.33,78.11,,-61.40,-100.00,,-47.95,,,,,,,-2.47,28.82,70.52,,-19.70,63.97,17.09,-12.57,
IncomeAdministrativExpenses,203000,70000,129000,-240000,29000,29000,56000,113000,106000,242000,203000,194000,160000,155000,200000,292000,205000,92000,123000,173000,350000,210000,225000,172000,162000,157000,242000,273000,487000,322000,329000,-227000,184000,167000,547000,1008000,208000,99000,188000,160000,135000,135000,166000,170000,169000,128000,175000,152000,155000,156000,223000,313000,142000,173000
IncomeAdministrativExpenses_yy,,,,,-85.71,-58.57,-56.59,147.08,265.52,734.48,262.50,71.68,50.94,-35.95,-1.48,50.52,28.12,-40.65,-38.50,-40.75,70.73,128.26,82.93,-0.58,-53.71,-25.24,7.56,58.72,200.62,105.10,35.95,-183.15,-62.22,-48.14,66.26,544.05,13.04,-40.72,-65.63,-84.13,-35.10,36.36,-11.70,6.25,25.19,-5.19,5.42,-10.59,-8.28,21.88,27.43,105.92,-8.39,10.90
IncomeAdministrativExpenses_sy,,,,,26.37,-33.54,-33.36,176.72,253.46,405.24,154.73,34.74,37.37,6.16,39.10,10.17,-4.53,-5.70,-1.61,-27.98,-20.93,-1.05,4.13,12.62,28.74,26.82,10.37,7.62,2.16,6.12,3.72,-1.34,-2.03,7.30,17.17,8.08,16.28,2.43,-11.38,-0.22,-1.40,3.70,10.76,2.01,4.34,5.91,-1.87,-3.43,-8.28,-8.64,-2.30,10.10,5.35,13.58
IncomeAdministrativExpenses_qq,,-65.52,84.29,-286.05,112.08,,93.10,101.79,-6.19,128.30,-16.12,-4.43,-17.53,-3.12,29.03,46.00,-29.79,-55.12,33.70,40.65,102.31,-40.00,7.14,-23.56,-5.81,-3.09,54.14,12.81,78.39,-33.88,2.17,-169.00,181.06,-9.24,227.54,84.28,-79.37,-52.40,89.90,-14.89,-15.62,,22.96,2.41,-0.59,-24.26,36.72,-13.14,1.97,0.65,42.95,40.36,-54.63,21.83
IncomeAdministrativExpenses_sq,,16.32,18.20,7.96,-6.09,,102.07,61.73,-10.68,5.65,,14.54,-1.37,5.04,5.07,25.27,-27.55,6.78,-0.72,4.32,-12.88,9.10,-1.46,15.25,-3.13,1.23,-3.84,13.55,-10.56,4.01,-4.98,5.84,-0.11,13.42,-9.69,20.12,-9.00,5.03,-6.26,14.30,-7.10,,2.65,-3.81,0.46,-3.67,-2.49,2.63,-9.20,5.49,-8.16,9.94,-9.58,1.25
IncomeGrossProfit,-614000,342000,-128000,240000,-29000,-29000,0,-373000,-401000,-392000,-50000,-963000,-162000,-350000,-440000,-58000,-285000,-95000,-112000,-206000,-181000,-163000,-217000,-138000,-147000,-148000,-281000,-338000,-881000,-425000,-401000,560000,-237000,-227000,-265000,-630000,52000,2689000,35000,-28000,138000,92000,45000,580000,273000,319000,259000,316000,311000,307000,211000,158000,362000,284000
IncomeGrossProfit_yy,,,,,95.28,-108.48,100.00,-255.42,-1282.76,-1251.72,,-158.18,59.60,10.71,-780.00,93.98,-75.93,72.86,74.55,-255.17,36.49,-71.58,-93.75,33.01,18.78,9.20,-29.49,-144.93,-499.32,-187.16,-42.70,265.68,73.10,46.59,33.92,-212.50,121.94,1284.58,113.21,95.56,165.38,-96.58,28.57,2171.43,97.83,246.74,475.56,-45.52,13.92,-3.76,-18.53,-50.00,16.40,-7.49
