,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,19031000,14519000,12705000,14842000,18137000,13990000,-32127000,62715000,23729000,15899000,28620000,16887000,26781000,18397000,26642000,24324000,36523000,20564000,23333000,25721000,33389000,45680000,25120000,71777000,17761000,14460000,16835000,98404000,36683000,23858000,28463000,42764000,38494000,31086000,28726000,41168000,42200000,32270000,215066000,644977000,677789000,677557000,676975000,740115000,722505000,643989000,789760000,840515000,709942000,632571000,668410000,751455000,746813000,826943000
IncomeRevenues_yy,,,,,-4.70,-3.64,-352.87,322.55,30.83,13.65,189.08,-73.07,12.86,15.71,-6.91,44.04,36.38,11.78,-12.42,5.74,-8.58,122.14,7.66,179.06,-46.81,-68.35,-32.98,37.10,106.54,64.99,69.07,-56.54,4.94,30.30,0.92,-3.73,9.63,3.81,648.68,1466.70,1506.14,1999.65,214.78,14.75,6.60,-4.95,16.66,13.57,-1.74,-1.77,-15.37,-10.60,5.19,30.73
IncomeRevenues_sy,,,,,14.48,0.62,-21.28,176.38,-16.21,11.14,18.03,-3.00,12.86,14.17,4.66,17.94,31.55,18.30,16.46,17.32,3.60,9.20,9.00,9.30,22.30,19.88,13.64,24.80,8.80,13.29,5.67,8.80,-10.93,0.19,-6.08,-11.85,-9.01,-3.42,-10.12,-2.21,4.54,2.54,13.30,1.54,-3.10,-3.32,-3.79,5.74,0.64,-2.08,3.27,-5.03,5.11,0.61
IncomeRevenues_qq,,-23.71,-12.49,16.82,22.20,-22.86,-329.64,295.21,-62.16,-33.00,80.01,-41.00,58.59,-31.31,44.82,-8.70,50.15,-43.70,13.47,10.23,29.81,36.81,-45.01,185.74,-75.26,-18.59,16.42,484.52,-62.72,-34.96,19.30,50.24,-9.99,-19.24,-7.59,43.31,2.51,-23.53,566.46,199.90,5.09,-0.03,-0.09,9.33,-2.38,-10.87,22.64,6.43,-15.53,-10.90,5.67,12.42,-0.62,10.73
IncomeRevenues_sq,,-23.71,-12.49,33.94,25.06,-40.37,-29.82,282.73,-3.35,-31.35,-32.56,68.68,3.00,-21.96,-0.51,43.12,22.47,-14.62,-2.50,21.32,5.70,-9.58,0.71,21.34,18.34,-17.35,-3.90,17.94,5.80,-13.10,-0.16,10.80,-9.90,-10.40,-2.42,8.08,-2.00,-10.10,-6.96,13.85,2.48,-12.62,-0.38,8.04,-2.12,-10.87,0.68,13.71,-8.06,-10.90,0.98,10.49,2.78,-9.38
IncomeCostOfSales,9475000,9294000,6982000,9292000,9159000,7173000,6033000,9436000,10660000,9447000,11647000,11857000,11204000,9970000,12789000,12714000,14004000,10468000,10604000,16496000,15251000,17534000,12579000,27964000,13517000,12218000,13368000,42889000,20242000,19090000,26442000,31631000,29616000,26215000,24657000,28124000,29171000,28031000,198479000,601026000,625622000,648163000,640028000,685310000,653608000,631831000,777502000,791904000,684402000,613618000,632071000,716973000,723299000,823036000
IncomeCostOfSales_yy,,,,,-3.34,-22.82,-13.59,1.55,16.39,31.70,93.05,25.66,5.10,5.54,9.81,7.23,24.99,4.99,-17.08,29.75,8.90,67.50,18.63,69.52,-11.37,-30.32,6.27,53.37,49.75,56.24,97.80,-26.25,46.31,37.32,-6.75,-11.09,-1.50,6.93,704.96,2037.06,2044.67,2212.31,222.47,14.02,4.47,-2.52,21.48,15.55,4.71,-2.88,-18.70,-9.46,5.68,34.13
IncomeCostOfSales_sy,,,,,7.64,-9.39,1.97,8.58,-14.56,19.45,-4.30,6.92,6.96,-5.06,11.80,14.26,30.78,23.30,9.99,27.34,9.66,7.90,12.42,34.02,46.80,51.17,11.19,26.94,8.91,11.93,15.43,7.26,-4.34,-1.39,-5.48,-8.91,-10.72,-8.28,-4.18,-0.57,1.01,5.37,9.48,-8.79,-1.93,-2.52,-7.44,5.06,-2.51,-5.60,-10.37,-5.71,5.68,20.58
IncomeCostOfSales_qq,,-1.91,-24.88,33.09,-1.43,-21.68,-15.89,56.41,12.97,-11.38,23.29,1.80,-5.51,-11.01,28.27,-0.59,10.15,-25.25,1.30,55.56,-7.55,14.97,-28.26,122.31,-51.66,-9.61,9.41,220.83,-52.80,-5.69,38.51,19.62,-6.37,-11.48,-5.94,14.06,3.72,-3.91,608.07,202.82,4.09,3.60,-1.26,7.08,-4.63,-3.33,23.06,1.85,-13.58,-10.34,3.01,13.43,0.88,13.79
IncomeCostOfSales_sq,,-13.32,-21.18,59.30,6.59,-29.62,-16.98,59.00,-3.03,-13.77,-23.72,77.00,-5.18,-10.48,2.66,55.68,7.84,-12.65,-0.33,59.04,-3.12,-6.99,-5.26,48.45,6.34,-9.61,-8.04,34.72,4.76,-10.74,4.38,10.94,-6.98,-10.54,-3.46,16.10,-9.46,-10.37,2.06,17.97,-8.25,-10.06,-1.26,13.75,-4.63,-2.47,-10.92,14.62,-11.69,-10.27,2.07,10.06,-2.68,4.29
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67000,295000,361000,120000,81000,243000,284000,127000,127000,232000,238000,154000,113000,-53000,160000,125000
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.90,-17.63,-21.33,5.83,56.79,-4.53,-16.20,21.26,-11.02,-122.84,-32.77,-18.83
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.86,-12.96,4.26,-2.21,3.74,-4.28,-3.07,4.74,-8.36,-6.37,-11.80,-4.66
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.30,22.37,-66.76,-32.50,200.00,16.87,-55.28,,82.68,2.59,-35.29,-26.62,-146.90,401.89,-21.88
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.49,-25.30,6.14,-5.02,44.20,-11.86,-10.60,,15.94,-1.34,-14.46,-2.04,22.46,1.72,-9.45
IncomeAdministrativExpenses,3285000,3558000,2877000,3432000,3359000,3640000,2944000,4108000,3382000,3807000,3313000,3591000,3265000,4000000,3488000,3945000,3159000,3833000,3451000,3942000,4124000,5416000,4509000,4997000,3521000,4034000,5347000,5820000,3776000,4501000,8574000,4729000,2841000,3309000,2756000,3123000,3119000,2167000,5515000,8699000,8045000,6897000,8767000,10767000,8689000,10780000,5547000,7912000,8002000,8130000,7685000,12136000,9007000,11820000
IncomeAdministrativExpenses_yy,,,,,2.25,2.30,2.33,19.70,0.68,4.59,12.53,-12.59,-3.46,5.07,5.28,9.86,-3.25,-4.18,-1.06,-0.08,30.55,41.30,30.66,26.76,-14.62,-25.52,18.59,16.47,7.24,11.58,60.35,-18.75,-24.76,-26.48,-67.86,-33.96,9.79,-34.51,100.11,178.55,157.94,218.27,58.97,23.77,8.00,56.30,-36.73,-26.52,-7.91,-24.58,38.54,53.39,12.56,45.39
IncomeAdministrativExpenses_sy,,,,,0.04,13.16,2.16,7.30,4.20,3.80,-1.36,2.90,-1.21,5.92,1.08,27.31,20.14,0.26,17.87,-0.08,3.09,22.50,-4.73,10.13,6.90,10.83,11.92,0.27,-2.68,0.66,-6.94,18.16,-4.74,3.36,-11.76,-35.96,-6.16,-29.14,-14.76,17.73,-18.78,-4.97,0.07,-11.36,-8.05,-4.01,-7.47,7.40,2.67,-5.60,-1.30,-10.46,7.41,12.16
IncomeAdministrativExpenses_qq,,8.31,-19.14,19.29,-2.13,8.37,-19.12,39.54,-17.67,12.57,-12.98,8.39,-9.08,22.51,-12.80,13.10,-19.92,21.34,-9.97,14.23,4.62,31.33,-16.75,10.82,-29.54,14.57,32.55,8.85,-35.12,19.20,90.49,-44.84,-39.92,16.47,-16.71,13.32,-0.13,-30.52,154.50,57.73,-7.52,-14.27,27.11,22.81,-19.30,24.06,-48.54,42.64,1.14,1.60,-5.47,57.92,-25.78,31.23
IncomeAdministrativExpenses_sq,,6.73,-16.86,37.77,-13.50,19.26,-21.56,36.76,-18.73,28.05,-19.46,55.89,-19.22,28.75,-11.86,65.85,-25.86,21.34,-9.97,8.78,-19.86,30.06,-7.45,20.29,-29.54,10.60,12.95,-7.44,-0.10,-1.96,2.95,23.36,-27.74,1.41,-4.94,-1.54,10.53,-18.10,5.52,42.19,-16.27,-6.73,-1.88,10.37,-18.37,5.00,-6.40,31.08,-15.54,-2.52,-1.36,10.90,-16.52,6.14
IncomeGrossProfit,6271000,1667000,2846000,2118000,5619000,3177000,4587000,3480000,12628000,4199000,15296000,3012000,12312000,4427000,10365000,7665000,19360000,6263000,9278000,5283000,14014000,22730000,8032000,38816000,723000,-1792000,-1880000,49695000,12665000,267000,-6553000,6404000,6037000,1562000,1313000,9921000,9910000,2072000,11005000,34957000,43761000,22377000,28099000,43795000,59924000,1251000,6584000,40467000,17300000,10669000,28541000,22399000,14347000,-8038000
IncomeGrossProfit_yy,,,,,-10.40,90.58,61.17,64.31,124.74,32.17,233.46,-13.45,-2.50,5.43,-32.24,154.48,57.24,41.47,-10.49,-31.08,-27.61,262.93,-13.43,634.73,-94.84,-107.88,-123.41,28.03,1651.73,114.90,-248.56,-87.11,-52.33,485.02,120.04,54.92,64.15,32.65,738.16,252.35,341.58,979.97,155.33,25.28,36.93,-94.41,-76.57,-7.60,-71.13,752.84,333.49,-44.65,-17.07,-175.34
