,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,290558000,325391000,256930000,329259000,295144000,293976000,245178000,299382000,302727000,333135000,284004000,352457000,313420000,343676000,284681000,335893000,274447000,297735000,246837000,291108000,248113000,281300000,246563000,340766000,295829000,319279000,283596000,335849000,281265000,283143000,264635000,309545000,261828000,271823000,239996000,300288000,253995000,270776000,243952000,333694000,282819000,292752000,259811000,353958000,288482000,296253000,273399000,340298000,300968000,282715000,251432000,330364000,277997000,258258000
IncomeRevenues_yy,,,,,1.58,-9.65,-4.57,-9.07,2.57,13.32,15.84,17.73,3.53,3.16,0.24,-4.70,-12.43,-13.37,-13.29,-13.33,-9.60,-5.52,-0.11,17.06,19.23,13.50,15.02,-1.44,-4.92,-11.32,-6.69,-7.83,-6.91,-4.00,-9.31,-2.99,-2.99,-0.39,1.65,11.12,11.35,8.12,6.50,6.07,2.00,1.20,5.23,-3.86,4.33,-4.57,-8.03,-2.92,-7.63,-8.65
IncomeRevenues_sy,,,,,11.10,27.82,-2.04,13.22,18.85,35.01,57.87,37.11,53.34,36.54,41.36,45.98,-0.60,-0.51,-13.29,-1.11,-7.62,24.26,15.86,12.88,16.48,8.99,20.57,31.73,10.78,11.50,7.07,4.42,15.79,-0.16,9.91,4.61,10.10,26.62,9.01,6.98,18.23,8.12,13.91,6.07,16.81,-1.21,4.49,17.49,4.33,8.28,4.27,1.74,-2.76,8.68
IncomeRevenues_qq,,11.99,-21.04,28.15,-10.36,-0.40,-16.60,22.11,1.12,10.04,-14.75,24.10,-11.08,9.65,-17.17,17.99,-18.29,8.49,-17.10,17.94,-14.77,13.38,-12.35,38.21,-13.19,7.93,-11.18,18.43,-16.25,0.67,-6.54,16.97,-15.42,3.82,-11.71,25.12,-15.42,6.61,-9.91,36.79,-15.25,3.51,-11.25,36.24,-18.50,2.69,-7.71,24.47,-11.56,-6.06,-11.07,31.39,-15.85,-7.10
IncomeRevenues_sq,,10.13,0.08,29.96,-34.74,2.55,-11.27,36.44,1.12,16.76,2.73,31.57,-10.26,11.45,7.74,30.07,-36.92,7.72,-8.36,35.38,-15.36,12.63,-5.42,25.96,-13.19,6.44,4.12,28.34,-25.43,12.43,-7.30,17.28,-13.86,4.88,-11.84,24.07,-15.56,23.68,-4.91,21.64,-10.12,21.68,-9.91,30.44,-17.50,9.12,-5.69,19.41,-15.79,3.40,-3.20,23.12,-17.45,11.61
IncomeCostOfSales,161548000,173269000,141544000,201011000,170803000,176039000,150468000,171207000,181471000,185458000,165979000,189671000,176427000,177592000,160081000,180789000,167945000,178334000,151358000,167173000,146871000,149867000,152752000,206334000,194319000,197393000,187310000,211772000,199503000,194139000,193694000,205409000,177506000,182238000,189071000,203679000,188253000,187267000,178694000,206149000,201154000,205080000,186368000,227542000,208506000,206116000,202184000,232430000,215170000,196145000,184578000,218772000,196860000,181689000
IncomeCostOfSales_yy,,,,,5.73,1.60,6.30,-14.83,6.25,5.35,10.31,10.78,-2.78,-4.24,-3.55,-4.68,-4.81,0.42,-5.45,-7.53,-12.55,-15.96,0.92,23.43,32.31,31.71,22.62,2.64,2.67,-1.65,3.41,-3.00,-11.03,-6.13,-2.39,-0.84,6.05,2.76,-5.49,1.21,6.85,9.51,4.29,10.38,3.65,0.51,8.49,2.15,3.20,-4.84,-8.71,-5.88,-8.51,-7.37
IncomeCostOfSales_sy,,,,,34.56,21.17,-3.02,11.72,17.02,14.50,43.48,36.31,39.21,69.47,69.50,28.48,-4.81,0.42,-11.50,-7.53,12.06,19.25,6.58,6.03,9.00,2.34,22.62,30.44,3.22,3.80,3.41,-3.00,10.85,1.17,-1.46,-2.72,6.22,-5.17,-6.56,-4.30,-6.78,9.56,2.20,10.21,10.36,-0.86,4.67,22.18,-1.68,9.22,-2.52,-6.60,-4.56,4.28
IncomeCostOfSales_qq,,7.26,-18.31,42.01,-15.03,3.07,-14.53,13.78,6.00,2.20,-10.50,14.27,-6.98,0.66,-9.86,12.94,-7.10,6.19,-15.13,10.45,-12.14,2.04,1.93,35.08,-5.82,1.58,-5.11,13.06,-5.79,-2.69,-0.23,6.05,-13.58,2.67,3.75,7.73,-7.57,-0.52,-4.58,15.36,-2.42,1.95,-9.12,22.09,-8.37,-1.15,-1.91,14.96,-7.43,-8.84,-5.90,18.53,-10.02,-7.71
IncomeCostOfSales_sq,,7.26,5.77,32.34,-30.88,3.07,-11.36,22.56,2.45,2.20,4.71,70.91,-6.98,0.66,6.26,18.72,-48.22,6.19,-13.41,22.16,-12.54,21.03,-1.01,35.08,-15.54,16.16,-2.12,20.40,-17.63,7.47,-3.52,6.05,-15.02,0.08,-1.14,3.36,-11.56,8.34,-8.06,23.16,-18.75,23.04,-8.38,22.81,-12.13,5.24,-2.34,27.63,-20.56,-0.74,-4.68,30.71,-14.52,-9.44
IncomeDistributionExpenses,52753000,65191000,55689000,76692000,79195000,81732000,64989000,72626000,74130000,78071000,68090000,98544000,80823000,97138000,78521000,94312000,70222000,73052000,59182000,71200000,54210000,69255000,58362000,70600000,59449000,67065000,59759000,68339000,54974000,58032000,52780000,56008000,54337000,55788000,35425000,54089000,43757000,52670000,51172000,74354000,50563000,54966000,58082000,71924000,50100000,60368000,51674000,63981000,52441000,48813000,46212000,58676000,47013000,49051000
IncomeDistributionExpenses_yy,,,,,50.12,25.37,16.70,-5.30,-6.40,-4.48,4.77,35.69,9.03,24.42,15.32,-4.29,-13.12,-24.80,-24.63,-24.51,-22.80,-5.20,-1.39,-0.84,9.66,-3.16,2.39,-3.20,-7.53,-13.47,-11.68,-18.04,-1.16,-3.87,-32.88,-3.43,-19.47,-5.59,44.45,37.47,15.55,4.36,13.50,-3.27,-0.92,9.83,-11.03,-11.04,4.67,-19.14,-10.57,-8.29,-10.35,0.49
IncomeDistributionExpenses_sy,,,,,-14.15,14.38,5.98,-5.30,33.50,-3.62,91.41,53.15,39.18,62.47,78.05,35.42,-5.45,-32.74,5.22,-21.30,-9.74,8.05,-14.78,-39.04,3.90,-6.27,31.46,-0.76,-3.46,3.18,-1.74,-17.11,-1.16,-49.20,-15.65,4.58,24.47,-5.59,-24.72,5.03,15.55,4.36,13.50,-3.27,6.68,-12.00,-11.03,-13.09,4.67,-8.32,-9.66,-8.32,-19.25,22.42
