,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,263633000,170318000,112038000,234194000,299552000,178608000,125340000,250460000,248654000,165570000,111654000,252341000,271828000,189035000,117605000,255691000,344961000,208256000,120886000,318652000,346002000,214698000,133398000,297636000,350512000,204174000,145735000,341185000,364901000,214164000,147591000,384655000,319290000,248247000,125877000,276995000,278858000,194519000,127642000,297025000,321952000,203717000,157290000,308041000,369781000,207938000,128241000,325728000,373997000,189478000,168147000,255994000,377186000,142809000
IncomeRevenues_yy,,,,,13.62,4.87,11.87,6.95,-16.99,-7.30,-10.92,0.75,9.32,14.17,5.33,1.33,26.90,10.17,2.79,24.62,0.30,3.09,10.35,-6.60,1.30,-4.90,9.25,14.63,4.11,4.89,1.27,12.74,-12.50,15.91,-14.71,-27.99,-12.66,-21.64,1.40,7.23,15.45,4.73,23.23,3.71,14.86,2.07,-18.47,5.74,1.14,-8.88,31.12,-21.41,0.85,-24.63
IncomeRevenues_sy,,,,,14.48,0.62,-21.28,176.38,-16.21,11.14,18.03,-3.00,12.86,14.17,4.66,17.94,31.55,18.30,16.46,17.32,3.60,9.20,9.00,9.30,22.30,19.88,13.64,24.80,8.80,13.29,5.67,8.80,-10.93,0.19,-6.08,-11.85,-9.01,-3.42,-10.12,-2.21,4.54,2.54,13.30,1.54,-3.10,-3.32,-3.79,5.74,0.64,-2.08,3.27,-5.03,5.11,0.61
IncomeRevenues_qq,,-35.40,-34.22,109.03,27.91,-40.37,-29.82,99.82,-0.72,-33.41,-32.56,126.00,7.72,-30.46,-37.79,117.42,34.91,-39.63,-41.95,163.60,8.58,-37.95,-37.87,123.12,17.77,-41.75,-28.62,134.11,6.95,-41.31,-31.09,160.62,-16.99,-22.25,-49.29,120.05,0.67,-30.24,-34.38,132.70,8.39,-36.72,-22.79,95.84,20.04,-43.77,-38.33,154.00,14.82,-49.34,-11.26,52.24,47.34,-62.14
IncomeRevenues_sq,,-23.71,-12.49,33.94,25.06,-40.37,-29.82,282.73,-3.35,-31.35,-32.56,68.68,3.00,-21.96,-0.51,43.12,22.47,-14.62,-2.50,21.32,5.70,-9.58,0.71,21.34,18.34,-17.35,-3.90,17.94,5.80,-13.10,-0.16,10.80,-9.90,-10.40,-2.42,8.08,-2.00,-10.10,-6.96,13.85,2.48,-12.62,-0.38,8.04,-2.12,-10.87,0.68,13.71,-8.06,-10.90,0.98,10.49,2.78,-9.38
IncomeCostOfSales,200159000,150674000,130121000,188035000,215503000,168350000,137940000,217408000,186160000,156075000,120338000,201464000,191686000,172611000,132521000,206308000,198056000,172552000,133857000,220122000,219168000,184557000,145004000,215258000,228905000,192743000,161225000,237457000,249294000,203820000,176520000,299425000,242101000,179473000,161536000,248870000,224251000,186562000,162521000,250887000,224462000,182323000,177930000,228834000,242442000,189049000,162518000,243806000,247548000,205923000,133529000,229873000,241430000,257575000
IncomeCostOfSales_yy,,,,,7.67,11.73,6.01,15.62,-13.62,-7.29,-12.76,-7.33,2.97,10.59,10.12,2.40,3.32,-0.03,1.01,6.70,10.66,6.96,8.33,-2.21,4.44,4.44,11.19,10.31,8.91,5.75,9.49,26.10,-2.89,-11.95,-8.49,-16.88,-7.37,3.95,0.61,0.81,0.09,-2.27,9.48,-8.79,8.01,3.69,-8.66,6.54,2.11,8.93,-17.84,-5.71,-2.47,25.08
IncomeCostOfSales_sy,,,,,7.64,-9.39,1.97,8.58,-14.56,19.45,-4.30,6.92,6.96,-5.06,11.80,14.26,30.78,23.30,9.99,27.34,9.66,7.90,12.42,34.02,46.80,51.17,11.19,26.94,8.91,11.93,15.43,7.26,-4.34,-1.39,-5.48,-8.91,-10.72,-8.28,-4.18,-0.57,1.01,5.37,9.48,-8.79,-1.93,-2.52,-7.44,5.06,-2.51,-5.60,-10.37,-5.71,5.68,20.58
IncomeCostOfSales_qq,,-24.72,-13.64,44.51,14.61,-21.88,-18.06,57.61,-14.37,-16.16,-22.90,67.42,-4.85,-9.95,-23.23,55.68,-4.00,-12.88,-22.43,64.45,-0.43,-15.79,-21.43,48.45,6.34,-15.80,-16.35,47.28,4.98,-18.24,-13.39,69.63,-19.14,-25.87,-9.99,54.06,-9.89,-16.81,-12.89,54.37,-10.53,-18.77,-2.41,28.61,5.95,-22.02,-14.03,50.02,1.53,-16.81,-35.16,72.15,5.03,6.69
IncomeCostOfSales_sq,,-13.32,-21.18,59.30,6.59,-29.62,-16.98,59.00,-3.03,-13.77,-23.72,77.00,-5.18,-10.48,2.66,55.68,7.84,-12.65,-0.33,59.04,-3.12,-6.99,-5.26,48.45,6.34,-9.61,-8.04,34.72,4.76,-10.74,4.38,10.94,-6.98,-10.54,-3.46,16.10,-9.46,-10.37,2.06,17.97,-8.25,-10.06,-1.26,13.75,-4.63,-2.47,-10.92,14.62,-11.69,-10.27,2.07,10.06,-2.68,4.29
IncomeDistributionExpenses,2073000,2420000,2722000,4737000,2829000,3386000,2423000,2450000,6778000,-885000,3430000,2448000,1952000,3874000,3836000,2947000,2412000,3249000,4081000,2670000,1834000,3100000,3126000,-4201000,793000,3169000,3517000,2604000,882000,2349000,3006000,1927000,573000,1456000,823000,976000,793000,691000,651000,1091000,611000,678000,640000,1073000,981000,648000,719000,555000,892000,763000,613000,968000,301000,555000
IncomeDistributionExpenses_yy,,,,,36.47,39.92,-10.98,-48.28,139.59,-126.14,41.56,-0.08,-71.20,537.74,11.84,20.38,23.57,-16.13,6.39,-9.40,-23.96,-4.59,-23.40,-257.34,-56.76,2.23,12.51,161.99,11.22,-25.88,-14.53,-26.00,-35.03,-38.02,-72.62,-49.35,38.39,-52.54,-20.90,11.78,-22.95,-1.88,-1.69,-1.65,60.56,-4.42,12.34,-48.28,-9.07,17.75,-14.74,74.41,-66.26,-27.26
IncomeDistributionExpenses_sy,,,,,4698.23,39.92,-55.49,586.13,-5.63,20.53,-353.11,-68.98,-1.30,-39.30,11.84,10.12,23.57,-53.82,-79.56,58.22,-31.29,50.22,6.52,-6.67,5.51,24.56,12.08,11.36,36.45,-3.41,-10.10,-28.56,-40.89,-26.63,6.31,-20.42,2.94,-0.97,-16.74,11.78,-8.00,-1.88,-5.86,-12.96,4.26,-2.21,3.74,-4.28,-3.07,4.74,-8.36,-6.37,-11.80,-4.66
IncomeDistributionExpenses_qq,,16.74,12.48,74.03,-40.28,19.69,-28.44,1.11,176.65,-113.06,487.57,-28.63,-20.26,98.46,-0.98,-23.18,-18.15,34.70,25.61,-34.57,-31.31,69.03,0.84,-234.39,118.88,299.62,10.98,-25.96,-66.13,166.33,27.97,-35.89,-70.26,154.10,-43.48,18.59,-18.75,-12.86,-5.79,67.59,-44.00,10.97,-5.60,67.66,-8.57,-33.94,10.96,-22.81,60.72,-14.46,-19.66,57.91,-68.90,84.39
IncomeDistributionExpenses_sq,,-41.63,12.48,-12.98,35.44,-24.33,-28.44,679.12,-70.21,-3.36,-38.10,74.06,-20.26,20.00,-0.98,23.46,-28.59,-30.82,11.25,29.24,-40.30,7.98,3.62,34.45,5.21,23.20,-29.17,8.59,-7.65,-21.96,-2.84,5.82,-30.64,-1.15,-4.42,7.34,-18.75,1.02,7.53,30.49,-25.30,6.14,-5.02,44.20,-11.86,-10.60,1.22,15.94,-1.34,-14.46,-2.04,22.46,1.72,-9.45
IncomeAdministrativExpenses,7991000,8403000,7179000,9591000,7818000,10174000,8808000,9102000,7301000,10479000,7761000,12921000,7377000,11187000,6929000,11492000,8520000,11096000,8167000,10183000,7669000,10134000,7251000,6473000,8198000,6441000,7957000,6517000,6576000,7848000,6120000,7760000,3737000,3225000,2459000,4718000,3294000,-453000,1099000,1934000,1361000,1614000,1263000,1951000,1510000,1524000,1579000,1887000,1532000,2168000,1402000,2037000,1564000,1772000
