,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,8840000,595000,26768000,12005000,9866000,12813000,13997000,11814000,9564000,12789000,13760000,11494000,10680000,13105000,14041000,11674000,10405000,12135000,13535000,10385000,8960000,10536000,13678000,11087000,9041000,11504000,13131000,9823000,7196000,10078000,11438000,8564000,6786000,10718000,12389000,8887000,6389000,11850000,12339000,8861000,7005000,11757000,12993000,9724000,7482000,13176000,14942000,10005000,7177000,12956000,14503000,10410000,7681000,13957000
IncomeCostOfSales,7579000,-1321000,20837000,9643000,8160000,9113000,9480000,9066000,7701000,8570000,8760000,8755000,8766000,8481000,9259000,8221000,7347000,6497000,6963000,6502000,6359000,6114000,6930000,6562000,6915000,6464000,6318000,5693000,4340000,4923000,4857000,4595000,4168000,4905000,4869000,4182000,3801000,4917000,4734000,4406000,3961000,4832000,4802000,4347000,4155000,4987000,5189000,4663000,4545000,5304000,5451000,5084000,4813000,5627000
IncomeDistributionExpenses,639000,-200000,1791000,797000,664000,763000,907000,789000,623000,716000,969000,971000,799000,965000,1070000,937000,924000,1322000,1218000,1073000,1006000,973000,1220000,1111000,903000,865000,1107000,843000,740000,756000,802000,631000,545000,664000,505000,519000,482000,536000,441000,518000,524000,556000,699000,621000,535000,721000,673000,720000,540000,662000,748000,497000,465000,617000
IncomeAdministrativExpenses,1642000,1616000,2277000,1620000,1332000,1700000,1753000,1575000,1537000,2609000,1948000,1800000,1647000,2406000,1948000,3134000,3383000,3509000,3467000,3150000,2585000,2621000,3086000,2940000,2016000,2491000,2601000,2213000,2613000,2455000,2782000,2439000,2202000,2500000,2882000,2460000,2230000,2533000,2799000,2637000,2426000,2598000,3098000,2952000,2506000,2738000,2697000,2806000,2662000,2762000,2684000,3253000,2713000,2874000
IncomeGrossProfit,-1020000,500000,1863000,-55000,-290000,1237000,1857000,384000,-297000,894000,2083000,-32000,-532000,1253000,1764000,-618000,-1249000,807000,1887000,-340000,-990000,828000,2442000,474000,-793000,1684000,3105000,1074000,-497000,1944000,2997000,899000,-129000,2649000,4133000,1726000,-124000,3864000,4365000,1300000,94000,3771000,4394000,1804000,286000,4730000,6383000,1816000,-570000,4228000,5620000,1576000,-310000,4839000
IncomeOtherOperatingIncome,4467000,-59000,208000,88000,881000,83000,89000,63000,480000,2758000,71000,255000,67000,122000,80000,107000,66000,57000,948000,70000,34000,52000,1099000,169000,47000,40000,46000,188000,138000,3254000,-10000,-145000,35000,34000,32000,42000,22000,27000,26000,66000,11000,24000,32000,56000,15000,67000,31000,-109000,20000,25000,52000,71000,42000,37000
IncomeOtherOperatingCosts,160000,2000,55000,20000,24000,17000,48000,5000,40000,16000,53000,224000,35000,118000,701000,47000,48000,42000,765000,68000,76000,57000,65000,99000,51000,64000,57000,169000,133000,111000,3000,451000,36000,927000,38000,164000,37000,106000,43000,64000,35000,38000,42000,55000,33000,67000,58000,55000,6000,22000,29000,71000,3000,37000
IncomeEBIT,3287000,439000,2016000,13000,567000,1303000,1898000,442000,143000,3636000,2101000,-1000,-500000,1257000,1143000,-558000,-1231000,822000,2070000,-338000,-1032000,823000,3476000,544000,-797000,1660000,3094000,1093000,-492000,5087000,2984000,303000,-130000,1756000,4127000,1604000,-139000,3785000,4348000,1302000,70000,3757000,4384000,1805000,268000,4730000,6356000,1652000,-556000,4231000,5643000,1576000,-271000,4839000
IncomeFinanceIncome,180000,-99000,2394000,-39000,13000,10000,34000,39000,15000,121000,267000,-8000,221000,819000,1774000,133000,106000,-83000,8000,32000,29000,-3000,8000,50000,573000,-547000,15000,33000,1045000,-563000,852000,-1195000,54000,65000,39000,31000,86000,22000,40000,29000,31000,35000,15000,44000,210000,-116000,-19000,50000,593000,340000,441000,643000,20000,37000
IncomeFinanceCosts,2042000,-6000,1405000,473000,592000,397000,374000,621000,441000,885000,476000,434000,428000,565000,1099000,1875000,1468000,1173000,1151000,1185000,1238000,3476000,3057000,2547000,1639000,1577000,6218000,-1402000,1259000,1469000,6395000,-3749000,1086000,1687000,817000,573000,1059000,968000,1140000,1142000,2399000,1201000,-81000,960000,601000,1141000,289000,1110000,560000,646000,573000,580000,610000,1122000
IncomeOtherIncome,,,,,,,,,,-840000,0,-79000,78000,-57000,-342000,12000,107000,0,-17000,2000,25000,2671000,530000,389000,-399000,2912000,-2879000,-100000,-588000,5136000,-3710000,-278000,289000,-10000,12000,1000,1000,12000,11000,15000,-2000,,,,,,,,,1425000,346000,3005000,-499000,-12000
IncomeNetGrossProfit,916000,1558000,-140000,-283000,2032000,1892000,-522000,-629000,1454000,1476000,-2288000,-2593000,-327000,927000,-1508000,-2239000,-2631000,3098000,-1423000,-1474000,-863000,-197000,-351000,-806000,2467000,2577000,-853000,-1440000,423000,3339000,1074000,-1111000,2840000,3260000,200000,-2283000,2589000,4467000,889000,-123000,3473000,6048000,592000,-523000,3925000,5511000,1639000,-861000,3754000,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,-144000,0,,,,,,,,,,,,,,,,,,,,,,1425000,346000,3005000,-499000,-12000,916000
