,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,2885000,2667000,1755000,2276000,2102000,2504000,3002000,4032000,3946000,2950000,5024000,7940000,5145000,3320000,4447000,8776000,5633000,3502000,5200000,4595000,5156000,2096000,2003000,1721000,11832000,12219000,15518000,13366000,12859000,40195000,-13801000,13801000,11985000,12568000,13791000,14918000,13461000,14405000,12963000,15430000,13598000,16366000,15708000,16875000,15752000,16616000,15447000,17297000,14641000,15484000,16881000,18915000,21875000,23971000
IncomeRevenues_yy,,,,,-27.14,-6.11,71.05,77.15,87.73,17.81,67.36,96.92,30.39,12.54,-11.48,10.53,9.48,5.48,16.93,-47.64,-8.47,-40.15,-61.48,-62.55,129.48,482.97,674.74,676.64,8.68,228.95,-188.94,3.25,-6.80,-68.73,199.93,8.09,12.32,14.62,-6.00,3.43,1.02,13.61,21.18,9.36,15.84,1.53,-1.66,2.50,-7.05,-6.81,9.28,9.35,49.41,54.81
IncomeRevenues_sy,,,,,4.93,8.30,9.88,19.46,30.88,18.87,19.10,13.86,3.36,-6.79,3.85,-6.06,9.48,-11.57,-6.60,-2.29,-5.92,4.32,-1.47,-2.81,19.46,19.78,22.94,16.30,9.54,-4.77,-11.88,-1.80,-7.09,-20.16,6.76,8.06,14.26,13.64,5.64,16.46,-5.61,-15.60,19.84,8.88,15.84,3.54,0.84,2.05,-4.08,-6.81,10.58,5.58,6.20,6.57
IncomeRevenues_qq,,-7.56,-34.20,29.69,-7.64,19.12,19.89,34.31,-2.13,-25.24,70.31,58.04,-35.20,-35.47,33.95,97.35,-35.81,-37.83,48.49,-11.63,12.21,-59.35,-4.44,-14.08,587.51,3.27,27.00,-13.87,-3.79,212.58,-134.34,200.00,-13.16,4.86,9.73,8.17,-9.77,7.01,-10.01,19.03,-11.87,20.36,-4.02,7.43,-6.65,5.49,-7.04,11.98,-15.36,5.76,9.02,12.05,15.65,9.58
IncomeRevenues_sq,,-6.52,4.76,10.06,-8.75,5.12,15.88,17.92,-0.66,-5.12,-0.89,13.25,-8.23,-9.54,10.94,2.44,-2.10,-27.44,20.08,0.27,7.73,-10.19,6.35,-10.85,-2.91,0.80,5.58,-6.10,-4.46,-9.47,3.32,-0.68,0.03,-4.97,0.85,4.91,12.11,1.30,-9.50,20.42,-8.10,5.30,-4.02,5.62,-6.65,8.39,-7.04,6.52,-3.70,5.84,3.73,0.98,11.80,-5.36
IncomeCostOfSales,2649000,2506000,1774000,1938000,2003000,2362000,2642000,3365000,2505000,2290000,3518000,4985000,3278000,2804000,3529000,8000000,4714000,3146000,4592000,3774000,4312000,1889000,1869000,1546000,9875000,9714000,12370000,11377000,10639000,32471000,-10943000,10943000,9072000,10028000,10424000,11770000,10356000,11478000,10084000,11614000,9887000,11793000,11542000,12633000,11843000,12664000,11989000,13749000,11608000,12309000,13488000,15321000,16924000,20324000
IncomeCostOfSales_yy,,,,,-24.39,-5.75,48.93,73.63,25.06,-3.05,33.16,48.14,30.86,22.45,0.31,60.48,43.81,12.20,30.12,-52.82,-8.53,-39.96,-59.30,-59.04,129.01,414.24,561.85,635.90,7.74,234.27,-188.46,-3.81,-14.73,-69.12,195.26,7.56,14.15,14.46,-3.26,-1.33,-4.53,2.74,14.46,8.77,19.78,7.39,3.87,8.83,-1.98,-2.80,12.50,11.43,45.80,65.11
IncomeCostOfSales_sy,,,,,8.00,7.94,8.20,15.16,21.46,14.95,16.04,16.38,9.95,3.50,4.86,-9.84,-4.15,-17.04,-11.84,-2.69,-8.53,7.33,6.30,13.54,21.93,6.99,17.91,7.75,7.74,8.07,-11.80,-4.44,-8.38,-22.74,8.65,2.48,14.85,14.02,6.60,-1.82,-11.74,-21.43,14.46,16.13,15.40,7.76,4.60,1.96,-1.22,-2.80,13.08,8.31,10.29,7.23
IncomeCostOfSales_qq,,-5.40,-29.21,9.24,3.35,17.92,11.85,27.37,-25.56,-8.58,53.62,41.70,-34.24,-14.46,25.86,126.69,-41.07,-33.26,45.96,-17.81,14.26,-56.19,-1.06,-17.28,538.75,-1.63,27.34,-8.03,-6.49,205.21,-133.70,200.00,-17.10,10.54,3.95,12.91,-12.01,10.83,-12.14,15.17,-14.87,19.28,-2.13,9.45,-6.25,6.93,-5.33,14.68,-15.57,6.04,9.58,13.59,10.46,20.09
IncomeCostOfSales_sq,,-7.36,4.25,8.42,-1.00,-0.66,11.74,19.79,2.03,-5.89,0.54,19.20,-2.14,-11.20,10.18,-1.13,-11.99,-22.86,17.64,-0.83,-2.65,-8.37,2.61,6.90,-2.22,-3.02,8.59,-4.29,-5.95,-11.82,-25.72,14.31,-11.04,-5.91,6.26,13.09,7.36,-0.19,-6.94,0.84,7.90,1.16,-2.13,5.68,-6.25,10.83,-5.33,2.88,-0.77,5.08,4.82,1.45,5.72,-7.20
IncomeDistributionExpenses,391000,378000,248000,248000,245000,241000,229000,275000,281000,235000,243000,239000,221000,287000,267000,292000,290000,254000,289000,203000,164000,-24000,344000,85000,205000,373000,342000,433000,311000,1131000,-402000,402000,267000,319000,395000,470000,293000,382000,334000,445000,376000,441000,428000,563000,438000,438000,475000,590000,403000,457000,469000,575000,1093000,1698000
IncomeDistributionExpenses_yy,,,,,-37.34,-36.24,-7.66,10.89,14.69,-2.49,6.11,-13.09,-21.35,22.13,9.88,22.18,31.22,-11.50,8.24,-30.48,-43.45,-109.45,19.03,-58.13,25.00,1654.17,-0.58,409.41,51.71,203.22,-217.54,-7.16,-14.15,-71.79,198.26,16.92,9.74,19.75,-15.44,-5.32,28.33,15.45,28.14,26.52,16.49,-0.68,10.98,4.80,-7.99,4.34,-1.26,-2.54,171.22,271.55
IncomeDistributionExpenses_sy,,,,,17.65,25.44,12.61,10.29,14.99,6.38,6.46,-7.00,-6.96,-3.12,9.88,14.95,31.22,-1.80,8.24,18.39,17.01,7.26,17.10,-8.53,25.00,6.33,-0.58,12.90,9.79,5.72,-15.80,-4.78,1.36,-30.72,5.69,-4.77,33.52,23.13,14.74,12.75,0.32,7.83,3.30,21.27,15.19,2.40,-2.91,-6.93,4.24,9.74,14.16,0.60,4.90,-2.69
IncomeDistributionExpenses_qq,,-3.32,-34.39,,-1.21,-1.63,-4.98,20.09,2.18,-16.37,3.40,-1.65,-7.53,29.86,-6.97,9.36,-0.68,-12.41,13.78,-29.76,-19.21,-114.63,1533.33,-75.29,141.18,81.95,-8.31,26.61,-28.18,263.67,-135.54,200.00,-33.58,19.48,23.82,18.99,-37.66,30.38,-12.57,33.23,-15.51,17.29,-2.95,31.54,-22.20,,8.45,24.21,-31.69,13.40,2.63,22.60,90.09,55.35
