,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,15652000,18632000,15563000,18853000,14999000,15276000,16992000,17298000,15807000,16534000,16934000,17157000,15446000,16732000,17047000,19216000,16096000,16140000,17484000,17206000,14732000,15443000,15332000,18790000,20561000,21453000,16607000,18516000,17286000,17596000,17119000,20342000,35823000,20794000,24063000,30409000,49075000,55156000,47743000,34984000,39205000,27521000,24142000,25601000,21538000,24335000,20221000,34231000,20036000,25415000,20667000,29700000,21053000,26320000
IncomeRevenues_yy,,,,,-4.17,-18.01,9.18,-8.25,5.39,8.24,-0.34,-0.82,-2.28,1.20,0.67,12.00,4.21,-3.54,2.56,-10.46,-8.47,-4.32,-12.31,9.21,39.57,38.92,8.32,-1.46,-15.93,-17.98,3.08,9.86,107.24,18.17,40.56,49.49,36.99,165.25,98.41,15.04,-20.11,-50.10,-49.43,-26.82,-45.06,-11.58,-16.24,33.71,-6.97,4.44,2.21,-13.24,5.08,3.56
IncomeRevenues_sy,,,,,17.64,-5.10,6.63,-8.25,34.12,54.48,20.68,76.41,28.54,26.77,11.44,12.00,2.52,-7.36,-8.78,-12.53,-8.47,6.46,24.80,17.55,15.38,20.53,14.60,4.28,12.14,1.88,4.36,6.83,8.34,16.27,13.21,10.10,9.54,9.18,6.23,15.50,10.84,11.06,14.46,3.86,2.60,3.77,1.73,2.72,11.63,7.72,5.74,7.43,6.40,10.37
IncomeRevenues_qq,,19.04,-16.47,21.14,-20.44,1.85,11.23,1.80,-8.62,4.60,2.42,1.32,-9.97,8.33,1.88,12.72,-16.24,0.27,8.33,-1.59,-14.38,4.83,-0.72,22.55,9.43,4.34,-22.59,11.50,-6.64,1.79,-2.71,18.83,76.10,-41.95,15.72,26.37,61.38,12.39,-13.44,-26.72,12.07,-29.80,-12.28,6.04,-15.87,12.99,-16.91,69.28,-41.47,26.85,-18.68,43.71,-29.11,25.02
IncomeRevenues_sq,,11.60,-17.24,45.82,-48.90,21.28,-5.20,48.49,-28.59,24.70,-2.87,56.48,-25.78,15.66,-5.90,37.14,-37.29,0.27,-10.14,33.22,-23.46,13.87,7.53,38.81,-34.28,7.69,3.15,34.82,-22.04,6.95,0.93,30.83,-19.51,5.10,1.22,27.00,-17.79,10.82,-3.36,27.56,-15.10,6.98,1.80,12.94,-15.04,9.31,0.12,24.36,-15.70,3.81,-7.71,25.36,-21.32,8.38
IncomeCostOfSales,11146000,13711000,11224000,12038000,9029000,9124000,10900000,10990000,9484000,9819000,10157000,10590000,9183000,10420000,10595000,12007000,10077000,10134000,11101000,10984000,9275000,9662000,9869000,13197000,13003000,14882000,12002000,13327000,12261000,12193000,12877000,14290000,21933000,13757000,15946000,21036000,33849000,36045000,32274000,22893000,25587000,18242000,15605000,17029000,14153000,17468000,14659000,19512000,13829000,18311000,14839000,17549000,15201000,20388000
IncomeCostOfSales_yy,,,,,-18.99,-33.45,-2.89,-8.71,5.04,7.62,-6.82,-3.64,-3.17,6.12,4.31,13.38,9.74,-2.74,4.78,-8.52,-7.96,-4.66,-11.10,20.15,40.19,54.03,21.61,0.99,-5.71,-18.07,7.29,7.23,78.88,12.83,23.83,47.21,54.33,162.01,102.40,8.83,-24.41,-49.39,-51.65,-25.61,-44.69,-4.24,-6.06,14.58,-2.29,4.83,1.23,-10.06,9.92,11.34
IncomeCostOfSales_sy,,,,,5.50,8.79,-1.91,-12.44,19.90,68.92,17.75,92.79,19.50,30.53,13.03,13.38,2.39,-10.42,-11.87,-12.92,-5.98,-1.76,18.01,17.01,7.93,8.31,5.36,0.54,11.90,0.76,7.29,-3.33,8.19,12.83,4.51,6.52,7.93,5.13,3.38,5.31,4.88,6.19,4.92,0.75,-6.31,1.94,-8.10,3.48,8.48,8.60,5.53,3.52,8.19,14.52
IncomeCostOfSales_qq,,23.01,-18.14,7.25,-25.00,1.05,19.47,0.83,-13.70,3.53,3.44,4.26,-13.29,13.47,1.68,13.33,-16.07,0.57,9.54,-1.05,-15.56,4.17,2.14,33.72,-1.47,14.45,-19.35,11.04,-8.00,-0.55,5.61,10.97,53.48,-37.28,15.91,31.92,60.91,6.49,-10.46,-29.07,11.77,-28.71,-14.46,9.13,-16.89,23.42,-16.08,33.11,-29.13,32.41,-18.96,18.26,-13.38,34.12
IncomeCostOfSales_sq,,2.04,11.22,33.91,-51.70,14.06,-0.82,22.23,-26.93,29.42,-2.54,43.90,-30.12,17.54,-9.08,32.78,-37.76,4.60,-15.34,36.62,-25.54,9.85,2.19,33.71,-37.27,5.70,7.28,24.82,-34.66,4.80,-0.51,28.34,-13.88,5.68,-2.85,31.92,-20.38,9.08,-4.66,25.87,-20.02,7.68,-0.54,21.38,-26.23,13.10,-3.26,30.97,-27.25,5.23,-0.23,23.45,-26.02,7.03
IncomeDistributionExpenses,850000,966000,925000,1362000,879000,1113000,1097000,1639000,1125000,873000,749000,1235000,934000,1238000,1269000,1489000,920000,1069000,990000,1579000,1198000,1371000,1229000,1408000,1807000,1786000,1530000,1831000,1643000,1492000,2248000,1489000,2131000,1816000,2474000,3265000,2676000,6504000,6067000,2197000,2531000,2873000,2977000,3008000,1797000,2036000,2131000,3261000,3096000,2677000,2302000,3104000,2134000,2355000
IncomeDistributionExpenses_yy,,,,,3.41,15.22,18.59,20.34,27.99,-21.56,-31.72,-24.65,-16.98,41.81,69.43,20.57,-1.50,-13.65,-21.99,6.04,30.22,28.25,24.14,-10.83,50.83,30.27,24.49,30.04,-9.08,-16.46,46.93,-18.68,29.70,21.72,10.05,119.27,25.57,258.15,145.23,-32.71,-5.42,-55.83,-50.93,36.91,-29.00,-29.13,-28.42,8.41,72.29,31.48,8.02,-4.81,-31.07,-12.03
IncomeDistributionExpenses_sy,,,,,31.69,10.39,31.45,14.54,29.85,12.38,21.53,71.37,21.04,39.38,31.86,15.37,16.04,3.20,0.34,-16.50,-1.10,11.57,17.82,25.57,10.47,30.27,-2.97,-6.27,2.73,-15.66,1.63,9.14,8.98,23.78,10.38,2.11,1.27,8.10,2.60,6.19,8.45,12.89,8.34,4.19,6.10,1.53,6.80,-2.40,5.31,-3.16,-7.62,-5.88,8.23,7.24
IncomeDistributionExpenses_qq,,13.65,-4.24,47.24,-35.46,26.62,-1.44,49.41,-31.36,-22.40,-14.20,64.89,-24.37,32.55,2.50,17.34,-38.21,16.20,-7.39,59.49,-24.13,14.44,-10.36,14.56,28.34,-1.16,-14.33,19.67,-10.27,-9.19,50.67,-33.76,43.12,-14.78,36.23,31.97,-18.04,143.05,-6.72,-63.79,15.20,13.51,3.62,1.04,-40.26,13.30,4.67,53.03,-5.06,-13.53,-14.01,34.84,-31.25,10.36
IncomeDistributionExpenses_sq,,14.28,-6.20,47.24,-4.26,11.48,0.06,29.88,-8.15,11.55,3.40,54.92,-28.14,21.80,-10.64,46.15,-28.79,1.12,-8.48,16.14,-16.09,8.07,4.82,27.24,-26.71,8.28,-14.55,19.56,-10.27,5.33,-1.88,29.42,-20.68,3.64,0.64,15.29,-15.59,12.78,-3.69,22.90,-17.59,5.58,-1.42,22.52,-18.29,4.84,0.78,21.77,-14.18,3.55,-8.98,24.26,-18.52,4.92
IncomeAdministrativExpenses,2418000,2653000,2758000,2930000,2969000,2910000,2967000,3314000,3130000,3177000,3155000,3779000,3168000,3198000,3020000,3737000,3357000,3466000,3497000,3422000,3212000,3126000,3173000,3771000,2863000,3144000,3209000,3642000,3318000,3208000,3093000,3138000,3407000,3621000,3499000,3752000,3729000,5346000,4013000,3852000,3407000,3530000,3432000,3404000,3185000,3147000,2927000,3667000,3224000,3485000,3628000,2888000,3652000,3427000
IncomeAdministrativExpenses_yy,,,,,22.79,9.69,7.58,13.11,5.42,9.18,6.34,14.03,1.21,0.66,-4.28,-1.11,5.97,8.38,15.79,-8.43,-4.32,-9.81,-9.27,10.20,-10.87,0.58,1.13,-3.42,15.89,2.04,-3.61,-13.84,2.68,12.87,13.13,19.57,9.45,47.64,14.69,2.67,-8.64,-33.97,-14.48,-11.63,-6.52,-10.85,-14.71,7.73,1.22,10.74,23.95,-21.24,13.28,-1.66
IncomeAdministrativExpenses_sy,,,,,12.24,10.40,7.58,42.16,9.95,20.00,39.72,25.08,46.15,18.14,44.04,22.70,6.17,11.33,-2.94,-15.02,-2.63,-5.60,5.88,11.22,10.01,0.58,5.88,-3.42,4.80,3.78,-0.61,1.31,2.68,-0.50,4.22,7.63,0.81,3.47,1.59,2.67,6.10,4.48,9.38,3.20,3.18,6.89,-1.84,4.29,3.99,4.66,5.10,0.81,7.38,7.83
IncomeAdministrativExpenses_qq,,9.72,3.96,6.24,1.33,-1.99,1.96,11.70,-5.55,1.50,-0.69,19.78,-16.17,0.95,-5.57,23.74,-10.17,3.25,0.89,-2.14,-6.14,-2.68,1.50,18.85,-24.08,9.81,2.07,13.49,-8.90,-3.32,-3.58,1.45,8.57,6.28,-3.37,7.23,-0.61,43.36,-24.93,-4.01,-11.55,3.61,-2.78,-0.82,-6.43,-1.19,-6.99,25.28,-12.08,8.10,4.10,-20.40,26.45,-6.16
IncomeAdministrativExpenses_sq,,2.42,-2.58,15.48,1.14,-0.60,-6.71,35.41,-9.22,25.27,1.22,28.32,1.80,8.80,2.00,19.98,-21.06,4.27,-12.80,8.80,-7.80,9.12,-6.44,21.12,-19.23,12.06,-2.96,10.19,-19.19,7.27,-5.92,14.86,-5.56,3.99,-1.40,16.87,-10.45,4.86,-5.50,15.70,-6.90,3.22,-5.40,15.59,-5.06,0.66,-1.20,12.78,1.38,2.96,-0.94,8.67,-1.87,6.94
IncomeGrossProfit,1238000,1302000,656000,2523000,2122000,2129000,2028000,1355000,2068000,2665000,2873000,1553000,2161000,1876000,2163000,1983000,1742000,1471000,1896000,1221000,1047000,1284000,1061000,414000,2888000,1641000,-134000,-284000,64000,703000,-1099000,1425000,8352000,1600000,2144000,2356000,8821000,7261000,5389000,6042000,7680000,2876000,2128000,2160000,2403000,1684000,504000,7791000,-113000,942000,-102000,6159000,66000,150000
IncomeGrossProfit_yy,,,,,71.41,63.52,209.15,-46.29,-2.54,25.18,41.67,14.61,4.50,-29.61,-24.71,27.69,-19.39,-21.59,-12.34,-38.43,-39.90,-12.71,-44.04,-66.09,175.84,27.80,-112.63,-168.60,-97.78,-57.16,-720.15,601.76,12950.00,127.60,295.09,65.33,5.62,353.81,151.35,156.45,-12.94,-60.39,-60.51,-64.25,-68.71,-41.45,-76.32,260.69,-104.70,-44.06,-120.24,-20.95,158.41,-84.08
IncomeGrossProfit_sy,,,,,29.15,-25.66,24.27,17.40,48.06,10.03,-9.53,57.55,9.76,21.52,-24.71,17.05,-60.69,-97.89,-49.70,-9.16,6.46,23.35,39.94,32.72,20.88,39.07,104.80,12.85,33.20,-26.39,4.27,45.34,11.95,70.90,34.56,15.12,15.43,20.12,18.11,27.29,11.32,21.78,28.36,-25.10,-12.94,2.34,-14.32,2.82,28.16,8.05,2.93,3.81,-2.81,15.05
IncomeGrossProfit_qq,,5.17,-49.62,284.60,-15.89,0.33,-4.74,-33.19,52.62,28.87,7.80,-45.95,39.15,-13.19,15.30,-8.32,-12.15,-15.56,28.89,-35.60,-14.25,22.64,-17.37,-60.98,597.58,-43.18,-108.17,-111.94,122.54,998.44,-256.33,229.66,486.11,-80.84,34.00,9.89,274.41,-17.69,-25.78,12.12,27.11,-62.55,-26.01,1.50,11.25,-29.92,-70.07,1445.83,-101.45,933.63,-110.83,6138.24,-98.93,127.27
IncomeGrossProfit_sq,,28.54,9.44,125.15,-78.68,-18.16,14.22,48.53,-49.27,-7.97,-0.25,107.24,-37.48,13.54,-36.10,128.02,-86.72,-23.87,26.67,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56
IncomeOtherOperatingIncome,582000,1897000,-633000,-13000,97000,391000,398000,473000,252000,240000,196000,657000,225000,214000,218000,283000,217000,201000,180000,217000,389000,1086000,254000,345000,161000,253000,216000,152000,199000,184000,3111000,1843000,299000,279000,332000,351000,372000,305000,347000,425000,646000,354000,522000,333000,330000,268000,259000,299000,311000,1926000,3374000,-891000,276000,155000
IncomeOtherOperatingIncome_yy,,,,,-83.33,-79.39,162.88,3738.46,159.79,-38.62,-50.75,38.90,-10.71,-10.83,11.22,-56.93,-3.56,-6.07,-17.43,-23.32,79.26,440.30,41.11,58.99,-58.61,-76.70,-14.96,-55.94,23.60,-27.27,1340.28,1112.50,50.25,51.63,-89.33,-80.95,24.41,9.32,4.52,21.08,73.66,16.07,50.43,-21.65,-48.92,-24.29,-50.38,-10.21,-5.76,618.66,1202.70,-397.99,-11.25,-91.95
IncomeOtherOperatingIncome_sy,,,,,-16.37,-12.74,-65.62,12.93,,29.63,-50.75,-15.84,20.50,41.73,96.10,94.47,165.44,77.68,52.84,14.97,-9.28,-3.11,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,-6.57,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,-11.52
IncomeOtherOperatingIncome_qq,,225.95,-133.37,97.95,846.15,303.09,1.79,18.84,-46.72,-4.76,-18.33,235.20,-65.75,-4.89,1.87,29.82,-23.32,-7.37,-10.45,20.56,79.26,179.18,-76.61,35.83,-53.33,57.14,-14.62,-29.63,30.92,-7.54,1590.76,-40.76,-83.78,-6.69,19.00,5.72,5.98,-18.01,13.77,22.48,52.00,-45.20,47.46,-36.21,-0.90,-18.79,-3.36,15.44,4.01,519.29,75.18,-126.41,130.98,-43.84
IncomeOtherOperatingIncome_sq,,135.87,-55.53,100.00,-56.76,33.03,-31.25,236.36,-53.29,63.89,-16.67,168.75,-64.20,164.58,-12.68,92.52,-31.22,28.36,-10.45,-0.53,-12.45,49.78,-19.51,35.30,-35.32,-3.10,5.11,29.51,-37.29,15.25,-29.62,54.69,-16.20,-44.26,16.91,30.69,1.84,8.82,-12.22,29.76,-42.02,-5.74,10.44,34.45,-28.28,62.35,-23.30,12.26,-7.44,30.69,-19.69,-22.45,16.16,-9.20
IncomeOtherOperatingCosts,186000,1625000,-954000,720000,92000,183000,38000,694000,55000,208000,177000,122000,21000,37000,6000,350000,106000,309000,123000,396000,149000,886000,132000,1884000,20000,2208000,464000,84000,21000,59000,60000,810000,45000,24000,85000,136000,188000,300000,277000,309000,400000,159000,175000,166000,107000,130000,154000,106000,127000,329000,3251000,-3086000,67000,162000
IncomeOtherOperatingCosts_yy,,,,,-50.54,-88.74,103.98,-3.61,-40.22,13.66,365.79,-82.42,-61.82,-82.21,-96.61,186.89,404.76,735.14,1950.00,13.14,40.57,186.73,7.32,375.76,-86.58,149.21,251.52,-95.54,5.00,-97.33,-87.07,864.29,114.29,-59.32,41.67,-83.21,317.78,1150.00,225.88,127.21,112.77,-47.00,-36.82,-46.28,-73.25,-18.24,-12.00,-36.14,18.69,153.08,2011.04,-3011.32,-47.24,-50.76
IncomeOtherOperatingCosts_sy,,,,,-34.13,11.83,103.98,-3.61,-39.37,13.66,-23.08,36.41,4.55,167.65,10.91,38.80,42.55,26.96,-11.20,27.81,-6.68,6.62,20.84,80.30,-4.84,5.37,-39.48,-21.23,30.56,-41.35,-1.79,-12.82,11.92,-30.95,-8.70,-32.01,-2.28,7.32,27.32,9.10,20.97,17.40,-30.72,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,-2.04,-21.89
IncomeOtherOperatingCosts_qq,,773.66,-158.71,175.47,-87.22,98.91,-79.23,1726.32,-92.07,278.18,-14.90,-31.07,-82.79,76.19,-83.78,5733.33,-69.71,191.51,-60.19,221.95,-62.37,494.63,-85.10,1327.27,-98.94,10940.00,-78.99,-81.90,-75.00,180.95,1.69,1250.00,-94.44,-46.67,254.17,60.00,38.24,59.57,-7.67,11.55,29.45,-60.25,10.06,-5.14,-35.54,21.50,18.46,-31.17,19.81,159.06,888.15,-194.92,102.17,141.79
IncomeOtherOperatingCosts_sq,,81.49,-62.62,175.47,-86.58,98.91,-13.82,292.31,-71.88,148.43,-41.24,231.61,-83.92,278.26,-42.24,281.61,-76.67,157.18,-53.21,221.95,-71.95,96.37,-59.62,441.50,-88.30,81.76,-39.13,200.00,-74.94,63.80,-38.05,155.00,-72.71,8.71,-7.69,214.75,-57.79,20.72,-19.70,199.48,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,40.00,-23.03,94.26,-57.84,78.46
IncomeEBIT,1634000,1574000,977000,1790000,2127000,2337000,2388000,1134000,2265000,2697000,2892000,2088000,2365000,2053000,2375000,1916000,1853000,1363000,1953000,1042000,1287000,1484000,1183000,-1125000,3029000,-314000,-382000,-216000,242000,828000,1952000,2458000,8606000,1855000,2391000,2571000,9005000,7266000,5459000,6158000,7926000,3071000,2475000,2327000,2626000,1822000,609000,7984000,71000,2539000,21000,8354000,275000,143000
IncomeEBIT_yy,,,,,30.17,48.48,144.42,-36.65,6.49,15.40,21.11,84.13,4.42,-23.88,-17.88,-8.24,-21.65,-33.61,-17.77,-45.62,-30.55,8.88,-39.43,-207.97,135.35,-121.16,-132.29,80.80,-92.01,363.69,610.99,1237.96,3456.20,124.03,22.49,4.60,4.64,291.70,128.31,139.52,-11.98,-57.73,-54.66,-62.21,-66.87,-40.67,-75.39,243.10,-97.30,39.35,-96.55,4.63,287.32,-94.37
IncomeEBIT_sy,,,,,28.44,-29.26,51.06,16.87,23.82,-1.39,-41.20,41.35,13.01,0.77,-14.49,0.79,-31.11,-114.72,-38.55,-13.70,-6.24,24.94,48.48,17.30,41.97,101.26,103.24,17.42,2.47,0.22,-20.72,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53
IncomeEBIT_qq,,-3.67,-37.93,83.21,18.83,9.87,2.18,-52.51,99.74,19.07,7.23,-27.80,13.27,-13.19,15.68,-19.33,-3.29,-26.44,43.29,-46.65,23.51,15.31,-20.28,-195.10,369.24,-110.37,-21.66,43.46,212.04,242.15,135.75,25.92,250.12,-78.45,28.89,7.53,250.25,-19.31,-24.87,12.80,28.71,-61.25,-19.41,-5.98,12.85,-30.62,-66.58,1211.00,-99.11,3476.06,-99.17,39680.95,-96.71,-48.00
IncomeEBIT_sq,,10.23,9.55,83.21,-43.46,5.88,44.38,50.27,-49.27,11.04,-3.28,96.70,-32.35,14.94,-19.98,144.78,-84.98,-23.05,0.02,137.45,-46.46,15.31,38.16,55.14,-25.10,-3.02,-5.06,43.46,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82
IncomeFinanceIncome,156000,115000,105000,82000,74000,332000,32000,29000,101000,90000,-15000,52000,427000,33000,3740000,148000,144000,833000,61000,112000,265000,454000,225000,144000,347000,257000,97000,151000,193000,203000,160000,162000,501000,-16000,198000,365000,361000,381000,342000,716000,102000,237000,1390000,156000,395000,36000,127000,174000,149000,159000,158000,155000,290000,707000
IncomeFinanceIncome_yy,,,,,-52.56,188.70,-69.52,-64.63,36.49,-72.89,-146.88,79.31,322.77,-63.33,25033.33,184.62,-66.28,2424.24,-98.37,-24.32,84.03,-45.50,268.85,28.57,30.94,-43.39,-56.89,4.86,-44.38,-21.01,64.95,7.28,159.59,-107.88,23.75,125.31,-27.94,2481.25,72.73,96.16,-71.75,-37.80,306.43,-78.21,287.25,-84.81,-90.86,11.54,-62.28,341.67,24.41,-10.92,94.63,344.65
IncomeFinanceIncome_sy,,,,,-33.09,58.91,-21.37,-49.74,0.79,108.41,8.13,72.76,69.85,144.41,132.21,60.16,57.06,-45.93,-13.61,-57.56,-12.10,37.82,0.19,-11.56,14.58,-3.33,14.81,20.28,31.43,7.09,-17.70,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,-15.97,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48
IncomeFinanceIncome_qq,,-26.28,-8.70,-21.90,-9.76,348.65,-90.36,-9.38,248.28,-10.89,-116.67,446.67,721.15,-92.27,11233.33,-96.04,-2.70,478.47,-92.68,83.61,136.61,71.32,-50.44,-36.00,140.97,-25.94,-62.26,55.67,27.81,5.18,-21.18,1.25,209.26,-103.19,1337.50,84.34,-1.10,5.54,-10.24,109.36,-85.75,132.35,486.50,-88.78,153.21,-90.89,252.78,37.01,-14.37,6.71,-0.63,-1.90,87.10,143.79
IncomeFinanceIncome_sq,,-26.28,-8.02,13.88,-21.74,-35.10,76.76,33.32,-13.64,9.21,14.11,67.24,6.05,22.62,-20.41,1.29,-7.96,-23.76,0.16,5.41,36.48,1.34,-17.71,-30.98,92.93,-12.43,20.37,-2.16,6.98,-9.68,-5.88,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,29.83,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57
IncomeFinanceCosts,238000,206000,68000,143000,155000,683000,123000,-56000,187000,337000,344000,198000,697000,6568000,3915000,232000,492000,784000,275000,169000,323000,499000,259000,1181000,364000,141000,200000,639000,144000,122000,1425000,161000,377000,-263000,103000,158000,440000,306000,71000,633000,145000,332000,408000,431000,684000,209000,455000,458000,1075000,444000,207000,978000,728000,1480000
IncomeFinanceCosts_yy,,,,,-34.87,231.55,80.88,-139.16,20.65,-50.66,179.67,453.57,272.73,1848.96,1038.08,17.17,-29.41,-88.06,-92.98,-27.16,-34.35,-36.35,-5.82,598.82,12.69,-71.74,-22.78,-45.89,-60.44,-13.48,612.50,-74.80,161.81,-315.57,-92.77,-1.86,16.71,216.35,-31.07,300.63,-67.05,8.50,474.65,-31.91,371.72,-37.05,11.52,6.26,57.16,112.44,-54.51,113.54,-32.28,233.33
IncomeFinanceCosts_sy,,,,,-36.04,-51.70,10.71,-64.15,75.17,-8.66,179.67,88.90,16.17,131.71,29.75,88.17,128.95,-86.67,13.68,-63.79,-56.04,58.41,26.78,82.08,-1.10,-48.31,33.33,36.41,3.23,-12.68,-13.04,-26.83,-30.21,-20.28,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,36.65,42.76,-8.54,56.26,35.22,112.44,57.18,37.18,-47.16,-46.09
IncomeFinanceCosts_qq,,-13.45,-66.99,110.29,8.39,340.65,-81.99,-145.53,433.93,80.21,2.08,-42.44,252.02,842.32,-40.39,-94.07,112.07,59.35,-64.92,-38.55,91.12,54.49,-48.10,355.98,-69.18,-61.26,41.84,219.50,-77.46,-15.28,1068.03,-88.70,134.16,-169.76,139.16,53.40,178.48,-30.45,-76.80,791.55,-77.09,128.97,22.89,5.64,58.70,-69.44,117.70,0.66,134.72,-58.70,-53.38,372.46,-25.56,103.30
IncomeFinanceCosts_sq,,16.38,-8.68,41.07,-43.19,64.22,-30.34,100.00,68.34,11.49,35.70,59.68,3.28,80.84,22.36,88.60,-33.81,-64.18,60.46,9.34,15.66,41.26,-35.59,10.00,-12.50,27.36,12.26,-5.80,-3.94,-15.28,-5.64,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,-5.68,8.10,12.48,33.96,-13.30,-15.25,36.33,5.10,5.12,-46.47,72.44,-43.62,-22.92
IncomeOtherIncome,-88000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280000,-1494000,-121000,-1215000,277000,-1180000,-327000,-609000,1160000,-1110000,51000,-435000,-3200000,-604000,6013000
IncomeOtherIncome_yy,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.36,21.02,-170.25,49.88,318.77,5.93,115.60,28.57,-375.86,45.59,11690.20
IncomeOtherIncome_sy,,,,,-100.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.36,-28.87,-100.00,13.04,100.00,81.09,43.08,-100.00,-193.12,3.38,-82.43
IncomeOtherIncome_qq,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-216.72,91.90,-904.13,122.80,-525.99,72.29,-86.24,290.48,-195.69,104.59,-952.94,-635.63,81.12,1095.53
IncomeOtherIncome_sq,,-55.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.04,24.29,-69.53,-98.07,100.00,20.98,-5.20,290.48,30.01,55.22,-56.72,-38.56,97.59,50.00
IncomeNetGrossProfit,1464000,1483000,1014000,1729000,2046000,1986000,2297000,1219000,2179000,2450000,2533000,1942000,2095000,-4482000,2200000,1832000,1505000,1412000,1739000,985000,1229000,1439000,1149000,-2162000,3012000,-198000,-485000,-704000,291000,909000,687000,2459000,8730000,2102000,2486000,2778000,8926000,7341000,5730000,7521000,6389000,2855000,2242000,2329000,1157000,1322000,-328000,8860000,-1965000,2305000,-463000,4331000,-767000,5383000
IncomeNetGrossProfit_yy,,,,,39.75,33.92,126.53,-29.50,6.50,23.36,10.27,59.31,-3.85,-282.94,-13.15,-5.66,-28.16,131.50,-20.95,-46.23,-18.34,1.91,-33.93,-319.49,145.08,-113.76,-142.21,67.44,-90.34,559.09,241.65,449.29,2900.00,131.24,261.86,12.97,2.25,249.24,130.49,170.73,-28.42,-61.11,-60.87,-69.03,-81.89,-53.70,-114.63,280.42,-269.84,74.36,-41.16,-51.12,60.97,133.54
