,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,105824000,93518000,101786000,103754000,116904000,110646000,122877000,128467000,137363000,111994000,145604000,143885000,151223000,127677000,143540000,130885000,138427000,116006000,135424000,134880000,135508000,115427000,124242000,124929000,128648000,108311000,125533000,119877000,127827000,121769000,139728000,140404000,147598000,123488000,155088000,162130000,164586000,148390000,158672000,163195000
IncomeRevenues_yy,,,,,10.47,18.32,20.72,23.82,17.50,1.22,18.50,12.00,10.09,14.00,-1.42,-9.03,-8.46,-9.14,-5.65,3.05,-2.11,-0.50,-8.26,-7.38,-5.06,-6.16,1.04,-4.04,-0.64,12.43,11.31,17.12,15.47,1.41,10.99,15.47,11.51,20.17,2.31,0.66
IncomeRevenues_sy,,,,,-16.39,-0.75,12.84,13.89,22.40,22.36,22.16,17.24,11.98,14.00,9.18,0.09,-8.34,-5.27,-4.38,6.22,8.31,3.77,5.62,8.90,6.14,0.94,11.28,1.79,2.12,-1.20,-5.84,8.04,12.38,8.14,11.60,8.36,12.03,12.08,7.52,16.57
IncomeRevenues_qq,,-11.63,8.84,1.93,12.67,-5.35,11.05,4.55,6.92,-18.47,30.01,-1.18,5.10,-15.57,12.42,-8.82,5.76,-16.20,16.74,-0.40,0.47,-14.82,7.64,0.55,2.98,-15.81,15.90,-4.51,6.63,-4.74,14.75,0.48,5.12,-16.33,25.59,4.54,1.51,-9.84,6.93,2.85
IncomeRevenues_sq,,-6.06,-12.67,12.38,1.24,-1.90,-4.70,19.34,10.57,-2.23,1.00,10.57,4.87,-1.28,-6.65,4.06,5.76,-3.59,-9.28,12.36,1.39,-6.83,-2.51,13.88,2.34,-7.27,3.76,6.32,-0.38,-3.70,-4.04,15.77,-0.34,-0.14,-4.55,4.54,4.73,1.58,1.11,2.19
IncomeCostOfSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeCostOfSales_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,2775000,2177000,2114000,2093000,3273000,2756000,2382000,2155000,2944000,2046000,2400000,2548000,1524000,-2181000,-1034000,-2209000,545000,503000,1997000,3243000,2868000,2509000,2341000,3073000,3368000,2049000,3377000,3094000,3245000,1943000,4337000,3670000,5053000,1481000,4379000,5089000,5739000,1592000,4171000,5237000
IncomeGrossProfit_yy,,,,,17.95,26.60,12.68,2.96,-10.05,-25.76,0.76,18.24,-48.23,-206.60,-143.08,-186.70,-64.24,123.06,293.13,246.81,426.24,398.81,17.23,-5.24,17.43,-18.33,44.25,0.68,-3.65,-5.17,28.43,18.62,55.72,-23.78,0.97,38.66,13.58,7.49,-4.75,2.91
IncomeGrossProfit_sy,,,,,-29.60,44.98,25.04,73.68,32.30,58.18,66.09,-9.72,12.85,15.02,-22.45,-23.84,-21.92,-18.88,-8.84,33.08,36.97,11.89,9.54,4.86,6.27,-26.46,-2.77,2.96,-1.50,3.02,11.53,27.44,38.26,5.98,20.60,-9.84,13.58,11.44,15.14,29.60
