,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,284886000,328295000,400254000,860470000,1191173000,1386890000,1469610000,1330566000,1262676000,1307606000,807248000,924000000,941675000,896243000,792147000,585364000,520171000,524777000,581174000,601387000,671767000,718770000,830982000,913273000,1021633000,1037806000,1075829000,1196856000,1257963000,1260837000,1198629000,1163758000,1211827000,1230353000,1249033000,1145056000,1228587000,1305343000,1295678000,1228512000,1492407000,1564037000,1293156000,1328380000,1480056000,1401723000,1339963000,1421876000,1601280000,1570507000,1521197000,1597352000,1622551000,1626678000
IncomeCostOfSales,260418000,293573000,339480000,767828000,1084518000,1216470000,1329913000,1221658000,1142577000,1173670000,695270000,910958000,876277000,834573000,716127000,565110000,473114000,476161000,536307000,531088000,611590000,644367000,736810000,818491000,906028000,938274000,967519000,1036046000,1138831000,1118879000,1098589000,1094584000,1119288000,1115772000,1129311000,1056694000,1122009000,1178821000,1177264000,1092070000,1362709000,1466817000,1178435000,1192824000,1323897000,1222896000,1147728000,1292696000,1404499000,1381334000,1333875000,1437956000,1454983000,1460339000
IncomeDistributionExpenses,5024000,9145000,9606000,20811000,20763000,24405000,23887000,22786000,15416000,17987000,16381000,18272000,14363000,14403000,11135000,22407000,9455000,10991000,10842000,16953000,9235000,13300000,15674000,18035000,16274000,14451000,19161000,29258000,22547000,28186000,23845000,35260000,21513000,33161000,25155000,41397000,26140000,31066000,24897000,34735000,26033000,32884000,32135000,27448000,32318000,35547000,36497000,40532000,33109000,32347000,39068000,36741000,32207000,44342000
IncomeAdministrativExpenses,12818000,23581000,34218000,61102000,60079000,67881000,59145000,63577000,41862000,44500000,37048000,42243000,39772000,40028000,43990000,29495000,34995000,33476000,27511000,31304000,31821000,31924000,32813000,50368000,52577000,41469000,50655000,71528000,56771000,48629000,53731000,44123000,50600000,57539000,51459000,39479000,52045000,52440000,56951000,38671000,51844000,50113000,52657000,67762000,64861000,58669000,68740000,73642000,71414000,67979000,54714000,68154000,67213000,54483000
IncomeGrossProfit,6626000,1996000,16950000,10729000,25813000,78134000,56665000,22545000,62821000,71449000,58549000,-47473000,11263000,7239000,20895000,-31648000,2607000,4149000,6514000,22042000,19121000,29179000,45685000,26379000,46754000,43612000,38494000,60024000,39814000,65143000,22464000,-10209000,20426000,23881000,43108000,7486000,28393000,43016000,36566000,63036000,51821000,14223000,29929000,40346000,58980000,84611000,86998000,15006000,92258000,88847000,93540000,54501000,68148000,67514000
IncomeOtherOperatingIncome,11878000,7115000,5307000,94011000,7469000,13857000,13457000,58353000,45371000,25842000,11227000,77191000,6208000,10251000,18291000,3658000,23176000,42445000,47422000,16469000,19702000,26764000,25942000,29958000,10529000,51119000,36548000,7936000,26917000,2793000,12948000,3357000,12157000,2216000,5229000,16526000,9629000,9122000,45551000,25083000,13817000,5045000,21920000,57945000,18129000,14235000,9027000,17065000,8568000,20489000,16684000,62371000,12765000,24543000
IncomeOtherOperatingCosts,678000,5430000,1409000,31105000,9691000,29280000,7685000,51916000,8517000,3007000,13618000,89124000,6932000,18767000,10114000,80952000,4593000,8997000,24246000,-10970000,9307000,9845000,5859000,97546000,8875000,4077000,11517000,5001000,5095000,2888000,7293000,13659000,4250000,6802000,2872000,28811000,4065000,6973000,4467000,34536000,15732000,-36000,13904000,67425000,10663000,8870000,3662000,16275000,7249000,14101000,6902000,73561000,5795000,10321000
IncomeEBIT,17826000,3681000,20848000,73635000,23591000,62711000,62437000,28982000,99675000,94284000,56158000,-59406000,10539000,-1277000,29072000,-108942000,21190000,37597000,29690000,49481000,29516000,46098000,65768000,-41209000,48408000,90654000,63525000,62959000,61636000,65048000,28119000,-20511000,28333000,19295000,45465000,-4799000,33957000,45165000,77650000,53583000,49906000,19304000,37945000,30866000,66446000,89976000,92363000,15796000,93577000,95235000,103322000,43311000,75118000,81736000
IncomeFinanceIncome,5836000,5519000,-22000,25482000,79667000,41018000,31299000,-19955000,17393000,16124000,8151000,18544000,34488000,-4626000,8997000,15577000,20854000,12128000,5981000,-6514000,7580000,5530000,2423000,14686000,8848000,9435000,5069000,15260000,11760000,8360000,13297000,5400000,5837000,6531000,5738000,8827000,4862000,5754000,1465000,9299000,4738000,11282000,-12525000,11050000,2808000,143000,2429000,22833000,41760000,-3607000,13179000,-10477000,15532000,22019000
IncomeFinanceCosts,9426000,10293000,8979000,22682000,29487000,52290000,21802000,41693000,116835000,53012000,-28824000,30928000,54493000,5206000,22638000,36487000,37528000,20284000,13288000,29774000,14489000,13119000,10765000,32561000,15096000,11834000,28260000,8964000,28073000,16916000,7339000,21704000,13956000,21080000,14913000,25170000,15517000,11371000,26764000,26382000,9279000,8698000,16670000,22824000,15349000,30547000,7009000,18019000,40826000,8814000,37738000,46122000,30113000,33947000
