,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,23706000,34148000,47472000,42604000,38739000,42889000,54416000,50807000,52927000,55993000,68557000,71928000,71854000,71579000,86873000,73769000,71743000,69404000,78041000,68278000,55778000,62369000,79634000,65489000,64440000,72459000,90276000,74423000,71441000,75319000,83509000,71736000,66283000,75703000,80041000,72188000,66677000,69087000,77283000,59577000,49384000,47645000,54134000,46745000,47086000,53461000,56388000,51602000,54026000,59714000,65294000,55711000,64207000,69131000
IncomeCostOfSales,13515000,17360000,26554000,23900000,22392000,23794000,31258000,30179000,29112000,32220000,38969000,46302000,43709000,45651000,52963000,45419000,39995000,37222000,45571000,40255000,34898000,38280000,45729000,43454000,40932000,46830000,56025000,45415000,44225000,49995000,54014000,42626000,43474000,48664000,51511000,46144000,45745000,44791000,52722000,36955000,31288000,29558000,35778000,29760000,30997000,34207000,36483000,35534000,37013000,39631000,43819000,38929000,43607000,47126000
IncomeDistributionExpenses,5418000,8198000,10869000,11799000,9626000,10911000,10565000,12757000,14269000,13102000,13943000,15585000,15970000,16450000,19488000,17297000,18245000,17462000,16954000,17880000,17014000,18803000,18386000,18968000,19566000,18163000,21831000,21668000,19865000,18648000,18676000,23125000,16790000,17942000,17930000,19814000,16310000,18766000,15870000,18164000,12094000,13238000,12615000,13135000,11311000,12197000,11166000,11652000,12339000,12751000,12923000,13151000,13777000,13983000
IncomeAdministrativExpenses,1068000,2251000,1975000,1852000,2060000,2941000,2619000,2458000,2581000,3725000,3153000,5306000,4380000,5290000,2915000,2904000,3495000,3403000,3775000,3729000,3129000,3246000,3391000,4122000,3386000,3068000,2794000,3165000,2751000,3037000,2193000,2932000,2521000,2785000,2408000,4254000,2329000,2870000,2133000,3365000,2069000,1866000,1898000,2150000,2115000,2045000,2242000,1951000,2080000,2554000,2075000,2263000,2320000,2260000
IncomeGrossProfit,3705000,6339000,8074000,5053000,4661000,5243000,9974000,5413000,6965000,6946000,12492000,4735000,7795000,4188000,11507000,8149000,10008000,11317000,11741000,6414000,737000,2040000,12128000,-1055000,556000,4398000,9626000,4175000,4600000,3639000,8626000,3053000,3498000,6312000,8192000,1976000,2293000,2660000,6558000,1093000,3933000,2983000,3843000,1700000,2663000,5012000,6497000,2465000,2594000,4778000,6477000,1368000,4503000,5762000
IncomeOtherOperatingIncome,110000,1205000,770000,-491000,1298000,1197000,-499000,201000,221000,294000,1190000,-23000,536000,98000,558000,723000,793000,152000,879000,1597000,1380000,1604000,-1202000,3841000,986000,1106000,130000,981000,917000,2025000,1459000,1788000,949000,616000,1094000,99000,482000,580000,1428000,-841000,138000,433000,853000,3023000,910000,229000,1661000,1300000,1123000,1670000,288000,859000,544000,799000
IncomeOtherOperatingCosts,9000,388000,98000,817000,1167000,569000,481000,1061000,867000,1495000,1685000,1224000,1420000,-108000,767000,754000,1306000,4029000,4346000,5463000,1829000,1223000,3176000,4399000,1138000,1596000,2687000,2246000,1862000,3490000,3195000,1986000,1279000,892000,1926000,-60000,571000,924000,1735000,875000,914000,1034000,3581000,1560000,1070000,748000,1257000,1020000,529000,2149000,1386000,175000,507000,1614000
IncomeEBIT,3806000,7156000,8746000,3745000,4792000,5871000,8994000,4553000,6319000,5745000,11997000,3488000,6911000,4394000,11298000,8118000,9495000,7440000,8274000,2548000,288000,2421000,7750000,-1613000,404000,3908000,7069000,2910000,3655000,2174000,6890000,2855000,3168000,6036000,7360000,2135000,2204000,2316000,6251000,-623000,3157000,2382000,1115000,3163000,2503000,4493000,6901000,2745000,3188000,4299000,5379000,2052000,4540000,4947000
IncomeFinanceIncome,-270000,893000,-578000,1406000,967000,-1448000,1793000,-564000,286000,-565000,-1580000,-1504000,-29000,1029000,-6393000,6790000,-17258000,5134000,3317000,-2516000,956000,-7921000,1182000,621000,701000,-319000,-10339000,-2027000,3414000,-4011000,782000,-154000,64000,-3051000,-1486000,-7972000,-30000,-2243000,10351000,1638000,-1521000,100000,75000,150000,119000,251000,248000,784000,-518000,-76000,399000,2968000,-695000,
IncomeFinanceCosts,,,,,,,,,,,,,,,30836000,,,,,,,,,,,,,,,,,,6562000,,,17484000,1603000,381000,1128000,366000,151000,1616000,2119000,-2472000,168000,256000,453000,-82000,176000,268000,,,,
