,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,133019000,125380000,90741000,117847000,130796000,139879000,100812000,110362000,130894000,116893000,101385000,117134000,113453000,112292000,68144000,53160000,59461000,40017000,36067000,35470000,31013000,37969000,33249000,38987000,47805000,44997000,42233000,45756000,48280000,20068000,37976000,38044000,47721000,46093000,95302000,96282000,116866000,-10881000,57766000,43177000,52335000,57716000,44387000,60574000,66305000,67721000,60101000,66625000,73809000,74084000,68837000,76770000,75709000,65835000
IncomeRevenues_yy,,,,,-1.67,11.56,11.10,-6.35,0.07,-16.43,0.57,6.14,-13.32,-3.94,-32.79,-54.62,-47.59,-64.36,-47.07,-33.28,-47.84,-5.12,-7.81,9.92,54.15,18.51,27.02,17.36,0.99,-55.40,-10.08,-16.85,-1.16,129.68,150.95,153.08,144.89,-123.61,-39.39,-55.16,-55.22,630.43,-23.16,40.29,26.69,17.33,35.40,9.99,11.32,9.40,14.54,15.23,2.57,-11.13
IncomeRevenues_sy,,,,,-0.70,11.56,11.10,7.94,14.03,-3.73,0.57,6.14,-6.44,0.10,-3.76,-34.61,-33.00,-33.31,-27.88,-14.08,5.01,17.67,30.30,33.10,39.36,29.68,27.02,17.36,24.24,9.53,2.16,-10.39,-1.16,11.40,12.21,12.42,6.98,1.20,-10.21,-20.46,-7.47,13.85,6.59,10.95,8.51,10.06,17.50,9.40,15.92,7.56,14.54,15.23,2.57,0.15
IncomeRevenues_qq,,-5.74,-27.63,29.87,10.99,6.94,-27.93,9.47,18.60,-10.70,-13.27,15.53,-3.14,-1.02,-39.32,-21.99,11.85,-32.70,-9.87,-1.66,-12.57,22.43,-12.43,17.26,22.62,-5.87,-6.14,8.34,5.52,-58.43,89.24,0.18,25.44,-3.41,106.76,1.03,21.38,-109.31,630.89,-25.26,21.21,10.28,-23.09,36.47,9.46,2.14,-11.25,10.86,10.78,0.37,-7.08,11.52,-1.38,-13.04
IncomeRevenues_sq,,-0.63,0.36,-11.56,10.99,7.38,2.82,-2.57,18.60,-2.85,4.86,0.38,-0.07,-0.14,-0.88,-21.80,2.81,3.86,-3.67,-9.36,2.08,20.92,18.16,-10.29,12.48,22.99,13.97,-11.96,5.52,3.79,8.94,-14.26,24.61,13.08,7.04,-12.12,20.26,7.73,-0.30,-24.37,17.47,10.94,-6.66,-15.64,23.08,11.09,-2.65,-2.48,15.15,1.03,-5.81,-2.28,12.64,4.90
IncomeCostOfSales,108624000,108512000,79622000,118925000,118312000,125703000,92478000,106804000,115506000,110463000,95811000,114392000,102314000,101038000,65646000,48949000,49681000,35537000,31681000,31396000,28028000,33001000,30189000,35067000,43580000,41336000,36615000,39394000,43394000,10469000,34283000,38512000,39023000,41622000,81357000,107552000,102738000,-12379000,48982000,11033000,44375000,55433000,65080000,42569000,57877000,63493000,54772000,55636000,68137000,66279000,67901000,68487000,67611000,55401000
IncomeCostOfSales_yy,,,,,8.92,15.84,16.15,-10.19,-2.37,-12.12,3.60,7.10,-11.42,-8.53,-31.48,-57.21,-51.44,-64.83,-51.74,-35.86,-43.58,-7.14,-4.71,11.69,55.49,25.26,21.29,12.34,-0.43,-74.67,-6.37,-2.24,-10.07,297.57,137.31,179.27,163.28,-129.74,-39.79,-89.74,-56.81,547.80,32.87,285.83,30.43,14.54,-15.84,30.70,17.73,4.39,23.97,23.10,-0.77,-16.41
IncomeCostOfSales_sy,,,,,8.92,7.59,15.74,3.66,14.68,2.04,3.60,2.98,-5.72,0.18,-2.02,-39.34,-36.02,-32.24,-32.44,1.52,24.42,15.85,32.47,35.94,40.18,32.47,21.29,21.55,26.70,6.80,11.48,-2.24,-10.07,10.92,5.49,10.94,4.77,-2.32,-9.22,-17.69,-10.30,18.73,9.64,12.82,6.21,13.05,-1.36,11.35,16.19,9.65,12.46,23.10,4.28,3.65
IncomeCostOfSales_qq,,-0.10,-26.62,49.36,-0.52,6.25,-26.43,15.49,8.15,-4.37,-13.26,19.39,-10.56,-1.25,-35.03,-25.43,1.50,-28.47,-10.85,-0.90,-10.73,17.74,-8.52,16.16,24.28,-5.15,-11.42,7.59,10.15,-75.87,227.47,12.34,1.33,6.66,95.47,32.20,-4.48,-112.05,495.69,-77.48,302.20,24.92,17.40,-34.59,35.96,9.70,-13.74,1.58,22.47,-2.73,2.45,0.86,-1.28,-18.06
IncomeCostOfSales_sq,,-0.10,6.39,-9.83,-0.52,6.25,5.10,1.42,8.15,-0.58,4.50,-0.02,0.03,-2.32,-0.22,-32.56,-1.23,9.46,0.58,-8.80,3.99,14.98,14.58,-12.05,17.78,18.09,8.88,-9.54,10.15,-1.93,8.73,-13.11,2.17,6.66,1.93,-11.15,-0.59,3.28,1.11,-24.43,21.15,6.89,-2.61,-15.18,21.56,9.70,-5.50,1.43,22.47,0.81,-5.54,0.86,5.88,4.67
