,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,2625000,2187000,5177000,216767000,26147000,77241000,54826000,73025000,64666000,124653000,55976000,155217000,53615000,162773000,80707000,109458000,28376000,63264000,39749000,112669000,40978000,60382000,88442000,104615000,46682000,66133000,71039000,88721000,40205000,63382000,66302000,118438000,77678000,78330000,105860000,110006000,85125000,88427000,88669000,110302000,115816000,90867000,120614000,123566000,44646000,48379000,46406000,69858000,58355000,54506000,49071000,85493000,53529000,63946000
IncomeCostOfSales,2300000,-6383000,12814000,191338000,22987000,70705000,45826000,56015000,57886000,118473000,44245000,107390000,45778000,150690000,70309000,87856000,25111000,51705000,37151000,100271000,35255000,51318000,76373000,88773000,36341000,55256000,64157000,69661000,33885000,56071000,55783000,97428000,65021000,61297000,89139000,95560000,71760000,74675000,78742000,91162000,94423000,75677000,102598000,98881000,35402000,37531000,36302000,54177000,46177000,41687000,41335000,67884000,45537000,53301000
IncomeDistributionExpenses,98000,117000,130000,7588000,2246000,2187000,2017000,4892000,1503000,3570000,2958000,9417000,2723000,3796000,3199000,5832000,2835000,3710000,3121000,4870000,3152000,4129000,3619000,4362000,3031000,3252000,3099000,4609000,3165000,2389000,3510000,6627000,3698000,3426000,4427000,4211000,3849000,4072000,4015000,5086000,3982000,4854000,4847000,6066000,4728000,4957000,4540000,5475000,4979000,4320000,5362000,4965000,4597000,5761000
IncomeAdministrativExpenses,517000,425000,472000,8440000,3590000,3217000,3736000,2481000,3897000,1937000,3083000,6619000,3674000,3240000,2615000,5416000,3908000,3889000,2281000,3308000,3282000,3105000,3343000,3984000,3689000,3456000,2952000,3271000,3449000,2475000,3753000,5921000,4573000,5057000,4912000,2918000,4610000,3893000,3895000,4852000,4871000,5511000,4695000,6854000,4706000,5005000,3756000,5088000,4285000,3196000,5260000,4274000,5308000,5661000
IncomeGrossProfit,-290000,-138000,-73000,9401000,-2676000,1132000,3247000,9637000,1380000,673000,5690000,31791000,1440000,5047000,4584000,10354000,-3478000,3960000,-2804000,4220000,-711000,1830000,5107000,7496000,3621000,4169000,831000,11180000,-294000,2447000,3256000,8462000,4386000,8550000,7381000,7318000,4907000,5787000,2018000,9201000,12540000,4825000,8474000,11765000,-190000,886000,1808000,5118000,2914000,5303000,-2886000,8370000,-1913000,-777000
IncomeOtherOperatingIncome,8000,9000,4000,8596000,2733000,125000,679000,3262000,1428000,205000,14000,-703000,457000,-197000,245000,380000,1724000,-782000,191000,499000,193000,276000,-1703000,2214000,553000,1739000,401000,327000,1457000,-297000,306000,465000,897000,500000,574000,3472000,2212000,-210000,2034000,1515000,1455000,265000,906000,-228000,553000,554000,279000,-263000,426000,415000,851000,441000,468000,660000
IncomeOtherOperatingCosts,4000,107000,2000,3612000,508000,152000,64000,2565000,158000,364000,129000,4196000,197000,1168000,62000,1057000,144000,449000,1250000,1351000,412000,187000,484000,5065000,376000,982000,995000,-541000,1000000,565000,186000,2274000,1226000,1696000,3907000,7491000,2433000,3075000,981000,2034000,585000,3977000,453000,2385000,1106000,3735000,1458000,2444000,1223000,1101000,242000,1018000,703000,577000
IncomeEBIT,-286000,-236000,-71000,14385000,-451000,1105000,3862000,10334000,2650000,514000,5575000,26892000,1700000,3682000,4767000,9677000,-1898000,2729000,-3863000,3368000,-930000,1919000,2920000,4645000,3798000,4926000,237000,12048000,163000,1585000,3376000,6653000,4057000,7354000,4048000,3299000,4686000,2501000,3071000,8682000,13410000,1113000,8927000,9152000,-743000,-2295000,629000,2411000,2117000,4617000,-2277000,7793000,-2148000,-694000
IncomeFinanceIncome,5000,67000,37000,3917000,743000,374000,636000,837000,438000,716000,672000,1446000,1240000,1750000,647000,190000,1088000,986000,1705000,560000,1009000,859000,1219000,328000,1035000,774000,1704000,40000,804000,1399000,32000,738000,667000,-7000,155000,257000,115000,76000,239000,213000,148000,99000,188000,160000,286000,802000,211000,346000,284000,6000,220000,307000,103000,1347000
IncomeFinanceCosts,5000,-3000,11000,1539000,260000,786000,18000,599000,409000,456000,-129000,319000,458000,1015000,1242000,2808000,1750000,61000,132000,280000,161000,395000,165000,1438000,327000,1615000,855000,806000,244000,1423000,725000,720000,700000,1098000,1768000,3730000,432000,423000,467000,431000,516000,461000,232000,427000,22000,48000,10000,186000,374000,28000,33000,419000,84000,147000
IncomeOtherIncome,33000,46000,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,487000,509000,564000,,721000,296000,46000,269000,-106000,164000,129000,205000,8000,163000,290000,251000,144000,323000,-253000,-199000,1000,16717000,32000,693000,4480000,10572000
