,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,184440000,149183000,144326000,142813000,167249000,197451000,180542000,191870000,179973000,164240000,170501000,26746000,33373000,36380000,38051000,23929000,30858000,34335000,37765000,35884000,35154000,40078000,48192000,41795000,39046000,44242000,51229000,45246000,39812000,46845000,52960000,45890000,43626000,50449000,59786000,52638000,49337000,55215000,62315000,55676000,54263000,64974000,75834000,67437000,65036000,72607000,82746000,72464000,70360000,80106000,90299000,78066000,75915000,84329000
IncomeCostOfSales,145380000,96823000,108384000,92422000,114926000,174665000,134460000,226500000,158831000,144823000,136909000,9633000,15906000,14110000,14137000,17319000,19269000,18884000,17694000,18630000,18089000,24044000,18858000,15128000,19219000,20141000,21351000,20102000,27882000,22948000,19359000,20258000,19008000,17715000,9983000,19215000,20201000,23420000,23438000,22484000,20093000,20612000,4743000,20136000,2724000,20959000,18220000,-1049000,10522000,20566000,19894000,19525000,21601000,-1861000
IncomeDistributionExpenses,6046000,3173000,4218000,5754000,5312000,21643000,-7924000,16922000,2860000,5822000,3264000,701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10648000,13824000,11841000,18245000
IncomeAdministrativExpenses,17851000,15988000,17847000,932000,13380000,10887000,13218000,13714000,8044000,7133000,7431000,9245000,6180000,7567000,8241000,10842000,6627000,8024000,6409000,10397000,6869000,6832000,7448000,10182000,7484000,6817000,6729000,10965000,6382000,7032000,6374000,10608000,6288000,6815000,6634000,10009000,6203000,9553000,8178000,10248000,7420000,7659000,9599000,9165000,7607000,8279000,8986000,10973000,8410000,9983000,11397000,6886000,16338000,9461000
IncomeGrossProfit,12884000,1431000,36159000,-52484000,4902000,2708000,17110000,2698000,9423000,15137000,16483000,-2635000,5409000,7884000,11830000,6412000,10438000,8010000,22925000,16270000,12958000,17269000,22430000,14962000,4446000,17080000,26872000,14667000,18236000,25702000,43429000,22815000,22848000,24980000,32243000,23183000,27967000,34809000,62913000,37053000,54892000,43989000,54927000,64348000,52231000,51261000,61419000,47568000,45904000,76207000,6738000,14615000,4454000,35911000
IncomeOtherOperatingIncome,7694000,1897000,12564000,14469000,2736000,7192000,2472000,2532000,1173000,8923000,4374000,2967000,1297000,4286000,912000,6787000,1337000,813000,2044000,2633000,676000,1177000,1421000,889000,701000,721000,1026000,885000,854000,1041000,1808000,1673000,1707000,731000,729000,1436000,923000,3016000,2221000,1161000,864000,883000,1192000,1978000,867000,915000,895000,1595000,3734000,1117000,1806000,6365000,4274000,142567000
IncomeOtherOperatingCosts,5495000,-3547000,19750000,-13953000,1641000,157000,7298000,-5411000,119000,279000,671000,-158000,283000,39000,107000,1519000,1395000,46000,418000,632000,6997000,196000,134000,1180000,83000,78000,76000,102000,128000,30000,-26000,224000,51000,17000,303000,226000,18000,64000,24000,245000,33000,33000,25000,221000,51000,165000,50000,76000,3051000,59000,16329000,15136000,16518000,-97195000
IncomeEBIT,15083000,6875000,28973000,-24062000,5997000,9743000,12284000,10641000,10477000,23781000,20186000,490000,6423000,12131000,12635000,11680000,10380000,8777000,24551000,18271000,6637000,18250000,23717000,14671000,5064000,17723000,27822000,15450000,18962000,26713000,45263000,24264000,24504000,25694000,32669000,24393000,28872000,37761000,65110000,37969000,55723000,44839000,56094000,66105000,53047000,52011000,62264000,49087000,46587000,77265000,3821000,5171000,1197000,125515000
IncomeFinanceIncome,8199000,2318000,3252000,5623000,3653000,1049000,6583000,44293000,3342000,4525000,3309000,2030000,2311000,2550000,2844000,1867000,3085000,17132000,184000,-7435000,4590000,5544000,5325000,5759000,6639000,5071000,4658000,5174000,4958000,3754000,3795000,3279000,3539000,3656000,3899000,3482000,3737000,3482000,2558000,4050000,3278000,2743000,3066000,3244000,3216000,3002000,3298000,3469000,3296000,3118000,7605000,9488000,12895000,139895000
IncomeFinanceCosts,5114000,10948000,6065000,35342000,8122000,24562000,6861000,11255000,6558000,7427000,6119000,7811000,11980000,9920000,9616000,10790000,12053000,12843000,11871000,18452000,15837000,16404000,19341000,17114000,16527000,15946000,16210000,20774000,15134000,13176000,11587000,11708000,10328000,10696000,10631000,9780000,9693000,8833000,7917000,9080000,8511000,7815000,8658000,8505000,8003000,7657000,7917000,7604000,6622000,6153000,-126000,-50000,-30000,15000
