,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,403605000,663286000,852798000,783188000,481975000,766742000,883752000,910715000,654362000,779617000,888389000,753543000,652470000,833679000,966285000,821817000,681384000,835372000,925161000,847949000,577245000,1146159000,1437305000,1269560000,797818000,1451070000,1573786000,1693813000,1083349000,1800416000,1696667000,1497228000,853043000,1234622000,1367552000,1294242000,834047000,1319075000,1559635000,1237182000,846416000,1421824000,1474800000,1390954000,987654000,1442046000,1689308000,1453282000,1052740000,1669032000,1831587000,1815950000,1338831000,1963830000
IncomeCostOfSales,376593000,628510000,820494000,771405000,434907000,733460000,858398000,891675000,620394000,762848000,813377000,731041000,614487000,777459000,840465000,653412000,533329000,690925000,891574000,761395000,491758000,1022087000,1279408000,1152749000,703458000,1341138000,1455477000,1559648000,1005570000,1648885000,1629340000,1333994000,769565000,1136530000,1264083000,1183865000,725741000,1218052000,1456713000,1116753000,765610000,1288568000,1329986000,1257116000,872665000,1256761000,1494166000,1197433000,889730000,1479948000,1601818000,1587989000,1198590000,1817580000
IncomeDistributionExpenses,5689000,5831000,5385000,8499000,6604000,6911000,7330000,7184000,6838000,6867000,6261000,6273000,6282000,5709000,6694000,11531000,6490000,5329000,4923000,6020000,5512000,5549000,5614000,6813000,5378000,5612000,5964000,7575000,5651000,5708000,4596000,8416000,6325000,7010000,7498000,7531000,5878000,6260000,7734000,7788000,7078000,6819000,6726000,9119000,7018000,7729000,8151000,9773000,7624000,8679000,8213000,9500000,7362000,7508000
IncomeAdministrativExpenses,27021000,26814000,26657000,29266000,27667000,19610000,29134000,31591000,27535000,17328000,37737000,32030000,30422000,30663000,29401000,44985000,30537000,31375000,31703000,35810000,27127000,28474000,28230000,39420000,31623000,36815000,34978000,34671000,43991000,52669000,43305000,53397000,38380000,38343000,40316000,45878000,41847000,44430000,41827000,49639000,45756000,45782000,42557000,55986000,49702000,49559000,49219000,50286000,52767000,49555000,51166000,63139000,53603000,56935000
IncomeGrossProfit,-5698000,2131000,262000,-25982000,12797000,6761000,-11110000,-19735000,-405000,-7426000,31014000,-15801000,1279000,19848000,89725000,111889000,111028000,107743000,-3039000,44724000,52848000,90049000,124053000,70578000,57359000,67505000,77367000,91919000,28137000,93154000,19426000,101421000,38773000,52739000,55655000,56968000,60581000,50333000,53361000,63002000,27972000,80655000,95531000,68733000,58269000,127997000,137772000,195790000,102619000,130850000,170390000,155322000,79276000,81807000
IncomeOtherOperatingIncome,15741000,6129000,39808000,23982000,-5563000,13646000,20345000,38153000,7484000,37664000,4244000,35002000,17750000,46082000,-17167000,-90505000,-61759000,46689000,60299000,22138000,36407000,24819000,13615000,16955000,20810000,23823000,10999000,19488000,13046000,10074000,40962000,15361000,10320000,5972000,15312000,206689000,7958000,12554000,22520000,17159000,23446000,5173000,3993000,23593000,21571000,5335000,6012000,13533000,14170000,6245000,17114000,23541000,11732000,12532000
IncomeOtherOperatingCosts,6715000,12128000,3968000,31597000,4051000,15472000,6190000,19646000,6916000,27863000,26071000,2885000,6597000,27926000,36263000,167000,11029000,105386000,1248000,9649000,21646000,19598000,41170000,15544000,20290000,3785000,-3173000,213717000,3958000,84013000,7430000,43771000,6498000,12677000,15869000,74078000,16027000,5408000,9547000,9168000,4744000,3726000,29360000,-952000,16945000,17957000,13031000,13239000,6439000,-1709000,10366000,16837000,7091000,8132000
IncomeEBIT,3328000,-3868000,36102000,-33597000,3183000,4935000,3045000,-1228000,163000,2375000,9187000,16316000,12432000,38004000,36295000,21217000,38240000,49046000,56012000,57213000,67609000,95270000,96498000,71989000,57879000,87543000,91539000,-102310000,37225000,19215000,52958000,73011000,42595000,46034000,55098000,189579000,52512000,57479000,66334000,70993000,46674000,82102000,70164000,93278000,62895000,115375000,130753000,196084000,110350000,138804000,177138000,162026000,83917000,86207000
IncomeFinanceIncome,7864000,3197000,10277000,-923000,7222000,1676000,6327000,9382000,5761000,6489000,3127000,5865000,13079000,8679000,6854000,18021000,17629000,6480000,12171000,7193000,11123000,9322000,8279000,11269000,14519000,12699000,13171000,14068000,19731000,5438000,31589000,10305000,9287000,5938000,6260000,9420000,10409000,9751000,9679000,13002000,11476000,10348000,7960000,9761000,14453000,9221000,8127000,11426000,10202000,8453000,8223000,10206000,10145000,7143000
IncomeFinanceCosts,10051000,-3040000,51027000,-41839000,8411000,2361000,7658000,5744000,4616000,12915000,4849000,14939000,5997000,7154000,6100000,12451000,4290000,5480000,4471000,7240000,12221000,12725000,4268000,7257000,13952000,8183000,12379000,10263000,8578000,13684000,8864000,9597000,7815000,7309000,5594000,7538000,7160000,11126000,13934000,9468000,8192000,4741000,9635000,8967000,10001000,8475000,8069000,8112000,11207000,9263000,9462000,10839000,10328000,10050000
